year,bien_ADV oser_VERB,bien_ADV poser_VERB
1800,0.0,7.231578535993322e-08
1801,0.0,8.572257570449437e-08
1802,8.951360541686881e-09,9.84649659585557e-08
1803,0.0,6.631153226521747e-08
1804,1.2359254952798437e-08,3.213406074564773e-08
1805,0.0,4.8328921309348516e-08
1806,0.0,5.187004603612877e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,2.2660739062985158e-08
1809,0.0,7.454800510231507e-08
1810,1.4040760554223652e-08,8.658469141664682e-08
1811,1.2535384286138651e-08,7.270522672797597e-08
1812,0.0,7.20146218213813e-08
1813,0.0,3.163315653864629e-08
1814,1.2586708564299443e-08,7.237357380063258e-08
1815,0.0,1.6183340889597275e-08
1816,2.3176038865813098e-09,1.228330006597389e-07
1817,1.556873407970727e-09,4.981994905506326e-08
1818,0.0,9.06009489654025e-08
1819,0.0,5.175525075173937e-08
1820,0.0,8.662531314485022e-08
1821,0.0,9.072569184809254e-08
1822,1.0025615893027862e-09,5.9151133768864383e-08
1823,0.0,3.656594316225892e-08
1824,0.0,3.789500624407083e-08
1825,0.0,6.163810439829831e-08
1826,1.7615968683770689e-09,4.315912249808207e-08
1827,1.8434546111834038e-09,8.387718253288767e-08
1828,3.668920500743411e-09,8.255071293206129e-08
1829,2.571952872898464e-09,8.058785283537873e-08
1830,1.0436835840010872e-09,1.054120417620652e-07
1831,0.0,8.575163690238696e-08
1832,1.8941957335982806e-08,8.659180394943178e-08
1833,1.6217079235048004e-08,1.204697355206008e-07
1834,0.0,1.0174638731541563e-07
1835,4.5378527602224494e-09,1.1571524538567246e-07
1836,4.704525213838906e-09,9.745087936607888e-08
1837,3.478945576063097e-09,1.1758835682940116e-07
1838,6.312161904276081e-10,1.2434959573148774e-07
1839,0.0,1.1466019111949777e-07
1840,2.5478754661634184e-09,1.1529136401122742e-07
1841,2.5682194149112547e-09,1.2263247128885268e-07
1842,4.024959032733477e-09,1.059905891942492e-07
1843,1.7720733769266417e-09,1.39403101562241e-07
1844,7.1351298203126134e-09,1.5807056463756908e-07
1845,1.674068439427856e-09,1.5178219375799884e-07
1846,2.9272506640865004e-09,1.2587177877776412e-07
1847,3.775256551818984e-09,1.2728007892093274e-07
1848,0.0,1.3194163578367224e-07
1849,8.379414939696517e-10,1.4496387734652671e-07
1850,0.0,1.1066063621001376e-07
1851,1.2898877521649865e-09,9.932135469625791e-08
1852,6.510545436100301e-10,1.1653876441641842e-07
1853,1.7915795513800958e-09,7.763511611358354e-08
1854,8.832629738719788e-09,1.2053941667033996e-07
1855,7.429711956774554e-09,1.0507735481724012e-07
1856,0.0,1.2942973182106243e-07
1857,3.4170564155999728e-09,1.0788134874317734e-07
1858,4.893676130990343e-09,1.0619276741286043e-07
1859,0.0,9.776972809127926e-08
1860,1.9681891672007623e-08,1.286188687776857e-07
1861,1.0375120318428799e-08,8.347255686658173e-08
1862,8.132375661773494e-09,1.1023886514749393e-07
1863,6.493007020935693e-09,1.453434708698076e-07
1864,1.0068928801842958e-08,1.1603241600877112e-07
1865,1.6003271596787272e-08,1.666222857465982e-07
1866,9.731225603104576e-09,1.6543083347642096e-07
1867,4.85281148598915e-09,1.363640063090088e-07
1868,7.409810987013543e-09,1.244848213399763e-07
1869,1.0255390314739543e-08,1.2745984556694623e-07
1870,2.2936195165357276e-09,1.358969541342958e-07
1871,2.1242354542039266e-09,1.4126165126526757e-07
1872,1.1489944995446422e-08,1.578355557363409e-07
1873,8.380406590902112e-09,1.197200882319116e-07
1874,1.6131444624534197e-08,1.439880769060764e-07
1875,1.1443054281912168e-09,1.5734200076167326e-07
1876,1.813804439976252e-09,9.008562207313275e-08
1877,5.566334504436554e-09,1.0452339183064652e-07
1878,1.69094480639842e-08,1.250091361537642e-07
1879,1.221865053580018e-09,1.9183281096957217e-07
1880,1.0268554007097919e-08,1.3349120298045136e-07
1881,4.183504653809678e-09,1.0179861353876163e-07
1882,0.0,1.2179354769159545e-07
1883,5.0554711528150165e-09,1.1753970446948259e-07
1884,4.621187876807653e-09,1.1420935930317455e-07
1885,3.2228177904158883e-09,1.2117794989663366e-07
1886,1.2906927748801422e-09,1.1745304107080301e-07
1887,3.9173548849191775e-09,1.1752064527081885e-07
1888,6.340614699951175e-10,1.439319592400068e-07
1889,3.759081934617825e-09,1.1653154441404467e-07
1890,1.3764211992395303e-08,1.605824649364429e-07
1891,7.0116419337296065e-09,1.0644947678883909e-07
1892,9.402768341715273e-09,1.3602671922186005e-07
1893,0.0,1.5026536459572526e-07
1894,1.1972924873759894e-08,1.2792125403393584e-07
1895,2.4074457982692365e-09,1.2578903896276472e-07
1896,7.076434549446731e-09,1.5804038211442162e-07
1897,5.2440420894583895e-09,1.3284907474098162e-07
1898,8.487532454637403e-09,1.5843394007841738e-07
1899,4.9748205555033564e-09,1.6085253662367904e-07
1900,4.15284251431558e-09,1.2718080566465062e-07
1901,5.029864968975062e-09,1.2351113565234328e-07
1902,4.419255628107521e-09,1.0213390666535815e-07
1903,4.320176216765503e-09,1.6038654382377615e-07
1904,5.374625189347171e-10,1.332907118012372e-07
1905,5.160759042333041e-10,1.4450125807030645e-07
1906,1.0288369045596824e-09,1.4300833584002248e-07
1907,2.5714217422034835e-09,1.4811388626689848e-07
1908,3.437972351250096e-09,1.4537711234829942e-07
1909,2.2003934230241384e-09,1.1882124795192794e-07
1910,9.085056262847502e-09,1.1436482671989268e-07
1911,4.788336838146279e-09,1.2875305266391024e-07
1912,6.251305251225858e-09,9.949994606017754e-08
1913,1.060597942803554e-09,1.43711025080151e-07
1914,2.0090231700464756e-09,1.3527421671710727e-07
1915,3.534228465440492e-09,1.4608144738303963e-07
1916,1.0987461607214755e-08,1.2965205087311915e-07
1917,6.57985488317081e-09,1.2063067345025047e-07
1918,8.040463406189247e-09,1.5621471494142725e-07
1919,1.2890987832747669e-08,1.9060246447821783e-07
1920,6.057785384427916e-09,1.5295907562773436e-07
1921,0.0,1.4388219415906178e-07
1922,4.426761179843197e-09,1.2542490424038988e-07
1923,2.1231896241147297e-09,1.2632978707571851e-07
1924,0.0,1.4954284166535103e-07
1925,3.299453377181294e-09,1.2537923055333522e-07
1926,0.0,1.6830669746781268e-07
1927,4.4596899506643695e-09,1.4716976715067887e-07
1928,2.2852082448565625e-09,1.393977020480719e-07
1929,3.342121912552898e-09,1.4593931951800698e-07
1930,5.2518016602221e-09,1.0923747595370514e-07
1931,7.983749661377715e-09,1.4484803401160207e-07
1932,6.575722188983946e-09,1.0411559481227073e-07
1933,1.1470662197865522e-09,1.5829513144716145e-07
1934,3.5944740517379614e-09,1.1981580883002607e-07
1935,5.98414207075848e-09,1.3165112022761605e-07
1936,6.0623572828433225e-09,1.5034645439726546e-07
1937,2.5182236296217297e-09,1.296885175916529e-07
1938,2.5930428915188486e-09,8.168085230408906e-08
1939,3.058810094103137e-09,1.177641895111492e-07
1940,5.0715658339584024e-09,1.01431314458722e-07
1941,1.4757512545315876e-08,1.0625409219144899e-07
1942,6.068423541449874e-09,1.4867637787574495e-07
1943,0.0,1.1903264152124393e-07
1944,0.0,7.711646610175649e-08
1945,6.535512131478072e-09,1.1110370934375169e-07
1946,2.7842208538686464e-09,1.712295887301707e-07
1947,1.1920870957027319e-09,1.537792400085891e-07
1948,2.174377566888097e-09,1.141548224836697e-07
1949,2.945102384188658e-09,1.1878580052915311e-07
1950,6.381216888229346e-09,1.7548346997742215e-07
1951,1.0661401539380222e-08,1.5459032454145927e-07
1952,4.2179215675730575e-09,1.5500861993977821e-07
1953,2.1547654771580937e-09,1.4760144040337764e-07
1954,5.863521668203475e-09,1.4072452358959708e-07
1955,1.8771215692936494e-09,1.0418024798397596e-07
1956,8.72114158667614e-10,1.508757438983821e-07
1957,7.951533653738352e-09,1.652152037401322e-07
1958,5.790570245522986e-09,1.1415695633232303e-07
1959,3.8753737996444215e-09,1.348630171982279e-07
1960,6.2287499602575735e-09,1.3357208827891043e-07
1961,7.64297514166401e-09,1.4313207397087524e-07
1962,7.610347907416326e-09,1.3698625389579888e-07
1963,5.819448034571906e-09,1.6617756593007016e-07
1964,3.6503808864551957e-09,1.3323890074579126e-07
1965,3.2832261354087677e-09,1.0506323366854531e-07
1966,4.985167390003653e-09,1.3958468003671953e-07
1967,2.465167847631733e-09,1.2621659528644358e-07
1968,3.5931326802796093e-09,1.302510559408887e-07
1969,4.087581828571274e-09,1.1808570204996371e-07
1970,2.2993624781975086e-09,1.2094646995031155e-07
1971,3.5968783507200897e-09,1.320568190354976e-07
1972,6.669190977248718e-09,1.3030572459937773e-07
1973,1.102640756478479e-09,1.4389461711061813e-07
1974,4.500457340128605e-09,1.220749004660071e-07
1975,6.8537762132336866e-09,1.2393911763552978e-07
1976,3.9994687561772935e-09,1.422668256534365e-07
1977,5.289103821581875e-09,1.6161150573346106e-07
1978,5.346532105932056e-09,1.1108905917378564e-07
1979,7.607565244427406e-09,1.1938025468172242e-07
1980,9.096241093686785e-09,1.2734736931641066e-07
1981,5.69299452024552e-09,1.2840866214780533e-07
1982,3.1037510339615437e-09,1.1359729024107423e-07
1983,4.4207211225000265e-09,1.3262164122451736e-07
1984,2.3196033982486597e-09,1.2757818829145506e-07
1985,7.218669662023558e-09,1.1610027295105851e-07
1986,4.196139880008332e-09,1.132957746508012e-07
1987,4.888653482026939e-09,1.277160663892829e-07
1988,3.597932174415064e-09,1.3132452636455128e-07
1989,6.585746614717891e-09,1.1140888356298007e-07
1990,3.814055737905164e-09,1.018897740623359e-07
1991,2.9307325455363298e-09,1.1488471596265981e-07
1992,3.856960972825618e-09,1.1515783371329746e-07
1993,4.985286850001103e-09,1.168772749693403e-07
1994,2.1099706426497278e-09,1.0180608689402959e-07
1995,5.4224509327127635e-09,1.0844901954243369e-07
1996,7.473328622609188e-09,1.088970831286673e-07
1997,5.753873377756236e-09,1.0644665793257957e-07
1998,5.72175506974304e-09,1.4733519615450774e-07
1999,3.1991407301035224e-09,1.087707908187241e-07
2000,2.2090156370779823e-09,1.3165734058517842e-07
2001,8.324302136486494e-09,1.1654023435170302e-07
2002,7.448076377869484e-09,9.375814052914322e-08
2003,4.166922806803086e-09,1.0167291880636142e-07
2004,2.2023955992267474e-09,9.117917842971224e-08
2005,5.404499514582994e-09,9.953286328467925e-08
2006,7.412201963319376e-09,1.2353669420761548e-07
2007,4.7933754743212376e-09,1.0066087918758626e-07
2008,6.811903485726134e-09,1.0941620098847693e-07
2009,8.105927484791664e-09,9.774794595962533e-08
2010,4.2514138876015295e-09,9.967203062899443e-08
2011,7.647943611743813e-09,1.3995737857541712e-07
2012,8.170206733382201e-09,1.3480840665991423e-07
2013,5.29933741333366e-09,1.0849696741033199e-07
2014,7.362513709807672e-09,1.2256419390510587e-07
2015,5.098123256885856e-09,1.0683893081342433e-07
2016,7.042556315894899e-09,1.1371656738479174e-07
2017,7.2952728302766445e-09,1.0892597401834792e-07
2018,5.937373259712331e-09,1.1255194865000817e-07
2019,8.16316081397872e-09,9.77028282722614e-08
