year,en_ADP aire_NOUN,en_ADP paire_NOUN
1888,2.4728397107764977e-08,2.53624587998047e-08
1889,3.8217333020451605e-08,6.891650250473447e-09
1890,3.211649390877369e-08,9.831579994568074e-09
1891,3.44207886637804e-08,9.561330394092238e-09
1892,2.7581454897784852e-08,1.6298132621272998e-08
1893,2.832871559554917e-08,1.046930819814662e-08
1894,3.591877373310126e-08,1.0082462864602348e-08
1895,2.106515117894503e-08,1.805584282088546e-08
1896,2.122930492509667e-08,8.845543353341867e-09
1897,2.9133568113515196e-08,1.2236098356765979e-08
1898,2.6594268232038587e-08,1.4145887128336199e-08
1899,2.984892333302014e-08,1.2713430308508578e-08
1900,2.0764213348734017e-08,1.7130475371551768e-08
1901,3.409130783227354e-08,1.620734302321125e-08
1902,2.8970674414985353e-08,1.767702145771821e-08
1903,3.0781254878320397e-08,9.1803746826713e-09
1904,3.117282521003517e-08,4.837162670412454e-09
1905,2.5803795267176355e-08,7.741138674521864e-09
1906,2.05767382577271e-08,7.201858220895474e-09
1907,2.8799923057487575e-08,1.2857107989372452e-08
1908,2.897719486583128e-08,1.276961114626829e-08
1909,1.925344239595006e-08,1.4852655993990993e-08
1910,1.9238942772226153e-08,8.550641084070776e-09
1911,1.9685384544665396e-08,1.3832972989291648e-08
1912,2.5005221671037248e-08,1.0418842122383865e-08
1913,2.1742257383383645e-08,1.1666577037772186e-08
1914,1.808120764223986e-08,2.4108276541756624e-08
1915,2.3561524287174507e-08,7.068456930880984e-09
1916,2.4172415624690302e-08,4.394984820521586e-09
1917,5.3735480065597585e-08,1.864292187292449e-08
1918,1.033773866510046e-08,1.033773866510046e-08
1919,1.6574127070789757e-08,9.207848705727883e-09
1920,1.8930578438158818e-08,3.786115865267448e-09
1921,2.4990065738972334e-08,2.4232791773215467e-08
1922,2.360939327372691e-08,1.1804696775641332e-08
1923,1.4862327812892318e-08,2.1231896241147297e-09
1924,5.156649773851996e-09,6.445812328337297e-09
1925,8.798542339150117e-09,1.9796720707176974e-08
1926,6.687683296036084e-09,2.5636119005412183e-08
1927,1.0034302388994831e-08,1.0034302277972529e-08
1928,1.4853853258500749e-08,7.998228745975666e-09
1929,2.116677166874581e-08,1.2254446568604749e-08
1930,1.1553964007759987e-08,1.05036033204442e-08
1931,2.5091784650044247e-08,1.9389105432310316e-08
1932,4.055028668403793e-08,1.2055489939655217e-08
1933,4.1294382802092855e-08,5.735331320977366e-09
1934,2.875579241390369e-08,1.4377896206951846e-08
1935,2.0346082152400413e-08,9.574627313213568e-09
1936,1.9399542861009422e-08,1.576212937948185e-08
1937,2.1404900962807005e-08,1.2591118370153254e-08
1938,2.333738657878115e-08,9.075650453382877e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.5214697057785997e-08,3.550096039361961e-08
1941,1.1806010391524069e-08,2.6563522936839945e-08
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,2.9032351855917682e-08,2.6129116648121453e-08
1944,4.4984606262232774e-08,2.2492303131116387e-08
1945,1.3071024707045353e-08,2.6142048525912287e-08
1946,3.062643028073353e-08,2.5057987684817817e-08
1947,1.6689218895749036e-08,1.3112957830685446e-08
1948,2.5005341575123907e-08,1.848220954059343e-08
1949,2.2579119796084512e-08,1.9634017078828947e-08
1950,2.4461330738745346e-08,1.914365066468804e-08
1951,2.3455083209000804e-08,7.462981344019681e-09
1952,3.374337254058446e-08,1.1599284199803606e-08
1953,3.124409986288157e-08,1.8315507332999914e-08
1954,3.029486128625081e-08,2.443134050622575e-08
1955,2.2525458831523792e-08,2.9095383879962355e-08
1956,2.703553869665143e-08,1.657016923672927e-08
1957,7.951533903538532e-08,1.501956425897788e-08
1958,2.8125628048769613e-08,1.6544486669545222e-08
1959,1.9376869886400527e-08,1.0851047171911432e-08
1960,2.629916601160076e-08,1.3149583255600561e-08
1961,3.265634873628187e-08,2.084447814354462e-08
1962,5.45408234131628e-08,1.712328306924249e-08
1963,3.039045082253722e-08,1.9398160300276857e-08
1964,4.0154192526564714e-08,1.216793682479178e-08
1965,4.0493119801698896e-08,2.5171399187229326e-08
1966,5.151339477205141e-08,1.9940669560014612e-08
1967,2.5144710702473816e-08,1.4791006641701188e-08
1968,3.413475932467769e-08,1.8863946849023705e-08
1969,3.451736046988785e-08,1.862120768691966e-08
1970,3.3570694335516293e-08,1.5175793066646293e-08
1971,3.956565930440803e-08,1.3873672877195986e-08
1972,3.5398013353837854e-08,1.6929485369132635e-08
1973,4.300298939163838e-08,2.4809416743210022e-08
1974,4.050411750444738e-08,1.6876715136504572e-08
1975,4.16938057412608e-08,3.1413140089142644e-08
1976,2.228275491900078e-08,2.7996280849151844e-08
1977,4.8189612078530786e-08,1.645498848290572e-08
1978,5.287126469966097e-08,1.6633656230169436e-08
1979,5.442335160310563e-08,1.7555919384903973e-08
1980,3.581644952843632e-08,2.8994268319593175e-08
1981,6.135783220395652e-08,2.277197808098208e-08
1982,3.165826112372372e-08,2.110550845202397e-08
1983,3.6628833299801045e-08,1.705135410645653e-08
1984,3.537395104613594e-08,2.9574943383181562e-08
1985,4.9327574580537714e-08,2.4062231318566774e-08
1986,5.874595604415944e-08,3.716581009616249e-08
1987,4.8275453745638686e-08,3.055408442920182e-08
1988,3.238138990280248e-08,2.4585870894711093e-08
1989,7.079677288857056e-08,2.7440611227724787e-08
1990,8.554382369130309e-08,2.724325437464259e-08
1991,3.8099522925438833e-08,3.223805933316726e-08
1992,4.573253731265936e-08,3.0855687782604946e-08
1993,5.760775678709251e-08,2.4926434250005514e-08
1994,4.378189177867142e-08,3.5342008430916394e-08
1995,6.181593642518024e-08,3.4703686757620034e-08
1996,5.8719012541175175e-08,2.402141396906643e-08
1997,4.842843426278165e-08,3.308477047880842e-08
1998,5.912480360859007e-08,1.954932926651054e-08
1999,4.295989214364582e-08,2.6964186355948883e-08
2000,5.610899900254651e-08,2.9159007652879154e-08
2001,6.790878490092744e-08,3.3735329196815655e-08
2002,5.651775714099472e-08,2.6287329646379476e-08
2003,6.833753474211335e-08,4.916968876500505e-08
2004,6.7393305602792e-08,3.3476414001976096e-08
2005,6.71058666412705e-08,4.098412276221097e-08
2006,5.8474035113942335e-08,2.6766285188273287e-08
2007,3.794755376596015e-08,3.5151418137369106e-08
2008,4.385162938325138e-08,4.0871420026178384e-08
2009,6.103286476211167e-08,4.005281883934231e-08
2010,4.91274465552749e-08,2.9287516412068726e-08
2011,4.0916501159449226e-08,5.009403197808737e-08
2012,5.106378955788138e-08,2.5872321174347235e-08
2013,4.62994750871637e-08,2.119734965333464e-08
2014,3.5729847039367435e-08,2.3386808448155882e-08
2015,3.568686279820099e-08,2.9702110992957387e-08
2016,3.749125579433077e-08,2.4648946272964878e-08
2017,4.150758609045013e-08,2.5156113636626287e-08
2018,3.252648211882203e-08,4.775713513538449e-08
2019,3.851991381420561e-08,2.423438338894357e-08
