year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP pair_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,1.8236154364359436e-07
1801,3.333655484993869e-08,7.1435474868764e-08,1.0239085423968675e-07
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.7231369042747247e-07
1803,1.950339267864365e-08,5.0708818033484704e-08,1.521264585413462e-07
1804,4.943701892301533e-09,4.943701892301533e-09,1.1864884186252311e-07
1805,5.685755422035754e-09,2.842877711017877e-09,1.3645813323748257e-07
1806,0.0,3.1698359492793315e-08,8.933174200365102e-08
1807,2.8469551160981155e-09,0.0,8.54086508184082e-08
1808,1.1330369531492579e-08,6.118399653587403e-08,1.3143228727585665e-07
1809,9.036122072814123e-09,9.036122072814123e-09,1.0165637065462363e-07
1810,4.212228077449254e-08,7.020380277111826e-09,9.360506680877734e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09,1.7549538000594112e-07
1812,8.00162425207418e-09,1.8670457180292033e-08,1.0135391459442644e-07
1813,0.0,0.0,8.339650925393016e-08
1814,1.2586708564299443e-08,3.1466771410748606e-09,6.608022040666128e-08
1815,2.697223555614414e-09,3.506390644503199e-08,7.012781066961793e-08
1816,0.0,1.4832664874120383e-07,7.648093003354006e-08
1817,1.556873407970727e-09,6.227493631882908e-09,8.874178480944295e-08
1818,7.152706427149269e-09,2.384235475716423e-09,1.0729059352065917e-07
1819,1.7596784473994376e-08,3.933399084221634e-08,8.487860836403627e-08
1820,1.1866481131050932e-09,2.3732962262101864e-08,8.899860848288199e-08
1821,7.88919063410276e-09,1.7750678149575094e-08,7.396116230573568e-08
1822,5.012807946513931e-09,1.2030739071633434e-08,6.917674966189225e-08
1823,2.8659792761231984e-08,1.4824030780680175e-08,6.028439125671525e-08
1824,1.0105335235266466e-08,0.0,7.24215674097195e-08
1825,1.584979791857677e-08,0.0,6.692136622632461e-08
1826,2.642395191543301e-09,1.1450379977517855e-08,6.253669049272048e-08
1827,1.8434546111834038e-09,2.21214555007343e-08,6.083400272416384e-08
1828,8.255071293206129e-09,4.5861504760491556e-08,4.035812628533364e-08
1829,1.0287811491593857e-08,2.8291481157793896e-08,5.57256459865485e-08
1830,4.174734336004349e-09,1.0436835840010872e-09,6.679575093038181e-08
1831,0.0,9.35472388441383e-09,1.0134284167406804e-07
1832,5.411987746839486e-09,2.705993873419743e-09,7.982682070917235e-08
1833,8.108539617524002e-09,2.3167257001688313e-09,5.9076506575550525e-08
1834,1.213489042584115e-08,9.334530703952737e-09,4.0138482759743965e-08
1835,1.2100940693926532e-08,6.050470346963266e-09,7.714349692378164e-08
1836,1.68018754465038e-08,1.3441500135158435e-09,6.115882555945973e-08
1837,2.7831563720326358e-09,0.0,5.4967340012979093e-08
1838,3.787297142565649e-09,6.312161904276081e-10,4.986607993195946e-08
1839,1.4682098203877558e-08,5.593180252283503e-09,3.8453112694014635e-08
1840,3.4396318682183846e-08,1.7198159563136528e-08,2.6115724249820005e-08
1841,2.0545755319290038e-08,4.044945711711989e-08,3.2102743130479894e-08
1842,8.049918065466954e-09,1.542900918138912e-08,2.683306021822318e-08
1843,1.1813821920725331e-08,2.3627644840651385e-09,3.1306629288962995e-08
1844,6.586273748609983e-09,2.195424508855126e-09,3.3480223482484917e-08
1845,2.17628883802945e-08,6.696273757711424e-09,3.738752818449598e-08
1846,1.2879903366069811e-08,1.7563503984519002e-09,2.9272507529043423e-08
1847,4.0988499705463255e-08,6.47186837454683e-09,3.128069803182143e-08
1848,2.413566457803995e-09,8.045221711050488e-10,3.539897530657754e-08
1849,1.6758829879393033e-09,1.6758829879393033e-09,2.0948537127196687e-08
1850,4.752297222410107e-09,1.5614690873633208e-08,3.394497927189377e-08
1851,4.514607354622058e-09,1.2898877521649865e-09,1.999326104673571e-08
1852,5.859490670445666e-09,1.9531636308300904e-09,3.515694646516465e-08
1853,3.58315901394235e-08,2.209614846648833e-08,2.209614757830991e-08
1854,1.2989160858012383e-08,0.0,2.7537021995982514e-08
1855,4.776243400783642e-09,5.306937111981824e-10,2.3350523292720027e-08
1856,4.141751386299575e-09,4.6594703095870216e-09,3.209857357688861e-08
1857,2.245494101771328e-08,4.881509085841174e-10,2.880090343992947e-08
1858,1.3212924976357954e-08,3.4255732694887797e-09,3.425573247284319e-08
1859,5.601390462572908e-09,1.5276520048956854e-09,4.073738590903986e-08
1860,1.1900677776566226e-08,2.746310290291376e-09,2.242820151820979e-08
1861,1.4147890858851042e-08,3.018216815364738e-08,2.5466203812385402e-08
1862,2.3041730301542884e-08,1.8071945329101169e-09,2.846331392802881e-08
1863,8.490855130105501e-09,2.0477944673302773e-08,2.3974179974572962e-08
1864,9.589456340108882e-09,4.794728170054441e-09,5.274200587379596e-08
1865,1.3179164426446732e-08,9.413688994985847e-09,1.6473955533058415e-08
1866,1.3137154475373336e-08,2.919367858567057e-09,5.449486306652318e-08
1867,1.747012134956094e-08,1.0190904120577216e-08,3.202855580752839e-08
1868,7.903798859842937e-08,1.975949570631741e-08,4.6928803509871386e-08
1869,3.271957993433716e-08,2.5882650689368347e-08,4.8835189669915735e-08
1870,3.2110673231500186e-08,1.0321287824410774e-08,2.465641024684828e-08
1871,2.6552942955504477e-08,3.3987767267262825e-08,2.0180236592892697e-08
1872,1.0280476914203973e-08,1.3304146229131675e-08,2.781776020643889e-08
1873,2.334541804316359e-08,1.855661402316855e-08,1.4965011230216874e-08
1874,4.361464789326419e-08,3.823749850084823e-08,1.2546678807012768e-08
1875,1.94531928343622e-08,1.4303817408301e-08,1.8881039842710834e-08
1876,3.506688628363008e-08,1.3905833817773328e-08,1.209203004393089e-08
1877,7.421779191219002e-09,4.329371083855449e-09,1.7935966711846163e-08
1878,5.1332254003000344e-08,2.0532901601200138e-08,2.536417165188709e-08
1879,2.3215436684154156e-08,9.16398767980553e-09,2.1993570742395718e-08
1880,1.9253539207397807e-08,2.6954953824542827e-08,3.144744686878198e-08
1881,2.370652651961791e-08,3.486253646878268e-08,1.3247763996915296e-08
1882,3.5939081044489285e-08,2.2628309892525067e-08,3.261138736831981e-08
1883,1.8958017378167824e-08,1.200674426549142e-08,2.9068958795619437e-08
1884,1.7164412113856997e-08,4.621187876807653e-09,4.2250861476134105e-08
1885,4.576401479994274e-08,1.8692343728421434e-08,2.3204288490674685e-08
1886,2.774989482645651e-08,1.2906927693290271e-08,3.4203357923701105e-08
1887,3.395040693021656e-08,2.7421483750345033e-08,2.2198344051815866e-08
1888,1.9655905347804037e-08,2.53624587998047e-09,3.106901225180536e-08
1889,1.8168895721260014e-08,4.385595886446936e-09,1.5036328071538207e-08
1890,3.0150179242127706e-08,9.831579994568074e-09,2.3595791098784957e-08
1891,5.736798147637501e-09,0.0,1.7847816335958555e-08
1892,1.6298132621272998e-08,5.641661360300532e-09,2.570090096298827e-08
1893,9.853466487186324e-09,4.926733243593162e-09,2.155445821827584e-08
1894,1.827446460822557e-08,5.671385139294216e-09,1.07126170156846e-08
1895,1.5648398132839247e-08,4.213029924926559e-09,1.6852120587884656e-08
1896,1.0024948871034667e-08,4.717623180994224e-09,1.4152869098893461e-08
1897,3.379494017963225e-08,5.2440420894583895e-09,1.7480140779291276e-08
1898,2.2067583316243145e-08,5.6583548957434e-10,1.867257104493092e-08
1899,2.266307141951529e-08,3.8693048765026106e-09,1.4371703827009696e-08
1900,3.1665425836990835e-08,7.786579381274805e-09,1.2977632302124675e-08
1901,1.956058603980182e-08,6.147612641171918e-09,1.5648468743023614e-08
1902,7.365425602756659e-09,4.910283735171106e-09,1.5712908751908117e-08
1903,9.1803746826713e-09,8.100330184390714e-09,2.3220947387159185e-08
1904,8.061937784020756e-09,4.837162670412454e-09,1.1286712897629059e-08
1905,4.231822359201942e-08,4.1286072338664326e-09,1.3417973176998998e-08
1906,5.658602919567102e-09,1.0288369045596824e-09,2.31488301860594e-08
1907,5.65712765521198e-09,1.028568674676933e-09,2.828563872014911e-08
1908,1.080505640516094e-08,2.9468334439286537e-09,1.7681000663571922e-08
1909,7.151278680339601e-09,1.1001967115120692e-09,2.4204327875310128e-08
1910,1.1222716089775986e-08,4.275320542035388e-09,2.3514263425283843e-08
1911,1.755723388896513e-08,3.7242617878519013e-09,1.8089272302290738e-08
1912,5.730363294986773e-09,5.209421227725386e-10,1.927485859809508e-08
1913,5.302989602995467e-09,1.060597942803554e-09,1.6969567528946072e-08
1914,6.027069510139427e-09,6.696743715117748e-10,1.8081207919795617e-08
1915,1.1780761921542648e-09,0.0,2.0027294933555595e-08
1916,1.2086208478478966e-08,1.0987462051303964e-09,1.8678685709261345e-08
1917,4.934890895924582e-08,2.1932848870420685e-09,3.289927352767563e-08
1918,5.743188147278033e-09,3.44591288836682e-09,2.6418665477478953e-08
1919,2.301962176431971e-08,1.8415696745321952e-09,1.9336482248721865e-08
1920,2.5745588771997063e-08,4.543339038320937e-09,2.3473917920568965e-08
1921,1.060184651180407e-08,2.2718242842501013e-09,2.574734159210834e-08
1922,4.426761179843197e-09,1.4755870969551665e-09,2.951174238319254e-08
1923,2.866305948145964e-08,4.246379248229459e-09,1.8047111360885992e-08
1924,2.4494086758863887e-08,3.867487219366694e-09,2.4494086314774677e-08
1925,1.0998178368026856e-08,6.598906754362588e-09,1.2097996160420621e-08
1926,2.229227646921572e-08,7.802296586589819e-09,1.4489979882625903e-08
1927,6.689535148041159e-09,7.804457524684949e-09,1.8953682623390478e-08
1928,9.14083297942625e-09,1.1426041224282812e-09,1.4853853702589959e-08
1929,1.6710609784809094e-08,4.4561625500705304e-09,1.5596568481157647e-08
1930,5.2518016602221e-09,4.201441416995522e-09,1.2604324250986565e-08
1931,6.843213995466613e-09,1.1405356659111021e-09,1.0264820993199919e-08
1932,3.616647248350091e-08,1.2055490161699822e-08,7.6716757391182e-09
1933,8.02946331646126e-09,1.261772819560747e-08,1.261772819560747e-08
1934,9.585264137967897e-09,2.3963160344919743e-09,7.188948103475923e-09
1935,2.2739740757060645e-08,2.393656828303392e-09,9.574627313213568e-09
1936,2.3036957230715416e-08,0.0,8.487300195980652e-09
1937,2.392312481447334e-08,8.813782592653752e-09,6.295559074054324e-09
1938,5.186085783037697e-09,3.889564337278273e-09,9.075650009293668e-09
1939,1.5294050470515685e-08,0.0,1.070583532936098e-08
1940,1.0143131667916805e-08,1.7750480196809804e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0,2.6563523825018365e-08
1942,1.2136847082899749e-08,1.8205270180260413e-08,6.068423541449874e-09
1943,6.967764676346633e-08,2.9032352077962287e-09,2.322588210645904e-08
1944,2.5705489292704442e-08,6.4263723231761105e-09,9.639558484764166e-09
1945,2.6142048525912287e-08,2.178504043826024e-09,1.3071024262956144e-08
1946,9.744772988540262e-09,6.960552134671616e-09,1.809743643832462e-08
1947,5.960435700558264e-09,7.152522796260996e-09,1.907339353124371e-08
1948,1.0871888278529696e-08,0.0,2.0656587107481528e-08
1949,9.817008539414473e-09,2.945102384188658e-09,6.8719057111366055e-09
1950,2.3397795700930146e-08,1.0635361480382244e-09,2.7651938960815414e-08
1951,3.5182626589858046e-08,8.529121298117559e-09,1.4925962688039363e-08
1952,2.8470971358274255e-08,2.1089607837865287e-09,1.4762725597528004e-08
1953,1.8315507332999914e-08,5.386913692895234e-09,1.508335811806205e-08
1954,1.07497895029951e-08,1.9545072227344917e-09,7.818028890937967e-09
1955,2.0648336374051723e-08,9.385607846468247e-10,1.1262729415761896e-08
1956,1.0465369904011368e-08,0.0,1.4825940475304833e-08
1957,2.738861759610245e-08,8.835037701437898e-10,1.501956425897788e-08
1958,1.5717262158432277e-08,1.6544486891589827e-09,1.8198935247681902e-08
1959,9.300897829689347e-09,3.8753737996444215e-09,1.5501495198577686e-08
1960,2.353083417006019e-08,4.8445834566201995e-09,1.0381249748725452e-08
1961,5.350082687982649e-08,1.3896318540318475e-09,1.181187103682646e-08
1962,6.976152100435229e-09,2.536782617301725e-09,1.2683912586908264e-08
1963,1.2932106940866106e-08,6.466053248388448e-10,1.1638895180965392e-08
1964,1.9468698653213323e-08,3.041984220075733e-09,5.5972508183899095e-08
1965,9.849678406226303e-09,2.188817405102128e-09,1.91521518644322e-08
1966,2.6033651678858405e-08,2.8803187945847242e-08,1.107814973089205e-08
