year,en_ADP artisans_NOUN,en_ADP partisan_NOUN
1800,9.432493897065797e-09,2.5153315874604232e-08
1801,9.524730337773235e-09,2.1430643926123594e-08
1802,6.713520406265161e-09,0.0
1803,4.6808139586573816e-08,5.851017448321727e-09
1804,2.4718509461507665e-09,0.0
1805,1.421438877713399e-08,8.528632911009026e-09
1806,0.0,1.152667650217154e-08
1807,3.9857372513552036e-08,8.540865792383556e-09
1808,1.1330369531492579e-08,0.0
1809,1.129515236897305e-08,1.8072244145628247e-08
1810,1.8721014072298203e-08,0.0
1811,2.757784400841956e-08,5.766276700569506e-08
1812,1.8670457180292033e-08,6.13457871168066e-08
1813,1.1502966579257645e-08,4.888760685162197e-08
1814,0.0,8.181360300341112e-08
1815,0.0,9.440282155992463e-08
1816,2.3176038865813098e-09,6.952811659743929e-09
1817,0.0,4.514932783195036e-08
1818,0.0,1.7881765401739358e-08
1819,1.7596784473994376e-08,3.519356894798875e-08
1820,3.5599443393152796e-09,9.493184904840746e-08
1821,4.043210211079895e-08,7.001656854299654e-08
1822,5.1130641054442094e-08,5.514088741165324e-08
1823,1.3835761869529506e-08,9.19089888640201e-08
1824,2.105278085196005e-08,4.968456579490521e-08
1825,1.4969252504215547e-08,6.427973175959778e-08
1826,1.8496766784892316e-08,4.227832306469281e-08
1827,5.069500019772022e-08,3.7790819362726324e-08
1828,1.2841221419535032e-08,5.044765671868845e-08
1829,8.57317605795771e-10,7.973054039212002e-08
1830,1.6698937344017395e-08,4.800944353178238e-08
1831,1.5591206548037917e-08,2.9623292263636358e-08
1832,5.411987746839486e-09,7.170883975504694e-08
1833,5.79181431703546e-08,1.3900354645102198e-08
1834,2.333632664885954e-08,2.8003592333902816e-08
1835,6.050470346963266e-09,4.159698363537245e-08
1836,1.344150035720304e-08,2.6210924986003192e-08
1837,3.6876823372722356e-08,1.7394727436226276e-08
1838,2.3354999711955315e-08,4.102905393210676e-08
1839,1.7478688718597368e-08,1.957613093850341e-08
1840,1.46502836528839e-08,7.070354257621148e-08
1841,2.5682194149112547e-08,6.035315891494974e-08
1842,1.0733224087289273e-08,4.561620414733625e-08
1843,1.594865928211675e-08,4.134837894298471e-08
1844,1.5916826967554698e-08,4.281077892187568e-08
1845,1.3950569588416784e-08,5.9150416120701266e-08
1846,1.1709002656346001e-09,3.922516000898213e-08
1847,9.707802561820245e-09,3.937053261182655e-08
1848,1.287235473768078e-08,1.609044364414558e-08
1849,4.4410899846525353e-08,1.4245005175439474e-08
1850,8.146795238417326e-09,7.128446100068686e-08
1851,2.7087642351375507e-08,4.70809027319774e-08
1852,1.3021090872200602e-08,1.4323200403509873e-08
1853,2.5679307569248522e-08,3.702597695109944e-08
1854,1.9223959313308114e-08,3.585008556683533e-08
1855,1.3798036491152743e-08,4.8823821430232783e-08
1856,1.346069211649592e-08,4.55592642500946e-08
1857,9.274867096564776e-09,4.051652524594829e-08
1858,2.495774786837046e-08,4.1106879677954566e-08
1859,1.2221216039165483e-08,5.14309519417111e-08
1860,6.408057640072684e-09,4.211009074772676e-08
1861,2.0278644541349422e-08,2.6880992542999138e-08
1862,7.680577063240435e-09,3.252950267484955e-08
1863,1.39849385405455e-08,4.345320192555846e-08
1864,5.274200631788517e-09,1.4384183621984903e-08
1865,1.9298061815220535e-08,3.95374932793402e-08
1866,1.3137154475373336e-08,2.822055417128766e-08
1867,6.308654931785895e-09,4.852811308353466e-08
1868,5.433861360870651e-09,8.842374654705054e-08
1869,1.12320943657096e-08,2.6371003158942585e-08
1870,3.4404292748035914e-09,3.1537268796455464e-08
1871,2.549082545044712e-08,5.098165090089424e-08
1872,7.861540751719076e-09,2.53988242659986e-08
1873,1.0176207432266438e-08,5.147963966223301e-08
1874,5.974609251779839e-09,2.150859329530519e-08
1875,9.154443425529735e-09,3.318485752856759e-08
1876,3.02300739996042e-09,3.3857681103199866e-08
1877,1.608052180301911e-08,1.6699003069220453e-08
1878,2.4156354694326865e-09,3.4422804162659304e-08
1879,6.109325489944695e-09,4.581993806596074e-08
1880,1.7969970400599777e-08,2.0537108236240442e-08
1881,9.761510710859511e-09,3.765154105161983e-08
1882,1.1314154946262533e-08,2.9283693692150337e-08
1883,2.464542170343975e-08,1.895801671203401e-08
1884,5.941527270181268e-09,3.498899303622238e-08
1885,1.6758653131887513e-08,3.480643340214584e-08
1886,7.744156427236248e-09,2.710454793941608e-08
1887,1.3710741875172516e-08,4.570247114088488e-08
1888,8.242799331981132e-09,2.8532765261601867e-08
1889,5.012109394186837e-09,3.00726554769426e-08
1890,1.1797895993481688e-08,3.342736931699619e-08
1891,1.0198752065093686e-08,4.398211816969422e-08
1892,1.6298132621272998e-08,4.011847920537548e-08
1893,7.390100087434348e-09,2.0938616174248637e-08
1894,1.764431090123253e-08,3.0247388593807045e-08
1895,1.0833506536300774e-08,1.5046536461227333e-08
1896,2.358811590497112e-09,3.951009475144929e-08
1897,1.1653426668090106e-08,2.9133568446582103e-08
1898,8.487532454637403e-09,2.7160103499568322e-08
1899,1.2160672469008205e-08,3.2612710754165164e-08
1900,2.0245106924221545e-08,2.0245106924221545e-08
1901,8.941982265753268e-09,3.073806453812722e-08
1902,3.437198747846537e-09,2.553347577816112e-08
1903,1.1880484152015924e-08,3.348136701220028e-08
1904,1.666133897515465e-08,3.6009989656804464e-08
1905,8.257214467732865e-09,3.509316215399849e-08
1906,2.572092316910357e-09,2.9321851613417493e-08
1907,1.3885677496716653e-08,2.4171363577352167e-08
1908,1.1296195090437777e-08,2.4065807124884486e-08
1909,1.265226234892225e-08,2.420432715366516e-08
1910,1.6566866989364826e-08,3.099607326362275e-08
1911,1.5961122423746588e-09,1.1172785363555704e-08
1912,1.2502610502451716e-08,3.4903123946605774e-08
1913,1.0605979205990934e-08,2.7575546790448158e-08
1914,1.5402511266415786e-08,4.21894870150652e-08
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,1.4283700444650549e-08,3.625862632361532e-08
1917,3.289927263949721e-08,3.838248474608008e-08
1918,1.1486376294556067e-09,7.69587238380609e-08
1919,1.6574126959767455e-08,3.038589824200244e-08
1920,1.9687803387569147e-08,2.6502811056872133e-08
1921,1.6660044011018726e-08,4.392193631019836e-08
1922,1.8444838545406128e-08,4.205423209668879e-08
1923,1.0615948120573648e-08,4.2463792482294593e-08
1924,1.2891624656674594e-08,3.738571052736006e-08
1925,1.8696901804560184e-08,4.069325765243548e-08
1926,1.2260752413340015e-08,5.461607699430715e-08
1927,1.3379070296082318e-08,1.4493992672726108e-08
1928,5.713020723163709e-09,4.227635130860108e-08
1929,1.6710609784809094e-08,4.456162572274991e-08
1930,1.2604324695075775e-08,5.566909777598994e-08
1931,1.8248570654577634e-08,6.158892773555635e-08
1932,1.753525857850491e-08,5.4797684612140074e-08
1933,1.1470662641954732e-08,2.867665571670841e-08
1934,1.5576054224197833e-08,4.313368862085554e-08
1935,1.3165112555668657e-08,4.6676308151916146e-08
1936,1.8187071404440758e-08,6.547345909879709e-08
1937,1.510934133364117e-08,6.547381470323188e-08
1938,6.482607339819424e-09,4.1488687485546905e-08
1939,7.647025235257843e-09,4.129393715857077e-08
1940,5.0715658339584024e-09,5.3251442144741645e-08
1941,2.6563522936839945e-08,5.60785480274717e-08
1942,3.3376331032286544e-08,4.854738722137597e-08
1943,1.7419411690866582e-08,4.645176376882887e-08
1944,9.639558484764166e-09,5.1410978585408884e-08
1945,1.089252066321933e-08,6.753362669087437e-08
1946,2.0881657292193267e-08,5.568441707737293e-08
1947,1.6689218895749036e-08,6.198852764427443e-08
1948,3.261566305923225e-08,5.327225038875838e-08
1949,8.835307596655184e-09,8.14811684790584e-08
1950,1.4889506516624351e-08,4.8922664364070556e-08
1951,2.1322803078760444e-08,4.051332780363737e-08
1952,1.7926167217297007e-08,2.5307528517259925e-08
1953,1.4005975934594517e-08,5.171437067463813e-08
1954,1.9545073115523337e-08,5.2771695902009697e-08
1955,1.1262729415761896e-08,7.039206195713632e-08
1956,2.0058624983221307e-08,4.534993536253751e-08
1957,1.8553580005686854e-08,4.4175187952077977e-08
1958,1.9853384713997002e-08,4.797901081987632e-08
1959,1.7826719656000023e-08,3.410329085795638e-08
1960,1.5225833038812198e-08,4.15249985508126e-08
1961,2.223410966450956e-08,4.238377115939329e-08
1962,1.331810839388936e-08,4.5027891859561464e-08
