year,en_ADP artisans_NOUN,en_ADP partisan_NOUN
1963,1.939815952312074e-08,4.78487933719407e-08
1964,1.6426714211092985e-08,3.9545792418493875e-08
1965,1.3132904541635071e-08,5.5267637577571804e-08
1966,1.2185964237687585e-08,4.431259759130057e-08
1967,1.5284040699725665e-08,4.09217850716459e-08
1968,1.7965662735264232e-08,4.446501561394811e-08
1969,1.2716921737876419e-08,3.8150763770339324e-08
1970,1.8854771965948203e-08,3.8629289655922605e-08
1971,1.3359833239690033e-08,4.727325864095633e-08
1972,2.3598675014113724e-08,4.7710367545583665e-08
1973,1.6539610570021068e-08,5.017015314301432e-08
1974,1.8564387360697765e-08,3.71287733891279e-08
1975,1.8276736568623164e-08,4.569184053337949e-08
1976,1.5997875024709174e-08,3.028169359708954e-08
1977,1.8218024422367307e-08,3.93744393756279e-08
1978,1.9603952239322098e-08,3.861384367809251e-08
1979,1.521513048885481e-08,3.4526642878063285e-08
1980,1.9329512213062117e-08,2.6151693310882962e-08
1981,1.5813874654213578e-08,3.795329839295647e-08
1982,1.6139505731871395e-08,5.772976996443191e-08
1983,1.9577479193344516e-08,3.4734238596456635e-08
1984,1.797692661398287e-08,3.88533569761762e-08
1985,2.5265343595037848e-08,2.8874677981960417e-08
1986,1.7983456501724504e-08,4.0163052661412735e-08
1987,1.649920555735207e-08,3.2998411836349106e-08
1988,2.5185526553173077e-08,3.89775997589048e-08
1989,2.030605195102453e-08,3.567279349692143e-08
1990,1.3621627381610324e-08,3.596109565684458e-08
1991,2.4032006606944378e-08,3.692723132830977e-08
1992,2.0386792698445788e-08,2.8651710115568108e-08
1993,1.772546376344053e-08,2.2710749725263213e-08
1994,1.8989736005892155e-08,3.2704544739026176e-08
1995,2.114755837112625e-08,3.6872664643805564e-08
1996,1.5480466686312866e-08,2.989331626679359e-08
1997,1.5343662340683295e-08,3.78796669586734e-08
1998,1.5734826774860267e-08,3.003921456024017e-08
1999,2.2851006420410158e-08,3.564756889673504e-08
2000,2.1206551181762734e-08,3.976228279967131e-08
2001,2.2782300490575835e-08,2.979224084098675e-08
2002,1.752488643091965e-08,4.1183480625761604e-08
2003,1.7084383685528337e-08,2.9585153549227527e-08
2004,2.2904915297772277e-08,3.435737006007855e-08
2005,1.3961623857028371e-08,3.422849559342467e-08
2006,1.976587071794711e-08,4.7767523936315115e-08
2007,2.157018919035636e-08,4.5537067450140967e-08
2008,1.575252639440805e-08,3.44852602029988e-08
2009,1.192048149079028e-08,3.194688980023841e-08
2010,1.0392344762522043e-08,2.6925619733830786e-08
2011,8.795135286732148e-09,3.2503762237290346e-08
2012,1.0212757750593937e-08,1.1574459224394928e-08
2013,1.6455837581474952e-08,1.9244962567999124e-08
2014,1.2559581819004961e-08,3.464712161616035e-08
2015,1.1304534197620342e-08,2.1722438070526096e-08
2016,9.528164035543796e-09,2.340614202456237e-08
2017,9.810884549210641e-09,2.1131134619878367e-08
2018,1.0842160058643913e-08,1.8586560956990184e-08
2019,9.183556137770665e-09,3.469343434758798e-08
