year,son_DET achat_NOUN,son_DET pacha_NOUN
1800,3.458580977167003e-08,6.288328968651058e-09
1801,2.3811825400343878e-08,1.1905912922216544e-08
1802,6.265952379180817e-08,6.937304419807333e-08
1803,1.950339267864365e-08,1.5602713787643552e-08
1804,1.2359254242255702e-07,2.9662210465630778e-08
1805,4.264316544322355e-08,2.2743021688143017e-08
1806,3.7461699520235925e-08,1.4408345627714425e-08
1807,8.256169792275614e-08,1.99286853685976e-08
1808,9.517511045942229e-08,0.0
1809,1.3102376783535874e-07,9.036122072814123e-09
1810,7.254392642153107e-08,2.3401267590372754e-09
1811,3.259199843341776e-08,0.0
1812,8.001624385300943e-08,5.3344164641089264e-09
1813,7.189353823378042e-08,5.751483289628823e-09
1814,3.1466772298927026e-08,6.293354282149721e-09
1815,1.1058616422587875e-07,1.6183340889597275e-08
1816,4.6352079507983035e-08,0.0
1817,3.113746771532533e-08,6.227493631882908e-09
1818,3.695565098382758e-08,5.0068943213688044e-08
1819,5.589566853814176e-08,1.5526575580793178e-08
1820,3.9159388620646496e-08,2.610625848831205e-08
1821,7.889190811738445e-08,2.3667571014129862e-08
1822,6.416394171537831e-08,1.2030739071633434e-08
1823,5.0401702367253165e-08,9.882687113105248e-09
1824,2.3579115548955087e-08,3.368445167239997e-08
1825,2.905796137042671e-08,3.1699594282841304e-08
1826,5.9013494535520294e-08,1.5854371593349015e-08
1827,1.3457218983603525e-07,1.8434546111834038e-09
1828,1.0915038473058303e-07,5.503380862137419e-09
1829,6.258418494553553e-08,1.2859764364492321e-08
1830,5.218418053232199e-08,3.8616293940307855e-08
1831,8.731075240575592e-08,1.4032085715598441e-08
1832,2.976593194148336e-08,3.2471927369215337e-08
1833,1.1467792582209313e-07,1.621708034527103e-08
1834,4.29388435918554e-08,4.0138484536100805e-08
1835,1.8151411040889798e-08,5.067268915581735e-08
1836,7.123995260371885e-08,2.822715106098883e-08
1837,8.001574514082677e-08,1.8090515752078318e-08
1838,2.1461350030449466e-08,2.6511079775914936e-08
1839,9.088917540811536e-08,2.9364195519576697e-08
1840,6.11490094115652e-08,4.586175839094153e-08
1841,6.484754333513365e-08,1.926164650001283e-08
1842,6.305769062464606e-08,9.391571520467323e-09
1843,5.493427224223524e-08,2.4218335781256428e-08
1844,6.202074587235984e-08,1.8661107548112454e-08
1845,7.19849380104165e-08,2.287893430263921e-08
1846,6.147226216945967e-08,1.8734404250153602e-08
1847,8.14376797109162e-08,3.235934098455573e-08
1848,6.436177102386864e-08,5.873011943435813e-08
1849,6.200767188602185e-08,5.865590324560799e-08
1850,6.78899567674307e-08,2.0366988096043315e-09
1851,4.4501126561513615e-08,5.159551230704551e-09
1852,8.138181883943219e-08,7.812654523320361e-09
1853,4.41922942684414e-08,7.166318205520383e-09
1854,3.533051895487915e-08,1.9223959313308114e-08
1855,6.368324534378189e-08,3.555647865027822e-08
1856,7.248065259091163e-08,1.7602443946884705e-08
1857,4.393358210563747e-08,2.0990488680538988e-08
1858,5.3830436053114994e-08,1.517039538434517e-08
1859,8.198399070735718e-08,1.782260738991681e-08
1860,3.524431591017674e-08,1.6935580493537827e-08
1861,1.7213267256011022e-07,1.744906619194353e-08
1862,4.924605090383949e-08,1.807194577319038e-08
1863,6.742737923559616e-08,1.548332484446746e-08
1864,6.664672014267126e-08,2.9247839705703882e-08
1865,5.2245972881337366e-08,7.060266704606022e-09
1866,2.4328065451051373e-08,1.0217787171917792e-08
1867,6.114542472346329e-08,7.76449837758264e-09
1868,6.372437866275504e-08,7.409810987013543e-09
1869,4.0044856319809696e-08,3.9068152046795035e-09
1870,5.390005952676802e-08,9.747882945276842e-09
1871,3.611200227737754e-08,6.37270636261178e-09
1872,5.200711850061879e-08,9.675742873582749e-09
1873,4.968383748860106e-08,5.9860043588599865e-09
1874,6.213593195525391e-08,0.0
1875,4.405575992905142e-08,1.5448122780981066e-08
1876,4.0508297827202e-08,4.232210137899983e-09
1877,5.1333971295974834e-08,1.4225077116236662e-08
1878,7.24690643050252e-08,5.435179750712393e-09
1879,6.536978247595471e-08,4.887460214320072e-09
1880,6.482024983434087e-08,2.5671385017744797e-09
1881,1.0389036186886358e-07,2.7890030285249168e-09
1882,5.923292589748996e-08,1.2645231972641113e-08
1883,1.3523385283820133e-07,3.791603475633565e-09
1884,7.525934364593923e-08,3.300848483434038e-09
1885,7.02574283195645e-08,9.668453371247665e-09
1886,8.26043375923291e-08,1.6779006128953e-08
1887,1.2470246701923315e-07,4.570247291724172e-09
1888,1.2998259690810698e-07,1.268122939990235e-09
1889,1.0650732207295732e-07,5.012109283164534e-09
1890,1.1470176275452104e-07,5.898947996740844e-09
1891,8.668938988876107e-08,1.5935550212731187e-08
1892,1.1722117854162661e-07,8.149066310636499e-09
1893,1.0346139633909957e-07,3.0792083327568776e-09
1894,1.3233233175924397e-07,1.2603078580752936e-09
1895,1.11344368836086e-07,2.4074457982692365e-09
1896,1.2383761294199047e-07,8.255840844295648e-09
1897,1.84706826278358e-07,1.2236098023699071e-08
1898,1.1486460493870254e-07,5.092519295146758e-09
1899,1.1276259748171924e-07,5.527578395003729e-09
1900,1.6040354466895224e-07,7.786579936386318e-09
1901,1.397184697382592e-07,7.265360812969135e-09
1902,1.4730851427557923e-07,4.419255628107521e-09
1903,1.5984651713374376e-07,7.020286574288548e-09
1904,1.306033849957089e-07,6.987012746151322e-09
1905,1.3572795865002263e-07,4.64468330463319e-09
1906,1.3426321743281733e-07,2.726417791532043e-08
1907,1.2188539488811045e-07,8.228549286393161e-09
1908,1.5962014043857664e-07,3.929111258571538e-09
1909,1.402750768875194e-07,2.750491723269022e-09
1910,1.095550881125007e-07,8.01622590529405e-09
1911,1.2236860169601016e-07,1.0640748171475423e-08
1912,1.177329185253484e-07,8.856015920599702e-09
1913,1.378777318983282e-07,5.833288740930698e-09
1914,1.2522910913803642e-07,5.357395083116501e-09
1915,1.7435527865927725e-07,0.0
1916,1.0218339641099305e-07,2.8567400889301098e-08
1917,1.831392921758379e-07,8.773139548168274e-09
1918,1.9756566871365067e-07,5.743188147278033e-09
1919,1.703451946166723e-07,2.762354511798293e-09
1920,1.9006301599233666e-07,1.1358347151713133e-08
1921,1.9764871383998184e-07,1.1359121199205902e-08
1922,1.763326510362262e-07,1.623145884366295e-08
1923,1.900254757991604e-07,1.8047111804975202e-08
1924,1.8692854863999742e-07,7.734974771800296e-09
1925,1.814699372992834e-07,3.0794898853159225e-08
1926,1.3486827121766964e-07,0.0
1927,1.6277868142289265e-07,1.5608914605280688e-08
1928,1.4054030961219155e-07,9.140832757381645e-09
1929,1.7156225795567082e-07,1.0026365737658693e-08
1930,1.99568463532529e-07,2.10072066408884e-08
1931,1.893289178767077e-07,2.052964109822142e-08
1932,1.5343351833507768e-07,6.575721966939341e-09
1933,1.387950163689311e-07,1.4911860635180574e-08
1934,1.5336422620748635e-07,9.585264137967897e-09
1935,1.603750137135762e-07,7.180970484910176e-09
1936,1.2609703770039005e-07,1.2124714565686645e-09
1937,1.2842940744217657e-07,7.554670999887492e-09
1938,1.4132083359097436e-07,1.2965214457594243e-09
1939,1.819992023754935e-07,1.2235240376412548e-08
1940,1.3693227174371714e-07,5.0715658339584024e-09
1941,1.8004165269758232e-07,0.0
1942,1.790184902539238e-07,3.034211770724937e-09
1943,1.683876436064935e-07,1.1612940831184915e-08
1944,1.9279117502435383e-07,1.2852744646352221e-08
1945,1.3288874622929825e-07,8.714016175304096e-09
1946,1.2946627414578415e-07,4.1763312808029696e-09
1947,1.776209710424581e-07,8.344609669919123e-09
1948,1.2393951775990786e-07,8.697510267552389e-09
1949,1.2958450745781391e-07,9.817008539414473e-09
1950,8.720996480526821e-08,3.190608444114673e-09
1951,1.3433365841919453e-07,7.462981455041984e-09
1952,1.20210767562412e-07,7.381362632230548e-09
1953,1.49756204881335e-07,5.386913692895234e-09
1954,1.1433867297405698e-07,1.759056478256582e-08
1955,1.435997969423397e-07,9.385607846468247e-09
1956,1.8227185560881765e-07,8.72114158667614e-10
1957,1.378265899742992e-07,9.718541360559385e-09
1958,1.389736925538898e-07,7.445019101215422e-09
1959,1.3331286918827345e-07,0.0
1960,1.3910875040767934e-07,6.228750071279876e-09
1961,1.090861014851896e-07,4.1688955620955426e-09
1962,1.2620493450299364e-07,6.341956404476434e-09
1963,1.661775632655349e-07,5.819447590482696e-09
1964,1.034274581535044e-07,4.867174663303331e-09
1965,1.302346355203099e-07,4.924839203113152e-09
1966,1.5066283065579e-07,3.877352328096606e-09
1967,1.2276535366062546e-07,6.409436092980059e-09
1968,1.3159847811472503e-07,6.287982051711438e-09
1969,1.3080262650788654e-07,3.6334062425424918e-09
1970,1.4164072870137545e-07,5.978342543233595e-09
1971,1.5517960694211297e-07,5.138397485282553e-09
1972,1.2979271524216074e-07,5.643161493651405e-09
1973,1.3672745313719759e-07,2.7566018356850464e-09
1974,1.355762828669782e-07,2.812785782069227e-09
1975,1.513542251529998e-07,4.569184142155791e-09
1976,1.8683232183569487e-07,2.285410694025103e-09
1977,1.610238258287211e-07,6.4644601893704134e-09
1978,1.9485140345665286e-07,4.752473081737207e-09
1979,1.6912202394081532e-07,3.5111840102075575e-09
1980,1.688489703610685e-07,4.548120546843393e-09
1981,1.7015728692726384e-07,3.795329828193417e-09
1982,1.762930668114393e-07,1.8622506869903077e-09
1983,1.9514326776715052e-07,4.420721344544631e-09
1984,1.8614817420825602e-07,6.958810194745979e-09
1985,1.5820917687037195e-07,5.4140022465176685e-09
1986,1.6664669644228525e-07,4.7955883708539204e-09
1987,1.7599152357661296e-07,2.4443267410134695e-09
1988,1.6850316331140647e-07,5.396898372644898e-09
1989,2.0854864413166752e-07,5.4881220679092735e-09
1990,1.8797846568219256e-07,1.0897302171741785e-08
1991,1.6646560485611417e-07,5.275318681885466e-09
1992,1.8733810636106796e-07,8.264916195876992e-09
1993,2.0550459822743505e-07,2.7696037130375828e-09
1994,1.6616019116177938e-07,6.329912094482637e-09
1995,2.0713761816892884e-07,3.7957155196721715e-09
1996,1.836303749058743e-07,2.135236876199542e-09
1997,1.8268548274136265e-07,1.0069278189028807e-08
