year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP pile_NOUN
1832,6.22378593106987e-08,3.382492252956837e-08,6.22378593106987e-08
1833,1.3321172898095313e-07,3.590924801954998e-08,6.602667923516492e-08
1834,8.027696907220161e-08,2.5203233278148218e-08,7.467625096069241e-08
1835,7.638718813041123e-08,1.5882484660778573e-08,7.487457054367042e-08
1836,1.0148332307835517e-07,4.099657502365517e-08,9.274635170974932e-08
1837,7.305785487687899e-08,9.74104708006962e-09,7.723258788061571e-08
1838,5.996553653631054e-08,2.0830134062066463e-08,5.049729612238707e-08
1839,9.088918062616358e-08,1.1186360615589308e-08,1.4332523523563623e-07
1840,8.853866972913238e-08,3.949207094677831e-08,9.044958060311359e-08
1841,7.76886395215115e-08,3.4028906803484915e-08,7.833068993434722e-08
1842,5.903273203600179e-08,2.2808100297311285e-08,1.4825265282070177e-07
1843,5.9069112268161916e-08,1.594865972620596e-08,1.3172410989747974e-07
1844,6.53138769735051e-08,1.2074834687680891e-08,1.0098952879511458e-07
1845,9.095771247302764e-08,2.4553003186156275e-08,7.254296452430253e-08
1846,6.732676638421253e-08,1.8148954339380907e-08,8.371937099127535e-08
1847,4.7460368080010085e-08,1.0247124926365814e-08,6.903326177365443e-08
1848,7.803865287314693e-08,1.769948720919956e-08,2.654923214606697e-08
1849,7.29009101974043e-08,1.7596771817451895e-08,4.1059134758825167e-08
1850,7.128446100068686e-08,2.104588769924476e-08,5.838536765168101e-08
1851,4.9660677348128957e-08,2.063820336850597e-08,6.836405064269968e-08
1852,6.901178140061859e-08,1.8229527221080843e-08,6.185018097681905e-08
1853,9.614809926006274e-08,2.269334142823709e-08,7.644072708146155e-08
1854,7.58567040293201e-08,8.884585955826196e-08,5.455447649183043e-08
1855,5.306937111981824e-08,1.1675261646360013e-08,5.943769565419643e-08
1856,4.814786080942213e-08,9.836659264905734e-09,6.109083283689642e-08
1857,5.9554409403972386e-08,9.763018393726952e-09,4.979139456295911e-08
1858,6.753272691062406e-08,1.3702293077955119e-08,6.704335930862726e-08
1859,6.568903621051447e-08,1.018434669930457e-08,5.3467818617036755e-08
1860,5.6757080812985805e-08,2.1055046151019496e-08,9.017052543525139e-08
1861,5.800635555219813e-08,1.650587311274876e-08,4.385846108512226e-08
1862,6.957699127951855e-08,1.3102160689726361e-08,3.930648162508987e-08
1863,9.589672345100553e-08,2.497310469529168e-08,4.345320281373688e-08
1864,7.959248193856183e-08,2.2535221688713136e-08,1.0164823427416536e-07
1865,5.836486849375433e-08,4.142023080078161e-08,4.6127076491764285e-08
1866,6.957826315101556e-08,2.9680238100571188e-08,4.622332316905897e-08
1867,5.386620927083641e-08,2.2808213984149006e-08,8.201251411321664e-08
1868,4.050696877921922e-08,2.4699369660652337e-08,8.101393367265786e-08
1869,8.106642057637004e-08,1.1720446391194628e-08,8.057806866190731e-08
1870,7.511604138699113e-08,7.454263428741115e-09,8.142349372519675e-08
1871,7.009977154304181e-08,2.6552942955504477e-08,5.20437686279962e-08
1872,5.6844989160254045e-08,1.6327815544059376e-08,6.410179387295045e-08
1873,8.08110627303904e-08,3.292302430679683e-08,8.739566226267925e-08
1874,5.257655999457711e-08,2.2106054209380943e-08,6.990292539255094e-08
1875,7.437985516389745e-08,3.490131444960909e-08,5.492666116380107e-08
1876,5.985554452081487e-08,1.3301233003915058e-08,8.464420764298097e-08
1877,8.225805459005642e-08,1.669900340228736e-08,1.0947124517990403e-07
1878,8.152769481739597e-08,1.8117265909722846e-08,8.454724292894511e-08
1879,5.5594860270957724e-08,1.0385853066452455e-08,4.520900587223764e-08
1880,8.279021557200394e-08,4.235778594541273e-08,7.765594145503485e-08
1881,5.717456247333885e-08,2.9284531744000475e-08,7.600033541388385e-08
1882,4.45910792734594e-08,6.655385131892899e-09,5.390862067855551e-08
1883,7.140852886777793e-08,3.728410069570032e-08,6.319338857752044e-08
1884,6.271612296160356e-08,2.1125431182156262e-08,6.79974796469196e-08
1885,4.18966337178972e-08,1.0313017106966527e-08,9.21725913372029e-08
1886,4.194751518360462e-08,2.0651084398082276e-08,5.356375154530468e-08
1887,6.8553710264041e-08,2.8727268563955022e-08,2.8727268341910417e-08
1888,3.550744054336974e-08,1.2681229621946954e-08,7.862362050303773e-08
1889,7.831420845150205e-08,1.1277246247942685e-08,8.708540349955385e-08
1890,6.94764992204e-08,2.6872984115744458e-08,6.095579418996522e-08
1891,3.6970476458009216e-08,2.932141285327816e-08,5.7367981809441915e-08
1892,7.522215006439126e-08,2.9462008832581432e-08,6.39388233469873e-08
1893,6.096832549928877e-08,3.017624117251927e-08,4.8035648403388365e-08
1894,7.18375510189162e-08,6.364554661075772e-08,4.4110773700367645e-08
1895,5.2963805785566365e-08,3.550982596856045e-08,6.19917273070314e-08
1896,5.366296207398591e-08,2.535722409824359e-08,5.2483556389759656e-08
1897,5.010973680441566e-08,2.0393497224269197e-08,6.176316702521945e-08
1898,2.4330926606808134e-08,4.639851125531891e-08,5.771521927044887e-08
1899,5.859233098703953e-08,3.537650172802387e-08,6.964748777704699e-08
1900,7.00792170960085e-08,3.374184520676948e-08,6.229264026824666e-08
1901,7.488910142017247e-08,8.438995735549071e-08,4.13566674795085e-08
1902,4.7629754362787935e-08,5.548620674034055e-08,8.101968518303693e-08
1903,5.6702312178913417e-08,3.5101431761219715e-08,3.726151831529023e-08
1904,4.78341632970114e-08,5.320878937453699e-08,4.944655085381555e-08
1905,4.180214735471921e-08,1.0218303092557335e-07,4.8511136441220515e-08
1906,5.349951948119269e-08,7.047532901705011e-08,5.349951948119269e-08
1907,4.4742737514980035e-08,6.68569620776438e-08,3.034277540336916e-08
1908,3.536200066101003e-08,6.92505877086802e-08,6.139236319313568e-08
1909,3.245580160182726e-08,5.115914747388928e-08,6.931239227014885e-08
1910,2.9927242906069296e-08,4.702852551830006e-08,7.214603670036013e-08
1911,4.14989171915181e-08,9.097839959171239e-08,4.7351329746092574e-08
1912,5.0531385964447395e-08,3.802877518443992e-08,5.678269232589628e-08
1913,5.196929819817342e-08,7.954484776417914e-08,6.045408440513711e-08
1914,6.964613419313537e-08,4.821655363862476e-08,3.9510788085728166e-08
1915,4.7123048574349014e-08,2.3561523843085297e-08,3.416420923940677e-08
1916,4.1752354462687435e-08,3.625862410316927e-08,4.1752354462687435e-08
1917,4.1672412742777e-08,7.237839794171919e-08,7.128176093829097e-08
1918,7.006689184407833e-08,7.810735525026757e-08,3.675640414257941e-08
1919,3.867296488602179e-08,9.576162607327632e-08,5.985101442229634e-08
1920,3.256059599721084e-08,5.073395392685143e-08,4.619061400035207e-08
1921,5.2251955651172466e-08,1.1813486100464843e-07,7.194110157593414e-08
1922,6.713921302248238e-08,7.673052992984708e-08,5.754789506040581e-08
1923,5.6264525483129546e-08,1.2102180546591512e-07,4.777176698667063e-08
1924,4.383152329978657e-08,8.766304548935011e-08,7.219309594574952e-08
1925,5.169143690864075e-08,1.407766827554724e-07,5.9390161011307896e-08
1926,5.015762383209221e-08,9.808601619809565e-08,8.02521992193661e-08
1927,7.804457169413581e-08,2.1295019048128694e-07,5.797597069090443e-08
1928,4.6846768242403414e-08,8.569531007029951e-08,5.5987602110008083e-08
1929,4.9017788938954254e-08,1.3814104371512315e-07,6.795647777835256e-08
1930,3.2561171536826805e-08,1.0923747439939291e-07,6.617270287279098e-08
1931,7.299428261831054e-08,1.6423713677937712e-07,7.52753521737759e-08
1932,8.110057336807586e-08,1.0630750812978818e-07,5.2605777511871565e-08
1933,6.308864186621577e-08,2.2941324773206873e-07,5.047091278242988e-08
1934,5.751158482780738e-08,2.000923906564367e-07,3.354842448288764e-08
1935,6.582556011380802e-08,1.2686381367643662e-07,6.462873614054843e-08
1936,5.334874497719966e-08,1.3822174294020328e-07,7.638570442836112e-08
1937,5.9178255185088346e-08,1.3220674199843074e-07,6.043736699989921e-08
1938,7.779128452511941e-08,1.20576491347002e-07,4.2785206488815675e-08
1939,5.352917753498332e-08,1.1011716427589135e-07,6.576441791139587e-08
1940,3.296517903095264e-08,9.635974973498662e-08,5.0715657229361e-08
1941,6.788455664263893e-08,2.1545969319802794e-07,4.7224041566096275e-08
1942,7.282108316353231e-08,1.7598427848319886e-07,4.8547388331598995e-08
1943,9.00002918857723e-08,2.2645234376561518e-07,5.516146828199453e-08
1944,1.0282195717081777e-07,2.3134941073976734e-07,6.42637232317611e-08
1945,1.2635323676235544e-07,1.394242614694008e-07,4.7927088075994106e-08
1946,8.631084824628488e-08,3.870066960232066e-07,6.821341003160342e-08
1947,6.556479337227472e-08,1.7404471130966215e-07,6.437270627657199e-08
1948,8.914948068650119e-08,3.174591389765169e-07,1.1850357850562432e-07
1949,1.089687948763185e-07,2.9843705084964256e-07,4.319483792869505e-08
1950,8.295581621631243e-08,1.9356358382793815e-07,4.892266147749069e-08
1951,9.488647223498958e-08,2.2708785563096967e-07,8.635735326834038e-08
1952,1.0861147714535946e-07,1.5711757173075824e-07,4.74516177462192e-08
1953,8.511323734694543e-08,2.1008963413393644e-07,9.157753311228589e-08
1954,7.81802900196027e-08,1.6906487076973065e-07,4.49536656788041e-08
1955,1.154429796201839e-07,2.815682353940474e-07,5.631364530245264e-08
1956,1.1599118132643582e-07,2.1279585205036256e-07,1.1337483840634377e-07
1957,1.4312761464907453e-07,3.321974053616117e-07,1.0690395413348597e-07
1958,1.1829308449451403e-07,2.5230342171056463e-07,6.286905201990933e-08
1959,1.5113958196089072e-07,3.208809538080004e-07,1.4958942706755352e-07
1960,8.581833199627908e-08,2.4568957890380716e-07,1.9655166738630214e-07
1961,8.754680447253804e-08,2.7167303651154384e-07,1.9941217033192515e-07
1962,1.2557073747476721e-07,2.454337102442139e-07,4.001774471795727e-07
1963,9.893061736487851e-08,2.5993534169543864e-07,5.476746992583159e-07
1964,8.030838327677259e-08,2.2814880673571736e-07,3.1940834332999657e-07
1965,6.457011131333346e-08,2.5390281344073173e-07,4.974087417508599e-07
1966,9.028691627666063e-08,2.4094974704347294e-07,3.7333364522051937e-07
1967,7.543413449440095e-08,1.9277612661738885e-07,3.184996728577971e-07
1968,8.039634266654438e-08,2.1064740374221458e-07,2.3579933383643947e-07
1969,1.0309790240969896e-07,3.6788237811613556e-07,1.5305724332392856e-07
1970,9.795284305891272e-08,2.8742032753825697e-07,1.8027002540721426e-07
1971,7.347908270727288e-08,3.283435972001314e-07,1.690532729359262e-07
1972,8.87515437808517e-08,2.45221021710762e-07,2.544552785144205e-07
1973,7.332560791883935e-08,2.3265720616727492e-07,1.9902665432391942e-07
1974,7.650777655854313e-08,2.1827218210646038e-07,1.8339363472286152e-07
1975,7.71049837311466e-08,2.947123856067435e-07,1.582080071393932e-07
1976,6.970502741676654e-08,3.085304505212605e-07,2.3711136520887521e-07
1977,8.815172769516266e-08,4.5897666911542956e-07,1.3986740343696624e-07
1978,1.0455440435652719e-07,7.235640131497689e-07,1.2950489436391877e-07
1979,8.017203212418167e-08,7.829940444903372e-07,7.95868402292399e-08
1980,8.982538313162536e-08,6.662996441253455e-07,9.096241188055743e-08
1981,1.2651099079441508e-07,8.824141608521074e-07,8.41298102849386e-08
1982,1.1794254017871708e-07,1.0174096072290695e-06,7.511077504407382e-08
1983,1.648297492939932e-07,1.0350802774894419e-06,1.0483424384144513e-07
1984,1.090213619936442e-07,1.1076106196661328e-06,1.4845461598911314e-07
1985,1.401624999397555e-07,1.4160623419412488e-06,1.3354539485366246e-07
1986,1.582544151834675e-07,1.1599328857414548e-06,5.7547062226603884e-08
1987,1.656031322072593e-07,1.4983722338435257e-06,6.171924837872211e-08
1988,2.2187248949201432e-07,1.536916705457969e-06,5.037105310634615e-08
1989,1.1634818730676955e-07,1.6195448337974483e-06,7.573608939992482e-08
1990,1.5310708995075473e-07,1.5604936454138851e-06,5.88454294736529e-08
1991,1.8111927269082173e-07,1.4126131624436766e-06,5.4511627212150415e-08
1992,2.0772489084386336e-07,2.062372054467687e-06,5.4548447536717504e-08
1993,2.83053504634978e-07,2.0018695345846993e-06,4.874502579355067e-08
1994,3.0330828204583327e-07,1.892643687106954e-06,4.694684813122407e-08
1995,2.765450015651538e-07,1.755247326151732e-06,9.814635859584087e-08
1996,3.8007217018076744e-07,1.9313217576311104e-06,5.391473156812765e-08
1997,5.581257198628009e-07,1.989401702928717e-06,5.22643510691978e-08
1998,5.89817584106811e-07,1.4456968266962633e-06,4.5297226969331916e-08
1999,6.75932743554597e-07,1.6466434926698525e-06,4.798711117359744e-08
2000,6.035030999385071e-07,1.1504554500163522e-06,6.096883709005851e-08
2001,6.471050006950918e-07,1.1697835127222334e-06,6.133696217602846e-08
2002,8.289271047345892e-07,9.704405754540346e-07,7.229015608345435e-08
2003,8.442185635004762e-07,1.1704886357932764e-06,4.625284333314994e-08
2004,1.1056025996936114e-06,1.2029485043640875e-06,6.651234887855573e-08
2005,1.1016171388433804e-06,9.165130343546934e-07,4.638862194372706e-08
2006,8.099889363677448e-07,8.762869931899786e-07,6.218013481884554e-08
2007,8.624081306862763e-07,1.1340327352726831e-06,5.5123815206892246e-08
2008,9.302505521446847e-07,7.454777062321227e-07,6.386159351334797e-08
2009,8.372945767831652e-07,6.990170497989112e-07,5.292693572300777e-08
2010,8.852387939350947e-07,5.77247488919852e-07,7.416355174427736e-08
2011,1.3215646887942967e-06,3.6365972932994595e-07,9.636409445401561e-08
2012,8.364248804682006e-07,3.7514863682197586e-07,9.429780334357929e-08
2013,7.737032623467144e-07,3.0289899144442245e-07,9.53880743281843e-08
2014,7.88655142969219e-07,3.1528882615816656e-07,1.0870534952744926e-07
2015,7.359030558262702e-07,2.1434283832555412e-07,1.0329241462159189e-07
2016,7.104696395643373e-07,2.2619033024362523e-07,9.010329221625923e-08
2017,6.870134285907881e-07,1.7433186716431237e-07,9.005888301771847e-08
2018,7.385576190621634e-07,1.7760490322871192e-07,9.757944496868731e-08
2019,8.186119737629838e-07,1.7091617554587657e-07,9.158046054835722e-08
