year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP pairs_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,0.0
1801,3.333655484993869e-08,7.1435474868764e-08,2.3811825844433088e-09
1802,2.2378401354217203e-09,2.2378401354217203e-09,0.0
1803,1.950339267864365e-08,5.0708818033484704e-08,0.0
1804,4.943701892301533e-09,4.943701892301533e-09,1.4831105232815389e-08
1805,5.685755422035754e-09,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,3.1698359492793315e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0,5.693910232196231e-09
1808,1.1330369531492579e-08,6.118399653587403e-08,2.4926814390369145e-08
1809,9.036122072814123e-09,9.036122072814123e-09,0.0
1810,4.212228077449254e-08,7.020380277111826e-09,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09,0.0
1812,8.00162425207418e-09,1.8670457180292033e-08,5.3344164641089264e-09
1813,0.0,0.0,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,3.506390644503199e-08,1.0788894222457657e-08
1816,0.0,1.4832664874120383e-07,2.3176038865813098e-09
1817,1.556873407970727e-09,6.227493631882908e-09,3.113746815941454e-09
1818,7.152706427149269e-09,2.384235475716423e-09,9.536941902865692e-09
1819,1.7596784473994376e-08,3.933399084221634e-08,1.5526575580793178e-08
1820,1.1866481131050932e-09,2.3732962262101864e-08,0.0
1821,7.88919063410276e-09,1.7750678149575094e-08,0.0
1822,5.012807946513931e-09,1.2030739071633434e-08,9.023054303725075e-09
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.581229902569703e-08
1824,1.0105335235266466e-08,0.0,5.052667617633233e-09
1825,1.584979791857677e-08,0.0,7.924898959288385e-09
1826,2.642395191543301e-09,1.1450379977517855e-08,1.673517058264906e-08
1827,1.8434546111834038e-09,2.21214555007343e-08,1.8434546111834038e-09
1828,8.255071293206129e-09,4.5861504760491556e-08,4.586150681440415e-09
1829,1.0287811491593857e-08,2.8291481157793896e-08,3.429270423183084e-09
1830,4.174734336004349e-09,1.0436835840010872e-09,1.5655253093882493e-08
1831,0.0,9.35472388441383e-09,0.0
1832,5.411987746839486e-09,2.705993873419743e-09,2.705993873419743e-09
1833,8.108539617524002e-09,2.3167257001688313e-09,2.3167257001688313e-09
1834,1.213489042584115e-08,9.334530703952737e-09,5.60071877764301e-09
1835,1.2100940693926532e-08,6.050470346963266e-09,6.050470346963266e-09
1836,1.68018754465038e-08,1.3441500135158435e-09,8.736974699274924e-09
1837,2.7831563720326358e-09,0.0,4.174734336004349e-09
1838,3.787297142565649e-09,6.312161904276081e-10,2.7142295522253335e-08
1839,1.4682098203877558e-08,5.593180252283503e-09,1.3982950353153e-09
1840,3.4396318682183846e-08,1.7198159563136528e-08,6.369688665408546e-10
1841,2.0545755319290038e-08,4.044945711711989e-08,5.778493683550323e-09
1842,8.049918065466954e-09,1.542900918138912e-08,8.720745015011744e-09
1843,1.1813821920725331e-08,2.3627644840651385e-09,9.451057714215949e-09
1844,6.586273748609983e-09,2.195424508855126e-09,3.2931368743049916e-09
1845,2.17628883802945e-08,6.696273757711424e-09,2.2320911785556063e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09,5.269050973311096e-09
1847,4.0988499705463255e-08,6.47186837454683e-09,3.775256551818984e-09
1848,2.413566457803995e-09,8.045221711050488e-10,3.218088684420195e-09
1849,1.6758829879393033e-09,1.6758829879393033e-09,2.513824481908955e-09
1850,4.752297222410107e-09,1.5614690873633208e-08,6.788996032014438e-10
1851,4.514607354622058e-09,1.2898877521649865e-09,1.2898877521649865e-09
1852,5.859490670445666e-09,1.9531636308300904e-09,5.208436348880241e-09
1853,3.58315901394235e-08,2.209614846648833e-08,1.6721408258035808e-08
1854,1.2989160858012383e-08,0.0,2.0782657816909023e-09
1855,4.776243400783642e-09,5.306937111981824e-10,4.776243400783642e-09
1856,4.141751386299575e-09,4.6594703095870216e-09,5.694908100650764e-09
1857,2.245494101771328e-08,4.881509085841174e-10,1.2203773103180993e-08
1858,1.3212924976357954e-08,3.4255732694887797e-09,1.7127866180910445e-08
1859,5.601390462572908e-09,1.5276520048956854e-09,1.2730433596175317e-08
1860,1.1900677776566226e-08,2.746310290291376e-09,2.746310290291376e-09
1861,1.4147890858851042e-08,3.018216815364738e-08,5.659156698811785e-09
1862,2.3041730301542884e-08,1.8071945329101169e-09,1.8071945051545413e-09
1863,8.490855130105501e-09,2.0477944673302773e-08,4.495158911765884e-09
1864,9.589456340108882e-09,4.794728170054441e-09,1.6302074357099627e-08
1865,1.3179164426446732e-08,9.413688994985847e-09,1.4591217123438582e-08
1866,1.3137154475373336e-08,2.919367858567057e-09,5.352174259343201e-09
1867,1.747012134956094e-08,1.0190904120577216e-08,9.7056229719783e-10
1868,7.903798859842937e-08,1.975949570631741e-08,2.9639244392143382e-09
1869,3.271957993433716e-08,2.5882650689368347e-08,8.30198221279943e-09
1870,3.2110673231500186e-08,1.0321287824410774e-08,6.307453670473251e-09
1871,2.6552942955504477e-08,3.3987767267262825e-08,7.434824311758348e-09
1872,1.0280476914203973e-08,1.3304146229131675e-08,1.3908880269752899e-08
1873,2.334541804316359e-08,1.855661402316855e-08,2.9930022904522957e-09
1874,4.361464789326419e-08,3.823749850084823e-08,1.2546679251101978e-08
1875,1.94531928343622e-08,1.4303817408301e-08,1.716458086775674e-09
1876,3.506688628363008e-08,1.3905833817773328e-08,7.859819461941697e-09
1877,7.421779191219002e-09,4.329371083855449e-09,1.2988113695655557e-08
1878,5.1332254003000344e-08,2.0532901601200138e-08,3.0195443923020093e-09
1879,2.3215436684154156e-08,9.16398767980553e-09,3.176849006081284e-08
1880,1.9253539207397807e-08,2.6954953824542827e-08,5.134277003548959e-09
1881,2.370652651961791e-08,3.486253646878268e-08,1.9523021421719022e-08
1882,3.5939081044489285e-08,2.2628309892525067e-08,2.6621540527571597e-09
1883,1.8958017378167824e-08,1.200674426549142e-08,8.847074184359371e-09
1884,1.7164412113856997e-08,4.621187876807653e-09,9.242375753615306e-09
1885,4.576401479994274e-08,1.8692343728421434e-08,1.2246707647989297e-08
1886,2.774989482645651e-08,1.2906927693290271e-08,7.098810428374236e-09
1887,3.395040693021656e-08,2.7421483750345033e-08,5.223139698529167e-09
1888,1.9655905347804037e-08,2.53624587998047e-09,1.3315291091942072e-08
1889,1.8168895721260014e-08,4.385595886446936e-09,2.5060546970934183e-09
1890,3.0150179242127706e-08,9.831579994568074e-09,2.6217545912032847e-09
1891,5.736798147637501e-09,0.0,5.736798147637501e-09
1892,1.6298132621272998e-08,5.641661360300532e-09,2.5074049503359674e-09
1893,9.853466487186324e-09,4.926733243593162e-09,6.15841644346915e-09
1894,1.827446460822557e-08,5.671385139294216e-09,7.561847148451761e-09
1895,1.5648398132839247e-08,4.213029924926559e-09,7.22233739480771e-09
1896,1.0024948871034667e-08,4.717623180994224e-09,5.89702897624278e-10
1897,3.379494017963225e-08,5.2440420894583895e-09,5.826713556089658e-10
1898,2.2067583316243145e-08,5.6583548957434e-10,1.13167097914868e-09
1899,2.266307141951529e-08,3.8693048765026106e-09,3.8693048765026106e-09
1900,3.1665425836990835e-08,7.786579381274805e-09,5.710158568206225e-09
1901,1.956058603980182e-08,6.147612641171918e-09,5.58873880507349e-09
1902,7.365425602756659e-09,4.910283735171106e-09,2.455141867585553e-09
1903,9.1803746826713e-09,8.100330184390714e-09,9.1803746826713e-09
1904,8.061937784020756e-09,4.837162670412454e-09,3.7622376325430196e-09
1905,4.231822359201942e-08,4.1286072338664326e-09,2.580379465655369e-09
1906,5.658602919567102e-09,1.0288369045596824e-09,5.144184356264958e-09
1907,5.65712765521198e-09,1.028568674676933e-09,2.5714216866923323e-09
1908,1.080505640516094e-08,2.9468334439286537e-09,2.9468334439286537e-09
1909,7.151278680339601e-09,1.1001967115120692e-09,5.5009836685826485e-09
1910,1.1222716089775986e-08,4.275320542035388e-09,2.67207544979442e-09
1911,1.755723388896513e-08,3.7242617878519013e-09,1.0640748282497725e-09
1912,5.730363294986773e-09,5.209421227725386e-10,1.5628263128064646e-09
1913,5.302989602995467e-09,1.060597942803554e-09,1.060597942803554e-09
1914,6.027069510139427e-09,6.696743715117748e-10,3.3483718020477227e-09
1915,1.1780761921542648e-09,0.0,1.1780761921542648e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09,3.2962386153911893e-09
1917,4.934890895924582e-08,2.1932848870420685e-09,0.0
1918,5.743188147278033e-09,3.44591288836682e-09,0.0
1919,2.301962176431971e-08,1.8415696745321952e-09,3.6831393490643904e-09
1920,2.5745588771997063e-08,4.543339038320937e-09,6.057785384427916e-09
1921,1.060184651180407e-08,2.2718242842501013e-09,7.572747429129834e-10
1922,4.426761179843197e-09,1.4755870969551665e-09,1.4755870969551665e-09
1923,2.866305948145964e-08,4.246379248229459e-09,3.1847844361720945e-09
1924,2.4494086758863887e-08,3.867487219366694e-09,2.578324886925998e-09
1925,1.0998178368026856e-08,6.598906754362588e-09,7.698724324711748e-09
1926,2.229227646921572e-08,7.802296586589819e-09,0.0
1927,6.689535148041159e-09,7.804457524684949e-09,2.2298449753321847e-09
1928,9.14083297942625e-09,1.1426041224282812e-09,7.998228745975666e-09
1929,1.6710609784809094e-08,4.4561625500705304e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,4.201441416995522e-09,3.1510811737689437e-09
1931,6.843213995466613e-09,1.1405356659111021e-09,2.2810713318222042e-09
1932,3.616647248350091e-08,1.2055490161699822e-08,4.383814644626227e-09
1933,8.02946331646126e-09,1.261772819560747e-08,3.4411986593596566e-09
1934,9.585264137967897e-09,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.2739740757060645e-08,2.393656828303392e-09,1.3165112555668657e-08
1936,2.3036957230715416e-08,0.0,0.0
1937,2.392312481447334e-08,8.813782592653752e-09,3.777335333410292e-09
1938,5.186085783037697e-09,3.889564337278273e-09,2.5930428915188486e-09
1939,1.5294050470515685e-08,0.0,1.070583532936098e-08
1940,1.0143131667916805e-08,1.7750480196809804e-08,1.2678914806940611e-08
1941,5.9030051957620344e-09,0.0,1.1806010391524069e-08
1942,1.2136847082899749e-08,1.8205270180260413e-08,9.102635090130207e-09
1943,6.967764676346633e-08,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09,0.0
1945,2.6142048525912287e-08,2.178504043826024e-09,4.357008087652048e-09
1946,9.744772988540262e-09,6.960552134671616e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,7.152522796260996e-09,8.344609447874518e-09
1948,1.0871888278529696e-08,0.0,4.348755133776194e-09
1949,9.817008539414473e-09,2.945102384188658e-09,4.908504269707237e-09
1950,2.3397795700930146e-08,1.0635361480382244e-09,5.317680518146517e-09
1951,3.5182626589858046e-08,8.529121298117559e-09,3.198420528427448e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,5.386913692895234e-09,1.0773827385790469e-09
1954,1.07497895029951e-08,1.9545072227344917e-09,9.772536335717064e-09
1955,2.0648336374051723e-08,9.385607846468247e-10,6.569925492527773e-09
1956,1.0465369904011368e-08,0.0,0.0
1957,2.738861759610245e-08,8.835037701437898e-10,8.835037701437898e-10
1958,1.5717262158432277e-08,1.6544486891589827e-09,6.617794756635931e-09
1959,9.300897829689347e-09,3.8753737996444215e-09,2.325224457422337e-09
1960,2.353083417006019e-08,4.8445834566201995e-09,6.920833350854139e-10
1961,5.350082687982649e-08,1.3896318540318475e-09,1.3896318540318475e-09
1962,6.976152100435229e-09,2.536782617301725e-09,6.341956404476434e-10
1963,1.2932106940866106e-08,6.466053248388448e-10,3.2330267352165265e-09
1964,1.9468698653213323e-08,3.041984220075733e-09,8.517555549758526e-09
1965,9.849678406226303e-09,2.188817405102128e-09,1.1491291473930687e-08
1966,2.6033651678858405e-08,2.8803187945847242e-08,3.877352328096606e-09
1967,1.5284040699725665e-08,4.930335639752315e-09,6.409436092980059e-09
1968,2.1558795637588446e-08,4.042274182047834e-09,4.9405572410954335e-09
1969,1.6804504454626112e-08,3.179230406713529e-09,3.1792304344691047e-09
1970,1.7015283404475667e-08,1.5175792539290356e-08,6.898087712148282e-09
1971,7.193756701440179e-09,8.22143619849669e-09,5.652237344833111e-09
1972,2.1546616935097518e-08,7.695220183290274e-09,3.0780880067027283e-09
1973,1.1577728109557484e-08,5.513203782392395e-09,3.3079223804577396e-09
1974,9.00091468025721e-09,1.0688586127294286e-08,1.6876715580593782e-09
1975,1.0851811893530794e-08,1.7134440533084216e-09,3.998036124386317e-09
1976,9.712995741040231e-09,2.285410749536254e-09,1.142705374768127e-09
1977,1.4104276857551667e-08,5.289103655048422e-09,2.938390863960194e-09
1978,1.128712323605896e-08,3.5643548113029055e-09,4.75247319275951e-09
1979,9.363157360553487e-09,2.9259866751729646e-09,2.925986564150662e-09
1980,1.0233271119375331e-08,6.253665918443119e-09,2.8425753417771205e-09
1981,1.5813874654213578e-08,5.060439622894819e-09,1.2651099057237047e-09
1982,1.1173503899897241e-08,5.586752060970923e-09,4.966001831974154e-09
1983,1.1999100379966876e-08,6.315316047889041e-10,2.5261264191556165e-09
1984,6.958810416790584e-09,4.0593059469351545e-09,3.479405208395292e-09
1985,1.3234227935754461e-08,3.609334831011779e-09,2.4062232206745193e-09
1986,1.1389522214244607e-08,2.9972427317837003e-09,4.196139880008332e-09
1987,1.3443797186596385e-08,2.4443267410134695e-09,1.8332451112712533e-09
1988,1.679035044332977e-08,4.797243047249822e-09,2.99827696004229e-09
1989,6.036934507847036e-09,6.585746614717891e-09,2.7440609784434855e-09
1990,2.397406362319998e-08,1.5256222840598355e-08,5.448650863826288e-09
1991,2.989347080983862e-08,5.861465202094962e-10,2.344586080837985e-09
1992,8.815910668147353e-09,1.6529832502776287e-09,6.060938417817852e-09
1993,1.3294098266669607e-08,2.2156829704300662e-09,2.2156829704300662e-09
1994,8.967375286772494e-09,6.329911872438032e-09,1.5824779264761446e-09
1995,1.4098372247417501e-08,1.0844901643380922e-09,2.7112254663563817e-09
1996,1.7081895009596337e-08,1.49466583554414e-08,1.6014276571496566e-09
1997,8.151320507465698e-09,3.3564261370244708e-09,8.151320507465698e-09
1998,1.3350762273489636e-08,4.291316191284977e-09,1.1920323395031573e-08
1999,8.226361813967742e-09,3.199140841125825e-09,4.570201106446348e-09
2000,1.4579503826439577e-08,1.3254094488601709e-09,3.97622823555821e-09
2001,1.4896119893137438e-08,4.819333099259637e-09,3.5049694258049158e-09
2002,6.571832411594869e-09,0.0,3.066854992184176e-09
2003,8.750538071922165e-09,2.9168460979889232e-09,4.583615265119079e-09
2004,2.1583476339515073e-08,1.2333415178034102e-08,1.3214374039449694e-09
2005,8.557123898356167e-09,3.6029997874109654e-09,4.053374524914943e-09
2006,1.2765458912156191e-08,4.529678965248252e-09,4.1178899179428186e-10
2007,1.078509459517818e-08,3.994479552682506e-09,2.7961355453243186e-09
2008,6.811903485726134e-09,1.7029758436759579e-09,2.554463751636149e-09
2009,4.76819250749827e-09,1.430457752249481e-09,1.2397300963584712e-08
