year,en_ADP arts_NOUN,en_ADP parts_NOUN
1877,2.1028374708187414e-08,8.287653230354408e-08
1878,2.5364172762110115e-08,8.635896620035055e-08
1879,1.7717042943843353e-08,9.347267848625052e-08
1880,2.7596738449986447e-08,8.664092376875487e-08
1881,1.2550513517339823e-08,1.1853262549266219e-07
1882,2.5290463057103807e-08,2.1297232422057277e-07
1883,2.7805092117638708e-08,1.4850446916625515e-07
1884,1.914492120391742e-08,1.2015088657335582e-07
1885,3.931837805337679e-08,9.797366118391437e-08
1886,4.130216729736347e-08,9.873799911019887e-08
1887,4.178511875396751e-08,1.5995865965123812e-07
1888,2.1558089979833994e-08,1.2173980223906256e-07
1889,2.6940088715399213e-08,1.810624468134847e-07
1890,4.194807196045147e-08,1.2518877667844208e-07
1891,5.0993758771156195e-08,1.5680581100241398e-07
1892,4.701384459515623e-08,1.7739890267876035e-07
1893,2.5249507429325746e-08,1.7366734539336903e-07
1894,2.9617235108858608e-08,1.531274023136575e-07
1895,4.6343330728504384e-08,1.4444674434344051e-07
1896,5.071444997284402e-08,1.2914493652260717e-07
1897,2.4472196047398143e-08,2.8550897468448966e-07
1898,3.734514275599565e-08,1.4598555253542145e-07
1899,3.59292577911674e-08,1.6693286397639895e-07
1900,3.9971108201086736e-08,1.7961043852210423e-07
1901,3.297355899434251e-08,1.6877991981800733e-07
1902,3.731815834129293e-08,1.7284199316236482e-07
1903,4.104167294904926e-08,1.6308665351516538e-07
1904,5.159640092955442e-08,1.9724873823179223e-07
1905,2.3223415412942927e-08,1.878516258102536e-07
1906,5.452835516450705e-08,1.934213429422016e-07
1907,2.2114226339020604e-08,1.8462807815922133e-07
1908,5.549869519505535e-08,1.920353156492638e-07
1909,3.6306490647231016e-08,1.5677802878144576e-07
1910,3.42025641142385e-08,1.5498036987082742e-07
1911,5.32037401912433e-08,2.633585154399043e-07
1912,6.355493675780366e-08,1.8753915753677575e-07
1913,2.0681660051202755e-08,2.0310450565830251e-07
1914,5.0895253012051e-08,1.7210631142461352e-07
1915,1.8849218963445935e-08,2.038071755805504e-07
1916,4.944358011904626e-08,1.801943767532066e-07
1917,3.728584374584898e-08,1.370803062172854e-07
1918,6.776962369059447e-08,1.7918746664236096e-07
1919,2.1178050757519884e-08,1.4088007560530968e-07
1920,4.46761680983343e-08,1.771902162772676e-07
1921,4.240738515903786e-08,1.628140751108731e-07
1922,3.32007097370024e-08,1.3206503979290574e-07
1923,3.6094222277682775e-08,1.7516313732812705e-07
1924,2.707241186783449e-08,1.675911107668071e-07
1925,3.849362140151413e-08,2.2436283586557693e-07
1926,3.566764272822098e-08,1.7945282593245793e-07
1927,4.682674314970825e-08,2.1183527110224531e-07
1928,3.8848539829494655e-08,1.9310009236050973e-07
1929,3.3421218015305953e-08,2.4954510990937706e-07
1930,5.566909955234678e-08,1.3339575843929197e-07
1931,2.3951248984133144e-08,1.4941016956981912e-07
1932,4.7126008873021874e-08,1.4028206862803927e-07
1933,5.850037565480193e-08,1.387950163689311e-07
1934,5.990790441501304e-08,1.8331817841499287e-07
1935,6.582556189016486e-08,1.9867351852553838e-07
1936,5.698615890281644e-08,2.2066980420731852e-07
1937,5.791914281516597e-08,1.6872098740350339e-07
1938,3.889564470505036e-08,1.9836778619719553e-07
1939,3.8235125288110794e-08,1.7894039672228246e-07
1940,3.803674530900025e-08,1.4707541140523972e-07
1941,7.378756183840096e-08,1.7118715334163426e-07
1942,5.158160121254696e-08,2.0025797198286455e-07
1943,2.6129116870166058e-08,1.9741999324196513e-07
1944,3.855823393905666e-08,1.6387249957006134e-07
1945,2.6142048525912287e-08,9.585417615198821e-08
1946,4.315542145860718e-08,2.213455587707358e-07
1947,3.457052732969146e-08,2.479541194588819e-07
1948,2.3918153901902883e-08,2.424430931569077e-07
1949,5.203014352694879e-08,2.552422131429921e-07
1950,1.0103593162114066e-07,3.711741101142252e-07
1951,5.01085888338082e-08,1.8657452471870783e-07
1952,3.796129288691219e-08,2.9630899689436774e-07
1953,5.279175385730639e-08,3.523041414155159e-07
1954,3.811289239763482e-08,2.404043755177554e-07
1955,3.566531070475776e-08,2.5998133423854597e-07
1956,3.7500909488841216e-08,2.49424658704811e-07
1957,3.003912851795576e-08,2.553325941789808e-07
1958,4.880623505343351e-08,2.837379611264623e-07
1959,4.960478516835565e-08,2.3949812089085754e-07
1960,7.543708591128961e-08,1.9931999872824235e-07
1961,4.446822099435366e-08,1.952432739926735e-07
1962,5.77118033362467e-08,2.6699635213844886e-07
1963,8.082566393952106e-08,2.1402635752565402e-07
1964,7.848319272252269e-08,2.1415569051441707e-07
1965,7.058936013493167e-08,2.2818420575276832e-07
1966,6.979234279391733e-08,2.420575526684843e-07
1967,7.543413310662217e-08,2.0953926593847427e-07
1968,7.051523109868896e-08,2.420873101982579e-07
1969,1.2626086995370933e-07,2.1482514966919553e-07
1970,1.3106366436588246e-07,2.7040502459385607e-07
1971,1.3051529534902073e-07,2.0913277865020063e-07
1972,1.1132418914483466e-07,2.3752579636493465e-07
1973,1.334195335322974e-07,2.3706776630660897e-07
1974,1.5020276666888321e-07,2.1770962632672308e-07
1975,1.1765649432504688e-07,2.3988215502868115e-07
1976,1.2512623959182179e-07,1.9883073321125266e-07
1977,1.569100801512846e-07,2.1861627885755297e-07
1978,1.657425026113657e-07,2.3049494757287903e-07
1979,2.0598946381955585e-07,2.2178979008913302e-07
1980,2.0523393451377103e-07,2.2740603355941857e-07
1981,1.5371085165805098e-07,2.2202678451321844e-07
1982,3.1720337467788795e-07,2.53886838663675e-07
1983,2.1408921646592916e-07,2.3429822704201797e-07
1984,2.696539020963229e-07,2.551563795805123e-07
1985,3.326603521536242e-07,2.586689902273065e-07
1986,4.5797868297725586e-07,2.391799682754936e-07
1987,2.7804215485538464e-07,2.7254242240815074e-07
1988,4.17360150439805e-07,2.55453187492094e-07
1989,3.605696310415851e-07,2.6836917754735623e-07
1990,3.639698877844211e-07,2.637146963024861e-07
1991,4.185086017738371e-07,2.526291495996702e-07
1992,3.4051454278483106e-07,2.9478201213350985e-07
1993,4.5975422180433156e-07,2.4261728981400665e-07
1994,3.6502492362089356e-07,2.6743879288915196e-07
1995,5.232664950227672e-07,2.6895355631495477e-07
1996,3.9501881499148794e-07,2.7384413670006325e-07
1997,4.909971869082597e-07,2.5173196149808064e-07
1998,3.4425893347123093e-07,2.8704138799184875e-07
1999,5.246590891738734e-07,2.5958743776755e-07
2000,3.892285849182997e-07,2.0808928979931807e-07
2001,6.361519561681739e-07,1.901445898511156e-07
2002,5.555388691291796e-07,2.5805394443523255e-07
2003,4.6169506306981134e-07,2.2209698613551154e-07
2004,3.9731216042171447e-07,2.413825654912216e-07
2005,5.17480829742567e-07,2.1978297581881634e-07
2006,5.270899150477959e-07,2.754868262400123e-07
2007,4.841309169112407e-07,2.1330519928142166e-07
2008,4.849223698144556e-07,2.4693150635357597e-07
2009,4.0481954499682615e-07,1.9692635078172316e-07
2010,3.80265337884822e-07,2.2201827221124404e-07
2011,5.74360592808798e-07,2.722668170918041e-07
2012,4.54808154914943e-07,2.815316975102178e-07
2013,3.7932100527271473e-07,2.6747710535346414e-07
2014,3.6596023633705954e-07,2.3213571864744154e-07
2015,3.6396168223706837e-07,2.4005510113056516e-07
2016,3.5005647902597303e-07,2.1769784552816418e-07
2017,4.857645619082973e-07,2.7294382221043634e-07
2018,4.0451583177558703e-07,2.1581061560027592e-07
2019,3.499955180119585e-07,2.010178405953411e-07
