year,bon_ADJ appât_NOUN,bon_ADJ papa_NOUN
1800,6.288328968651058e-09,1.5406406550511065e-07
1801,9.524730337773235e-09,1.2620268030616444e-07
1802,6.713520406265161e-09,6.042168365638645e-08
1803,4.8758479920252285e-08,2.8865019885415677e-07
1804,2.4718509461507665e-09,2.3729768505731386e-07
1805,3.1271653710973624e-08,1.051864728651708e-07
1806,0.0,6.627838899930794e-08
1807,0.0,3.9857372513552036e-08
1808,4.5321479902327155e-09,4.305540457494317e-08
1809,6.7770917766551975e-09,9.713831161661801e-08
1810,0.0,7.254393041833396e-08
1811,0.0,1.42903374467096e-07
1812,0.0,1.600324992523383e-07
1813,0.0,4.313612556039459e-08
1814,0.0,4.720015622794449e-08
1815,2.697223555614414e-09,3.776112889042338e-08
1816,3.0128852301913867e-08,4.1716868182106737e-08
1817,0.0,7.628679421500806e-08
1818,3.5763532135746345e-09,7.271917912277104e-08
1819,2.173720581311045e-08,2.8982939825894505e-08
1820,0.0,9.730514172190396e-08
1821,0.0,1.3510238838776445e-07
1822,0.0,9.524335098376469e-08
1823,0.0,6.127265872457599e-08
1824,5.894778887238772e-09,1.4568525585900716e-07
1825,1.7610886082763955e-09,6.692136755859224e-08
1826,3.5231937367541377e-09,1.083382101807473e-07
1827,4.608636583469661e-09,1.5669363917503176e-08
1828,6.420610709767516e-09,5.228211552577022e-08
1829,0.0,5.486832765910776e-08
1830,8.349468672008697e-09,4.5922078584226256e-08
1831,0.0,1.2472964838750045e-07
1832,0.0,7.847381955361499e-08
1833,0.0,1.2741991928244545e-07
1834,2.8003592777992026e-09,1.1761509166596795e-07
1835,0.0,2.949604294144592e-08
1836,6.720750067579218e-10,5.174977707467221e-08
1837,0.0,3.3397875798257814e-08
1838,0.0,2.714229618838715e-08
1839,6.9914751765765e-10,4.963947308755934e-08
1840,0.0,4.203994669049749e-08
1841,6.420548537278137e-10,9.88764474740833e-08
1842,0.0,9.525736599513834e-08
1843,0.0,7.678984559333912e-08
1844,0.0,6.476502140140283e-08
1845,0.0,8.481946217608893e-08
1846,8.781752214304106e-09,2.335945974429876e-07
1847,2.1572894581822766e-09,4.530307862182781e-08
1848,1.367687652020777e-08,6.033916222225599e-08
1849,2.513824481908955e-09,8.882179902691689e-08
1850,2.0366988096043315e-09,7.400005586077896e-08
1851,0.0,5.288539872694287e-08
1852,0.0,4.948014664662992e-08
1853,0.0,5.4941771132632766e-08
1854,3.117398783558656e-09,4.260444913528616e-08
1855,0.0,3.131092896069276e-08
1856,1.0354378465748937e-09,6.005539415765426e-08
1857,0.0,6.931742890792236e-08
1858,0.0,1.1646948860910555e-07
1859,3.5645213447565993e-09,1.364702444384136e-07
1860,4.577183909670879e-10,8.467790379995677e-08
1861,1.8863854922557266e-09,1.0139322137447948e-07
1862,2.2589932147099034e-09,1.0888346985149511e-07
1863,0.0,9.090209768247703e-08
1864,5.753673537611803e-09,9.829192282317933e-08
1865,2.3534221238463715e-09,4.706844336510585e-08
1866,2.432806400776144e-09,1.0071818873358396e-07
1867,3.88224918879132e-09,5.871901720411188e-08
1868,3.457911734727759e-09,1.2497881551887247e-07
1869,1.4650557433881772e-09,6.592751145007014e-08
1870,1.7202146374017957e-09,7.224901255042937e-08
1871,0.0,1.0514965498309436e-07
1872,0.0,8.889589064864367e-08
1873,2.3944017879529156e-09,2.065171550991174e-07
1874,5.974609140757536e-10,6.631816179547556e-08
1875,5.721527251978387e-09,4.4627912032524364e-08
1876,6.650616057868319e-09,6.77153650929796e-08
1877,3.710889595609501e-09,1.7935966223348032e-07
1878,1.2078177347163432e-09,5.616352433124305e-08
1879,4.27652757650776e-09,5.620579357490385e-08
1880,0.0,5.711883122039296e-08
1881,6.9725074602899895e-09,8.506459586721249e-08
1882,6.655385131892899e-10,1.3044554836305622e-07
1883,1.2638677882037541e-09,8.783881116913861e-08
1884,2.6406787867472303e-09,8.384154970286772e-08
1885,6.445635691854079e-10,7.734763141087342e-08
1886,2.5813855497602844e-09,5.291840382559698e-08
1887,1.3057849246322917e-09,1.3514874064313176e-07
1888,4.4384300679212174e-09,1.0271795503058456e-07
1889,1.2530273485467092e-09,1.1214594541897327e-07
1890,1.3108772956016423e-09,7.406456825620467e-08
1891,5.736798147637501e-09,8.668939255329633e-08
1892,6.268512375839919e-10,9.277398627105526e-08
1893,3.079208221734575e-09,5.296238148044807e-08
1894,6.301539290376468e-10,8.128985351518736e-08
1895,6.018614495673091e-10,8.967735509735064e-08
1896,3.5382172747233653e-09,7.312315841723205e-08
1897,1.7480140668268973e-09,7.225124909471248e-08
1898,2.26334195829736e-09,6.676858799181673e-08
1899,0.0,1.1497362706336389e-07
1900,1.5573159428683425e-09,1.261425895959789e-07
1901,2.794369402536745e-09,7.991896699977019e-08
1902,0.0,6.677985980862999e-08
1903,1.6200660812870638e-09,6.642271266343869e-08
1904,1.6123875568041512e-09,7.363236598223466e-08
1905,1.0321518084666081e-09,1.0321518373324068e-07
1906,1.0288369045596824e-09,9.310974302678687e-08
1907,5.142843484406967e-09,7.508551425061682e-08
1908,9.822778146428846e-10,1.7435431809431634e-07
1909,3.300590023513905e-09,1.683300974164581e-07
1910,1.6032452032632705e-09,1.4001674675245823e-07
1911,0.0,1.1332396854246696e-07
1912,5.209421227725386e-10,1.0366748304235784e-07
1913,2.121195885607108e-09,1.1242338315842204e-07
1914,3.3483718020477227e-09,1.6875794539572553e-07
1915,0.0,1.3194453374332227e-07
1916,0.0,1.3184954728018283e-07
1917,0.0,1.6778629596814199e-07
1918,0.0,6.547234310261274e-08
1919,0.0,1.1601888827428297e-07
1920,3.028892692213958e-09,5.618596219392202e-07
1921,6.815472630705699e-09,7.269837809520396e-08
1922,8.853522359686394e-09,1.387051851153842e-07
1923,1.0615948120573648e-09,1.5286965648897421e-07
1924,3.867487219366694e-09,1.4825367544712975e-07
1925,0.0,1.0448269138763067e-07
1926,7.802296586589819e-09,1.4378518276014773e-07
1927,0.0,1.3379069163654833e-07
1928,0.0,8.4552704393559e-08
1929,0.0,1.4036912165948934e-07
1930,1.0503603542488804e-09,1.1553963785715382e-07
1931,7.983749661377715e-09,6.272946162511062e-08
1932,3.287861094491973e-09,8.986820143608298e-08
1933,5.735331320977366e-09,9.979476156551925e-08
1934,4.7926320689839486e-09,8.147474339637029e-08
1935,4.787313656606784e-09,6.582556189016486e-08
1936,0.0,1.4549657212370448e-07
1937,1.2591118148108649e-09,6.547381214971892e-08
1938,1.2965214457594243e-09,4.537824960237913e-08
1939,3.058810094103137e-09,5.6587988517264876e-08
1940,0.0,9.382397081481031e-08
1941,0.0,8.264207096431164e-08
1942,6.068423541449874e-09,4.551317789314169e-08
1943,5.806470415592457e-09,8.709705690002068e-08
1944,6.4263723231761105e-09,2.5384170676545637e-07
1945,2.178504043826024e-09,8.496165815330414e-08
1946,4.1763312808029696e-09,7.517396216627503e-08
1947,3.5762612871081956e-09,1.1444036185359607e-07
1948,3.2615663503321457e-09,4.8923495254982186e-08
1949,9.817008317369869e-10,7.75543671505119e-08
1950,0.0,4.998619784757352e-08
1951,5.330700769690111e-09,5.970385119624666e-08
1952,4.2179215675730575e-09,6.537778152182483e-08
1953,4.3095309543161875e-09,6.464296320451979e-08
1954,1.9545072227344917e-09,9.674810685922353e-08
1955,4.6928039232341234e-09,8.259334860483136e-08
1956,5.232684952005684e-09,5.930376234530854e-08
1957,4.417518795207798e-09,5.301022637516084e-08
1958,2.4816730892496253e-09,5.376958328584536e-08
1959,1.5501495642666896e-09,1.3331286319306912e-07
1960,4.844583401109048e-09,8.235792009481102e-08
1961,3.47407969059077e-09,5.8364538757516016e-08
1962,5.7077609305622445e-09,1.3318108571525045e-07
1963,1.2932106496776896e-09,1.0087042889850295e-07
1964,1.2167936658258327e-09,8.152517461113007e-08
1965,1.0944086747954884e-09,1.307818404683303e-07
1966,1.6617224263271169e-09,5.095948918398818e-08
1967,1.9721342336964653e-09,7.148986391758427e-08
1968,8.982831700699023e-10,2.0435941894270115e-07
1969,2.2708788183223305e-09,7.857240902353624e-08
1970,0.0,8.829551778610778e-08
1971,1.0276794970565106e-09,7.24514046535063e-08
1972,1.0260293725750103e-09,6.0535732759881e-08
1973,2.7566018356850464e-09,8.710862298144662e-08
1974,2.2502286700643026e-09,7.200731899636992e-08
1975,3.998036124386317e-09,3.3126585030629485e-08
1976,5.713526873840635e-10,8.913102250707183e-08
1977,1.7630346071939584e-09,8.051190802937924e-08
1978,1.1881182704343018e-09,5.287126392250485e-08
1979,0.0,5.3252957932237166e-08
1980,7.95921106799824e-09,6.594774887291877e-08
1981,1.2651099057237047e-09,5.060439522974747e-08
1982,6.828252629986764e-09,8.814653007505058e-08
1983,2.5261264191556165e-09,8.52567687559258e-08
1984,5.799008384599347e-09,5.5670481224900925e-08
1985,1.8046674155058895e-09,1.6482629305869523e-07
1986,4.196139880008332e-09,4.375974227421864e-08
1987,1.2221633705067347e-09,7.699629533952645e-08
1988,3.597932174415064e-09,7.735554363730301e-08
1989,5.488122178931576e-10,5.158834726071149e-08
1990,5.993515905799995e-09,2.942271498662663e-08
1991,1.1722930404189924e-09,4.7477869635770276e-08
1992,1.65298330578878e-09,5.234446964763606e-08
1993,1.1078414852150331e-09,6.3146965434413e-08
1994,1.0549853213248639e-09,7.648643518542997e-08
1995,3.253470381991974e-09,9.380839616213166e-08
1996,0.0,4.163711864180186e-08
1997,1.917957792585412e-09,5.705924521759442e-08
1998,1.9072516899143466e-09,5.674073777495181e-08
1999,2.285100553223174e-09,4.204585057898669e-08
2000,1.3254094488601709e-09,1.1707783720282805e-07
2001,1.7524847129024579e-09,6.17750854914334e-08
2002,0.0,6.177522182682083e-08
2003,1.2500769308587678e-09,6.25038425461355e-08
2004,1.3214374039449694e-09,1.1232217947410028e-07
2005,3.602999676388663e-09,6.305249389271239e-08
2006,2.4707338397433887e-09,5.270899139375729e-08
2007,1.997239706952314e-09,7.629455844870847e-08
2008,3.8316958494988285e-09,6.258436416328728e-08
2009,5.245011536203492e-09,7.199970597504546e-08
2010,7.085689368580006e-09,6.046454992247874e-08
2011,8.030340836739924e-09,8.833375308991975e-08
2012,1.1234034147378225e-08,1.2663819948244281e-07
2013,5.578249862026041e-09,9.538807588249654e-08
2014,9.527958866328845e-09,1.5656169316535795e-07
2015,1.0417904761084174e-08,1.886305707188285e-07
2016,1.304944241553585e-08,2.541534218636343e-07
2017,1.2578056818313144e-08,1.0288850349482459e-07
2018,9.035133530232997e-09,1.822515560689908e-07
2019,8.928457084778074e-09,1.645387173176971e-07
