year,un_DET acte_NOUN,un_DET pacte_NOUN
1950,2.4672974802797398e-05,2.4705944206004915e-06
1951,2.52568613063886e-05,3.031036555967148e-06
1952,2.3117372904835065e-05,2.5550060769319316e-06
1953,2.5740827538811573e-05,2.7160818909521822e-06
1954,2.374335429067287e-05,2.8467398607290306e-06
1955,2.5593614964236622e-05,2.38863718493576e-06
1956,2.417762158302139e-05,1.867196456117881e-06
1957,2.3034709442981693e-05,2.063864840806673e-06
1958,2.2183675639553257e-05,1.972930014915164e-06
1959,2.2068704254252225e-05,1.8966079977644767e-06
1960,2.297716673638206e-05,1.7980324962252325e-06
1961,2.2990068544004316e-05,1.7134160401610643e-06
1962,2.4946718895080267e-05,1.8417040976714816e-06
1963,2.217209669197473e-05,1.9553345609324424e-06
1964,2.1965559142245183e-05,2.602721679068054e-06
1965,2.507837467646823e-05,1.8681555786770332e-06
1966,2.1637841314259276e-05,2.0616435101317165e-06
1967,2.3408247784573177e-05,2.28964794146691e-06
1968,2.3097555413187365e-05,1.95196930263819e-06
1969,2.3195211383608694e-05,1.6123239774401554e-06
1970,2.4988091524846823e-05,1.990328154732879e-06
1971,2.123185890923196e-05,1.5327840010570526e-06
1972,2.2544944215496798e-05,1.8663474534719171e-06
1973,2.1943103092780802e-05,1.426817110683487e-06
1974,2.1142022774256475e-05,1.4468970448433538e-06
1975,2.072410575237882e-05,1.530105542713045e-06
1976,2.0280735100186575e-05,1.6157853650611287e-06
1977,2.009448053286178e-05,1.98693989617027e-06
1978,1.9814247934846207e-05,1.7198012400854168e-06
1979,2.330138806883042e-05,2.3718048112186807e-06
1980,2.2473969806924288e-05,1.9289715780246297e-06
1981,2.1021065322202048e-05,2.1766216242724568e-06
1982,2.2059601462842693e-05,2.1459334789142304e-06
1983,2.1379239910856995e-05,2.147207350589042e-06
1984,2.161696335178931e-05,1.9971785789607566e-06
1985,2.297943103712896e-05,1.9616734761029875e-06
1986,2.0574272639350966e-05,1.8067378739772266e-06
1987,2.0802441952127992e-05,1.9835710993731936e-06
1988,2.1535423059049208e-05,1.968668644991567e-06
1989,2.0938283114446676e-05,2.0865841499073667e-06
1990,2.2581934615573118e-05,2.0792052168872033e-06
1991,2.299745881373383e-05,2.1189197063620213e-06
1992,2.3279514380192268e-05,2.0447402420131766e-06
1993,2.3056951022226713e-05,2.213467301004357e-06
1994,2.285467365936711e-05,2.5393496017045436e-06
1995,2.3421733885697904e-05,2.665676937851913e-06
1996,2.3623727145150042e-05,2.6492951121781516e-06
1997,2.3441280461611314e-05,2.8006978709527175e-06
1998,2.4786165283785522e-05,2.4102892268729192e-06
1999,2.6595828046538372e-05,2.878312777454539e-06
2000,2.5925892202849354e-05,2.8138443397551782e-06
2001,2.5537207022807706e-05,2.690940377192419e-06
2002,2.606344827427165e-05,2.5595096602160083e-06
2003,2.55699065405679e-05,2.973099469727458e-06
2004,2.504652320567402e-05,2.735815890275717e-06
2005,2.4699012328710523e-05,2.636945460210427e-06
2006,2.3724811342162866e-05,2.960762941484063e-06
2007,2.3333751300924632e-05,2.617182992992184e-06
2008,2.256017342006089e-05,2.6315233654372605e-06
2009,2.4409808361269825e-05,2.737896188875766e-06
2010,2.2490923299756105e-05,2.8068777098155806e-06
2011,1.9959221390308812e-05,2.587299547940347e-06
2012,1.803368854780274e-05,2.3986364467987187e-06
2013,2.2179401582889113e-05,2.765417427497141e-06
2014,2.1551159647970053e-05,2.8358670043360235e-06
2015,2.2907642232894432e-05,2.8680269856806717e-06
2016,2.3100827604594087e-05,2.660429210266102e-06
2017,2.3809003664609918e-05,3.0672849185009454e-06
2018,2.0988356766338256e-05,2.727577758321331e-06
2019,2.0742846515986457e-05,2.5864464383573704e-06
