year,en_ADP homme_NOUN,en_ADP pomme_NOUN
1914,2.4155153823812725e-06,3.549274296688054e-08
1915,1.7494432000830784e-06,2.1205371680821372e-08
1916,1.9052258792839893e-06,6.152978615503457e-08
1917,2.1132300531689907e-06,7.237840415896812e-08
1918,2.0663991904257273e-06,2.756730310693456e-08
1919,2.1095180642305422e-06,6.077180098040813e-08
1920,2.109623864043897e-06,4.0890050456710014e-08
1921,2.235474980238905e-06,7.194109863384313e-08
1922,2.26355061272443e-06,5.75478971143184e-08
1923,2.522349163314175e-06,4.246379381456222e-08
1924,2.5074210299180777e-06,4.254236041223436e-08
1925,2.7660417600827714e-06,6.378943018248151e-08
1926,2.513454255392844e-06,2.5636119005412183e-08
1927,3.2968256959975406e-06,6.68953517024562e-08
1928,2.5468645361570452e-06,3.542072923856665e-08
1929,2.507705552545758e-06,3.787738211968872e-08
1930,2.314994119956282e-06,3.991369423861357e-08
1931,2.1556123783739167e-06,5.816731984964463e-08
1932,2.057105092490019e-06,5.808554570663205e-08
1933,2.1128960412397646e-06,3.785318369864399e-08
1934,2.076407895401644e-06,4.4331846638101524e-08
1935,2.1387322846067036e-06,4.787313745424626e-08
1936,1.971478589268827e-06,3.152425653851765e-08
1937,1.8785947943911196e-06,2.266401277761787e-08
1938,1.9370030841514563e-06,3.111651447618158e-08
1939,1.9331679368406185e-06,4.435274547631707e-08
1940,1.922123509245921e-06,4.057252622757801e-08
1941,2.128033472104107e-06,2.3612020783048138e-08
1942,2.1846325637397968e-06,7.888950648293758e-08
1943,2.488072553319398e-06,6.967764676346633e-08
1944,2.3681182170776083e-06,3.855823393905666e-08
1945,2.134933978936715e-06,3.921307367704685e-08
1946,2.3457061075760066e-06,4.037120238109537e-08
1947,2.602326034661928e-06,6.07964452115084e-08
1948,2.318973628234744e-06,8.806229034874491e-08
1949,2.1047664873208305e-06,3.730463205009471e-08
1950,2.2770308873987233e-06,5.211327058773918e-08
1951,2.3348469966322227e-06,2.5587364338441887e-08
1952,2.2165177995248087e-06,3.0579932142060784e-08
1953,1.9673009319376433e-06,2.3702419582605216e-08
1954,2.1333445943128027e-06,5.5703457180200644e-08
1955,2.0235370570276245e-06,6.288357212724804e-08
1956,2.225635441277518e-06,5.6687421423617934e-08
1957,2.074466905810368e-06,4.68256993180205e-08
1958,2.024217977236731e-06,1.1002083849520616e-07
1959,2.1051030643093327e-06,2.5577467255288866e-08
1960,2.16898912697161e-06,6.021125031896446e-08
1961,2.1747737832811254e-06,3.890969180186943e-08
1962,2.3769652699456856e-06,4.8833063481801275e-08
1963,2.1441433233349017e-06,4.202934766883715e-08
1964,2.2011797966570157e-06,3.5287017530194476e-08
1965,2.3343737893810612e-06,5.4173231178733516e-08
1966,2.653770692973012e-06,3.434226514276162e-08
1967,2.504610542075625e-06,3.54984174277817e-08
1968,2.552471528360911e-06,2.1558796858833773e-08
1969,2.059233018769646e-06,2.8613074021244245e-08
1970,2.081382852736624e-06,3.49503110896876e-08
1971,2.175597558107256e-06,4.6759418115271956e-08
1972,2.060266979242442e-06,2.975485102751918e-08
1973,1.888823625506575e-06,3.1976582048898194e-08
1974,1.5689719532474555e-06,2.3627401424253236e-08
1975,1.7208689726544435e-06,2.627280837330659e-08
1976,1.7072017897135083e-06,4.170874662312585e-08
1977,1.6543140901603692e-06,2.938390863960194e-08
1978,1.8784149347084167e-06,3.5049489865990324e-08
1979,1.9311512033937106e-06,2.340789395649523e-08
1980,1.8033298303521406e-06,2.5014663285194416e-08
1981,1.7869677009230145e-06,3.8585852624173356e-08
1982,1.6909235753814755e-06,2.9796010991844923e-08
1983,1.6596650596056861e-06,3.599730180603444e-08
1984,1.7686976008235433e-06,2.899504308873091e-08
1985,1.6404426403937578e-06,3.42886807835896e-08
1986,1.7659753623888719e-06,4.8555331366717525e-08
1987,1.699418184841761e-06,3.727598296698886e-08
1988,1.8409420192710968e-06,2.098793838722912e-08
1989,1.881877039977553e-06,4.170972733863465e-08
1990,1.7866126285071005e-06,4.086488114563025e-08
1991,1.7965391236884898e-06,2.3445860641846394e-08
1992,1.8067106992702975e-06,3.746761984002589e-08
1993,1.923766731692922e-06,5.317638995805396e-08
1994,1.8625765818569562e-06,3.9034457333109174e-08
1995,1.8946043383039068e-06,3.578817392435596e-08
1996,1.7108585126379694e-06,4.056950242414814e-08
1997,1.7731520216557328e-06,4.1715581322598894e-08
1998,1.840021042198714e-06,3.5760968630782486e-08
1999,1.9523899723594695e-06,2.5136106196477215e-08
2000,1.8869412770072813e-06,3.843687346183344e-08
2001,1.908894020630214e-06,3.6364057709459274e-08
2002,2.0889663545631265e-06,2.409671789882495e-08
2003,1.983872039090784e-06,3.5418845856227676e-08
2004,1.987882285447995e-06,2.819066335923992e-08
2005,2.0735262609150595e-06,2.341949789652631e-08
2006,2.2199544815748595e-06,3.994353353631297e-08
2007,2.196963706069255e-06,2.1170741604237264e-08
2008,2.0767790260833863e-06,2.8524845679944733e-08
2009,2.1266138645614774e-06,3.4330985609898335e-08
2010,2.150270674405874e-06,3.4011311100812236e-08
2011,2.1142741672974807e-06,2.7532598423363197e-08
2012,2.5385513140463445e-06,3.982975510519182e-08
2013,2.673376314987763e-06,4.0721225114115356e-08
2014,3.076448052752312e-06,4.309235908384057e-08
2015,3.12692299075934e-06,3.014542589163671e-08
2016,3.098931841805097e-06,4.184106985882785e-08
2017,2.1385211113056357e-06,3.219982677715727e-08
2018,2.684467204971952e-06,3.0977599152492985e-08
2019,2.9685843827564895e-06,2.2703790569789106e-08
