year,bon_ADJ artisan_NOUN,bon_ADJ partisan_NOUN
1873,1.4366410283628284e-08,3.591602570907071e-09
1874,1.1351757756017378e-08,5.974609140757536e-10
1875,1.2015206607429718e-08,1.716458086775674e-09
1876,2.7811667635546655e-08,1.813804439976252e-09
1877,1.7317484335421796e-08,0.0
1878,1.7513357875031943e-08,7.850815109122777e-09
1879,6.720257683667796e-09,6.10932526790009e-10
1880,1.6686399817444908e-08,6.417846254436199e-10
1881,1.3945014920579979e-08,3.4862537301449947e-09
1882,1.4641846846075168e-08,3.9932310791357395e-09
1883,1.3902545781263598e-08,1.2638677882037541e-09
1884,1.7164412113856997e-08,1.0562715146988921e-08
1885,1.4824961702686323e-08,9.66845359329227e-09
1886,7.098810428374236e-09,8.38950331427668e-09
1887,1.3057849024278312e-08,7.1818169189441505e-09
1888,1.014498351992188e-08,3.804368819970705e-09
1889,1.1903759755682586e-08,1.8795409673089125e-08
1890,2.5562107097698572e-08,2.6217545912032847e-09
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,1.6298131955139183e-08,0.0
1893,1.4164357686752282e-08,8.621783287310336e-09
1894,1.9534772022211655e-08,5.671385139294216e-09
1895,1.6852119699706236e-08,6.018614495673091e-09
1896,1.4152869098893461e-08,9.435246361988447e-09
1897,1.7480140002135158e-08,6.992056267307589e-09
1898,2.4896762096382474e-08,7.921697076085366e-09
1899,2.3215829259015663e-08,3.8693048765026106e-09
1900,2.7512582434496835e-08,1.038210628578895e-09
1901,1.1736351446245408e-08,4.470991132876634e-09
1902,1.5712908307818907e-08,9.820567692386817e-10
1903,2.970121215639665e-08,4.320176216765503e-09
1904,2.3110889202371254e-08,1.0749250378694342e-09
1905,2.4255568220610257e-08,1.5482277682110634e-09
1906,2.6749759740596346e-08,4.629765903985117e-09
1907,2.5199932807140613e-08,0.0
1908,2.7994918383456024e-08,0.0
1909,2.8055016088046614e-08,1.1001967115120692e-09
1910,3.7943468811363346e-08,1.068830135508847e-09
1911,3.6178544604581475e-08,1.5961122423746588e-09
1912,4.8968558985507116e-08,5.730363294986773e-09
1913,1.96210621083992e-08,4.242391771214216e-09
1914,3.080502253283157e-08,2.0090231700464756e-09
1915,1.0602685840410686e-08,0.0
1916,5.8233549538044826e-08,1.0987462051303964e-09
1917,5.263883906536648e-08,0.0
1918,4.020231614276781e-08,0.0
1919,4.6960025201769895e-08,0.0
1920,5.2248399384779987e-08,3.786115865267448e-09
1921,5.679560644011872e-08,9.087297137000405e-09
1922,5.5334517412575224e-08,3.6889677978990676e-09
1923,7.006525626351845e-08,5.307974060286824e-09
1924,6.187979550986711e-08,0.0
1925,6.268961527666761e-08,3.299453377181294e-09
1926,5.350146603522177e-08,3.343841648018042e-09
1927,4.571182032897525e-08,5.574612327308159e-09
1928,4.570416578530967e-08,0.0
1929,5.4587991238364e-08,2.2280812750352652e-09
1930,5.3568378177715203e-08,5.2518016602221e-09
1931,5.47457119637329e-08,6.843213995466613e-09
1932,6.356531212503569e-08,5.4797681947604815e-09
1933,5.1617981000617874e-08,1.1470662197865522e-09
1934,6.230422044950501e-08,3.5944740517379614e-09
1935,7.540018742702159e-08,1.196828414151696e-09
1936,7.274828695003066e-08,2.424942913137329e-09
1937,6.295559273894469e-08,6.295559185076627e-09
1938,6.612259539906518e-08,1.2965214457594243e-09
1939,5.352917753498332e-08,3.058810094103137e-09
1940,9.128818589942966e-08,7.607348528892999e-09
1941,6.788455664263893e-08,5.9030051957620344e-09
1942,9.406056733496371e-08,0.0
1943,7.548411673496958e-08,5.806470415592457e-09
1944,8.354284375400312e-08,0.0
1945,1.0456819410364915e-07,4.357008087652048e-09
1946,9.32713959400644e-08,4.1763312808029696e-09
1947,7.748566122067757e-08,2.3841741914054637e-09
1948,6.305694610908574e-08,9.784699273041042e-09
1949,6.675565422664675e-08,9.817008317369869e-10
1950,9.359118191554217e-08,3.190608444114673e-09
1951,8.74234911130145e-08,9.595261474260042e-09
1952,4.956057908511724e-08,2.1089607837865287e-09
1953,6.464296320451979e-08,1.0773827385790469e-09
1954,7.720303329961098e-08,1.9545072227344917e-09
1955,5.255940527248981e-08,1.8771215692936494e-09
1956,6.279222097838044e-08,5.232684952005684e-09
1957,6.272876690305296e-08,2.6505113659425206e-09
1958,8.768578396711746e-08,3.3088973783179654e-09
1959,9.145882329253396e-08,5.425523585955716e-09
1960,6.782416916983891e-08,4.844583401109048e-09
1961,6.94815913138136e-08,6.948159270159238e-10
1962,6.912732652963882e-08,7.610347907416326e-09
1963,5.8841083561134155e-08,2.5864212993553792e-09
1964,4.9280144354124644e-08,0.0
1965,7.879742724981043e-08,1.6416130677043839e-09
1966,6.979234390414035e-08,2.769537488234164e-09
1967,5.965706151300765e-08,1.4791006197611978e-09
1968,7.051522743495298e-08,1.3474247273492779e-09
1969,5.904285182989355e-08,1.8167031212712459e-09
1970,5.748406339822765e-08,1.3796175313274261e-09
1971,6.88545256366524e-08,2.0553589941130213e-09
1972,4.2067205885398806e-08,2.0520587451500205e-09
1973,6.064524016302641e-08,4.9618833486420044e-09
1974,6.525663143186478e-08,3.3753431161187564e-09
1975,6.168398281047871e-08,5.140332159925265e-09
1976,4.056604113733542e-08,0.0
1977,5.994317364699242e-08,6.464460078348111e-09
1978,5.702967620369037e-08,2.970295565063452e-09
1979,7.49052588844279e-08,4.096381456264453e-09
1980,6.31051713106956e-08,2.2740602734216964e-09
1981,5.8195055108178906e-08,5.060439622894819e-09
1982,4.9039267424610955e-08,6.828252629986764e-09
1983,6.252162998432453e-08,3.78918940668882e-09
1984,6.030968791037594e-08,2.8995041922996734e-09
1985,7.459292106215543e-08,3.0077789148208467e-09
1986,6.833713683818132e-08,5.994485463567401e-10
1987,5.6830597117141224e-08,1.8332451112712533e-09
1988,5.157036397918091e-08,4.197587610832443e-09
1989,5.049072238083596e-08,2.1952488715726304e-09
1990,6.865300039571309e-08,2.724325431913144e-09
1991,5.4511627212150415e-08,0.0
1992,5.67524232053529e-08,3.856960972825618e-09
1993,5.871559888293021e-08,2.2156829704300662e-09
1994,3.639699375224126e-08,5.274926606624319e-10
1995,5.7477979154008096e-08,4.337960657352369e-09
1996,5.765139476920922e-08,1.067618438099771e-09
1997,5.993618146238333e-08,2.876936688878118e-09
1998,7.2475561219143e-08,3.814503379828693e-09
1999,5.57564525660581e-08,4.113180906983871e-09
2000,4.152949628632996e-08,1.3254094488601709e-09
2001,5.257454258056349e-08,2.6287270138425356e-09
2002,6.48420765969604e-08,3.504977197366088e-09
2003,4.4169382817926817e-08,2.9168460979889232e-09
2004,5.417893178538691e-08,1.7619165015858584e-09
2005,4.7739744823971364e-08,7.205999352777326e-09
2006,4.900288991249724e-08,7.412201963319376e-09
2007,4.4738169446834064e-08,2.7961355453243186e-09
2008,4.512886064844679e-08,2.1287198670449925e-09
2009,4.1483274593190345e-08,4.291373478793048e-09
2010,3.873510223684207e-08,2.8342759250676863e-09
2011,4.7417253207227006e-08,7.64794394481072e-10
2012,5.8212722087169766e-08,3.4042526575461807e-09
2013,4.936751296646946e-08,2.7891249310130206e-09
2014,4.807288145336486e-08,2.815078836704288e-09
2015,5.0316261046567945e-08,3.32486305154589e-09
2016,4.391240848722333e-08,4.556948152156792e-09
2017,4.528100264189483e-08,1.7609279590047322e-09
2018,4.1303467868125665e-08,1.0325866828253538e-09
2019,3.800971598577618e-08,7.65296326310505e-10
