year,en_ADP airs_NOUN,en_ADP pair_NOUN
1909,9.351672325408344e-09,2.4204327875310128e-08
1910,1.2825961404061559e-08,2.3514263425283843e-08
1911,1.702519769608557e-08,1.8089272302290738e-08
1912,6.772247651554153e-09,1.927485859809508e-08
1913,5.833288518886093e-09,1.6969567528946072e-08
1914,7.36641797560722e-09,1.8081207919795617e-08
1915,2.3561523843085297e-09,2.0027294933555595e-08
1916,1.0987462051303964e-09,1.8678685709261345e-08
1917,2.1932848870420685e-09,3.289927352767563e-08
1918,1.4932289182922887e-08,2.6418665477478953e-08
1919,1.289098744416961e-08,1.9336482248721865e-08
1920,1.2872794385998532e-08,2.3473917920568965e-08
1921,2.2718242898012164e-08,2.574734159210834e-08
1922,2.1396012073182646e-08,2.951174238319254e-08
1923,1.9108707505210987e-08,1.8047111360885992e-08
1924,2.9650736976805092e-08,2.4494086314774677e-08
1925,2.3096173862313663e-08,1.2097996160420621e-08
1926,1.8948435376309192e-08,1.4489979882625903e-08
1927,2.0068604777989663e-08,1.8953682623390478e-08
1928,6.8556245125250825e-09,1.4853853702589959e-08
1929,1.2254447234738564e-08,1.5596568481157647e-08
1930,1.68057662230936e-08,1.2604324250986565e-08
1931,7.983749661377715e-09,1.0264820993199919e-08
1932,5.4797681947604815e-09,7.6716757391182e-09
1933,1.605892663292252e-08,1.261772819560747e-08
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,4.787313656606784e-09,9.574627313213568e-09
1936,1.2124714565686645e-08,8.487300195980652e-09
1937,3.777335333410292e-09,6.295559074054324e-09
1938,1.0372171566075394e-08,9.075650009293668e-09
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,2.6563523825018365e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,2.322588210645904e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.5249527862692958e-08,1.3071024262956144e-08
1946,1.3921104269343232e-08,1.809743643832462e-08
1947,7.152522574216391e-09,1.907339353124371e-08
1948,1.6307831529616124e-08,2.0656587107481528e-08
1949,8.835307596655184e-09,6.8719057111366055e-09
1950,7.444753036267571e-09,2.7651938960815414e-08
1951,1.3859821956785368e-08,1.4925962688039363e-08
1952,1.0544803696888039e-08,1.4762725597528004e-08
1953,5.386913581872932e-09,1.508335811806205e-08
1954,7.818028890937967e-09,7.818028890937967e-09
1955,1.2201290200408721e-08,1.1262729415761896e-08
1956,1.744228317335228e-09,1.4825940475304833e-08
1957,8.835037590415595e-09,1.501956425897788e-08
1958,1.1581141212690937e-08,1.8198935247681902e-08
1959,5.425523585955716e-09,1.5501495198577686e-08
1960,2.2838749558218296e-08,1.0381249748725452e-08
1961,4.863711378089164e-09,1.181187103682646e-08
1962,8.244543714397423e-09,1.2683912586908264e-08
1963,1.6165133231993423e-08,1.1638895180965392e-08
1964,6.083968384640315e-09,5.5972508183899095e-08
1965,1.2038495811328431e-08,1.91521518644322e-08
1966,6.092982229866095e-09,1.107814973089205e-08
1967,1.5284040255636455e-08,8.923907612867765e-08
1968,1.5719955531734442e-08,1.796566317935344e-08
1969,8.629339798282842e-09,1.4533625192214572e-08
1970,1.6095537708205043e-08,1.2876430255381877e-08
1971,9.762954888969944e-09,2.0553589719085608e-08
1972,2.3598676068825597e-08,1.898154344814884e-08
1973,9.372446541089374e-09,2.1501495472975307e-08
1974,9.563471792262135e-09,1.4626486688484874e-08
1975,3.4268881066168433e-09,1.4849848017917111e-08
1976,6.8562320265641574e-09,1.428381724011274e-08
1977,7.639816335114347e-09,9.990529292736028e-09
1978,1.1287123569125868e-08,1.0693064655953322e-08
1979,1.1118749476679568e-08,1.287434159280565e-08
1980,6.253665585376211e-09,2.78572392375942e-08
1981,1.2018544381930951e-08,6.325549528618524e-09
1982,7.449002747961231e-09,5.586751949948621e-09
1983,1.2630632317822688e-08,2.2103606056589342e-08
1984,1.0438215292118969e-08,1.5077422421683195e-08
1985,7.82022557821449e-09,9.624892882698077e-09
1986,8.392279760016663e-09,5.994485574589703e-09
1987,1.2221634038134255e-08,7.944061852782625e-09
1988,1.4991384134077634e-08,5.396898372644898e-09
1989,4.939309850016116e-09,8.232183268397364e-09
1990,8.717841171179685e-09,8.717841559757744e-09
1991,1.1722930182145319e-08,1.055063725274863e-08
1992,7.713921945651236e-09,5.509944167592096e-09
1993,8.862731548653358e-09,7.75489028548293e-09
1994,7.912389743403025e-09,6.857404422078162e-09
1995,1.3556126887692699e-08,8.13367617702454e-09
1996,4.270473752399084e-09,1.014237538399243e-08
1997,1.054876808126437e-08,6.233362603857984e-09
1998,7.629006981701991e-09,6.198568103243929e-09
1999,1.2339543165040823e-08,7.312321859131998e-09
2000,1.192868470667463e-08,1.0603275590881367e-08
2001,7.0099388516098315e-09,6.133696661692056e-09
2002,1.0076809608960957e-08,1.927737391937967e-08
2003,1.2500768864498468e-08,5.000307723435071e-09
2004,1.4535811221350059e-08,1.1452457204796929e-08
2005,1.1259373877692269e-08,5.989987061916224e-08
2006,1.070651389767363e-08,4.6532155018041976e-08
2007,1.358123019601365e-08,7.988959049853861e-09
2008,1.021785517307805e-08,1.0217855006544596e-08
2009,3.337734755248789e-09,1.0490023516496194e-08
2010,8.9752067999882e-09,1.5588517143783065e-08
2011,2.2943831279320648e-09,2.3326229614539784e-08
2012,4.425528637996834e-09,2.4170194734551842e-08
2013,6.693900156395927e-09,1.1993237958307645e-08
2014,4.547434789836657e-09,7.145968927702029e-09
2015,6.871383573248124e-09,8.422986308431746e-09
2016,4.349813981230355e-09,1.0563834473842348e-08
2017,4.024978267347379e-09,8.553078800765945e-09
2018,1.8070267504555204e-09,2.581466596041082e-09
2019,7.652963041060445e-09,8.92845686273347e-09
