year,en_ADP are_NOUN,en_ADP part_NOUN
1800,5.65949598296811e-08,1.1570525657589315e-06
1801,5.9529563944948904e-08,1.164398327091476e-06
1802,6.713520406265161e-09,1.2710931969195371e-06
1803,4.4857801695386e-08,1.084388600247621e-06
1804,2.719036085174764e-08,9.294159326600493e-07
1805,8.528633133053631e-09,9.665784546086797e-07
1806,2.881669125542885e-08,6.454938556998968e-07
1807,1.1387820464392462e-08,6.747283691765915e-07
1808,5.211970233176544e-08,6.911525929353957e-07
1809,1.355418288717658e-08,9.804192586670979e-07
1810,5.8503168531842675e-08,1.226226459039026e-06
1811,1.7549536934780008e-08,1.0178731599808089e-06
1812,3.467370746079723e-08,1.226915742336132e-06
1813,1.150296680130225e-08,1.1416694860599819e-06
1814,1.2586708564299443e-08,8.024026669772866e-07
1815,2.9669458667669346e-08,7.71405950672488e-07
1816,1.1819780176836048e-07,9.038654980031424e-07
1817,2.8023721343473085e-08,9.668183338362724e-07
1818,1.9073883805731384e-08,1.3327876331459265e-06
1819,5.175525008560555e-08,9.243487397725403e-07
1820,1.542642635854463e-08,1.217500994243892e-06
1821,3.94459531705138e-09,1.1419602969908738e-06
1822,1.303330066093622e-08,1.0617127372825053e-06
1823,3.162459771832715e-08,1.2274297205294715e-06
1824,1.0105335235266466e-08,1.2025349178657052e-06
1825,1.0566531427613768e-08,1.230120346917829e-06
1826,1.0569580766173203e-08,1.1054020205847337e-06
1827,3.2260455640198415e-08,1.008369622468308e-06
1828,1.1923991571904935e-08,1.0951728199870558e-06
1829,1.0287811491593857e-08,1.0536433592278627e-06
1830,1.2524202563923836e-08,1.193974071611592e-06
1831,1.4032085715598441e-08,1.0913844334936584e-06
1832,1.3529969256076413e-08,1.1202814675925765e-06
1833,9.266902800675325e-09,1.3205336699684267e-06
1834,1.773560875939495e-08,1.2116221341784694e-06
1835,1.5882484660778573e-08,1.3273219110487844e-06
1836,7.392825018825988e-09,1.1015309837603127e-06
1837,1.3219993100221927e-08,1.3964487379780621e-06
1838,8.2058102535143e-09,1.30093656025565e-06
1839,1.3982950020086093e-08,1.6395009652114823e-06
1840,2.611572358368619e-08,1.1873099765580264e-06
1841,2.3756030032018316e-08,1.2385238505885354e-06
1842,1.341653010911159e-08,1.0994846206813236e-06
1843,1.1223130869097986e-08,1.0579277613942395e-06
1844,1.152597856046711e-08,1.186626946036995e-06
1845,1.1718478631905782e-08,1.079216076504963e-06
1846,7.025401593807601e-09,9.78872662926733e-07
1847,9.707802561820245e-09,1.0069148856928223e-06
1848,2.735375304041554e-08,1.159316411758482e-06
1849,1.3407064125559032e-08,9.058147725227172e-07
1850,3.4623880651452055e-08,9.776154001883697e-07
1851,1.3543821175687754e-08,1.0099821565745515e-06
1852,2.7344290387532055e-08,9.381695917909383e-07
1853,4.478948767427937e-08,1.13586145289446e-06
1854,1.2989161413123895e-08,1.0786199027279508e-06
1855,2.4942604426314574e-08,1.0767774938358343e-06
1856,1.6049286344355096e-08,1.0809970945047098e-06
1857,2.0990488902583593e-08,1.3004340644329204e-06
1858,2.6425850618849722e-08,1.31248395973671e-06
1859,1.680417205385254e-08,1.165089315691148e-06
1860,1.5562426014525954e-08,1.0074381862068549e-06
1861,2.075024119196911e-08,1.1318312544972287e-06
1862,2.25899317307654e-08,1.3386793398240115e-06
1863,1.498386242859695e-08,1.210196614920278e-06
1864,2.1096803859421698e-08,1.2403961591189727e-06
1865,1.1767110841276462e-08,1.09763607269997e-06
1866,2.578774882522339e-08,1.3025245380049455e-06
1867,2.6690463172940326e-08,1.2520254131231923e-06
1868,4.2482916740027576e-08,1.3436457493298803e-06
1869,2.0510780074367574e-08,1.1525105492182774e-06
1870,3.2110673231500186e-08,1.1491033546917606e-06
1871,3.611200227737754e-08,1.375442479911726e-06
1872,3.9912439575573444e-08,1.2663128927670186e-06
1873,3.890902905423488e-08,1.1906163308594842e-06
1874,6.870800672853505e-08,1.1841675586765632e-06
1875,2.0025345548457807e-08,1.2060979770467384e-06
1876,4.897271921322499e-08,1.1209311878701556e-06
1877,2.535774612510977e-08,1.2394370969559532e-06
1878,4.5293163830617544e-08,1.2676047163040494e-06
1879,3.42122213892182e-08,1.2939550515511655e-06
1880,3.850707597230496e-08,1.2688082051681704e-06
1881,1.4642266066289267e-08,1.1874180927406996e-06
1882,3.0614771162618126e-08,1.149384956988797e-06
1883,3.5388296737437486e-08,1.091349872694991e-06
1884,2.3105939384038265e-08,1.295913079957245e-06
1885,3.7384687345820566e-08,1.2852597137680277e-06
1886,2.8395241713496944e-08,1.2351929399301298e-06
1887,5.4842967500690065e-08,1.2953386203662376e-06
1888,2.980088953385973e-08,1.270659140573116e-06
1889,3.5084767091575486e-08,1.1684479659379576e-06
1890,5.112421624930974e-08,1.2754835552186705e-06
1891,3.250852154135231e-08,1.2353237934803474e-06
1892,3.19694137829174e-08,1.118302634495194e-06
1893,1.9091091374434654e-08,1.214439748764562e-06
1894,4.6631390526741257e-08,1.1475102610347676e-06
1895,2.5278181325916194e-08,1.070711505235522e-06
1896,2.7716035688740703e-08,1.1906101917702472e-06
1897,2.3306854779470143e-08,1.1740827403627918e-06
1898,3.112095303681173e-08,1.084140762941388e-06
1899,2.984892333302014e-08,1.0922494766418822e-06
1900,1.8168686111152965e-08,1.121267473536136e-06
1901,2.514932445629725e-08,1.1004226507793646e-06
1902,2.1114220150053598e-08,1.8776925116981147e-06
1903,2.8081145186931167e-08,1.0120012348124874e-06
1904,3.6009990544982884e-08,9.873186854747473e-07
1905,3.3028859480754846e-08,9.60933334681613e-07
1906,2.777859631208912e-08,1.1003410236298805e-06
1907,1.851423608867364e-08,1.0604543376757647e-06
1908,2.2101251717643322e-08,1.0711739832913736e-06
1909,2.53045246978445e-08,1.070491407517693e-06
1910,2.618633831996675e-08,1.0079068033519434e-06
1911,1.54290848985994e-08,1.0800359859786113e-06
1912,1.8753916974922902e-08,9.798920928005828e-07
1913,2.969674284258872e-08,1.4349890307130408e-06
1914,2.678697441638178e-08,1.1364373904143577e-06
1915,1.0602685840410686e-08,1.5786221183589078e-06
1916,3.40611328031315e-08,1.6909704072531895e-06
1917,2.52227767560953e-08,1.4157653822621796e-06
1918,4.020231614276781e-08,1.2267449847058742e-06
1919,2.4861191438851904e-08,9.668241318649962e-07
1920,3.028892692213958e-08,9.139683925241116e-07
1921,1.5145495135815423e-08,9.776416618478834e-07
1922,1.6231458566107193e-08,9.465891253057634e-07
1923,1.8047112249064412e-08,9.055403893398761e-07
1924,1.6759112098085893e-08,8.650280278743594e-07
1925,1.0998178145982251e-08,8.633569450466894e-07
1926,1.560459372829115e-08,7.579374141641892e-07
1927,1.5608915049369898e-08,9.320751814811956e-07
1928,2.8565102283550914e-08,7.906820655989577e-07
1929,1.2254446790649354e-08,9.135133041127119e-07
1930,2.2057568216382606e-08,9.022595577334869e-07
1931,1.1405356659111021e-08,9.648931609262945e-07
1932,2.4110979879310435e-08,8.175814514288504e-07
1933,9.176529758292418e-09,8.958587045526656e-07
1934,1.4377896206951846e-08,8.051621875893034e-07
1935,1.555876849579363e-08,8.377799076697556e-07
1936,8.487299751891442e-09,7.238454600155819e-07
1937,8.813782481631449e-09,7.605035534652416e-07
1938,2.593042824905467e-08,7.247554663081246e-07
1939,1.988226472349197e-08,8.304669449898938e-07
1940,7.607348528892999e-09,9.686690418675425e-07
1941,1.4757512545315876e-08,1.018268449115567e-06
1942,6.068423541449874e-09,8.98126700121793e-07
1943,8.709705845433291e-09,1.1322617865516804e-06
1944,6.4263723231761105e-09,1.0667778269635164e-06
1945,4.357008087652048e-09,1.0979659919030382e-06
1946,1.8097434661967782e-08,9.870062740446883e-07
1947,1.4305045148432782e-08,9.489013450547645e-07
1948,6.523132700664291e-09,1.0273934094584547e-06
1949,4.908504269707237e-09,9.561765637045028e-07
1950,3.190608444114673e-09,8.912433031582623e-07
1951,1.2793681780642885e-08,9.136821290667285e-07
1952,1.1599284199803606e-08,9.869936548057012e-07
1953,5.386913581872932e-09,9.76108708528045e-07
1954,8.795282724349818e-09,9.606402500139666e-07
1955,1.0324168187025862e-08,1.0399253369541839e-06
1956,1.22095984433912e-08,9.226967563336075e-07
1957,7.951533653738352e-09,1.017796307678509e-06
1958,9.099467845885556e-09,9.281457096221857e-07
1959,5.425523585955716e-09,8.998618454825191e-07
1960,4.844583401109048e-09,9.253154189536872e-07
1961,6.25334317660986e-09,1.2235708481966867e-06
1962,5.7077609305622445e-09,8.840686973599077e-07
1963,7.1126584622049904e-09,9.246456329492503e-07
1964,1.3384730601639916e-08,9.296303460359923e-07
1965,8.755269065297e-09,9.061703849511105e-07
1966,3.046491048319666e-08,1.0169741244681063e-06
1967,1.2818872185960117e-08,1.0200864153375733e-06
1968,8.982831700699023e-09,1.0918631687673042e-06
1969,4.541757636644661e-09,9.49681577822048e-07
1970,1.241655755990223e-08,9.643525800129282e-07
1971,4.624557625731995e-09,1.0723836112447316e-06
1972,1.0773308800615666e-08,1.0491149851077353e-06
1973,8.269805840122046e-09,1.1798256309702992e-06
1974,8.438357568252286e-09,1.0801097687362926e-06
1975,3.998036124386317e-09,1.0691891247915919e-06
1976,5.713526873840635e-09,1.180414642476535e-06
1977,5.876781727920388e-09,1.247053091901762e-06
1978,5.346532105932056e-09,1.3497023019226617e-06
1979,3.511183899185255e-09,1.3629246495838743e-06
1980,6.253665585376211e-09,1.457104076507676e-06
1981,5.060439622894819e-09,1.5004203532953397e-06
1982,5.586751949948621e-09,1.5028363122837618e-06
1983,3.78918940668882e-09,1.6280885120067978e-06
1984,1.7397025486864948e-09,1.572111159475753e-06
1985,3.007779025843149e-09,1.496069330642058e-06
1986,5.3950369172106605e-09,1.7887545027406304e-06
1987,4.277571852284723e-09,1.6303658867400372e-06
1988,4.797243047249822e-09,1.6784354102128418e-06
1989,3.292873196336643e-09,1.609117475709354e-06
1990,4.90378582185258e-09,1.6345952644769568e-06
1991,2.9307326565586322e-09,1.757267227731063e-06
1992,1.65298330578878e-09,1.7951398376681027e-06
1993,2.2156829704300662e-09,1.7919336414706777e-06
1994,8.439882570598911e-09,1.802442398002313e-06
1995,3.795715741716776e-09,1.7715146896080114e-06
1996,2.135236876199542e-09,1.9873716610163683e-06
1997,3.835915585170824e-09,1.861377995737712e-06
1998,1.43043876743576e-09,1.8199949636255042e-06
1999,2.2851006253876704e-08,1.8714973748501507e-06
2000,4.859834423776022e-09,2.1427451883937465e-06
2001,3.5049693702937645e-09,2.1161251879675547e-06
2002,3.9430991805033955e-09,1.9562153283914085e-06
2003,6.667076501987168e-09,1.8601143665364361e-06
2004,1.761916529341434e-09,2.057037590930122e-06
2005,4.9541245550344115e-09,1.916795781653491e-06
2006,1.6471559671771274e-09,1.9704102669493295e-06
2007,7.589511019645556e-09,2.0096226762689184e-06
2008,2.5544638071473003e-09,1.984392611120711e-06
2009,1.430457752249481e-09,1.9392239209992113e-06
2010,7.085689812669216e-09,1.929669451783411e-06
2011,5.735957819830162e-09,1.7383777048962656e-06
2012,3.063827413996023e-09,1.7773603531168192e-06
2013,2.2313000336282585e-09,1.700250663816405e-06
2014,2.3819897165822113e-09,1.7278086943406379e-06
2015,2.881548027966474e-09,1.7632856952332077e-06
2016,1.86420612280358e-09,1.8130439229935291e-06
2017,2.515611413622665e-09,1.7667138081378653e-06
2018,3.0977600484760615e-09,1.8219991488876985e-06
2019,3.826481576041374e-09,2.0234435851307353e-06
