year,en_ADP est_NOUN,en_ADP peste_NOUN
1800,7.671761068195337e-06,3.144164484325529e-09
1801,7.376903607081431e-06,0.0
1802,6.917163801745119e-06,0.0
1803,8.140715650029051e-06,1.950339223455444e-09
1804,8.216432204832813e-06,4.943701892301533e-09
1805,7.650183903029628e-06,1.421438877713399e-08
1806,6.140837092161178e-06,2.881669125542885e-09
1807,9.070398920840717e-06,0.0
1808,7.006700907474794e-06,0.0
1809,7.99470866130747e-06,9.036122072814123e-09
1810,8.880780999032112e-06,0.0
1811,5.593288370686622e-06,5.0141535368197765e-09
1812,8.90047399604299e-06,5.3344164641089264e-09
1813,7.448170994184267e-06,0.0
1814,6.3814613948665055e-06,0.0
1815,7.3337510133608674e-06,1.6183340889597275e-08
1816,7.261053015739094e-06,1.622322720606917e-08
1817,7.558620296110874e-06,0.0
1818,6.324184543160527e-06,1.1921177378582115e-09
1819,6.584303017476145e-06,5.175524897538253e-09
1820,5.691164250087866e-06,1.0679833017945839e-08
1821,6.425745994853571e-06,1.3806083387635226e-08
1822,6.3612530709633575e-06,1.0025615893027862e-08
1823,5.118243690205304e-06,2.8659792761231984e-08
1824,6.258571062289775e-06,8.421112696055388e-10
1825,6.044936586846461e-06,8.805443041381977e-10
1826,5.6776266390556884e-06,1.0569580766173203e-08
1827,6.2308767585506075e-06,8.295545750325317e-09
1828,6.092242679223148e-06,9.172301140836225e-09
1829,6.360439297914411e-06,8.573175780401954e-09
1830,6.376906505067836e-06,3.1310507520032616e-09
1831,5.584769975364168e-06,0.0
1832,6.410499479692078e-06,1.3529969367098715e-09
1833,6.1983998165260346e-06,6.950177322551099e-09
1834,6.069311909051578e-06,0.0
1835,5.575508595256906e-06,1.0588323107185715e-08
1836,5.732127556612454e-06,2.6210924986003192e-08
1837,5.791052836379151e-06,1.0436836284100082e-08
1838,5.3583940471391145e-06,1.8936486156917454e-08
1839,6.016164573630078e-06,1.3982950353153e-09
1840,5.924447250116316e-06,4.458782232319436e-09
1841,6.1033734368720616e-06,1.5409316489467528e-08
1842,5.7899037875230874e-06,6.708265054555795e-10
1843,5.697215518463139e-06,4.725528912619126e-09
1844,5.5900995432622835e-06,4.390849017710252e-09
1845,5.5199613924195035e-06,6.138250796539069e-09
1846,6.106244716086451e-06,2.92725064188204e-08
1847,5.266482881793877e-06,4.853901280910122e-09
1848,5.960704608121148e-06,1.6090443422100975e-09
1849,5.6921367361795205e-06,4.1897072478036534e-09
1850,5.484830118973605e-06,7.467895635215882e-09
1851,5.522009659308935e-06,3.2247193804124663e-09
1852,5.548286861944973e-06,6.510545436100301e-09
1853,5.751567631051557e-06,1.7915795513800958e-09
1854,5.859150829401472e-06,8.313062960230155e-09
1855,5.671523567229997e-06,9.552486801567284e-09
1856,5.3594262636735834e-06,4.141751386299575e-09
1857,5.472171627829425e-06,8.786716299002961e-09
1858,5.095295311008385e-06,4.404308417971237e-09
1859,5.1512426244570975e-06,5.092173349652285e-09
1860,5.508640911422447e-06,1.0527522853465143e-08
1861,5.627559509502333e-06,9.431927461278633e-10
1862,5.425197764807876e-06,4.066187830886747e-09
1863,5.027585551431457e-06,4.994620717013731e-09
1864,5.589214267409659e-06,1.102787461348953e-08
1865,5.540426435857171e-06,5.6482134525026595e-09
1866,5.330279148729744e-06,8.271541673821048e-09
1867,5.2211399470536435e-06,1.455843445796745e-09
1868,5.38989651488464e-06,1.975949626142892e-09
1869,5.617023622228601e-06,6.836926913500463e-09
1870,5.319477018872476e-06,1.0321287824410774e-08
1871,5.048245764971426e-06,1.0621177271019633e-09
1872,5.227924735340395e-06,1.5118347462816928e-08
1873,4.991130389875309e-06,1.1972008939764578e-09
1874,4.672741666489344e-06,2.9873046258899194e-09
1875,5.210022460566677e-06,1.2587359321525327e-08
1876,5.2817985238817755e-06,3.02300739996042e-09
1877,5.211944323235684e-06,2.4739263970730008e-09
1878,4.8650896449231595e-06,6.039088673581716e-10
1879,5.131833077598458e-06,1.5273313280772527e-08
1880,4.717758740113709e-06,3.2089231272180996e-09
1881,4.736424620510604e-06,9.761510322281453e-09
1882,4.91899516585903e-06,1.1314154946262533e-08
1883,4.8564117527405415e-06,1.3270612164717477e-08
1884,4.786890647423547e-06,2.6406787867472303e-09
1885,4.875478878840767e-06,1.2891271383708158e-09
1886,4.712319532362841e-06,7.098810428374236e-09
1887,5.174825525422477e-06,9.140494583448344e-09
1888,4.497398049529977e-06,4.438430289965822e-09
1889,4.858613501745879e-06,4.385595886446936e-09
1890,4.7329226937620206e-06,6.554386478008212e-10
1891,4.712460902389637e-06,3.824531802365527e-09
1892,4.50580691691016e-06,3.761107425503951e-09
1893,4.921806298074927e-06,3.079208221734575e-09
1894,4.642343785832281e-06,5.671385139294216e-09
1895,4.897346453702767e-06,6.018614495673091e-09
1896,4.4752554897442565e-06,0.0
1897,4.73303922010615e-06,6.992056267307589e-09
1898,4.388619922579551e-06,5.09251940616906e-09
1899,4.736028992979868e-06,6.080336234504102e-09
1900,4.962646733996934e-06,4.67194793962733e-09
1901,4.8560552032839155e-06,3.353243294146324e-09
1902,4.2390480881060455e-06,3.928227132465878e-09
1903,4.621508345348246e-06,1.6200660812870638e-09
1904,4.565206716655723e-06,2.6873125946735854e-09
1905,4.791248484181665e-06,2.0643036169332163e-09
1906,4.820615213674273e-06,6.6874399351490865e-09
1907,4.524673601125073e-06,2.5714216866923323e-09
1908,4.7669944498451855e-06,1.4734167219643268e-09
1909,4.7968574543588716e-06,2.7504918342913243e-09
1910,4.612536607329076e-06,8.01622590529405e-09
1911,4.561156687232781e-06,4.25629931299909e-09
1912,4.401440031109871e-06,3.646594803896619e-09
1913,4.528753253740803e-06,3.712092910834741e-09
1914,4.249083924712238e-06,2.0090231145353243e-09
1915,4.6357298015831105e-06,2.3561523843085297e-09
1916,5.232229590035331e-06,7.69122365795738e-09
1917,4.314191190957217e-06,1.0966424435210342e-09
1918,4.403876536329676e-06,0.0
1919,4.655487995552932e-06,3.6831393490643904e-09
1920,4.658436853599568e-06,1.514446346106979e-09
1921,4.486095793510003e-06,0.0
1922,4.228294765873386e-06,1.0329110011753073e-08
1923,4.1805603165911975e-06,6.369568872344189e-09
1924,4.104693288375927e-06,1.2891624656674594e-08
1925,4.416868421230902e-06,1.0998177923937646e-08
1926,4.297950926712701e-06,3.343841648018042e-09
1927,4.115178949604115e-06,8.919379901328739e-09
1928,4.025394548357042e-06,3.4278122562625413e-09
1929,4.118608060821316e-06,5.570202965543558e-09
1930,4.08695235520895e-06,3.1510811737689437e-09
1931,3.86185376566317e-06,1.1405356659111021e-09
1932,3.820494512751793e-06,1.0959536611565568e-09
1933,3.950495961024814e-06,1.1470662641954732e-08
1934,3.830511154490068e-06,3.5944740517379614e-09
1935,3.713758630397024e-06,5.98414207075848e-09
1936,4.008430535940022e-06,7.274828739411987e-09
1937,3.661497106399736e-06,6.295559185076627e-09
1938,3.909012079361673e-06,1.2965214457594243e-09
1939,3.8097480210552703e-06,3.058810094103137e-09
1940,3.806210138179722e-06,0.0
1941,3.7808747297418677e-06,0.0
1942,4.263067594934e-06,3.034211770724937e-09
1943,4.349046251128641e-06,0.0
1944,4.373146559544239e-06,0.0
1945,3.7862400112942396e-06,0.0
1946,4.15962590949448e-06,2.7842208538686464e-09
1947,4.011373199830359e-06,3.5762612871081956e-09
1948,3.991069966957639e-06,0.0
1949,3.978833490236866e-06,6.8719059331812105e-09
1950,4.0308021027612995e-06,4.2541445921528975e-09
1951,3.98309958882237e-06,8.529121409139861e-09
1952,3.7286426106675208e-06,2.1089607837865287e-09
1953,3.625392933415128e-06,9.696444758233724e-09
1954,4.026284756264431e-06,4.886268278880834e-09
1955,3.903474350863689e-06,1.8771215692936494e-09
1956,3.890501290015891e-06,1.744228317335228e-09
1957,3.7363373621701612e-06,2.6505113104313693e-09
1958,3.7771062579849968e-06,1.6544486891589827e-09
1959,3.735860502729338e-06,7.750747821333448e-10
1960,3.9144234165178204e-06,0.0
1961,4.204331219170854e-06,3.47407969059077e-09
1962,3.772195725559868e-06,6.341956404476434e-10
1963,3.3849789247142326e-06,2.5864211883330768e-09
1964,3.6838428343344276e-06,1.0342746159519578e-08
1965,3.7620298769525107e-06,9.849678406226303e-09
1966,3.640279899741472e-06,0.0
1967,3.737687507054943e-06,4.930335695263466e-09
1968,3.673978227425323e-06,4.491415683816058e-09
1969,3.4626360587708405e-06,3.1792304344691047e-09
1970,3.280730368260265e-06,3.219107425067591e-09
1971,3.316321759427865e-06,3.083038491169532e-09
1972,3.462336053416948e-06,6.156176013405457e-09
1973,2.913728124553927e-06,2.7566018356850464e-09
1974,2.9500497404910675e-06,5.625571564138454e-09
1975,2.9174241547025304e-06,1.7134440533084216e-09
1976,2.9019003520147635e-06,3.9994687561772935e-09
1977,3.2968746737083165e-06,3.526069214387917e-09
1978,3.211483743825738e-06,5.940591352171509e-10
1979,3.0992050028544327e-06,4.096381456264453e-09
1980,3.1404771476672977e-06,9.664756106531058e-09
1981,2.8989994333983304e-06,1.2651099057237047e-09
1982,2.8678660086711716e-06,3.7245013739806154e-09
1983,2.723164325146854e-06,5.68378455412244e-09
1984,2.885586564360665e-06,5.799008495621649e-10
1985,2.5487919721456365e-06,2.4062232206745193e-09
1986,2.792830706255245e-06,5.994485463567401e-10
1987,2.7834771714196904e-06,3.6664902225425067e-09
1988,2.6936519326170583e-06,1.798966087207532e-09
1989,2.6463725291137052e-06,2.744061089465788e-09
1990,2.7243254692166374e-06,2.179460389939436e-09
1991,2.716789087031657e-06,1.1722930404189924e-09
1992,2.4932496653917724e-06,3.856960972825618e-09
1993,2.54914313302379e-06,2.2156829704300662e-09
1994,2.402201527473835e-06,2.637463358823311e-09
1995,2.417870845761172e-06,1.0844901643380922e-09
1996,2.4838143986016803e-06,2.6690460952494277e-09
1997,2.2353797124452512e-06,1.438468344439059e-09
1998,2.324939849529528e-06,5.2449422582867555e-09
1999,2.3975276057797146e-06,4.570201161957499e-10
2000,2.3782263447458263e-06,3.976228346580513e-09
2001,2.287430604042129e-06,2.6287270138425356e-09
2002,2.1941157584137727e-06,6.133709984368352e-09
2003,2.175133850812472e-06,4.166923028847691e-09
2004,2.132800023701975e-06,2.642874807889939e-09
2005,2.1460365919878654e-06,1.8014998381943315e-09
2006,2.172598620120425e-06,9.059357708451898e-09
2007,2.1414405502184763e-06,3.994479413904628e-09
2008,2.04867996345115e-06,4.257439734089985e-09
2009,2.032680459507219e-06,2.860915504498962e-09
2010,1.8980200522378254e-06,2.3618964561933353e-09
2011,1.6760469261356548e-06,3.059177577924288e-09
2012,1.7279987019058751e-06,5.446804340891731e-09
2013,1.6461416036950283e-06,2.2313000336282585e-09
2014,1.7760981405601228e-06,4.114345752981308e-09
2015,1.8694596310153688e-06,2.659890530054554e-09
2016,2.1328587820335088e-06,3.5212781579474495e-09
2017,1.4927638159467627e-06,3.018733707449428e-09
2018,1.5705643777730316e-06,3.872199894061623e-09
2019,1.6780397726345875e-06,3.06118530524202e-09
