year,en_ADP airs_NOUN,en_ADP pairs_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,7.801356671777171e-09,0.0
1804,2.4718509905596875e-08,1.4831105232815389e-08
1805,3.1271653710973624e-08,2.842877711017877e-09
1806,4.3225035994964855e-08,2.881669125542885e-09
1807,1.4234775136401367e-08,5.693910232196231e-09
1808,2.2660739951163578e-09,2.4926814390369145e-08
1809,2.259030518203531e-09,0.0
1810,9.360507036149102e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,2.9339290108509886e-08,5.3344164641089264e-09
1813,4.3136125782439194e-08,0.0
1814,0.0,0.0
1815,3.506390555685357e-08,1.0788894222457657e-08
1816,1.228330006597389e-07,2.3176038865813098e-09
1817,6.227493631882908e-09,3.113746815941454e-09
1818,5.960588467246453e-09,9.536941902865692e-09
1819,0.0,1.5526575580793178e-08
1820,2.0173018810965004e-08,0.0
1821,1.676452932031225e-08,0.0
1822,1.0025615893027862e-09,9.023054303725075e-09
1823,1.2847492847356534e-08,1.581229902569703e-08
1824,1.7684335773537896e-08,5.052667617633233e-09
1825,4.4027217427355936e-09,7.924898959288385e-09
1826,7.0463874735082754e-09,1.673517058264906e-08
1827,5.530363722527909e-09,1.8434546111834038e-09
1828,1.0089530988466322e-08,4.586150681440415e-09
1829,1.7146351893870815e-08,3.429270423183084e-09
1830,1.982998831806526e-08,1.5655253093882493e-08
1831,0.0,0.0
1832,2.976593194148336e-08,2.705993873419743e-09
1833,2.085053074640797e-08,2.3167257001688313e-09
1834,1.8669061851994684e-09,5.60071877764301e-09
1835,6.050470346963266e-09,6.050470346963266e-09
1836,1.1425274948351216e-08,8.736974699274924e-09
1837,2.5048407792382932e-08,4.174734336004349e-09
1838,2.1461350030449466e-08,2.7142295522253335e-08
1839,5.2436064379435265e-08,1.3982950353153e-09
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,1.733548060656176e-08,5.778493683550323e-09
1842,6.708265054555795e-09,8.720745015011744e-09
1843,1.3585895075607368e-08,9.451057714215949e-09
1844,1.0977122322231025e-08,3.2931368743049916e-09
1845,5.580227835366713e-09,2.2320911785556063e-09
1846,9.952652035849496e-09,5.269050973311096e-09
1847,9.168480197274675e-09,3.775256551818984e-09
1848,2.735375304041554e-08,3.218088684420195e-09
1849,6.703531951757213e-09,2.513824481908955e-09
1850,2.0366988096043315e-09,6.788996032014438e-10
1851,3.8696632564949596e-09,1.2898877521649865e-09
1852,5.859490670445666e-09,5.208436348880241e-09
1853,1.1943863675867306e-09,1.6721408258035808e-08
1854,7.27393034694046e-09,2.0782657816909023e-09
1855,1.2736649068756378e-08,4.776243400783642e-09
1856,1.0872097000458325e-08,5.694908100650764e-09
1857,7.322263684272912e-09,1.2203773103180993e-08
1858,2.4468379322684086e-08,1.7127866180910445e-08
1859,1.3748867822016564e-08,1.2730433596175317e-08
1860,1.373155189554609e-08,2.746310290291376e-09
1861,1.2733101684148096e-08,5.659156698811785e-09
1862,1.0843167252971853e-08,1.8071945051545413e-09
1863,9.489779628779615e-09,4.495158911765884e-09
1864,1.3904711160250827e-08,1.6302074357099627e-08
1865,7.530950973944073e-09,1.4591217123438582e-08
1866,1.0704348518686402e-08,5.352174259343201e-09
1867,2.426405742994575e-08,9.7056229719783e-10
1868,1.1855697756857353e-08,2.9639244392143382e-09
1869,1.5627261262807224e-08,8.30198221279943e-09
1870,8.027668307875047e-09,6.307453670473251e-09
1871,6.37270636261178e-09,7.434824311758348e-09
1872,1.269941263259966e-08,1.3908880269752899e-08
1873,1.496501056408306e-08,2.9930022904522957e-09
1874,3.5847653734322193e-09,1.2546679251101978e-08
1875,6.293679799540541e-09,1.716458086775674e-09
1876,2.0556450763820067e-08,7.859819461941697e-09
1877,7.421779191219002e-09,1.2988113695655557e-08
1878,2.8383716710322915e-08,3.0195443923020093e-09
1879,5.498392852132383e-09,3.176849006081284e-08
1880,1.2193908105473383e-08,5.134277003548959e-09
1881,2.022027217885025e-08,1.9523021421719022e-08
1882,9.983077475794744e-09,2.6621540527571597e-09
1883,7.583206784733676e-09,8.847074184359371e-09
1884,1.9805090900604227e-08,9.242375753615306e-09
1885,1.6114089618213256e-08,1.2246707647989297e-08
1886,1.5488312854472497e-08,7.098810428374236e-09
1887,1.8933882017790893e-08,5.223139698529167e-09
1888,6.974675947901687e-09,1.3315291091942072e-08
1889,8.771191772893872e-09,2.5060546970934183e-09
1890,1.1797895993481688e-08,2.6217545912032847e-09
1891,1.1473596073230397e-08,5.736798147637501e-09
1892,1.0656471260972467e-08,2.5074049503359674e-09
1893,2.3401982574000613e-08,6.15841644346915e-09
1894,9.452309157609307e-09,7.561847148451761e-09
1895,9.027921299420427e-09,7.22233739480771e-09
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,1.6897470089816125e-08,5.826713556089658e-10
1898,5.6583546736987955e-09,1.13167097914868e-09
1899,1.1055156790007459e-08,3.8693048765026106e-09
1900,6.748368974740515e-09,5.710158568206225e-09
1901,2.235495566438317e-09,5.58873880507349e-09
1902,8.838511256215043e-09,2.455141867585553e-09
1903,1.1880484596105134e-08,9.1803746826713e-09
1904,1.2361637935498493e-08,3.7622376325430196e-09
1905,4.644683138099737e-09,2.580379465655369e-09
1906,2.0576738091193647e-09,5.144184356264958e-09
1907,8.742833790265081e-09,2.5714216866923323e-09
1908,2.1118972570732808e-08,2.9468334439286537e-09
1909,9.351672325408344e-09,5.5009836685826485e-09
1910,1.2825961404061559e-08,2.67207544979442e-09
1911,1.702519769608557e-08,1.0640748282497725e-09
1912,6.772247651554153e-09,1.5628263128064646e-09
1913,5.833288518886093e-09,1.060597942803554e-09
1914,7.36641797560722e-09,3.3483718020477227e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,2.1932848870420685e-09,0.0
1918,1.4932289182922887e-08,0.0
1919,1.289098744416961e-08,3.6831393490643904e-09
1920,1.2872794385998532e-08,6.057785384427916e-09
1921,2.2718242898012164e-08,7.572747429129834e-10
1922,2.1396012073182646e-08,1.4755870969551665e-09
1923,1.9108707505210987e-08,3.1847844361720945e-09
1924,2.9650736976805092e-08,2.578324886925998e-09
1925,2.3096173862313663e-08,7.698724324711748e-09
1926,1.8948435376309192e-08,0.0
1927,2.0068604777989663e-08,2.2298449753321847e-09
1928,6.8556245125250825e-09,7.998228745975666e-09
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,1.68057662230936e-08,3.1510811737689437e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,1.605892663292252e-08,3.4411986593596566e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,1.3165112555668657e-08
1936,1.2124714565686645e-08,0.0
1937,3.777335333410292e-09,3.777335333410292e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,7.152522574216391e-09,8.344609447874518e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,8.835307596655184e-09,4.908504269707237e-09
1950,7.444753036267571e-09,5.317680518146517e-09
1951,1.3859821956785368e-08,3.198420528427448e-09
1952,1.0544803696888039e-08,1.0544803918932644e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,9.772536335717064e-09
1955,1.2201290200408721e-08,6.569925492527773e-09
1956,1.744228317335228e-09,0.0
1957,8.835037590415595e-09,8.835037701437898e-10
1958,1.1581141212690937e-08,6.617794756635931e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,2.2838749558218296e-08,6.920833350854139e-10
1961,4.863711378089164e-09,1.3896318540318475e-09
1962,8.244543714397423e-09,6.341956404476434e-10
1963,1.6165133231993423e-08,3.2330267352165265e-09
1964,6.083968384640315e-09,8.517555549758526e-09
1965,1.2038495811328431e-08,1.1491291473930687e-08
1966,6.092982229866095e-09,3.877352328096606e-09
1967,1.5284040255636455e-08,6.409436092980059e-09
1968,1.5719955531734442e-08,4.9405572410954335e-09
1969,8.629339798282842e-09,3.1792304344691047e-09
1970,1.6095537708205043e-08,6.898087712148282e-09
1971,9.762954888969944e-09,5.652237344833111e-09
1972,2.3598676068825597e-08,3.0780880067027283e-09
1973,9.372446541089374e-09,3.3079223804577396e-09
1974,9.563471792262135e-09,1.6876715580593782e-09
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,7.639816335114347e-09,2.938390863960194e-09
1978,1.1287123569125868e-08,4.75247319275951e-09
1979,1.1118749476679568e-08,2.925986564150662e-09
1980,6.253665585376211e-09,2.8425753417771205e-09
1981,1.2018544381930951e-08,1.2651099057237047e-09
1982,7.449002747961231e-09,4.966001831974154e-09
1983,1.2630632317822688e-08,2.5261264191556165e-09
1984,1.0438215292118969e-08,3.479405208395292e-09
1985,7.82022557821449e-09,2.4062232206745193e-09
1986,8.392279760016663e-09,4.196139880008332e-09
1987,1.2221634038134255e-08,1.8332451112712533e-09
1988,1.4991384134077634e-08,2.99827696004229e-09
1989,4.939309850016116e-09,2.7440609784434855e-09
1990,8.717841171179685e-09,5.448650863826288e-09
1991,1.1722930182145319e-08,2.344586080837985e-09
1992,7.713921945651236e-09,6.060938417817852e-09
1993,8.862731548653358e-09,2.2156829704300662e-09
1994,7.912389743403025e-09,1.5824779264761446e-09
1995,1.3556126887692699e-08,2.7112254663563817e-09
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,1.054876808126437e-08,8.151320507465698e-09
1998,7.629006981701991e-09,1.1920323395031573e-08
1999,1.2339543165040823e-08,4.570201106446348e-09
2000,1.192868470667463e-08,3.97622823555821e-09
2001,7.0099388516098315e-09,3.5049694258049158e-09
2002,1.0076809608960957e-08,3.066854992184176e-09
2003,1.2500768864498468e-08,4.583615265119079e-09
2004,1.4535811221350059e-08,1.3214374039449694e-09
2005,1.1259373877692269e-08,4.053374524914943e-09
2006,1.070651389767363e-08,4.1178899179428186e-10
2007,1.358123019601365e-08,2.7961355453243186e-09
2008,1.021785517307805e-08,2.554463751636149e-09
2009,3.337734755248789e-09,1.2397300963584712e-08
2010,8.9752067999882e-09,2.3618965117044866e-09
2011,2.2943831279320648e-09,3.823971805871906e-09
2012,4.425528637996834e-09,2.0425516833455504e-09
2013,6.693900156395927e-09,2.2313000336282585e-09
2014,4.547434789836657e-09,1.7323561474213989e-09
2015,6.871383573248124e-09,3.768178130636457e-09
2016,4.349813981230355e-09,2.899876117012923e-09
2017,4.024978267347379e-09,2.0124890642847504e-09
2018,1.8070267504555204e-09,3.3559066636712487e-09
2019,7.652963041060445e-09,1.53059265262101e-09
