year,en_ADP air_NOUN,en_ADP paires_NOUN
1925,3.277457034656095e-07,2.1996356736053713e-08
1926,2.920288224572687e-07,6.13037585139864e-08
1927,2.129501930347999e-07,3.3447673075670536e-08
1928,2.31948637186008e-07,3.7705934374798744e-08
1929,2.551153110985638e-07,6.015819309368453e-08
1930,2.468346705919444e-07,4.7266215830177316e-08
1931,4.573547949249246e-07,5.7026781519198266e-08
1932,3.9563927378694075e-07,3.06867029564728e-08
1933,3.8082598163846626e-07,5.047091278242988e-08
1934,3.774197683270586e-07,5.152079296522061e-08
1935,5.732808050495919e-07,8.138432860960165e-08
1936,4.692264652383926e-07,7.517323297179246e-08
1937,4.293571240765459e-07,1.0198805711070236e-07
1938,4.2914859399445504e-07,4.408173026604345e-08
1939,4.909389987872714e-07,5.199976982339649e-08
1940,6.187310546135194e-07,1.5468275194052694e-07
1941,4.574829119974311e-07,3.5418032950929046e-08
1942,4.247896423503761e-07,4.247896612241675e-08
1943,9.929064368474627e-07,5.2258233296242906e-08
1944,4.6269882147953467e-07,6.7476911169706e-08
1945,9.389352637612092e-07,5.8819608739213436e-08
1946,4.134568101221703e-07,1.4477947729574225e-07
1947,5.161737379744125e-07,3.814678706248742e-08
1948,4.435730192042797e-07,8.914948068650119e-08
1949,4.7317980900185574e-07,5.988375306742455e-08
1950,5.221962715573625e-07,4.892266147749069e-08
1951,4.659032604159563e-07,5.330700858507953e-08
1952,5.388395063476992e-07,8.330395218081321e-08
1953,5.289949411846351e-07,1.0342874645630218e-07
1954,6.74304979852991e-07,5.668070812703263e-08
1955,5.406109884198429e-07,8.540903451148552e-08
1956,5.843164938568179e-07,8.633929837742471e-08
1957,5.009466179650701e-07,7.774833221674271e-08
1958,6.444077458311881e-07,9.761247099504544e-08
1959,4.7512084933032384e-07,1.0851046994275748e-07
1960,5.294437523950535e-07,9.343124673932834e-08
1961,4.3703921681625957e-07,4.078569588727987e-07
1962,4.7564672556177356e-07,1.0400808747590418e-07
1963,4.4615768057809646e-07,8.147227248400668e-08
1964,4.7637472228023725e-07,7.361601461752798e-08
1965,4.5801002546141945e-07,6.949495201524769e-08
1966,5.383980679063427e-07,7.976267824005845e-08
1967,5.166991521310393e-07,6.55734666565877e-08
1968,4.051256959902716e-07,5.210042530734427e-08
1969,4.514507359054676e-07,6.948889108571166e-08
1970,3.7893495408169997e-07,8.783564453551662e-08
1971,4.3933299265219716e-07,4.4704059121158934e-08
1972,3.729616903092037e-07,8.413440610866019e-08
1973,4.1018235097389777e-07,8.986522459508706e-08
1974,4.0672883683257055e-07,9.563471792262135e-08
1975,4.1065541767082436e-07,6.282628106646371e-08
1976,4.079458255645818e-07,9.370184272938786e-08
1977,4.01384201875743e-07,8.286262698220526e-08
1978,3.386137139571588e-07,7.069303364914958e-08
1979,3.440960313350061e-07,5.676414005506558e-08
1980,3.2234804003827833e-07,5.742002073816366e-08
1981,2.859148393596911e-07,1.2777610436387477e-07
1982,3.0478835211233957e-07,6.145427278170246e-08
1983,2.7345319608684804e-07,7.515225775023282e-08
1984,2.52836773739773e-07,7.770671572870924e-08
1985,3.0739501566401373e-07,8.722559385887507e-08
1986,2.673540528963514e-07,1.288814388544779e-07
1987,3.611492629396196e-07,1.1060578231081308e-07
1988,2.5065594289053195e-07,1.0314072795836182e-07
1989,1.909866496063728e-07,6.036934507847036e-08
1990,2.2557414969259781e-07,9.371679965397561e-08
1991,2.3035557727979494e-07,7.854363559545163e-08
1992,1.630943504693505e-07,8.871010237498922e-08
1993,2.2046045700108152e-07,7.145577285427862e-08
1994,1.524453796530878e-07,7.226649501035354e-08
1995,2.125600774283143e-07,7.808328916780738e-08
1996,2.0605035411236372e-07,6.886138947947984e-08
1997,1.0980308384755944e-07,5.849771156363204e-08
1998,1.316003657159115e-07,8.248863281323793e-08
1999,1.6955446535682483e-07,7.540831603591869e-08
2000,1.9483518709506598e-07,8.2617191310419e-08
2001,1.296838689768265e-07,6.352757253580421e-08
2002,1.305603966050839e-07,5.47652696525347e-08
2003,1.5042591949843143e-07,1.5584291190862132e-07
2004,1.700249482594618e-07,7.664336720836218e-08
2005,1.5763123639711552e-07,6.755624326615361e-08
2006,2.2442499875152677e-07,7.576917226970181e-08
2007,1.6417310089167358e-07,6.750670422661642e-08
2008,1.4092124867026712e-07,6.088139059556852e-08
2009,2.5891284249901503e-07,6.198650481792356e-08
2010,2.116259318896141e-07,6.707786326387577e-08
2011,2.2255517517777434e-07,8.756895653050378e-08
2012,2.291062098924712e-07,5.7531870822913334e-08
2013,1.5284404897286663e-07,5.327228791429661e-08
2014,1.4768336260850834e-07,4.612398285530617e-08
2015,2.0569820136095984e-07,4.3001563199140946e-08
2016,1.6715714334925025e-07,5.468337604952467e-08
2017,1.4439609019589739e-07,5.634969468815143e-08
2018,1.3449441449431276e-07,8.363952019863063e-08
2019,1.9004859225235649e-07,4.1326000399521945e-08
