year,bien_ADV heureux_ADJ,bien_ADV peureux_ADJ
1800,1.0721600922636298e-06,0.0
1801,1.2763138101945515e-06,0.0
1802,1.0920659860857995e-06,0.0
1803,9.829709508579754e-07,0.0
1804,1.3965957279538088e-06,0.0
1805,1.1456796897846289e-06,0.0
1806,1.703066476288484e-06,0.0
1807,7.715248457884627e-07,0.0
1808,7.478043997366512e-07,0.0
1809,8.877989818856236e-07,0.0
1810,9.80513157777807e-07,0.0
1811,8.749698086063518e-07,0.0
1812,1.0482128800504142e-06,2.6672082320544632e-09
1813,9.17361612895462e-07,0.0
1814,8.307227776782611e-07,0.0
1815,8.469281871370526e-07,0.0
1816,9.363119630734218e-07,0.0
1817,1.0446620770654391e-06,0.0
1818,1.4949156099675065e-06,0.0
1819,1.1137729423182918e-06,0.0
1820,1.2507271476280835e-06,1.1866481131050932e-09
1821,1.6448962423254443e-06,1.7750679148775816e-08
1822,1.5489576270510952e-06,0.0
1823,1.6889512224338432e-06,2.9648061783404955e-09
1824,1.6774856561596607e-06,0.0
1825,1.4264818091191955e-06,8.805443041381977e-10
1826,1.3485024439319204e-06,0.0
1827,9.973089145631775e-07,1.2904182611350734e-08
1828,1.0016152920400145e-06,0.0
1829,1.2422531918687696e-06,8.57317605795771e-10
1830,1.2200661245742594e-06,0.0
1831,1.4905192848857496e-06,0.0
1832,1.7616020464572557e-06,0.0
1833,1.4189944650411235e-06,0.0
1834,1.540197565930157e-06,3.733812370398937e-09
1835,1.6805181459744745e-06,1.5126175867408165e-09
1836,1.5968501720919903e-06,2.688300027031687e-09
1837,1.5140370379640444e-06,2.7831563720326358e-09
1838,1.331866165799056e-06,0.0
1839,1.2654569712111652e-06,6.9914751765765e-10
1840,1.1682008569380287e-06,0.0
1841,1.3296955536645783e-06,0.0
1842,1.4053815249326362e-06,6.708265054555795e-10
1843,1.2865252152494122e-06,0.0
1844,1.2766393382435126e-06,0.0
1845,1.4302123787501841e-06,0.0
1846,1.5268539463875186e-06,0.0
1847,9.653870378656393e-07,2.6966118227278457e-09
1848,1.50767457895995e-06,1.6090443422100975e-09
1849,1.1571971754165133e-06,0.0
1850,1.088276107452657e-06,0.0
1851,1.19443610202552e-06,0.0
1852,1.302760182397833e-06,0.0
1853,1.490594193853667e-06,5.3747388761848924e-09
1854,1.3015139685990107e-06,1.0391328908454511e-09
1855,1.6435583916063479e-06,5.306937111981824e-10
1856,1.4299397150807636e-06,0.0
1857,1.8769402245766287e-06,0.0
1858,2.0103220457201587e-06,0.0
1859,1.6992582487773689e-06,2.5460866748261424e-09
1860,1.8894615578801677e-06,4.577183909670879e-10
1861,1.712366408668231e-06,4.715963730639317e-10
1862,1.789574309185582e-06,4.517986262886353e-10
1863,1.7021667417793651e-06,0.0
1864,1.9207680637123303e-06,0.0
1865,1.7537702277081735e-06,5.177528628053096e-09
1866,1.6100313651179476e-06,0.0
1867,1.7271155670073313e-06,0.0
1868,1.5980492662492907e-06,0.0
1869,1.7141152106603386e-06,0.0
1870,1.6049602322709688e-06,0.0
1871,1.6898292685141314e-06,0.0
1872,1.907330858585965e-06,3.0236697590169115e-09
1873,1.676679886486454e-06,5.387403856360606e-09
1874,1.7236747282822762e-06,0.0
1875,1.8938254342515393e-06,6.865832347102696e-09
1876,1.6420975903486124e-06,0.0
1877,1.7218527261775307e-06,1.2369631985365004e-09
1878,1.6710158590171886e-06,6.039088673581716e-10
1879,1.8175242502138644e-06,0.0
1880,1.6679982905998259e-06,6.417846254436199e-10
1881,1.5799702204333244e-06,6.972507571312292e-10
1882,1.8947881841313574e-06,6.655385131892899e-10
1883,1.7403459580123126e-06,1.8958017378167824e-09
1884,1.6576860630834744e-06,1.3203393933736152e-09
1885,1.5392177843409627e-06,6.445635691854079e-10
1886,1.3700704215580117e-06,4.5174246565693466e-09
1887,1.4833716193152213e-06,0.0
1888,1.4697545367425846e-06,6.340614699951175e-10
1889,1.5249342482093198e-06,4.385595886446936e-09
1890,1.373799435100409e-06,2.6217545912032847e-09
1891,1.2933291984040807e-06,1.9122659011827636e-09
1892,1.4285939222702382e-06,4.387958441043338e-09
1893,1.2994258931087188e-06,6.158416554491453e-10
1894,1.3359263739687322e-06,1.2603078580752936e-09
1895,1.3758553265574847e-06,4.814891596538473e-09
1896,1.2885008793261932e-06,1.179405795248556e-09
1897,1.1228077241298706e-06,5.826713556089658e-10
1898,1.4259054204046606e-06,0.0
1899,1.4659137548278522e-06,0.0
1900,1.238585287666183e-06,5.191053142894475e-10
1901,1.1630165204223886e-06,0.0
1902,9.74200329295627e-07,0.0
1903,1.1394464785041691e-06,5.400220270956879e-10
1904,1.0824495291217318e-06,5.374625189347171e-10
1905,1.076534360322512e-06,0.0
1906,1.1795615257881309e-06,1.0288369045596824e-09
1907,1.1257683958376674e-06,5.142843373384665e-10
1908,1.1423890953210503e-06,0.0
1909,1.2927311416888188e-06,3.300590023513905e-09
1910,1.2959565616199598e-06,0.0
1911,1.1704822711067209e-06,0.0
1912,1.2044181723069869e-06,1.0418842455450772e-09
1913,1.0807493282527503e-06,0.0
1914,1.139116061921186e-06,2.678697486047099e-09
1915,9.330363237580741e-07,0.0
1916,9.548104635825894e-07,0.0
1917,9.617554006524642e-07,3.289927441585405e-09
1918,9.18910096459058e-07,0.0
1919,9.833981948759174e-07,0.0
1920,8.791361238991158e-07,0.0
1921,9.041860593583806e-07,0.0
1922,1.1236595405250682e-06,0.0
1923,1.1422760337609361e-06,0.0
1924,1.055824018436624e-06,2.578324886925998e-09
1925,1.2878866044729875e-06,0.0
1926,1.083404711721414e-06,5.57306911730393e-09
1927,1.2955399384395605e-06,1.1149224876660924e-09
1928,1.125465026063921e-06,1.1426041224282812e-09
1929,1.2154183863799517e-06,4.4561625500705304e-09
1930,1.1385906155680914e-06,1.0503603542488804e-09
1931,8.907583506356787e-07,3.4216069977333063e-09
1932,8.690912594033762e-07,0.0
1933,8.270347322536509e-07,0.0
1934,7.919824724922364e-07,0.0
1935,1.3248890056161144e-06,0.0
1936,8.49942470182441e-07,3.6374143697059935e-09
1937,8.209409223525199e-07,1.2591118148108649e-09
1938,7.364241660923199e-07,0.0
1939,7.616436974444696e-07,6.117620188206274e-09
1940,8.241294331412519e-07,0.0
1941,1.0064623765515535e-06,0.0
1942,1.055905670455104e-06,0.0
1943,9.116158352640014e-07,2.9032352077962287e-09
1944,8.322151963113811e-07,3.2131861615880553e-09
1945,8.191175169258713e-07,0.0
1946,1.0106721504143934e-06,0.0
1947,1.4543462860672207e-06,2.3841741914054637e-09
1948,8.817101004865435e-07,2.174377566888097e-09
1949,7.078063113397093e-07,9.817008317369869e-10
1950,8.752902544983954e-07,0.0
1951,1.0117670257159261e-06,0.0
1952,1.0165191071109803e-06,6.326882129314981e-09
1953,9.200848580803722e-07,0.0
1954,7.436900020252324e-07,0.0
1955,6.813951216599889e-07,0.0
1956,8.040892538474509e-07,0.0
1957,6.140351249683818e-07,0.0
1958,6.824600973232009e-07,2.4816730892496253e-09
1959,8.587828368433748e-07,7.750747821333448e-10
1960,7.744412791055311e-07,2.7683333403416555e-09
1961,7.761093954172793e-07,6.948159270159238e-10
1962,9.78563868159199e-07,1.2683912808952869e-09
1963,6.744093425936626e-07,0.0
1964,9.357143113675193e-07,0.0
1965,7.879742653926769e-07,5.472043373977442e-10
1966,7.854407897411875e-07,1.1078149508847446e-09
1967,8.278033511999183e-07,0.0
1968,9.723915468384803e-07,4.4914158503495116e-10
1969,7.235020262896796e-07,1.3625273131978588e-09
1970,7.32117012347544e-07,9.197450023812337e-10
1971,8.529739936591341e-07,5.138397485282553e-10
1972,8.01328916111288e-07,2.0520587451500205e-09
1973,6.908044198894459e-07,1.6539611902288698e-09
1974,4.5229597667173493e-07,0.0
1975,4.986122128514126e-07,0.0
1976,5.147887502943149e-07,1.142705374768127e-09
1977,5.007018177849432e-07,5.876781838942691e-10
1978,6.617818577581147e-07,1.1881182704343018e-09
1979,6.068496425370995e-07,1.1703946700691858e-09
1980,6.321887262572545e-07,0.0
1981,5.77522659028773e-07,6.325549528618524e-10
1982,4.0534989764751117e-07,2.483000915987077e-09
1983,5.405910297184846e-07,0.0
1984,4.4594375303574907e-07,1.739702604197646e-09
1985,5.004944334530137e-07,0.0
1986,4.316029649231723e-07,1.1988970927134801e-09
1987,4.772547974596364e-07,0.0
1988,3.7238599581712606e-07,0.0
1989,4.966750424273414e-07,5.488122178931576e-10
1990,4.326228797424392e-07,5.44865097484859e-10
1991,4.69503358857537e-07,5.861465202094962e-10
1992,4.2922464871253396e-07,0.0
1993,5.084992231729757e-07,0.0
1994,6.097815052896749e-07,3.164955852952289e-09
1995,6.371379441816316e-07,0.0
1996,5.450192226419404e-07,5.338092190498855e-10
1997,4.4208927718614177e-07,0.0
1998,5.120970687499948e-07,1.43043876743576e-09
1999,5.415688644205829e-07,1.8280804647829996e-09
2000,4.5947528626300027e-07,8.836062992401139e-10
2001,5.165448495603187e-07,4.3812117822561447e-10
2002,4.915730436039212e-07,4.38122149670761e-10
2003,4.721123545436967e-07,0.0
2004,4.444434278383369e-07,8.809582507929292e-10
2005,4.7109220702168386e-07,2.702249757291497e-09
2006,4.644979938461802e-07,1.2353669198716943e-09
2007,5.380564083168338e-07,7.988958938831558e-10
2008,5.513384166988544e-07,4.257439678578834e-10
2009,4.939847517704266e-07,9.53638501499654e-10
2010,3.9585384570273163e-07,9.447586046817946e-10
2011,4.726429452261982e-07,7.64794394481072e-10
2012,6.052761083452651e-07,1.3617010852229328e-09
2013,7.098323440146714e-07,8.367375126105969e-10
2014,6.771347251799398e-07,8.661780737106994e-10
2015,1.177001532681743e-06,6.649726325136385e-10
2016,1.2227119903229777e-06,2.4856081637381067e-09
2017,4.442569654372619e-07,1.0062445321423752e-09
2018,8.776986568648226e-07,1.5488800242380307e-09
2019,9.874873505566484e-07,2.04079020349468e-09
