year,en_ADP airs_NOUN,en_ADP paire_NOUN
1901,2.235495566438317e-09,1.620734302321125e-08
1902,8.838511256215043e-09,1.767702145771821e-08
1903,1.1880484596105134e-08,9.1803746826713e-09
1904,1.2361637935498493e-08,4.837162670412454e-09
1905,4.644683138099737e-09,7.741138674521864e-09
1906,2.0576738091193647e-09,7.201858220895474e-09
1907,8.742833790265081e-09,1.2857107989372452e-08
1908,2.1118972570732808e-08,1.276961114626829e-08
1909,9.351672325408344e-09,1.4852655993990993e-08
1910,1.2825961404061559e-08,8.550641084070776e-09
1911,1.702519769608557e-08,1.3832972989291648e-08
1912,6.772247651554153e-09,1.0418842122383865e-08
1913,5.833288518886093e-09,1.1666577037772186e-08
1914,7.36641797560722e-09,2.4108276541756624e-08
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,2.1932848870420685e-09,1.864292187292449e-08
1918,1.4932289182922887e-08,1.033773866510046e-08
1919,1.289098744416961e-08,9.207848705727883e-09
1920,1.2872794385998532e-08,3.786115865267448e-09
1921,2.2718242898012164e-08,2.4232791773215467e-08
1922,2.1396012073182646e-08,1.1804696775641332e-08
1923,1.9108707505210987e-08,2.1231896241147297e-09
1924,2.9650736976805092e-08,6.445812328337297e-09
1925,2.3096173862313663e-08,1.9796720707176974e-08
1926,1.8948435376309192e-08,2.5636119005412183e-08
1927,2.0068604777989663e-08,1.0034302277972529e-08
1928,6.8556245125250825e-09,7.998228745975666e-09
1929,1.2254447234738564e-08,1.2254446568604749e-08
1930,1.68057662230936e-08,1.05036033204442e-08
1931,7.983749661377715e-09,1.9389105432310316e-08
1932,5.4797681947604815e-09,1.2055489939655217e-08
1933,1.605892663292252e-08,5.735331320977366e-09
1934,2.3963160344919743e-09,1.4377896206951846e-08
1935,4.787313656606784e-09,9.574627313213568e-09
1936,1.2124714565686645e-08,1.576212937948185e-08
1937,3.777335333410292e-09,1.2591118370153254e-08
1938,1.0372171566075394e-08,9.075650453382877e-09
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,3.550096039361961e-08
1941,0.0,2.6563522936839945e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,2.0322646676618206e-08,2.6129116648121453e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,1.5249527862692958e-08,2.6142048525912287e-08
1946,1.3921104269343232e-08,2.5057987684817817e-08
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,1.6307831529616124e-08,1.848220954059343e-08
1949,8.835307596655184e-09,1.9634017078828947e-08
1950,7.444753036267571e-09,1.914365066468804e-08
1951,1.3859821956785368e-08,7.462981344019681e-09
1952,1.0544803696888039e-08,1.1599284199803606e-08
1953,5.386913581872932e-09,1.8315507332999914e-08
1954,7.818028890937967e-09,2.443134050622575e-08
1955,1.2201290200408721e-08,2.9095383879962355e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,8.835037590415595e-09,1.501956425897788e-08
1958,1.1581141212690937e-08,1.6544486669545222e-08
1959,5.425523585955716e-09,1.0851047171911432e-08
1960,2.2838749558218296e-08,1.3149583255600561e-08
1961,4.863711378089164e-09,2.084447814354462e-08
1962,8.244543714397423e-09,1.712328306924249e-08
1963,1.6165133231993423e-08,1.9398160300276857e-08
1964,6.083968384640315e-09,1.216793682479178e-08
1965,1.2038495811328431e-08,2.5171399187229326e-08
1966,6.092982229866095e-09,1.9940669560014612e-08
1967,1.5284040255636455e-08,1.4791006641701188e-08
1968,1.5719955531734442e-08,1.8863946849023705e-08
1969,8.629339798282842e-09,1.862120768691966e-08
1970,1.6095537708205043e-08,1.5175793066646293e-08
1971,9.762954888969944e-09,1.3873672877195986e-08
1972,2.3598676068825597e-08,1.6929485369132635e-08
1973,9.372446541089374e-09,2.4809416743210022e-08
1974,9.563471792262135e-09,1.6876715136504572e-08
1975,3.4268881066168433e-09,3.1413140089142644e-08
1976,6.8562320265641574e-09,2.7996280849151844e-08
1977,7.639816335114347e-09,1.645498848290572e-08
1978,1.1287123569125868e-08,1.6633656230169436e-08
1979,1.1118749476679568e-08,1.7555919384903973e-08
1980,6.253665585376211e-09,2.8994268319593175e-08
1981,1.2018544381930951e-08,2.277197808098208e-08
1982,7.449002747961231e-09,2.110550845202397e-08
1983,1.2630632317822688e-08,1.705135410645653e-08
1984,1.0438215292118969e-08,2.9574943383181562e-08
1985,7.82022557821449e-09,2.4062231318566774e-08
1986,8.392279760016663e-09,3.716581009616249e-08
1987,1.2221634038134255e-08,3.055408442920182e-08
1988,1.4991384134077634e-08,2.4585870894711093e-08
1989,4.939309850016116e-09,2.7440611227724787e-08
1990,8.717841171179685e-09,2.724325437464259e-08
1991,1.1722930182145319e-08,3.223805933316726e-08
1992,7.713921945651236e-09,3.0855687782604946e-08
1993,8.862731548653358e-09,2.4926434250005514e-08
1994,7.912389743403025e-09,3.5342008430916394e-08
1995,1.3556126887692699e-08,3.4703686757620034e-08
1996,4.270473752399084e-09,2.402141396906643e-08
1997,1.054876808126437e-08,3.308477047880842e-08
1998,7.629006981701991e-09,1.954932926651054e-08
1999,1.2339543165040823e-08,2.6964186355948883e-08
2000,1.192868470667463e-08,2.9159007652879154e-08
2001,7.0099388516098315e-09,3.3735329196815655e-08
2002,1.0076809608960957e-08,2.6287329646379476e-08
2003,1.2500768864498468e-08,4.916968876500505e-08
2004,1.4535811221350059e-08,3.3476414001976096e-08
2005,1.1259373877692269e-08,4.098412276221097e-08
2006,1.070651389767363e-08,2.6766285188273287e-08
2007,1.358123019601365e-08,3.5151418137369106e-08
2008,1.021785517307805e-08,4.0871420026178384e-08
2009,3.337734755248789e-09,4.005281883934231e-08
2010,8.9752067999882e-09,2.9287516412068726e-08
2011,2.2943831279320648e-09,5.009403197808737e-08
2012,4.425528637996834e-09,2.5872321174347235e-08
2013,6.693900156395927e-09,2.119734965333464e-08
2014,4.547434789836657e-09,2.3386808448155882e-08
2015,6.871383573248124e-09,2.9702110992957387e-08
2016,4.349813981230355e-09,2.4648946272964878e-08
2017,4.024978267347379e-09,2.5156113636626287e-08
2018,1.8070267504555204e-09,4.775713513538449e-08
2019,7.652963041060445e-09,2.423438338894357e-08
