year,en_ADP airs_NOUN,en_ADP père_NOUN
1800,0.0,2.986956193495871e-07
1801,2.3811825844433088e-09,3.3098437057788033e-07
1802,0.0,4.050490645113314e-07
1803,7.801356671777171e-09,3.237563073188454e-07
1804,2.4718509905596875e-08,4.2515835252388e-07
1805,3.1271653710973624e-08,6.083758437025466e-07
1806,4.3225035994964855e-08,4.6683040633155315e-07
1807,1.4234775136401367e-08,3.9003285223770945e-07
1808,2.2660739951163578e-09,5.778488532115489e-07
1809,2.259030518203531e-09,4.631012551215008e-07
1810,9.360507036149102e-09,5.218482623803311e-07
1811,1.2535384286138651e-08,4.688233423699728e-07
1812,2.9339290108509886e-08,3.467370834897565e-07
1813,4.3136125782439194e-08,3.2208307665371194e-07
1814,0.0,5.538151817141568e-07
1815,3.506390555685357e-08,4.153724413313853e-07
1816,1.228330006597389e-07,3.82404653720414e-07
1817,6.227493631882908e-09,5.340075572846104e-07
1818,5.960588467246453e-09,5.114185293031426e-07
1819,0.0,6.158874890083155e-07
1820,2.0173018810965004e-08,5.648445196015928e-07
1821,1.676452932031225e-08,6.281768043514546e-07
1822,1.0025615893027862e-09,6.727188548438789e-07
1823,1.2847492847356534e-08,5.76160635645806e-07
1824,1.7684335773537896e-08,5.280037731481002e-07
1825,4.4027217427355936e-09,4.4819705014020883e-07
1826,7.0463874735082754e-09,4.536111886110916e-07
1827,5.530363722527909e-09,4.359770038320221e-07
1828,1.0089530988466322e-08,4.2009138667697954e-07
1829,1.7146351893870815e-08,4.86956423628726e-07
1830,1.982998831806526e-08,4.5713339935637975e-07
1831,0.0,2.9311466454018387e-07
1832,2.976593194148336e-08,4.018400878713635e-07
1833,2.085053074640797e-08,3.7762630111792816e-07
1834,1.8669061851994684e-09,2.940377348270573e-07
1835,6.050470346963266e-09,4.205076820085196e-07
1836,1.1425274948351216e-08,2.6681377685022767e-07
1837,2.5048407792382932e-08,3.0266824779801027e-07
1838,2.1461350030449466e-08,2.411245896283276e-07
1839,5.2436064379435265e-08,3.0622662294810254e-07
1840,7.0066574764382494e-09,2.8599903290071893e-07
1841,1.733548060656176e-08,2.4398084219612315e-07
1842,6.708265054555795e-09,2.461933403807848e-07
1843,1.3585895075607368e-08,2.882572576190512e-07
1844,1.0977122322231025e-08,3.4797478687398353e-07
1845,5.580227835366713e-09,3.242112449619583e-07
1846,9.952652035849496e-09,2.5759805044600625e-07
1847,9.168480197274675e-09,2.518635486836729e-07
1848,2.735375304041554e-08,2.16416468024061e-07
1849,6.703531951757213e-09,2.622756896109024e-07
1850,2.0366988096043315e-09,3.0686261087709e-07
1851,3.8696632564949596e-09,2.5475283260689707e-07
1852,5.859490670445666e-09,3.2682938311268117e-07
1853,1.1943863675867306e-09,3.7563452215394477e-07
1854,7.27393034694046e-09,5.01901193272758e-07
1855,1.2736649068756378e-08,3.640558894346668e-07
1856,1.0872097000458325e-08,3.0493643343731947e-07
1857,7.322263684272912e-09,3.656250182615395e-07
1858,2.4468379322684086e-08,2.9606739238019486e-07
1859,1.3748867822016564e-08,3.029843247404074e-07
1860,1.373155189554609e-08,2.9568608661545426e-07
1861,1.2733101684148096e-08,2.3626978551405386e-07
1862,1.0843167252971853e-08,3.298130000217725e-07
1863,9.489779628779615e-09,3.5711537993421416e-07
1864,1.3904711160250827e-08,2.9151944680450015e-07
1865,7.530950973944073e-09,2.890002352984311e-07
1866,1.0704348518686402e-08,2.9582926153182143e-07
1867,2.426405742994575e-08,2.4312585722441327e-07
1868,1.1855697756857353e-08,2.1340255407231723e-07
1869,1.5627261262807224e-08,2.583381704113208e-07
1870,8.027668307875047e-09,2.2362789842134134e-07
1871,6.37270636261178e-09,1.433858960453449e-07
1872,1.269941263259966e-08,2.2193734583453306e-07
1873,1.496501056408306e-08,2.4063738091051334e-07
1874,3.5847653734322193e-09,1.6549667081200425e-07
1875,6.293679799540541e-09,1.7393441975599444e-07
1876,2.0556450763820067e-08,1.7593903045565185e-07
1877,7.421779191219002e-09,2.430632712879799e-07
1878,2.8383716710322915e-08,2.1801109895136506e-07
1879,5.498392852132383e-09,2.3826368833468337e-07
1880,1.2193908105473383e-08,1.7777434435650719e-07
1881,2.022027217885025e-08,1.805879501493024e-07
1882,9.983077475794744e-09,2.5290463057103807e-07
1883,7.583206784733676e-09,1.870524322100664e-07
1884,1.9805090900604227e-08,2.0465260686108877e-07
1885,1.6114089618213256e-08,1.443822364999292e-07
1886,1.5488312854472497e-08,2.032841099897098e-07
1887,1.8933882017790893e-08,1.68446258719257e-07
1888,6.974675947901687e-09,1.8514595145902035e-07
1889,8.771191772893872e-09,1.5098979994077055e-07
1890,1.1797895993481688e-08,1.743466784276393e-07
1891,1.1473596073230397e-08,1.3194634895796753e-07
1892,1.0656471260972467e-08,1.3978783042212228e-07
1893,2.3401982574000613e-08,1.4657031610632032e-07
1894,9.452309157609307e-09,1.6320986340190302e-07
1895,9.027921299420427e-09,1.6852120410248972e-07
1896,1.4152869098893461e-08,1.232479081014759e-07
1897,1.6897470089816125e-08,1.2818769246081274e-07
1898,5.6583546736987955e-09,1.4994640729071307e-07
1899,1.1055156790007459e-08,1.2326500176129684e-07
1900,6.748368974740515e-09,1.5936533559468558e-07
1901,2.235495566438317e-09,1.5313144730022543e-07
1902,8.838511256215043e-09,1.0606212796915315e-07
1903,1.1880484596105134e-08,1.2474508670479167e-07
1904,1.2361637935498493e-08,1.1501697549931578e-07
1905,4.644683138099737e-09,1.1147239720177282e-07
1906,2.0576738091193647e-09,1.6615715470180703e-07
1907,8.742833790265081e-09,1.2702823570798216e-07
1908,2.1118972570732808e-08,1.1394422738675303e-07
1909,9.351672325408344e-09,1.430255730516805e-07
1910,1.2825961404061559e-08,1.517738847933714e-07
1911,1.702519769608557e-08,1.4631029010558905e-07
1912,6.772247651554153e-09,1.5419886656431459e-07
1913,5.833288518886093e-09,1.4795340663731338e-07
1914,7.36641797560722e-09,1.4464966424654335e-07
1915,2.3561523843085297e-09,1.2016377215484653e-07
1916,1.0987462051303964e-09,1.5162697808435155e-07
1917,2.1932848870420685e-09,9.431125214121039e-08
1918,1.4932289182922887e-08,1.1601240412772995e-07
1919,1.289098744416961e-08,1.1509810526888486e-07
1920,1.2872794385998532e-08,1.1888403772530864e-07
1921,2.2718242898012164e-08,1.1889213147320277e-07
1922,2.1396012073182646e-08,1.1657137982679089e-07
1923,1.9108707505210987e-08,1.1359064666649488e-07
1924,2.9650736976805092e-08,1.4438619089229832e-07
1925,2.3096173862313663e-08,1.0888196100289349e-07
1926,1.8948435376309192e-08,1.4378518287117004e-07
1927,2.0068604777989663e-08,1.572040693176291e-07
1928,6.8556245125250825e-09,1.119752055522838e-07
1929,1.2254447234738564e-08,1.2365851320694787e-07
1930,1.68057662230936e-08,1.1659000043184875e-07
1931,7.983749661377715e-09,1.265994615806676e-07
1932,5.4797681947604815e-09,1.1507513342223774e-07
1933,1.605892663292252e-08,9.86476953457327e-08
1934,2.3963160344919743e-09,1.1622132412014707e-07
1935,4.787313656606784e-09,1.1130504429246457e-07
1936,1.2124714565686645e-08,1.2124714698913408e-07
1937,3.777335333410292e-09,8.8137825371426e-08
1938,1.0372171566075394e-08,1.2446605646143638e-07
1939,0.0,1.238818105875339e-07
1940,2.5357829169792012e-09,1.2171758267953692e-07
1941,0.0,1.3576912172297284e-07
1942,6.068423541449874e-09,1.1833425617169269e-07
1943,2.0322646676618206e-08,1.6838764604898415e-07
1944,6.4263723231761105e-09,1.542329375325835e-07
1945,1.5249527862692958e-08,1.2199622645425734e-07
