year,en_ADP airs_NOUN,en_ADP père_NOUN
1946,1.3921104269343232e-08,1.433873748624137e-07
1947,7.152522574216391e-09,1.525871489160835e-07
1948,1.6307831529616124e-08,1.3046265134875057e-07
1949,8.835307596655184e-09,8.54079740264524e-08
1950,7.444753036267571e-09,1.3187848368900745e-07
1951,1.3859821956785368e-08,1.2900295853768284e-07
1952,1.0544803696888039e-08,9.173979464982551e-08
1953,5.386913581872932e-09,1.2928592973970865e-07
1954,7.818028890937967e-09,1.289974740359412e-07
1955,1.2201290200408721e-08,1.0887305323947771e-07
1956,1.744228317335228e-09,1.4302671913490883e-07
1957,8.835037590415595e-09,9.983592486051407e-08
1958,1.1581141212690937e-08,1.1663863408450936e-07
1959,5.425523585955716e-09,1.309876390687137e-07
1960,2.2838749558218296e-08,1.314958366638308e-07
1961,4.863711378089164e-09,1.2645650071529957e-07
1962,8.244543714397423e-09,1.3508367224801532e-07
1963,1.6165133231993423e-08,1.3126088216353082e-07
1964,6.083968384640315e-09,1.508824207796522e-07
1965,1.2038495811328431e-08,1.3953710187308843e-07
1966,6.092982229866095e-09,1.318299790442623e-07
1967,1.5284040255636455e-08,1.469240014095874e-07
1968,1.5719955531734442e-08,1.4237788631410453e-07
1969,8.629339798282842e-09,1.4533625369850256e-07
1970,1.6095537708205043e-08,1.3658212982825546e-07
1971,9.762954888969944e-09,1.556934406954369e-07
1972,2.3598676068825597e-08,1.179933786232823e-07
1973,9.372446541089374e-09,1.1522596132795826e-07
1974,9.563471792262135e-09,1.0632330327275952e-07
1975,3.4268881066168433e-09,1.1137386124460136e-07
1976,6.8562320265641574e-09,1.4283817856286518e-07
1977,7.639816335114347e-09,1.3516598151852577e-07
1978,1.1287123569125868e-08,1.6336626806889853e-07
1979,1.1118749476679568e-08,1.4746972865076202e-07
1980,6.253665585376211e-09,1.6657491785920797e-07
1981,1.2018544381930951e-08,1.5624106786127356e-07
1982,7.449002747961231e-09,1.2973679774930247e-07
1983,1.2630632317822688e-08,1.2946398209034982e-07
1984,1.0438215292118969e-08,1.3685660305018388e-07
1985,7.82022557821449e-09,1.5700605926483036e-07
1986,8.392279760016663e-09,1.7084283077117846e-07
1987,1.2221634038134255e-08,1.509371765351375e-07
1988,1.4991384134077634e-08,2.0268351930141648e-07
1989,4.939309850016116e-09,1.635460471494099e-07
1990,8.717841171179685e-09,1.5637627814868438e-07
1991,1.1722930182145319e-08,2.0808200673627653e-07
1992,7.713921945651236e-09,1.432585494676175e-07
1993,8.862731548653358e-09,1.7116151251883593e-07
1994,7.912389743403025e-09,1.7038012911640976e-07
1995,1.3556126887692699e-08,1.8165209603182575e-07
1996,4.270473752399084e-09,1.8416417768563065e-07
1997,1.054876808126437e-08,1.807675236165096e-07
1998,7.629006981701991e-09,2.0598318384301706e-07
1999,1.2339543165040823e-08,1.974326928610992e-07
2000,1.192868470667463e-08,2.0764748454027426e-07
2001,7.0099388516098315e-09,1.897064636491308e-07
2002,1.0076809608960957e-08,2.0197431327417803e-07
2003,1.2500768864498468e-08,1.804277673933541e-07
2004,1.4535811221350059e-08,1.6958446202863797e-07
2005,1.1259373877692269e-08,1.864552376940054e-07
2006,1.070651389767363e-08,1.931290358747617e-07
2007,1.358123019601365e-08,2.2209305416964753e-07
2008,1.021785517307805e-08,2.3884236988180874e-07
2009,3.337734755248789e-09,2.4174736346083137e-07
2010,8.9752067999882e-09,2.63115270016101e-07
2011,2.2943831279320648e-09,2.7226680465730624e-07
2012,4.425528637996834e-09,2.4374448970299056e-07
2013,6.693900156395927e-09,2.7974924243778787e-07
2014,4.547434789836657e-09,3.391087295412376e-07
2015,6.871383573248124e-09,2.591176624378022e-07
2016,4.349813981230355e-09,2.943374148856037e-07
2017,4.024978267347379e-09,2.739500697401809e-07
2018,1.8070267504555204e-09,2.576303828050186e-07
2019,7.652963041060445e-09,2.655578308363715e-07
