year,mon_DET otage_NOUN,mon_DET potage_NOUN
1883,6.319338941018771e-10,1.1374810426900694e-08
1884,0.0,9.242375753615306e-09
1885,0.0,7.7347630522695e-09
1886,6.453463874400711e-10,4.5174246565693466e-09
1887,6.528924623161458e-10,1.240495717258483e-08
1888,1.9021844099853524e-09,6.340614699951175e-09
1889,1.8795409673089125e-09,1.8795409673089125e-09
1890,3.9326319978272295e-09,6.554386366985909e-09
1891,0.0,7.649063604731055e-09
1892,0.0,1.3163876211308434e-08
1893,0.0,5.542574843531156e-09
1894,6.301539290376468e-10,8.822155450616265e-09
1895,0.0,1.5648398132839247e-08
1896,0.0,5.307326134129653e-09
1897,0.0,2.9133566670225264e-09
1898,0.0,2.8291773368493978e-09
1899,5.527578395003729e-10,8.291367592505594e-09
1900,3.1146317747143826e-09,7.26747462209687e-09
1901,3.912117296778206e-09,3.353243460679778e-09
1902,9.820567692386817e-10,1.816805017540446e-08
1903,4.320176216765503e-09,5.400220270956879e-10
1904,5.374625189347171e-10,1.0749250378694342e-09
1905,5.160759042333041e-10,1.0837593933388234e-08
1906,5.144184522798412e-10,1.0802787109298606e-08
1907,0.0,3.599990305858114e-09
1908,4.911389073214423e-10,5.40252820258047e-09
1909,0.0,1.320236009405562e-08
1910,0.0,5.34415089958884e-09
1911,1.0640748282497725e-09,3.1922244847493175e-09
1912,0.0,8.335073964360618e-09
1913,5.30298971401777e-10,9.015082902408267e-09
1914,0.0,1.2723813114234872e-08
1915,0.0,1.1780762143587253e-08
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.6449636763837816e-08,4.386569774084137e-09
1918,0.0,2.5270028736201766e-08
1919,9.207848372660976e-10,1.6574126959767455e-08
1920,0.0,1.514446346106979e-09
1921,7.572747429129834e-10,6.815472630705699e-09
1922,2.951174193910333e-09,8.853522359686394e-09
1923,0.0,8.492758496458919e-09
1924,1.289162443462999e-09,2.0626599095407983e-08
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,0.0,7.802296586589819e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,6.8556245125250825e-09
1929,0.0,5.570203187588163e-09
1930,4.201441416995522e-09,1.2604324250986565e-08
1931,0.0,7.983749661377715e-09
1932,0.0,9.863582839386709e-09
1933,0.0,1.3764794637438627e-08
1934,1.1981580172459871e-09,1.4377896206951846e-08
1935,0.0,1.795242710045386e-08
1936,2.424942913137329e-09,2.424942913137329e-09
1937,0.0,7.55467088886519e-09
1938,0.0,9.075650453382877e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,2.6142048525912287e-08
1946,0.0,9.744772988540262e-09
1947,0.0,3.5762612871081956e-09
1948,4.348755133776194e-09,8.697510267552389e-09
1949,0.0,4.908504269707237e-09
1950,2.1270722960764488e-09,2.2334258886758107e-08
1951,4.264560704569931e-09,6.396840945832594e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,6.464296653518886e-09
1954,9.772536113672459e-10,1.7590565448699635e-08
1955,2.815682353940474e-09,2.815682353940474e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,6.184526224473075e-09
1958,1.6544486891589827e-09,1.5717262880077243e-08
1959,7.750747821333448e-10,6.975672928177801e-09
1960,1.3841666701708277e-09,1.038124963770315e-08
1961,2.779263708063695e-09,2.084447814354462e-08
1962,5.0735651235811474e-09,1.2683912586908264e-08
1963,3.879631726988464e-09,1.4225316813387678e-08
1964,2.4335873316516654e-09,6.083968440151466e-09
1965,5.472043373977442e-10,1.2038495200705768e-08
1966,2.215629901769489e-09,1.1632057428379028e-08
1967,2.4651677366094304e-09,1.232583901611406e-08
1968,3.1439910674890825e-09,1.2126823101255013e-08
1969,1.3625273131978588e-09,9.99186730576973e-09
1970,9.197450023812337e-10,6.898087351325799e-09
1971,0.0,7.193756701440179e-09
1972,2.565073486948677e-09,8.208234980600082e-09
1973,1.102640756478479e-09,6.064523994098181e-09
1974,5.625571675160757e-10,5.625571619649605e-09
1975,5.711480177694739e-10,1.028066431985053e-08
1976,2.285410749536254e-09,7.998937512354587e-09
1977,0.0,3.526069214387917e-09
1978,2.3762365408686037e-09,8.910887250301869e-09
1979,5.851973350345929e-10,7.607565355449708e-09
1980,3.411090521154847e-09,6.2536656408873625e-09
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,6.207502289967692e-10,3.7245013739806154e-09
1983,5.052252727288931e-09,4.4207211225000265e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,7.218669662023558e-09
1986,3.5966913891627428e-09,7.193382445258578e-09
1987,3.6664902225425067e-09,1.2221633705067347e-09
1988,1.798966087207532e-09,6.596209300990807e-09
1989,3.292873196336643e-09,9.87861958900993e-09
1990,3.2691906959314565e-09,5.448650863826288e-09
1991,4.68917216167597e-09,7.033758464558559e-09
1992,3.305966445044106e-09,8.264915862810085e-09
1993,5.539207426075166e-10,6.093128224193833e-09
1994,1.5824779264761446e-09,4.2199412852994556e-09
1995,3.253470548525428e-09,5.964695848348356e-09
1996,3.736664311304594e-09,4.270473752399084e-09
1997,3.3564262480467733e-09,5.753873377756236e-09
1998,4.291316191284977e-09,5.72175506974304e-09
1999,0.0,5.941261482789173e-09
2000,3.5344251969604557e-09,4.418031274155965e-09
2001,2.6287270138425356e-09,3.943090742808408e-09
2002,4.38122149670761e-10,1.0076809386916352e-08
2003,5.833692307000149e-09,3.75023062604285e-09
2004,3.52383291990499e-09,4.404791198453495e-09
2005,2.702249757291497e-09,6.30524943368016e-09
2006,4.941467679486777e-09,3.706100981659688e-09
2007,6.391167151065247e-09,3.994479469415779e-09
2008,7.663391698997657e-09,5.960415716543821e-09
2009,8.582746957586096e-09,6.198650259747751e-09
2010,1.3226620521056276e-08,1.7005655106316908e-08
2011,8.030341225317983e-09,1.070712138395713e-08
2012,1.7021263731820113e-08,1.599998711299122e-08
2013,1.4224537603357845e-08,2.063952486697218e-08
2014,1.8406284607586088e-08,1.7973195598486313e-08
2015,2.1722438403593003e-08,1.928420517716134e-08
2016,1.5742185000000575e-08,2.2163338275760225e-08
2017,1.5093667926624477e-08,1.33327402451755e-08
2018,2.94287212376787e-08,1.6263240809610835e-08
2019,1.8622209996266292e-08,1.7346717284816293e-08
