year,un_DET âge_NOUN,un_DET age_NOUN,un_DET page_NOUN
1840,7.127044682420092e-06,9.299745257207448e-08,7.21048787954981e-07
1841,7.62183299229946e-06,8.539329554579922e-08,5.669344234071616e-07
1842,7.232851203298196e-06,1.0129480099152488e-07,5.876440192231769e-07
1843,8.097784302663058e-06,1.0514301634900747e-07,6.615740386628488e-07
1844,7.186173206719104e-06,9.385439403430951e-08,6.838747418358437e-07
1845,7.0757291723566595e-06,1.0379223847056807e-07,5.742054645097028e-07
1846,6.843326445959974e-06,1.0186832555270087e-07,5.544212888786149e-07
1847,6.843461505923187e-06,7.874106344729626e-08,4.6705316680828446e-07
1848,6.403191946446896e-06,9.815170798344042e-08,5.792559696349286e-07
1849,5.867266281711636e-06,9.133562439700427e-08,3.0752452273574704e-07
1850,6.5092895056295674e-06,1.0522943583168853e-07,4.555416248663846e-07
1851,5.967020570096793e-06,1.4833709216510726e-07,4.895123979498095e-07
1852,6.640756510023493e-06,1.2304930696593885e-07,4.967546125556055e-07
1853,7.119139809219632e-06,1.1645267039561702e-07,5.577784396582075e-07
1854,7.736864063190296e-06,1.6418299930709424e-07,7.455778749942965e-07
1855,6.939881586731644e-06,1.4010313620360648e-07,5.885393115079296e-07
1856,6.544485131598776e-06,1.2942972887897142e-07,5.865755149936369e-07
1857,6.5910135162994266e-06,1.2887184130949692e-07,7.366197225522342e-07
1858,6.428332653740654e-06,1.174482252563891e-07,8.397548140748334e-07
1859,6.1294490478758235e-06,9.267755496367158e-08,7.164688082816895e-07
1860,6.742649475199869e-06,1.0024032803812588e-07,7.172447187286934e-07
1861,6.425972060242202e-06,1.5562680655278882e-07,7.036218031553076e-07
1862,6.27232020633528e-06,1.1611225050889296e-07,7.504375121314411e-07
1863,6.360649422276765e-06,1.3835099577086396e-07,7.13731339363477e-07
1864,6.162663794384571e-06,1.2514239999816823e-07,7.033865951910911e-07
1865,6.529334314109292e-06,1.1955384326967078e-07,6.128311094144578e-07
1866,6.521867362607736e-06,1.2504625185316698e-07,6.485862127925124e-07
1867,5.779698312835535e-06,1.1792331910953635e-07,5.541910983453135e-07
1868,6.2810499912302475e-06,1.2991868625356062e-07,6.337858349247938e-07
1869,6.03944818067248e-06,9.815873269758413e-08,5.948126471366777e-07
1870,6.708837190672057e-06,9.747882501187632e-08,4.965686297708771e-07
1871,5.0238168114447035e-06,8.815577268173058e-08,3.2182168330230354e-07
1872,5.451071501738625e-06,9.978109716257677e-08,5.085812276872659e-07
1873,5.9985750340274535e-06,7.3627854924041e-08,5.088103861572435e-07
1874,5.583272468356881e-06,7.229277299014569e-08,5.634056527981102e-07
1875,5.598514235316543e-06,6.808617314391086e-08,5.263804929711569e-07
1876,5.750364834966604e-06,8.343500601526443e-08,5.87068029522797e-07
1877,5.697452706954209e-06,9.586464733146727e-08,6.339436282587485e-07
1878,5.484096618602052e-06,1.6124366664094225e-07,4.927896428696954e-07
1879,5.54421285414719e-06,1.0019293361640536e-07,5.700000370589819e-07
1880,5.896075435884995e-06,9.690947888607582e-08,5.102187818906145e-07
1881,4.797085239260923e-06,7.600033413712737e-08,4.873782897263368e-07
1882,5.395520929596387e-06,9.384093102582369e-08,5.637111240019976e-07
1883,4.7148587327683344e-06,8.341527496513734e-08,5.586295657167284e-07
1884,5.1156548579456285e-06,9.110341814277945e-08,4.251492713436278e-07
1885,4.596382950694533e-06,9.861823002665915e-08,4.6473032488947297e-07
1886,4.632296167983441e-06,1.0583680676301555e-07,4.6077732246407876e-07
1887,4.481453743210295e-06,7.899998766269789e-08,4.433139930704044e-07
1888,4.437796178535791e-06,1.0398608352168992e-07,4.3369805835524744e-07
1889,4.781552433996694e-06,1.1778457364997053e-07,4.817890033592676e-07
1890,4.35604533777223e-06,1.0093755220541567e-07,5.800631845964688e-07
1891,4.149617325310828e-06,7.840290672245231e-08,3.575937337352286e-07
1892,4.27261784352595e-06,8.901287440465921e-08,4.1873662159908065e-07
1893,4.347842150309589e-06,1.287109051562041e-07,3.793584613109857e-07
1894,4.252278813510202e-06,1.07756321643393e-07,3.705305184897867e-07
1895,4.330995125201298e-06,9.689969293624756e-08,4.730630949190129e-07
1896,4.140304099564673e-06,1.0673622286017093e-07,3.284645251344642e-07
1897,4.0891877688409295e-06,1.211956388580404e-07,3.2046924536288657e-07
1898,3.968770215578843e-06,1.414588713943843e-07,3.6439804806942533e-07
1899,4.113623617740814e-06,1.0944605222107384e-07,3.990911565665556e-07
1900,4.175682988716289e-06,1.0589748211664585e-07,3.7427492638464344e-07
1901,3.970239959016908e-06,1.1904013430541482e-07,3.9791820749535134e-07
1902,3.418048663661466e-06,1.3748794619461435e-07,3.476481085229466e-07
1903,3.79149469154072e-06,1.296052862809205e-07,3.499342655644e-07
1904,3.6950548292224994e-06,1.0104295444790523e-07,2.8754246095274993e-07
1905,4.0769996303424705e-06,1.243742954182281e-07,3.5815666432625903e-07
1906,3.986228421126725e-06,1.409506568128549e-07,3.2922781434407966e-07
1907,3.920903964171885e-06,1.234282406836762e-07,3.2759913093372006e-07
1908,3.857404863083502e-06,1.129619477957533e-07,4.503743760153611e-07
1909,3.995914539700607e-06,1.0121810206653592e-07,3.91670019528334e-07
1910,3.952533916162793e-06,8.176550447824837e-08,4.0294896352932597e-07
1911,3.997728981630644e-06,1.250287932075267e-07,3.6923396540267106e-07
1912,4.011775217804825e-06,9.94999467818225e-08,4.631175487546102e-07
1913,3.803304252869566e-06,7.689334996507924e-08,3.5530030206842866e-07
1914,3.580079237508471e-06,1.0179050563552394e-07,3.549274234515565e-07
1915,3.0877376957505476e-06,6.361611304406267e-08,1.8613604213513213e-07
1916,2.8743199891323457e-06,6.152978926365904e-08,2.1974924679923902e-07
1917,3.198905915269279e-06,7.347504304977548e-08,2.5442105133777204e-07
1918,3.219631253159605e-06,8.499918369153647e-08,2.1364659552602916e-07
1919,3.304696747363778e-06,5.7088660909698774e-08,2.9004721668890454e-07
1920,3.5332034258317435e-06,6.81500829102788e-08,3.248487283613599e-07
1921,3.536473059284617e-06,6.588290368814143e-08,3.0972536102513715e-07
1922,3.334089115014649e-06,8.18950839365229e-08,3.902927735444095e-07
1923,3.5574041703512194e-06,8.811236718031523e-08,3.482030987989049e-07
1924,3.917764843208715e-06,8.379555893611723e-08,3.919053714884768e-07
1925,3.4182337458332768e-06,1.0558250651548917e-07,3.9813403773791833e-07
1926,3.8052917261666153e-06,9.028371916741662e-08,4.3247015746317174e-07
1927,3.6547160107147647e-06,1.0926240456843317e-07,4.3147499351192664e-07
1928,3.49179822478618e-06,9.597874472966339e-08,4.0676707779851995e-07
1929,3.54821941073169e-06,1.1474618477613774e-07,4.567566582736049e-07
1930,3.6100884699408198e-06,1.3549648436583794e-07,3.2666208538145725e-07
1931,3.512849843900767e-06,9.694552982608684e-08,3.3987962844150843e-07
1932,3.5508899145497708e-06,1.2055489984064138e-07,4.076947699438449e-07
1933,3.852995632769307e-06,8.717703181559955e-08,3.47561077695957e-07
1934,3.6807414289796725e-06,8.866369327620305e-08,4.169589793434625e-07
1935,3.6000599266117206e-06,1.0292724361704586e-07,3.1715953419109155e-07
1936,3.7974605220369995e-06,1.0427254570899436e-07,2.388568804967406e-07
1937,3.725711849256186e-06,1.0702450103927674e-07,1.939032157061149e-07
1938,3.6808244203712093e-06,1.5558257038250645e-07,2.8523472206387623e-07
1939,3.858689069602406e-06,1.4070526166420905e-07,2.798811307158644e-07
1940,3.7377440094132908e-06,1.8004058843779092e-07,1.927195061313114e-07
1941,3.872371507895878e-06,1.5347813375754527e-07,3.2171379205081507e-07
1942,3.956612090405542e-06,1.3350531946620947e-07,2.7611326514076495e-07
1943,4.041303327539936e-06,1.248391163777285e-07,3.4258176162538234e-07
1944,4.20927381128422e-06,8.354284020128944e-08,2.795471871763766e-07
1945,4.017161245428724e-06,1.1328220983486403e-07,2.5924197677440475e-07
1946,3.9967490010894835e-06,7.935029255889958e-08,2.839905253182451e-07
1947,4.044751676701708e-06,9.65590558621443e-08,2.5033829209597513e-07
1948,4.441166311153211e-06,1.2285233608189117e-07,3.26156627483698e-07
1949,3.760895879167947e-06,1.0700538921604164e-07,2.4935201148323927e-07
1950,4.467915459827054e-06,1.0741715028572685e-07,3.126796341845761e-07
1951,4.0875816011975985e-06,1.4819348104211372e-07,3.2730503196631844e-07
1952,4.5511374082707334e-06,1.254831684116553e-07,3.152896449476472e-07
1953,3.998167358076898e-06,1.3467284631918375e-07,2.057801093968692e-07
1954,4.3898230615013745e-06,1.2215669809023666e-07,2.0913227105623378e-07
1955,4.473180524655618e-06,1.3327562875531385e-07,2.07421930742413e-07
1956,4.418130174599355e-06,1.9360934055967505e-07,2.4070350379545857e-07
1957,4.5041024350211956e-06,1.4401111703143954e-07,2.2706046443055072e-07
1958,4.407451342558488e-06,1.3566479495352723e-07,2.5395788050275314e-07
1959,4.557439751806669e-06,1.3563808831662527e-07,2.8057707623929673e-07
1960,4.993381480744574e-06,1.5571874817377207e-07,3.072849925622734e-07
1961,4.95890117235831e-06,1.4035281603597127e-07,2.4804928311361607e-07
1962,4.691779395216145e-06,1.4079143134670957e-07,2.891932116000362e-07
1963,4.86893804918509e-06,1.4354638167013434e-07,3.181298313670311e-07
1964,4.48145101472619e-06,1.265465431887769e-07,2.689113935971932e-07
1965,4.467923190532019e-06,1.608780791917397e-07,2.949431452958784e-07
1966,5.025602604291635e-06,1.6118707568679724e-07,2.5867479547247996e-07
1967,4.912586518912576e-06,1.7058961132576655e-07,4.245018740967055e-07
1968,4.936515324516222e-06,1.289036299922941e-07,3.296699325749941e-07
1969,4.745228579849936e-06,1.0854801041348949e-07,2.3344634569877343e-07
1970,4.419374818098731e-06,1.356623904325005e-07,3.0535533923625735e-07
1971,5.009937467548298e-06,1.3102913376528136e-07,2.630859552432696e-07
1972,5.317910108715296e-06,1.241495524162417e-07,3.237122756516442e-07
1973,4.950857146468479e-06,1.3452217384468668e-07,2.0564250435839426e-07
1974,4.6647242015751544e-06,1.3501371987079125e-07,1.642666935808279e-07
1975,4.7930743676261045e-06,1.3136404186653294e-07,1.8333851636853638e-07
1976,4.931344847136643e-06,1.1827000578890079e-07,1.9711667570421199e-07
1977,4.85598502564244e-06,1.392797326360551e-07,2.0451201410143227e-07
1978,4.859997716266662e-06,1.6099002630998172e-07,2.5485137389313905e-07
1979,4.796277153218398e-06,1.258174230356346e-07,2.0423387425694273e-07
1980,5.481053904077271e-06,1.4383430901876437e-07,2.717502012306028e-07
1981,4.957333203492453e-06,1.2461332599134067e-07,2.2898489326905747e-07
1982,5.075874469184782e-06,1.092520407475206e-07,1.6574031247440502e-07
1983,5.148877335159341e-06,1.073603725920691e-07,2.1850993126015794e-07
1984,4.9013219722837675e-06,1.0438215253261163e-07,1.7570995219928776e-07
1985,4.666870154323988e-06,1.3414694521873827e-07,1.9430252184982066e-07
1986,4.661311777454102e-06,1.3008033128425467e-07,2.1160533203445908e-07
1987,4.708995675173355e-06,1.7354720216467e-07,1.827134196163982e-07
1988,4.9651466724753845e-06,1.2113038616590188e-07,1.667041951147752e-07
1989,4.7208827709255274e-06,1.3994711456355446e-07,1.4982574025879103e-07
1990,4.7784669732209295e-06,1.253189710337388e-07,1.6945304381899007e-07
1991,4.442990757524967e-06,1.3012452793059737e-07,1.8346386365664102e-07
1992,4.544601779343793e-06,1.1405584393608947e-07,1.9505202331071558e-07
1993,4.665674623538507e-06,1.622987838012513e-07,2.0273499423684171e-07
1994,4.637187885236926e-06,1.0338856115676975e-07,1.7143511543693535e-07
1995,4.378086941869697e-06,9.435064496354784e-08,1.9195475198241496e-07
1996,4.48026094090892e-06,1.2971564267161284e-07,1.3078326177584643e-07
1997,4.160050593782216e-06,7.288239733949098e-08,1.3185959879535858e-07
1998,4.403844286571257e-06,1.0299159147741932e-07,2.0359911534484354e-07
1999,4.377338882477488e-06,8.957594027636517e-08,1.7732380419577254e-07
2000,4.282398094801465e-06,7.06885033840976e-08,1.7893027193238709e-07
2001,4.39435552834766e-06,7.710932756199718e-08,1.6254295073792058e-07
2002,4.5490223783417605e-06,6.133710239719647e-08,1.7656322737202856e-07
2003,4.578615062200697e-06,7.333784457497217e-08,1.975121518005274e-07
2004,4.586709110299125e-06,6.651234912835591e-08,1.6385822870779165e-07
2005,4.7978446673369035e-06,8.422011676945118e-08,1.6573799177521664e-07
2006,4.80598919239128e-06,7.329844015080411e-08,2.0507091663679589e-07
2007,4.622012056643143e-06,5.1928234268139306e-08,2.1050907417219378e-07
2008,4.381331109470921e-06,6.471308239275331e-08,1.7966395116086886e-07
2009,4.5545775719801895e-06,4.339055048596663e-08,2.4413146193502655e-07
2010,4.401630121719791e-06,3.401130915792194e-08,2.1304306185854216e-07
2011,4.485136742005125e-06,2.753259795151841e-08,2.504701573369239e-07
2012,4.268592419975903e-06,1.804253912940368e-08,3.1216996476679526e-07
2013,4.264293238520622e-06,1.5061275393524198e-08,2.881166154544701e-07
2014,4.220019491185667e-06,1.7756650289024734e-08,4.151158554677181e-07
2015,4.099556008441141e-06,1.1526192000843594e-08,4.2713408687777843e-07
2016,4.231126240483718e-06,1.387797801677415e-08,4.368456153480693e-07
2017,3.774674723899807e-06,8.301517251396717e-09,1.9873328893638131e-07
2018,3.931315859517781e-06,6.969959998048836e-09,3.0642010950820975e-07
2019,3.844083494186634e-06,4.846876677788714e-09,3.249958276385634e-07
