year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP piles_NOUN
1800,8.803660733747165e-08,3.144164484325529e-08,1.2262241000371432e-07
1801,6.191074675143682e-08,7.143547975374531e-09,8.096020565062645e-08
1802,7.384872446891677e-08,8.951360541686881e-09,1.0517848636482086e-07
1803,8.191424427650418e-08,9.751695895232615e-09,8.776526527753958e-08
1804,2.175228814849106e-07,1.9774807569206132e-08,4.449331569844617e-08
1805,3.1271653710973624e-08,2.2743021688143017e-08,6.822906328807221e-08
1806,4.8988376022407465e-08,8.645007376628655e-09,1.2103009794373065e-07
1807,3.4163463169534225e-08,8.540865792383556e-09,1.0818429529990681e-07
1808,4.985362878073829e-08,2.4926814390369145e-08,5.6651849433819734e-08
1809,4.51806094758922e-08,2.25903047379461e-08,1.2424668227595248e-07
1810,4.914266327205041e-08,1.8721014072298203e-08,9.360506680877734e-08
1811,5.0141537144554604e-08,7.521230305229665e-09,7.019814773912003e-08
1812,2.6672083208723052e-08,8.00162469616339e-09,6.934741492159446e-08
1813,8.052076339026826e-08,8.627224934443234e-09,9.489947672136623e-08
1814,3.1466772298927026e-08,3.1466771410748606e-09,1.2586708564299443e-08
1815,3.776112933451259e-08,0.0,2.1577788444915313e-08
1816,1.0660977523002657e-07,2.3176038865813098e-09,6.257530316133852e-08
1817,1.1053801074467628e-07,2.3353101674672416e-08,4.981994905506326e-08
1818,1.3947777688372298e-07,2.0266001987678806e-08,3.457141417584353e-08
1819,3.622867339458935e-08,8.280840235741493e-09,5.072014630513877e-08
1820,7.238553223487543e-08,3.5599443393152796e-09,6.882559233645225e-08
1821,3.254291058851777e-08,3.94459531705138e-09,3.648750634965836e-08
1822,7.118187284049782e-08,1.4035862250239006e-08,4.6117833107928163e-08
1823,6.81905376609393e-08,6.917880712720148e-09,3.261286707356703e-08
1824,3.621078548121659e-08,1.6000114122505238e-08,3.2842340402794434e-08
1825,4.57883047033647e-08,2.641632912414593e-09,4.6668848341369085e-08
1826,5.813269510213104e-08,8.807984452907647e-09,5.460950447400137e-08
1827,6.728609491801762e-08,5.530363889061363e-09,8.940754980812926e-08
1828,6.420610532131832e-08,2.7516904310687096e-09,5.4116576109208836e-08
1829,3.3435387791769244e-08,2.5719527840806222e-08,2.5719527840806222e-08
1830,4.174734158368665e-08,9.39315203396518e-09,8.140732177253085e-08
1831,3.897801548191637e-08,4.677361609140007e-09,6.236482619215167e-08
1832,3.3824925083081325e-08,8.117981509236927e-09,6.629684889958298e-08
1833,9.730248251571538e-08,1.3900354645102198e-08,7.29768601104297e-08
1834,7.560969805808782e-08,6.534171870242744e-09,4.387229424196448e-08
1835,5.974839467626225e-08,1.1344631900556124e-08,4.61348363955949e-08
1836,7.123995260371885e-08,1.0753199664037538e-08,8.333729795140243e-08
1837,4.87052354003481e-08,6.262101726051128e-09,6.262101948095733e-08
1838,6.56464820281144e-08,1.3255539776935166e-08,6.122797202579022e-08
1839,4.894032556990169e-08,1.1885507911202353e-08,8.809258389419483e-08
1840,4.58617570586739e-08,1.4013315285943406e-08,9.363442643461894e-08
1841,4.751206006403663e-08,7.704658244733764e-09,8.860357070261671e-08
1842,3.7566284305512454e-08,4.695785538189057e-09,7.848669980603518e-08
1843,3.1306630177141415e-08,4.13483786099178e-09,6.911086103400521e-08
1844,3.0735943568060975e-08,4.9397050894128824e-09,8.123070927013032e-08
1845,4.910600637231255e-08,5.580227946389016e-09,4.8547981634783355e-08
1846,4.0981507964943376e-08,1.1709002656346001e-08,6.849766265304424e-08
1847,5.9325458323655766e-08,6.47186837454683e-09,6.633665350364026e-08
1848,9.171552761699786e-08,1.126331028444838e-08,3.218088551193432e-08
1849,6.452149392544015e-08,1.0893238977516262e-08,4.357295679824347e-08
1850,2.1045888587423178e-08,8.146795238417326e-09,4.6844071732721204e-08
1851,4.9660677348128957e-08,7.739326290945314e-09,6.965393595237401e-08
1852,3.906327350478023e-08,1.1718982229069752e-08,7.617337871579366e-08
1853,3.762317035693741e-08,4.180352286553557e-09,7.345476404907458e-08
1854,2.961528799971802e-08,9.352196128631363e-09,4.624141425324524e-08
1855,5.094659627502551e-08,3.714855978387277e-09,4.139410947345823e-08
1856,7.869327589560271e-08,1.7084724746041502e-08,6.471486813097727e-08
1857,3.7099468386259105e-08,7.810414537345878e-09,4.1004675210842834e-08
1858,2.397901255335455e-08,4.893675908945738e-09,7.683071601150004e-08
1859,4.430190969628711e-08,2.5460866748261424e-09,4.1755821911237945e-08
1860,3.4786598490654796e-08,3.661747072225552e-09,4.073693560258107e-08
1861,2.452301117727984e-08,3.3011746669586728e-09,6.696668464201139e-08
1862,4.472806480748659e-08,5.421583626485926e-09,3.7047488632424574e-08
1863,2.6970951694238465e-08,2.996772441310469e-09,6.193329937786984e-08
1864,3.931677028390368e-08,6.712619238236073e-09,5.0824116470948866e-08
1865,3.435996376310868e-08,5.648213063924601e-09,1.0590400023602342e-07
1866,3.259960479340407e-08,5.352174370365503e-09,6.033359767343427e-08
1867,3.542552207136396e-08,3.396968040192405e-09,6.599823620945244e-08
1868,3.210918109175509e-08,4.939873954334928e-09,6.174842326345242e-08
1869,2.8812763730456936e-08,1.953407657850903e-09,6.446245492952585e-08
1870,4.529898589566983e-08,2.2936195165357276e-09,6.938198993111655e-08
1871,3.186353225714811e-08,3.18635318130589e-09,8.178306387662815e-08
