year,en_ADP artère_NOUN,en_ADP parterre_NOUN
1856,8.28350277259915e-09,1.3460691838940164e-08
1857,5.857811125054013e-09,2.8800903106862563e-08
1858,1.5170396494568195e-08,1.468102794888182e-08
1859,1.2221216039165483e-08,3.360834366361587e-08
1860,8.696649622663699e-09,1.327383358784573e-08
1861,9.431927239234028e-09,1.4147890858851042e-08
1862,2.710791813242963e-09,2.5752521892741242e-08
1863,9.989241656072068e-10,2.0477944673302773e-08
1864,1.4863656971897399e-08,2.3014694150447212e-08
1865,9.413688495385486e-09,1.3179164426446732e-08
1866,1.4596838404656864e-08,8.75810357570117e-09
1867,7.279217228983725e-09,1.3102591012170706e-08
1868,2.0253484223076157e-08,1.2843672791973404e-08
1869,1.660396442559886e-08,2.24641887314192e-08
1870,1.2614907340946502e-08,1.0321287380321564e-08
1871,2.8677177965619194e-08,7.434824311758348e-09
1872,1.269941218851045e-08,6.047339518033823e-09
1873,2.2746817762708815e-08,1.3169209722718733e-08
1874,1.1949218503559678e-08,8.364453130127458e-09
1875,1.716458086775674e-08,2.1169650477048663e-08
1876,7.255217759905008e-09,1.3301232115736639e-08
1877,1.5462040536817767e-08,2.288381928394756e-08
1878,4.22736201599605e-09,1.0870359612447089e-08
1879,1.588424503040642e-08,2.871382953628654e-08
1880,1.0268554007097919e-08,1.6044615858135103e-08
1881,4.183504653809678e-09,1.4642266066289267e-08
1882,1.9966155395678697e-09,2.3959387362992857e-08
1883,8.21514056781325e-09,1.64302811356265e-08
1884,1.0562715146988921e-08,1.386356363042296e-08
1885,6.445635691854079e-10,1.6758653131887513e-08
1886,1.0325542199041138e-08,1.5488313243050555e-08
1887,2.6115698492645834e-09,2.7421483972389638e-08
1888,1.268122939990235e-08,1.014498351992188e-08
1889,1.8168895721260014e-08,1.1277246414476139e-08
1890,1.1142456735058204e-08,2.2940352728539892e-08
1891,7.649063604731055e-09,1.211101796627645e-08
1892,1.7551833764173352e-08,1.0656471260972467e-08
1893,1.7243566574620672e-08,1.4164358130841492e-08
1894,1.8904618315218613e-08,1.9534772022211655e-08
1895,7.824199066419624e-09,1.4444674567570814e-08
1896,9.435246361988447e-09,2.4177819635262665e-08
1897,6.992056267307589e-09,1.5149455023788505e-08
1898,3.960848538042683e-09,9.05336783318944e-09
1899,2.3768587098516036e-08,1.2160672469008205e-08
1900,7.786579381274805e-09,2.3359739032002835e-08
1901,1.0618603774048552e-08,1.3412973842719111e-08
1902,2.9461704187383475e-09,1.4730851205513318e-08
1903,1.296052865029651e-08,1.1880484152015924e-08
1904,2.6873125946735854e-09,1.9886112312406112e-08
1905,1.2385822145688508e-08,1.5482276793932215e-08
1906,3.4980455865252225e-08,2.36632491379396e-08
1907,4.6285588695127444e-09,4.1142747875255736e-08
1908,1.1296195090437777e-08,1.7680999775393502e-08
1909,1.320236009405562e-08,1.4302557360679202e-08
1910,5.34415089958884e-09,1.175713115753041e-08
1911,5.3203743632934675e-09,2.2345570727111408e-08
1912,1.40654377034366e-08,2.552616312767597e-08
1913,7.954484182448596e-09,1.2727175757731857e-08
1914,1.0714789944188396e-08,1.6072185360371805e-08
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,9.888715624128963e-09,1.8678685265172135e-08
1917,1.0966424213165737e-08,5.483212106582869e-09
1918,6.89182577673364e-09,2.1824114959656526e-08
1919,5.524709134618888e-09,3.6831393490643904e-09
1920,8.329454459499175e-09,1.741613209205184e-08
1921,8.330022005509363e-09,8.330022005509363e-09
1922,1.4755870969551665e-09,3.0249535931670124e-08
1923,4.246379248229459e-09,6.369568872344189e-09
1924,1.675911143195208e-08,6.445812328337297e-09
1925,8.798542339150117e-09,2.0896537833436923e-08
1926,6.687683296036084e-09,1.4489979882625903e-08
1927,1.5608915049369898e-08,3.3447675740205796e-09
1928,3.4278122562625413e-09,1.3711249469139375e-08
1929,1.7824650200282122e-08,1.2254447234738564e-08
1930,1.470504518152893e-08,1.1553964007759987e-08
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,2.1919073223131136e-09,1.6439305028370654e-08
1933,1.261772819560747e-08,6.882397318719313e-09
1934,7.188948103475923e-09,1.3179738189705859e-08
1935,1.795242710045386e-08,1.0771455727365264e-08
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.6854778905894818e-08,1.1668692678767911e-08
1939,0.0,1.2235240376412548e-08
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,2.322588166236983e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,5.960435700558264e-09,7.152522574216391e-09
1948,2.174377655705939e-08,1.7395020535104777e-08
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,1.0635361036293034e-08,8.508289184305795e-09
1951,2.1322803078760444e-08,8.529121409139861e-09
1952,2.4253049346611988e-08,1.370824520563474e-08
1953,1.8315507332999914e-08,5.386913581872932e-09
1954,1.7590565448699635e-08,1.9545072227344917e-09
1955,5.631364707880948e-09,1.5016972554349195e-08
1956,6.104799332717903e-09,1.1337483840634377e-08
1957,3.003912851795576e-08,1.3252556385623393e-08
1958,2.8125628048769613e-08,1.4890038535497752e-08
1959,4.650448914844674e-09,9.30089749662244e-09
1960,9.689166802218097e-09,1.2457499920515147e-08
1961,6.25334317660986e-09,5.55852741612739e-09
1962,5.7077609305622445e-09,6.341956293454132e-09
1963,2.0691370394843034e-08,1.6811738556832267e-08
1964,7.909158661334459e-09,1.2167936880302932e-08
1965,7.660860390501512e-09,8.20806533852192e-09
1966,8.308612464702492e-09,6.6468897053084675e-09
1967,9.860671390526932e-09,7.888536934785861e-09
1968,2.9643343779639508e-08,9.431973424511852e-09
1969,1.3171097990039016e-08,7.72098829315837e-09
1970,1.241655755990223e-08,1.2416557920724713e-08
1971,9.24911525146399e-09,8.221435976452085e-09
1972,7.69522046084603e-09,1.5903454553267693e-08
1973,9.37244681864513e-09,1.598829119098255e-08
1974,1.2938814464291681e-08,7.313243344242437e-09
1975,3.998036124386317e-09,5.140332159925265e-09
1976,6.2848797277581525e-09,6.8562320265641574e-09
1977,6.464460078348111e-09,8.22749424145286e-09
1978,1.7821774056514528e-09,1.3069301196821925e-08
1979,4.681578680276743e-09,1.6385525825057812e-08
1980,1.0233271119375331e-08,1.4212877097463661e-08
1981,2.213942273954217e-08,1.5181319312773667e-08
1982,9.932003663948308e-09,6.828252629986764e-09
1983,6.946847541655643e-09,8.209910973278056e-09
1984,4.639206796497319e-09,7.538710988796993e-09
1985,6.617113967877231e-09,1.2031115881327992e-08
1986,3.5966913891627428e-09,8.991728250862252e-09
1987,7.944062296871834e-09,1.8943532964499354e-08
1988,1.139345240375178e-08,1.139345240375178e-08
1989,2.1952488715726304e-09,1.0976243913773942e-08
1990,5.448650863826288e-09,8.717841559757744e-09
1991,7.033758464558559e-09,7.033758464558559e-09
1992,6.61193322315512e-09,1.0468894195980738e-08
1993,3.877445031719162e-09,6.093128224193833e-09
1994,1.160483886764041e-08,1.160483886764041e-08
1995,5.964695848348356e-09,1.0302656505700725e-08
1996,9.60856638698715e-09,9.074756945892659e-09
1997,4.315404922294874e-09,1.1507746755512471e-08
1998,3.814503379828693e-09,3.814503379828693e-09
1999,2.285100553223174e-09,1.0968483010742602e-08
2000,8.394259509714175e-09,8.83606254831193e-09
2001,4.8193329327261836e-09,7.886181485616817e-09
2002,7.009954394732176e-09,1.1391176002462089e-08
2003,1.2917460878725251e-08,6.667076668520622e-09
2004,7.488145215006625e-09,1.805964444656638e-08
2005,8.557123898356167e-09,5.404499514582994e-09
2006,1.2353670086895363e-08,1.0294725072412803e-08
2007,7.589511241690161e-09,1.078509459517818e-08
2008,1.830699147831183e-08,8.089135583588813e-09
2009,1.0490023072406984e-08,8.105927484791664e-09
2010,1.842279218067233e-08,1.6060896612657416e-08
2011,3.020937811015756e-08,9.177532511728259e-09
2012,3.982975727012672e-08,1.1574459418683958e-08
2013,6.136075203500013e-09,8.367375237128272e-09
2014,1.5591204771681078e-08,8.228691908418462e-09
2015,2.903713713919842e-08,1.0861219659763499e-08
2016,5.59261792432153e-09,1.1599504468051691e-08
2017,1.2578056818313144e-08,7.798394818792076e-09
2018,6.711813327342497e-09,7.744399788123246e-09
2019,8.418259866971312e-09,6.887667047816848e-09
