year,son_DET appât_NOUN,son_DET papa_NOUN
1800,0.0,1.8236154231132673e-07
1801,2.3811825400343878e-08,1.309650388137129e-07
1802,2.2378401354217203e-09,3.4462738085494493e-07
1803,2.3404069793286908e-08,2.1843799369314354e-07
1804,9.887403784603066e-09,1.2606439270257397e-07
1805,1.02343598484822e-07,4.5486043376286034e-08
1806,0.0,6.91600572366724e-08
1807,2.8469551160981155e-09,1.2241906865995134e-07
1808,0.0,1.0650547555002277e-07
1809,9.036122072814123e-09,8.132509776714869e-08
1810,0.0,1.0764583358024993e-07
1811,0.0,5.264861258069686e-08
1812,0.0,9.868670325374751e-08
1813,2.0130190847567064e-08,1.9555043206942457e-07
1814,3.1466771410748606e-09,1.1328037485824893e-07
1815,0.0,7.552226133356044e-08
1816,2.3176038865813098e-09,8.806894769008977e-08
1817,1.0898113522728181e-08,1.1520863019143235e-07
1818,4.768470951432846e-09,1.2517236025466616e-07
1819,9.315945348475907e-09,1.2110728286884864e-07
1820,1.1866481131050932e-09,1.5070430858799e-07
1821,8.875339574387908e-09,8.382265237472097e-08
1822,1.4035862250239006e-08,7.719724237631453e-08
1823,8.894418535021487e-09,1.0574475162172803e-07
1824,8.421112696055388e-10,1.2042191244177047e-07
1825,6.163809906922779e-09,1.6730341378945468e-07
1826,1.3211976401805714e-08,1.1802698995921901e-07
1827,1.013900075008678e-08,7.373818355915773e-08
1828,1.0089530988466322e-08,1.155709981048858e-07
1829,8.573175946935407e-09,1.663196163015357e-07
1830,9.39315203396518e-09,9.28878365336061e-08
1831,1.5591206103948707e-09,1.6214854348106655e-07
1832,8.117981842303834e-09,1.7994858814152082e-07
1833,0.0,8.45604907206976e-08
1834,1.4001796166951408e-08,9.987948068612695e-08
1835,7.563087933704082e-09,9.378229037793062e-08
1836,1.008112526790228e-08,6.451920409045186e-08
1837,4.87052354003481e-09,8.836521381283546e-08
1838,5.049729523420865e-09,6.249040440664544e-08
1839,1.11863602825224e-08,7.62070768711709e-08
1840,1.2739377330817092e-09,1.3758527295237855e-07
1841,1.0914932957462042e-08,7.255219802715374e-08
1842,6.708265054555795e-09,6.909513317054916e-08
1843,7.678984559333912e-09,6.556671161561667e-08
1844,7.1351298203126134e-09,9.275668771957513e-08
1845,7.254296274794569e-09,7.533307488927221e-08
1846,4.0981511517657054e-09,4.683600995925019e-08
1847,5.9325460100012606e-09,2.0494249852731627e-08
1848,8.04522137798358e-09,3.1376364839630355e-08
1849,2.513824481908955e-09,4.860060642819519e-08
1850,1.3577992064028876e-08,6.72110633814782e-08
1851,2.3862924081186065e-08,8.900225667574091e-08
1852,1.5625309046640723e-08,4.9480144648228475e-08
1853,2.388772735173461e-09,8.300984966069791e-08
1854,8.313063126763609e-09,5.8191441443256053e-08
1855,1.0613874223963649e-08,6.368324534378189e-08
1856,5.694908100650764e-09,4.711242107546809e-08
1857,2.4407544874094356e-09,1.3765855744196642e-07
1858,4.893676019968041e-10,1.1402264865623124e-07
1859,1.782260738991681e-08,9.471442075081882e-08
1860,1.1442959468865865e-08,9.703630071689062e-08
1861,5.187560159214399e-09,8.347255797680475e-08
1862,4.066187830886747e-09,9.352231788994914e-08
1863,3.995696662428827e-09,7.591823814045995e-08
1864,5.753673537611803e-09,9.493561492490699e-08
1865,6.118897832863013e-09,1.129642647201834e-07
1866,2.432806400776144e-09,1.5132055697364422e-07
1867,2.91168689159349e-09,1.193791625553331e-07
1868,5.433861360870651e-09,8.447184707272015e-08
1869,5.860222973552709e-09,8.204312185178253e-08
1870,5.160643912205387e-09,8.601073453462504e-08
1871,1.0621177271019633e-09,1.13646593469241e-07
1872,1.0885210954825197e-08,1.1308524172637391e-07
1873,2.9930022904522957e-09,9.098726483358632e-08
1874,1.1949218281515073e-09,7.348769270887345e-08
1875,1.1443054281912168e-09,1.5104831163625931e-07
1876,1.209202959984168e-09,1.2757091893966788e-07
1877,3.092407996341251e-09,1.100897231154363e-07
1878,3.0195443923020093e-09,1.2742476934723967e-07
1879,7.331190321480108e-09,1.9794213468316002e-07
1880,0.0,1.1487944884258638e-07
1881,1.3945014920579979e-08,1.506061637623901e-07
1882,1.9966155395678697e-09,1.670501728057161e-07
1883,3.791603475633565e-09,1.3902545542565647e-07
1884,6.601696966868076e-09,1.5712039047599546e-07
1885,1.933690763067375e-09,1.9336907763900513e-07
1886,9.680196200179125e-09,1.2777858438006717e-07
1887,1.9586774424595887e-09,1.149090700369726e-07
1888,5.07249175996094e-09,1.2047168018725074e-07
1889,2.5060546970934183e-09,9.961567276617345e-08
1890,3.9326319978272295e-09,1.402638742931117e-07
1891,6.3742202627281586e-09,1.0708689879290745e-07
1892,2.5074049503359674e-09,1.0781841375262502e-07
1893,9.23762488724833e-09,1.2932675086396728e-07
1894,5.041231432301174e-09,9.137231771205734e-08
1895,6.6204757231957956e-09,1.1014064549286218e-07
1896,2.358811590497112e-09,9.671127204624597e-08
1897,8.157399200570126e-09,1.258570123674474e-07
1898,6.224190496340043e-09,1.657897925610996e-07
1899,3.8693048765026106e-09,1.2326500176129684e-07
1900,3.633737311048435e-09,1.2354706679928995e-07
1901,2.794369402536745e-09,1.5927905505641604e-07
1902,8.838511256215043e-09,1.2373914587415769e-07
1903,7.560307935250421e-09,1.0908444725288291e-07
1904,3.2247751136083025e-09,1.241538400975628e-07
1905,2.580379465655369e-09,1.269546706095248e-07
1906,1.0288369267641428e-08,1.749022778829712e-07
1907,2.5714217422034835e-09,1.6508527406200457e-07
1908,9.331639461152008e-09,1.1492650164868223e-07
1909,1.1552065082298668e-08,1.8263264767170995e-07
1910,5.34415089958884e-09,2.2872964988707167e-07
1911,3.7242617878519013e-09,1.835529147564685e-07
1912,8.335073964360618e-09,1.7712032263084154e-07
1913,1.590896969716482e-09,1.8454404204781838e-07
1914,2.678697486047099e-09,2.584943050720767e-07
1915,2.3561523843085297e-09,4.865454510394329e-07
1916,2.197492410260793e-09,2.8018028963572306e-07
1917,0.0,2.3687476091716064e-07
1918,1.1486376294556067e-09,3.1013215284758644e-07
1919,1.3811772170413406e-08,2.2098836072181882e-07
1920,3.028892692213958e-09,1.9839247222819267e-07
1921,2.2718242842501013e-09,2.3399789883526978e-07
1922,5.164555005876537e-09,2.2428924006945294e-07
1923,4.246379248229459e-09,2.420436171490792e-07
1924,2.0626599095407983e-08,2.3720588415709898e-07
1925,8.798542339150117e-09,1.957675663799563e-07
1926,1.114613823460786e-08,1.7165053911583072e-07
1927,2.6758140592164636e-08,2.2186957382430705e-07
1928,9.14083297942625e-09,1.8053145733887277e-07
1929,6.684243825105796e-09,2.4063278303287916e-07
1930,9.453243521306831e-09,2.920001769268765e-07
1931,1.2545892325022123e-08,1.8476677876577696e-07
1932,7.671675517073595e-09,2.0713524362392377e-07
1933,3.4411986593596566e-09,1.4108914481170132e-07
1934,8.38710612072191e-09,1.7732739188147661e-07
1935,4.787313656606784e-09,1.6276866432463066e-07
1936,4.849885826274658e-09,2.764434969826368e-07
1937,3.777335333410292e-09,1.9893966651807204e-07
1938,1.2965214457594243e-09,2.761590565114602e-07
1939,7.647025235257843e-09,1.4529348124625585e-07
1940,1.5214697057785997e-08,1.5214696924559235e-07
1941,2.9515025978810172e-09,1.741386568276937e-07
1942,6.068423541449874e-09,2.0936060729503936e-07
1943,5.806470415592457e-09,4.7613058473672254e-07
1944,6.4263723231761105e-09,2.474153415477076e-07
1945,1.089252066321933e-08,3.550961586995527e-07
1946,8.352662561605939e-09,2.464035411264831e-07
1947,1.5497132244135514e-08,2.6821961007783557e-07
1948,6.523132700664291e-09,2.3483277189484397e-07
1949,6.8719057111366055e-09,1.6787083811919956e-07
1950,3.190608444114673e-09,2.265331955353389e-07
1951,1.5992101864981123e-08,2.015004876287918e-07
1952,0.0,1.2337420773889107e-07
1953,9.69644453618912e-09,1.9392889871738817e-07
1954,3.9090144454689835e-09,2.4919966534753257e-07
1955,1.220129064449793e-08,1.7175662803126102e-07
1956,1.9186511712732113e-08,2.07563164211777e-07
1957,8.835037701437898e-09,2.191089407688196e-07
1958,9.099467845885556e-09,2.1176943398870662e-07
1959,9.300897829689347e-09,2.23221532369422e-07
1960,1.7994166157109248e-08,2.0347250684338292e-07
1961,1.250668635321972e-08,1.959380959704049e-07
1962,1.7123282014530616e-08,2.289446335845824e-07
1963,6.466053470433053e-09,3.5886595028955526e-07
1964,1.1559539991878864e-08,2.1902285762820384e-07
1965,2.188817349590977e-09,1.8167183979400647e-07
1966,1.9386760974349215e-08,1.9497542602664453e-07
1967,1.7256173767687955e-08,2.0017162194463367e-07
1968,1.1677681044375277e-08,1.9537658491053378e-07
1969,6.812636621500445e-09,1.6986174378175178e-07
1970,1.1956685419534097e-08,1.8716810412655605e-07
1971,9.762954888969944e-09,2.2968636503861717e-07
1972,4.6171320100540925e-09,1.5800851782543646e-07
1973,4.410563025913916e-09,1.4885650334584e-07
1974,9.000914735768362e-09,1.845187544979865e-07
1975,7.996072248772634e-09,1.7305785293686426e-07
1976,2.8567633814091664e-09,1.931172091129696e-07
1977,5.289103821581875e-09,1.7924184314566105e-07
1978,3.5643548113029055e-09,2.2277217670563232e-07
1979,1.2289143924704149e-08,2.0013749013614301e-07
1980,7.390696055153967e-09,2.0011729739977113e-07
1981,4.427884725544118e-09,2.6061263458387884e-07
1982,6.2075020679230875e-09,2.476793445893577e-07
1983,4.4207211225000265e-09,2.753477654771075e-07
1984,8.69851302098823e-09,2.8821071973439416e-07
1985,3.609334831011779e-09,3.025825692226647e-07
1986,1.678455963105563e-08,2.32586038872995e-07
1987,4.888653482026939e-09,3.153181524773174e-07
1988,6.596209356501959e-09,2.716438820549172e-07
1989,9.878619700032232e-09,3.007490878559338e-07
1990,7.628111475810329e-09,2.740671378731463e-07
1991,9.964490843561435e-09,2.9424555592072466e-07
1992,9.917899890243831e-09,3.107608428365438e-07
1993,8.308811416668505e-09,3.0687210283986133e-07
1994,4.2199412852994556e-09,3.502551311207469e-07
1995,1.3013881861034804e-08,2.9335458284762694e-07
1996,9.608566164942545e-09,3.549831397720027e-07
1997,9.58978851883785e-09,4.1092246849672165e-07
1998,8.10582001520288e-09,4.07675044833411e-07
1999,8.226361813967742e-09,3.75670536456596e-07
2000,9.277866475088103e-09,3.8392692114364024e-07
2001,6.571817756650944e-09,4.6090346650373704e-07
2002,1.0514931481075962e-08,4.486370741574319e-07
2003,1.0417307017007715e-08,4.2835967128951324e-07
2004,1.76191656819924e-08,5.387059811567951e-07
2005,6.305249655724765e-09,4.62084707386623e-07
2006,1.1530091326150682e-08,5.74033864886303e-07
2007,1.1184542542119758e-08,7.397776213835527e-07
2008,1.2772319202269955e-08,7.731510258679464e-07
2009,1.2397300741540107e-08,8.096391006517933e-07
