year,son_DET appât_NOUN,son_DET papa_NOUN
2010,1.6060896446123962e-08,1.37651333886879e-06
2011,1.8737463081119898e-08,1.3039744537479692e-06
2012,1.838296517786553e-08,1.4491904192226457e-06
2013,2.8170163535179427e-08,1.537086790293074e-06
2014,2.208754001919999e-08,1.587487886922645e-06
2015,2.6820562326612674e-08,1.531875199134447e-06
2016,2.3613277111422804e-08,1.5655187617369393e-06
2017,3.345763244233524e-08,1.6746424122970893e-06
2018,3.355906774693551e-08,1.8860195609704533e-06
2019,2.1938495242679323e-08,1.7862016719050189e-06
