year,en_ADP athée_NOUN,en_ADP pâtés_NOUN
1895,3.0093072478365457e-09,1.0833506536300774e-08
1896,6.48673198488936e-09,5.307326134129653e-09
1897,8.740070001067579e-09,5.2440420894583895e-09
1898,3.960848538042683e-09,6.224190496340043e-09
1899,8.291367592505594e-09,1.326618814800895e-08
1900,1.8168686000130663e-08,9.863001082521805e-09
1901,4.470991243898936e-09,8.38310842965484e-09
1902,1.0311596243539611e-08,2.455141867585553e-09
1903,4.860198465905796e-09,1.1340462791054051e-08
1904,1.0964235297450386e-07,4.299700151477737e-09
1905,1.90948084011211e-08,7.741138396966107e-09
1906,3.0865106026567446e-09,1.18316245689698e-08
1907,8.228549397415463e-09,7.71426478252124e-09
1908,5.402527980535865e-09,9.331639461152008e-09
1909,2.2003934230241384e-09,1.2102163715610459e-08
1910,5.344150677544235e-10,9.619471441624228e-09
1911,4.25629931299909e-09,1.276889793899727e-08
1912,5.730363294986773e-09,4.167536982180309e-09
1913,8.484783542428431e-09,5.302989602995467e-09
1914,7.366418142140674e-09,2.678697486047099e-09
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,0.0
1917,2.0836205649743533e-08,4.386569774084137e-09
1918,8.040463406189247e-09,1.033773866510046e-08
1919,1.8415696745321952e-09,1.012863304339362e-08
1920,4.543339038320937e-09,1.514446346106979e-08
1921,6.058197943303867e-09,4.543648568500203e-09
1922,8.853522359686394e-09,5.164555005876537e-09
1923,6.369568872344189e-09,1.3800733000834953e-08
1924,2.578324886925998e-09,2.578324886925998e-09
1925,8.798542339150117e-09,5.499089184013428e-09
1926,1.114613823460786e-08,1.3375366592072169e-08
1927,4.4596899506643695e-09,1.2264147031260109e-08
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.893869061575515e-08
1930,7.352522590764465e-09,2.100720708497761e-09
1931,0.0,3.4216069977333063e-09
1932,3.287861094491973e-09,6.575722188983946e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,1.091224355320719e-08
1937,6.295559185076627e-09,1.6368453259474336e-08
1938,7.779128452511941e-09,9.075650453382877e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,1.2678914584896006e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,1.1136883415474585e-08,9.744772988540262e-09
1947,3.5762612871081956e-09,1.6689218895749036e-08
1948,6.523132700664291e-09,4.348755133776194e-09
1949,2.945102384188658e-09,4.908504269707237e-09
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,1.1727541604500402e-08
1952,8.435843135146115e-09,5.272402070488624e-09
1953,3.232148326759443e-09,7.54167928107563e-09
1954,8.795282724349818e-09,7.818028890937967e-09
1955,7.508486277174597e-09,7.508486277174597e-09
1956,5.232684952005684e-09,1.1337483840634377e-08
1957,1.0602045463770082e-08,1.1485549400447326e-08
1958,1.0753916868111446e-08,9.099467845885556e-09
1959,1.4726421193600459e-08,5.425523585955716e-09
1960,4.844583401109048e-09,4.152500121534786e-09
1961,1.181187059273725e-08,9.72742331128984e-09
1962,1.5220695481765745e-08,6.976152100435229e-09
1963,1.4871922360271128e-08,6.466053470433053e-09
1964,2.0077095319592786e-08,5.475571551727398e-09
1965,1.0396882466068291e-08,1.094408652591028e-08
1966,8.30861190959098e-09,6.092982118843793e-09
1967,1.4297973249810525e-08,4.930335695263466e-09
1968,1.1677681044375277e-08,1.257596426995633e-08
1969,2.2708788183223305e-09,4.995933444718048e-09
1970,1.0577067222072856e-08,8.7375777724219e-09
1971,7.193756590417877e-09,5.138397263237948e-09
1972,3.5911027485013847e-09,7.182205497002769e-09
1973,2.7566018911961976e-09,4.410563025913916e-09
1974,9.00091468025721e-09,7.313243344242437e-09
1975,7.4249242310031605e-09,6.8537762132336866e-09
1976,1.085570122683066e-08,2.856763492431469e-09
1977,7.639816612670103e-09,4.11374712072643e-09
1978,8.910887139279566e-09,4.752473081737207e-09
1979,4.681578680276743e-09,1.287434159280565e-08
1980,9.664756328575663e-09,1.1370301145063877e-08
1981,1.2018544381930951e-08,6.325549417596221e-09
1982,6.207502400989995e-09,9.932003663948308e-09
1983,8.209910418166544e-09,6.946847541655643e-09
1984,1.449752107252067e-08,9.858314165001048e-09
1985,3.0077789148208467e-09,1.0226449020933615e-08
1986,1.1389522214244607e-08,4.7955883708539204e-09
1987,6.721898593298192e-09,6.110816741511371e-09
1988,6.596209356501959e-09,5.99655392008458e-09
1989,6.585746614717891e-09,9.878619700032232e-09
1990,8.172976073694826e-09,1.0352437129768077e-08
1991,5.2753188484189195e-09,1.1136783939491579e-08
1992,8.264915862810085e-09,9.91789939064347e-09
1993,1.1632335983335906e-08,9.416652346772025e-09
1994,1.0549853324270941e-08,1.793475057354499e-08
1995,9.760411145975922e-09,1.3013881527967897e-08
1996,5.871901187504136e-09,6.4057106285986265e-09
1997,9.589788629860152e-09,9.58978851883785e-09
1998,1.144351013948608e-08,1.144351013948608e-08
1999,2.0108885223635298e-08,1.1882523409667556e-08
2000,1.1928684928719235e-08,6.627047355323157e-09
2001,8.762423675534592e-09,3.943090742808408e-09
2002,7.448076544402937e-09,8.762443215459825e-09
2003,7.083769126836614e-09,7.500461585152607e-09
2004,7.047666006343434e-09,7.488145215006625e-09
2005,1.1259373877692269e-08,9.007498746882447e-09
2006,1.4824404093172205e-08,4.941467679486777e-09
2007,1.0385647009059085e-08,9.98619853476157e-09
2008,8.514879551446697e-09,1.3198063086861112e-08
2009,9.53638501499654e-09,6.675469510497578e-09
2010,6.140930874920514e-09,1.2281861749841028e-08
2011,4.5887662558641296e-09,1.1471915861704929e-08
2012,9.19148274158843e-09,1.327658516458996e-08
2013,8.646287241731443e-09,1.2829975304384789e-08
2014,1.4725027419615344e-08,1.515811653973742e-08
2015,1.2634480128781433e-08,1.219116452233493e-08
2016,1.0770968256190727e-08,1.9884865309904853e-08
2017,9.30776167251679e-09,1.1823373391450787e-08
2018,4.904786798931582e-09,1.7812119779136992e-08
2019,1.0969247732361964e-08,1.607122257496485e-08
