year,en_ADP athée_NOUN,en_ADP pâté_NOUN
1911,4.25629931299909e-09,1.5961122201701983e-08
1912,5.730363294986773e-09,1.0939784189645252e-08
1913,8.484783542428431e-09,9.545381374209683e-09
1914,7.366418142140674e-09,1.6072185360371805e-08
1915,0.0,7.068456930880984e-09
1916,1.0987462051303964e-09,1.538244731591476e-08
1917,2.0836205649743533e-08,1.4256351654751143e-08
1918,8.040463406189247e-09,1.378365155346728e-08
1919,1.8415696745321952e-09,1.3811772170413406e-08
1920,4.543339038320937e-09,9.086678076641874e-09
1921,6.058197943303867e-09,1.8931869405491852e-08
1922,8.853522359686394e-09,1.4018077365562931e-08
1923,6.369568872344189e-09,6.369568872344189e-09
1924,2.578324886925998e-09,1.160246199116699e-08
1925,8.798542339150117e-09,2.3096173862313663e-08
1926,1.114613823460786e-08,2.1177662734572777e-08
1927,4.4596899506643695e-09,7.804457524684949e-09
1928,1.1426041446327417e-08,1.1426041446327417e-08
1929,1.1140406375176326e-09,1.2254447234738564e-08
1930,7.352522590764465e-09,7.352522590764465e-09
1931,0.0,1.0264820993199919e-08
1932,3.287861094491973e-09,1.4247397928102146e-08
1933,3.4411986593596566e-09,2.6382522833046096e-08
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,8.377798899061872e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,7.779128452511941e-09,1.4261735792331365e-08
1939,3.058810094103137e-09,1.5294050470515685e-08
1940,1.2678914584896006e-08,2.028626333583361e-08
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,3.6410540360520827e-08
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,1.5249527862692958e-08
1946,1.1136883415474585e-08,1.1136883415474585e-08
1947,3.5762612871081956e-09,2.1457568166738383e-08
1948,6.523132700664291e-09,1.522064252412747e-08
1949,2.945102384188658e-09,2.4542520904446974e-08
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,6.396841278899501e-09,1.8124383771578323e-08
1952,8.435843135146115e-09,2.1089608281954497e-08
1953,3.232148326759443e-09,1.8315507332999914e-08
1954,8.795282724349818e-09,4.886268056836229e-09
1955,7.508486277174597e-09,3.191106756617046e-08
1956,5.232684952005684e-09,2.0930739808022736e-08
1957,1.0602045463770082e-08,2.1204090927540165e-08
1958,1.0753916868111446e-08,7.445019267748876e-09
1959,1.4726421193600459e-08,1.1626121398933265e-08
1960,4.844583401109048e-09,1.314958364417862e-08
1961,1.181187059273725e-08,2.153929301584867e-08
1962,1.5220695481765745e-08,1.0781326054143392e-08
1963,1.4871922360271128e-08,9.052474325699222e-09
1964,2.0077095319592786e-08,1.6426714211092985e-08
1965,1.0396882466068291e-08,1.2585699593614663e-08
1966,8.30861190959098e-09,1.2185964237687585e-08
1967,1.4297973249810525e-08,1.4791006641701188e-08
1968,1.1677681044375277e-08,1.0779397818794223e-08
1969,2.2708788183223305e-09,1.9529558414888015e-08
1970,1.0577067222072856e-08,1.8854772326770686e-08
1971,7.193756590417877e-09,9.24911525146399e-09
1972,3.5911027485013847e-09,1.1799337507056862e-08
1973,2.7566018911961976e-09,1.9847533394568018e-08
1974,9.00091468025721e-09,1.3501372464475025e-08
1975,7.4249242310031605e-09,1.6563292959403952e-08
1976,1.085570122683066e-08,1.6569227712093237e-08
1977,7.639816612670103e-09,1.8805701551549703e-08
1978,8.910887139279566e-09,1.2475242172627077e-08
1979,4.681578680276743e-09,1.287434159280565e-08
1980,9.664756328575663e-09,2.2740602290127754e-08
1981,1.2018544381930951e-08,1.0120879245789638e-08
1982,6.207502400989995e-09,1.738100685599875e-08
1983,8.209910418166544e-09,2.273513821648976e-08
1984,1.449752107252067e-08,1.971662860755785e-08
1985,3.0077789148208467e-09,1.142956040922627e-08
1986,1.1389522214244607e-08,2.038125046510686e-08
1987,6.721898593298192e-09,1.4054879038383206e-08
1988,6.596209356501959e-09,1.2592763276586538e-08
1989,6.585746614717891e-09,2.414773736525433e-08
1990,8.172976073694826e-09,1.5801088437683575e-08
1991,5.2753188484189195e-09,1.6998249918742658e-08
1992,8.264915862810085e-09,2.259077191979486e-08
1993,1.1632335983335906e-08,1.5509781292610825e-08
1994,1.0549853324270941e-08,1.8989735950381004e-08
1995,9.760411145975922e-09,1.843633334885908e-08
1996,5.871901187504136e-09,3.3096171137003694e-08
1997,9.589788629860152e-09,2.7330898433319817e-08
1998,1.144351013948608e-08,1.2873949017944142e-08
1999,2.0108885223635298e-08,2.9249287436527993e-08
2000,1.1928684928719235e-08,1.546311001465739e-08
2001,8.762423675534592e-09,1.8839211080035057e-08
2002,7.448076544402937e-09,2.541108479192644e-08
2003,7.083769126836614e-09,1.5417615462087753e-08
2004,7.047666006343434e-09,8.80958239690699e-09
2005,1.1259373877692269e-08,7.205999463799628e-09
2006,1.4824404093172205e-08,2.182481573242967e-08
2007,1.0385647009059085e-08,2.75619083112133e-08
2008,8.514879551446697e-09,2.2138685551453818e-08
2009,9.53638501499654e-09,2.5271420511785436e-08
2010,6.140930874920514e-09,3.164941358990703e-08
2011,4.5887662558641296e-09,2.791499476018089e-08
2012,9.19148274158843e-09,4.15318832658329e-08
2013,8.646287241731443e-09,4.546273912886534e-08
2014,1.4725027419615344e-08,3.508021056974897e-08
2015,1.2634480128781433e-08,3.768178338803274e-08
2016,1.0770968256190727e-08,3.604131748602413e-08
2017,9.30776167251679e-09,3.018733707449428e-08
2018,4.904786798931582e-09,4.801528108444586e-08
2019,1.0969247732361964e-08,3.749952059983741e-08
