year,en_ADP aire_NOUN,en_ADP pères_NOUN
1800,4.7162466820793725e-08,2.515331631869344e-08
1801,1.619204113012529e-07,2.3811825844433088e-08
1802,3.3567602031325805e-08,4.0281122437590966e-08
1803,2.9255089017965474e-08,3.1205427131197894e-08
1804,1.730295728918918e-08,3.460591457837836e-08
1805,3.695740935505398e-08,5.685755422035754e-09
1806,4.8988376022407465e-08,2.5935023018064385e-08
1807,1.1387820464392462e-08,1.7081730252499483e-08
1808,4.5321479014148736e-08,6.79822185212231e-08
1809,7.00299480627109e-08,4.969867006821005e-08
1810,5.3822916346035754e-08,1.6380887757350138e-08
1811,5.0141535368197765e-09,4.262030639523573e-08
1812,3.200649700829672e-08,1.600324939232678e-08
1813,2.0130190847567064e-08,2.5881674137195887e-08
1814,4.090680150170556e-08,3.776012391654149e-08
1815,8.091670444798638e-09,5.1247247778718474e-08
1816,7.184571870766376e-08,1.3905623319487859e-08
1817,1.2454987263765815e-08,2.1796227045456362e-08
1818,7.152706427149269e-09,3.337929510571769e-08
1819,2.484252026313527e-08,2.6912730710648702e-08
1820,1.7799721696576398e-08,5.814575665397115e-08
1821,3.7473656067099625e-08,5.3252038223483567e-08
1822,3.0076847679083585e-08,1.9048670196752937e-08
1823,3.2612866407433216e-08,2.4706716672540097e-08
1824,1.431589158329416e-08,3.2842340402794434e-08
1825,1.3208164117983756e-08,2.2013607825499548e-08
1826,2.466235649034587e-08,2.1139162309502524e-08
1827,2.027800155568471e-08,3.133872894522938e-08
1828,2.384798225563145e-08,3.9440893773168284e-08
1829,4.800978425922864e-08,2.6576845446601993e-08
1830,1.6698937788106605e-08,3.861629105372799e-08
1831,1.4032085493553836e-08,3.741889553765532e-08
1832,9.470978445946798e-09,4.058990932254147e-08
1833,1.2741991461950875e-08,3.590924857466149e-08
1834,2.1469421573883096e-08,3.453776287187793e-08
1835,2.571449897459388e-08,4.235329242874286e-08
1836,2.9571301130015826e-08,2.4866774861465046e-08
1837,1.8786305289175687e-08,3.965997741328664e-08
1838,3.8504186727905676e-08,3.345445720448481e-08
1839,2.6567605448946097e-08,2.9364195075487487e-08
1840,5.860113566624747e-08,2.802663096046487e-08
1841,4.173356549230789e-08,2.953452371556864e-08
1842,3.287049921141261e-08,2.4149754196400863e-08
1843,3.0125246297529884e-08,4.6073907356003474e-08
1844,5.488561261035585e-08,5.1043620441504345e-08
1845,2.7343117381395388e-08,2.9017186209401302e-08
1846,1.3465352832753297e-08,3.688336036589135e-08
1847,2.480882788091776e-08,2.534815024546333e-08
1848,2.0113054055581614e-08,4.183515223132872e-08
1849,2.3462362719328667e-08,2.8490010350878947e-08
1850,2.1724787302446202e-08,2.5798185809833285e-08
1851,2.1283148576856092e-08,3.160225081622059e-08
1852,1.9531636752390114e-08,3.971432738225644e-08
1853,2.26933418723263e-08,2.090176165481239e-08
1854,2.1821789930598356e-08,1.558699302961486e-08
1855,1.1144567935161831e-08,2.1227748447927297e-08
1856,2.0191037064520856e-08,1.4496130074093116e-08
1857,1.2691923956253959e-08,2.880090343992947e-08
1858,4.502181916166137e-08,3.27876283900963e-08
1859,2.6479301196147276e-08,3.00438236511269e-08
1860,1.373155189554609e-08,3.020941291564938e-08
1861,1.3204698334767784e-08,3.678451543365213e-08
1862,3.6143891435358455e-08,3.162590456184944e-08
1863,1.947902072974017e-08,1.448440001272644e-08
1864,2.5412057458318316e-08,1.3425238476472146e-08
1865,2.9653119293371333e-08,1.6003271152698062e-08
1866,1.8489329622894957e-08,1.9949013108089275e-08
1867,2.8631587767335986e-08,5.338092634588065e-09
1868,3.112120594561674e-08,2.1735446442683326e-08
1869,3.174287332985415e-08,1.855737197242746e-08
1870,4.0711745086241535e-08,2.4656409802759072e-08
1871,3.929835434846041e-08,2.1242354542039266e-09
1872,2.0560953717385644e-08,1.9956219454719815e-08
1873,3.8909028887701425e-08,1.3767810447262718e-08
1874,5.616132481289782e-08,1.5533982988813477e-08
1875,2.4030413270370587e-08,1.94531928343622e-08
1876,3.748529087133079e-08,4.171750322967682e-08
1877,5.999271590617639e-08,7.421779191219002e-09
1878,2.2344627481629686e-08,1.0266450800600069e-08
1879,1.8327976358811782e-08,2.016077316202569e-08
1880,4.492492533536563e-08,3.2731016341713826e-08
1881,6.83305714233029e-08,6.9725074602899895e-09
1882,6.25606177973026e-08,1.9966156061812512e-08
1883,3.475636339844712e-08,1.1374809816278031e-08
1884,3.6969503902639644e-08,7.2618666635548834e-09
1885,3.287274280561192e-08,3.2228177904158883e-08
1886,5.0982363997142954e-08,7.744156649280853e-09
1887,3.199173115309151e-08,2.0239665554644404e-08
1888,2.4728397107764977e-08,1.3315290647852862e-08
1889,3.8217333020451605e-08,1.7542383268231987e-08
1890,3.211649390877369e-08,1.7696843102044113e-08
1891,3.44207886637804e-08,1.6572971883732635e-08
1892,2.7581454897784852e-08,1.2537024751679837e-08
1893,2.832871559554917e-08,2.4017824618027817e-08
1894,3.591877373310126e-08,1.764431090123253e-08
1895,2.106515117894503e-08,1.2639090662958097e-08
1896,2.122930492509667e-08,1.2383760406020627e-08
1897,2.9133568113515196e-08,1.0488084400961384e-08
1898,2.6594268232038587e-08,1.2448380548590876e-08
1899,2.984892333302014e-08,1.713549302451156e-08
1900,2.0764213348734017e-08,8.305684806586555e-09
1901,3.409130783227354e-08,5.58873880507349e-09
1902,2.8970674414985353e-08,1.178468123086418e-08
1903,3.0781254878320397e-08,1.5660639007819555e-08
1904,3.117282521003517e-08,1.827372564378038e-08
1905,2.5803795267176355e-08,1.1869745908388296e-08
1906,2.05767382577271e-08,7.201858220895474e-09
1907,2.8799923057487575e-08,1.6971383132169393e-08
1908,2.897719486583128e-08,1.8172140014982574e-08
1909,1.925344239595006e-08,2.585462199888866e-08
1910,1.9238942772226153e-08,2.1911017888953666e-08
1911,1.9685384544665396e-08,2.128149700908466e-08
1912,2.5005221671037248e-08,1.458637982620914e-08
1913,2.1742257383383645e-08,1.2727175369153798e-08
1914,1.808120764223986e-08,1.205413840965619e-08
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,2.4172415624690302e-08,1.5382446649780945e-08
1917,5.3735480065597585e-08,1.9739564316445524e-08
1918,1.033773866510046e-08,1.033773866510046e-08
1919,1.6574127070789757e-08,1.2890987832747669e-08
1920,1.8930578438158818e-08,1.590168663412328e-08
1921,2.4990065738972334e-08,1.1359120755116692e-08
1922,2.360939327372691e-08,9.591316185719734e-09
1923,1.4862327812892318e-08,4.246379248229459e-09
1924,5.156649773851996e-09,1.1602462102189293e-08
1925,8.798542339150117e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,1.114613823460786e-08
1927,1.0034302388994831e-08,1.1149224765638621e-08
1928,1.4853853258500749e-08,9.140832757381645e-09
1929,2.116677166874581e-08,2.0052731475317387e-08
1930,1.1553964007759987e-08,9.453243188239924e-09
1931,2.5091784650044247e-08,3.4216069977333063e-09
1932,4.055028668403793e-08,1.4247397261968331e-08
1933,4.1294382802092855e-08,1.7205992852709073e-08
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,2.0346082152400413e-08,1.3165112555668657e-08
1936,1.9399542861009422e-08,6.0623572828433225e-09
1937,2.1404900962807005e-08,8.813782481631449e-09
1938,2.333738657878115e-08,3.889564337278273e-09
1939,1.2235240376412548e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,1.517105907566929e-08,1.517105907566929e-08
1943,2.9032351855917682e-08,2.6129116870166058e-08
1944,4.4984606262232774e-08,1.6065930807940276e-08
1945,1.3071024707045353e-08,2.832055256973831e-08
1946,3.062643028073353e-08,1.2528993842408909e-08
1947,1.6689218895749036e-08,9.536696765621855e-09
1948,2.5005341575123907e-08,1.1959077061973744e-08
1949,2.2579119796084512e-08,1.4725512254010198e-08
1950,2.4461330738745346e-08,8.508289184305795e-09
1951,2.3455083209000804e-08,1.4925962243950153e-08
1952,3.374337254058446e-08,5.272401848444019e-09
1953,3.124409986288157e-08,4.30953106533849e-09
1954,3.029486128625081e-08,1.759056478256582e-08
1955,2.2525458831523792e-08,1.783265535237888e-08
1956,2.703553869665143e-08,8.72114114258693e-09
1957,7.951533903538532e-08,1.236905244894615e-08
1958,2.8125628048769613e-08,1.1581140491045971e-08
1959,1.9376869886400527e-08,1.7826720100089233e-08
1960,2.629916601160076e-08,1.0381249859747754e-08
1961,3.265634873628187e-08,9.032606829162404e-09
1962,5.45408234131628e-08,8.87873907728931e-09
1963,3.039045082253722e-08,5.1728425987107585e-09
1964,4.0154192526564714e-08,8.517555771803131e-09
1965,4.0493119801698896e-08,1.5321721891226048e-08
1966,5.151339477205141e-08,1.1632057317356725e-08
1967,2.5144710702473816e-08,1.133977156619892e-08
1968,3.413475932467769e-08,1.3474247384515081e-08
1969,3.451736046988785e-08,1.1808570010707342e-08
1970,3.3570694335516293e-08,1.0117194859660117e-08
1971,3.956565930440803e-08,1.0276794970565106e-08
1972,3.5398013353837854e-08,1.0773308412037608e-08
1973,4.300298939163838e-08,1.3231689299786353e-08
1974,4.050411750444738e-08,5.6255716751607565e-09
1975,4.16938057412608e-08,1.5420996923865005e-08
1976,2.228275491900078e-08,7.998937456843436e-09
1977,4.8189612078530786e-08,1.8218023978278097e-08
1978,5.287126469966097e-08,1.485147782531726e-08
1979,5.442335160310563e-08,1.2289143924704149e-08
1980,3.581644952843632e-08,1.1938816213419301e-08
1981,6.135783220395652e-08,1.2018544159886346e-08
1982,3.165826112372372e-08,1.1173504121941846e-08
1983,3.6628833299801045e-08,1.0736036948344463e-08
1984,3.537395104613594e-08,9.278413592994639e-09
1985,4.9327574580537714e-08,8.421781050316213e-09
1986,5.874595604415944e-08,1.0790073834421321e-08
1987,4.8275453745638686e-08,1.2832715778898773e-08
1988,3.238138990280248e-08,1.1393452181707175e-08
1989,7.079677288857056e-08,1.2073869015694072e-08
1990,8.554382369130309e-08,1.4711357243513135e-08
1991,3.8099522925438833e-08,1.1136783939491579e-08
1992,4.573253731265936e-08,1.046889380740268e-08
1993,5.760775678709251e-08,9.970573089379542e-09
1994,4.378189177867142e-08,1.3187316683094252e-08
1995,6.181593642518024e-08,2.1689802842672634e-08
1996,5.8719012541175175e-08,1.4946658577486005e-08
1997,4.842843426278165e-08,1.7741109692437362e-08
1998,5.912480360859007e-08,1.6688451953683625e-08
1999,4.295989214364582e-08,1.0511462478213218e-08
2000,5.610899900254651e-08,1.1486882001143783e-08
2001,6.790878490092744e-08,1.1391150689377127e-08
2002,5.651775714099472e-08,8.762443215459825e-09
2003,6.833753474211335e-08,1.2500769142054224e-08
2004,6.7393305602792e-08,1.894060289164834e-08
2005,6.71058666412705e-08,1.6213498099659773e-08
2006,5.8474035113942335e-08,1.1941880539989569e-08
2007,3.794755376596015e-08,1.4779574231127413e-08
2008,4.385162938325138e-08,2.1287198226360715e-08
2009,6.103286476211167e-08,1.3350939465084366e-08
2010,4.91274465552749e-08,1.9839930587295385e-08
2011,4.0916501159449226e-08,1.41486959925885e-08
2012,5.106378955788138e-08,1.668083826622535e-08
2013,4.62994750871637e-08,1.6176925354827176e-08
2014,3.5729847039367435e-08,2.1437906783106087e-08
2015,3.568686279820099e-08,1.9727521977097595e-08
2016,3.749125579433077e-08,1.1599504134984784e-08
2017,4.150758609045013e-08,1.3584301017388611e-08
2018,3.252648211882203e-08,1.3423627154285356e-08
2019,3.851991381420561e-08,2.2193593962605007e-08
