year,rien_PRON eu_VERB,rien_PRON pu_VERB
1800,5.282196298139752e-07,4.96778000069753e-07
1801,6.667311254204833e-07,3.714644947194756e-07
1802,4.050490645113314e-07,5.079897391624399e-07
1803,5.012371957491268e-07,4.563793822853768e-07
1804,7.118930511751387e-07,5.487509042723104e-07
1805,5.970043162051297e-07,6.623905051128531e-07
1806,6.166771981952479e-07,5.734521550948557e-07
1807,4.185023954050848e-07,5.181458391234628e-07
1808,4.826737836083339e-07,4.917380351798784e-07
1809,5.218360570324876e-07,5.195770427235402e-07
1810,8.471258752251742e-07,4.7504573785772664e-07
1811,4.83865790101845e-07,5.966842877569434e-07
1812,6.507988246085006e-07,3.7340916492212273e-07
1813,5.5501811857539e-07,4.3136125782439194e-07
1814,5.726952281293052e-07,7.174423899414251e-07
1815,6.9048923023729e-07,4.3155577600373363e-07
1816,8.111613851724542e-07,4.357095235718589e-07
1817,9.450221796214464e-07,5.791569037683075e-07
1818,7.808371265127789e-07,5.376451213123801e-07
1819,6.158874725770147e-07,4.368143038391281e-07
1820,6.823226499363955e-07,6.063771706976695e-07
1821,7.060825737426057e-07,6.459274572989671e-07
1822,8.140800105138624e-07,5.554190920520341e-07
1823,7.827088097656087e-07,6.888232633173175e-07
1824,7.663212500119698e-07,6.551625801876071e-07
1825,6.61288765968493e-07,6.155004825814103e-07
1826,7.019963277343777e-07,4.756311682285741e-07
1827,5.7607957160144e-07,5.106369371787878e-07
1828,7.741422223261907e-07,5.971168093310553e-07
1829,7.733004849796998e-07,5.898344852539594e-07
1830,7.023990633570065e-07,5.030555030316464e-07
1831,6.64185392906802e-07,5.675199190591229e-07
1832,6.480855176960176e-07,6.886754135848605e-07
1833,7.10076449195185e-07,7.205017027445138e-07
1834,6.347481189550308e-07,7.411617275465687e-07
1835,6.39080951714277e-07,6.738711135767517e-07
1836,7.661654990442912e-07,5.699196208297508e-07
1837,6.749154408680624e-07,6.296891115198378e-07
1838,7.145367248995171e-07,5.415835175881512e-07
1839,7.536810358033108e-07,5.495299433277978e-07
1840,7.299663025150949e-07,7.210487638076302e-07
1841,6.099521101532446e-07,7.056182766973507e-07
1842,5.977063892714796e-07,6.882680168018851e-07
1843,6.137280479379115e-07,6.3676503714305e-07
1844,6.668602168247162e-07,6.778373062843457e-07
1845,6.249855459827813e-07,7.416122684844595e-07
1846,7.886013122515578e-07,6.99612883181544e-07
1847,5.312325015438546e-07,6.331644613055687e-07
1848,7.667096042496269e-07,5.856921347913158e-07
1849,7.298470450223249e-07,5.840452104166616e-07
1850,7.508629664698674e-07,5.397251925387536e-07
1851,6.05602281211759e-07,5.578764330493868e-07
1852,7.044409926493245e-07,5.813917027808202e-07
1853,6.60495686588547e-07,6.813974096075981e-07
1854,7.43499583677476e-07,5.787970280834998e-07
1855,7.371335755124164e-07,6.203809448379616e-07
1856,8.909942721402331e-07,5.632782063003106e-07
1857,7.722547366029175e-07,7.576102234452264e-07
1858,6.342203846543271e-07,7.687964966862637e-07
1859,7.847039000807854e-07,6.49252115181298e-07
1860,7.154138188525394e-07,7.309762963814137e-07
1861,7.21070875897567e-07,6.479734224740241e-07
1862,9.04049045402644e-07,7.029986477391503e-07
1863,8.385968612856232e-07,6.128399832050491e-07
1864,7.930480023787823e-07,6.803718974879303e-07
1865,8.477026653963549e-07,6.245982717700826e-07
1866,7.648743576282868e-07,5.897122719034087e-07
1867,7.706264568696497e-07,6.978343094488082e-07
1868,7.558007268926303e-07,6.466295303653169e-07
1869,7.916184472378518e-07,6.690420946142694e-07
1870,6.617092367378063e-07,7.236369583552005e-07
1871,8.018988637559232e-07,8.688123216415988e-07
1872,8.061103358159016e-07,7.32332807729108e-07
1873,8.027232070162427e-07,6.800100891268812e-07
1874,7.468261173926294e-07,6.745333962498989e-07
1875,7.066086027407437e-07,6.888718644404435e-07
1876,6.584110110452457e-07,5.719530236092396e-07
1877,6.704340762553329e-07,6.580644367204513e-07
1878,5.712977895200311e-07,6.292730176937766e-07
1879,7.490032771784172e-07,6.848553653071576e-07
1880,7.040377454359259e-07,5.859493512616609e-07
1881,7.404802886412654e-07,5.968466325612098e-07
1882,6.86170210428827e-07,7.434065310008009e-07
1883,6.527877189910214e-07,6.717457381455461e-07
1884,6.925180286998511e-07,7.380697297776351e-07
1885,6.239375238692446e-07,6.61322246742202e-07
1886,6.55026610729692e-07,6.479277772086789e-07
1887,6.365701779031951e-07,5.712809070246294e-07
1888,6.911270133969083e-07,6.16941804310045e-07
1889,6.559598091371299e-07,6.189955001900671e-07
1890,5.997263770041172e-07,5.964491833765351e-07
1891,6.272232440096559e-07,5.97901816945523e-07
1892,6.11806797223835e-07,5.510022447197116e-07
1893,6.127624487817229e-07,5.844337351845752e-07
1894,7.001009976193018e-07,6.043176199455047e-07
1895,6.289452016972064e-07,6.265377692216134e-07
1896,6.292129910434596e-07,6.811068260503816e-07
1897,6.042301947672968e-07,5.337269612937234e-07
1898,6.603299880225677e-07,6.473158009612234e-07
1899,6.378825219144346e-07,6.251690933822829e-07
1900,5.788024282082915e-07,6.623783974646358e-07
1901,6.717664291500114e-07,5.661392492584127e-07
1902,6.152585569907387e-07,5.229452426647185e-07
1903,6.507265197797096e-07,5.508224489858549e-07
1904,5.869090955457068e-07,5.745474140894657e-07
1905,5.774889473286748e-07,5.852300546393963e-07
1906,6.332491011562524e-07,6.404509917956602e-07
1907,6.413125674953335e-07,6.269125947255816e-07
1908,6.812096557951008e-07,5.800350777462882e-07
1909,6.430649932553933e-07,6.01257511334552e-07
1910,6.509175705105008e-07,6.02285808781744e-07
1911,5.841770871484187e-07,5.639596452056139e-07
1912,6.121069873188389e-07,5.730363454858889e-07
1913,5.440867312245246e-07,5.949954697825888e-07
1914,5.819470061396714e-07,6.140913910712698e-07
1915,6.37339212516963e-07,7.834206599000026e-07
1916,7.185799972830864e-07,6.328777999442536e-07
1917,6.667585807917931e-07,6.437290949179442e-07
1918,6.191156671775389e-07,5.800620215268282e-07
1919,6.648066346315318e-07,5.681242214450322e-07
1920,5.770040729657921e-07,5.891196224183659e-07
1921,5.778006197942887e-07,6.149070941319223e-07
1922,6.905747795826755e-07,5.673632585967425e-07
1923,6.624351840400777e-07,5.499061330738186e-07
1924,6.484486902991193e-07,5.71098951240856e-07
1925,6.400939582817955e-07,6.070994231777149e-07
1926,6.096937568145222e-07,5.450461912914761e-07
1927,6.644938252975408e-07,5.474269642036234e-07
1928,5.610186235571746e-07,5.130292493049637e-07
1929,6.238627747734427e-07,6.383452841873805e-07
1930,6.753817274329776e-07,5.314823283697478e-07
1931,5.919380328123225e-07,5.793921218355536e-07
1932,6.279814215304214e-07,5.907190256948525e-07
1933,6.756220045645023e-07,6.205628437783162e-07
1934,5.415674309006135e-07,5.044245199314901e-07
1935,5.708871526621806e-07,5.493442358783795e-07
1936,6.159355052659521e-07,5.589493525803846e-07
1937,5.527500661628437e-07,5.439363235382189e-07
1938,5.199050860937859e-07,5.79545087475708e-07
1939,5.138800815984723e-07,4.970566465090087e-07
1940,5.705511512132944e-07,4.4629780404648045e-07
1941,8.087117180366477e-07,6.257185418689915e-07
1942,6.311160518635006e-07,5.552607262870879e-07
1943,5.167758558854985e-07,6.677440751445829e-07
1944,7.133273243198346e-07,5.719471118936781e-07
1945,7.624764180036436e-07,6.992997896304587e-07
1946,6.682130333501846e-07,6.654287858509633e-07
1947,6.663767067038862e-07,6.389586815203074e-07
1948,5.685997166438028e-07,5.27286545093375e-07
1949,6.125813456492324e-07,4.996857114747399e-07
1950,6.912985099916114e-07,5.434669674286852e-07
1951,6.599407811336278e-07,6.919249813108763e-07
1952,6.021082867846417e-07,5.609835511677375e-07
1953,5.613164262285864e-07,5.149889261701901e-07
1954,7.143723905755905e-07,5.560573299590033e-07
1955,5.988017619529273e-07,5.518737680176855e-07
1956,6.68911582124565e-07,5.058262217971787e-07
1957,5.027136467106175e-07,5.03597163969971e-07
1958,4.988162913832639e-07,5.352141556613788e-07
1959,6.673394068457128e-07,4.820965386898024e-07
1960,5.723529170609254e-07,5.557429290092841e-07
1961,6.433995736188081e-07,5.461253067551297e-07
1962,6.062910529180954e-07,5.397004656515492e-07
1963,5.994031084810558e-07,5.295697746987571e-07
1964,6.534182261930255e-07,5.007105983168003e-07
1965,6.139632660051575e-07,4.995975473320868e-07
1966,6.131755867500033e-07,4.691596302563994e-07
1967,6.532694669658667e-07,5.354344239094644e-07
1968,6.072394285183691e-07,5.165128413864295e-07
1969,5.913368568144506e-07,4.664385357955325e-07
1970,5.762202590631205e-07,4.3274002337057027e-07
1971,5.400455620474531e-07,3.9976731613933225e-07
1972,5.145537329553918e-07,4.750515927298693e-07
1973,5.821943318551348e-07,4.2341406469859066e-07
1974,5.085516932012979e-07,4.2866855665124604e-07
1975,4.466377561129775e-07,4.2493411456234753e-07
1976,4.5022591166343773e-07,4.0851716676115757e-07
1977,4.889482738690276e-07,4.454600741610193e-07
1978,5.762373689321976e-07,4.491087111091474e-07
1979,5.506706770574965e-07,4.4943155330656737e-07
1980,5.429319003269484e-07,4.263862933839846e-07
1981,5.047788249612495e-07,4.699883220382617e-07
1982,5.437772188088275e-07,4.767361758695188e-07
1983,4.6607033254986163e-07,4.4522977304950473e-07
1984,5.358284056455886e-07,4.2622713181117433e-07
1985,4.896664336229151e-07,4.4815908495365875e-07
1986,5.718738975701854e-07,5.053351515016402e-07
1987,4.7419939619430806e-07,4.980315679858904e-07
1988,5.199012207413034e-07,4.953153620590456e-07
1989,5.339942958926258e-07,4.994191158402828e-07
1990,4.958272370458872e-07,4.914683131573838e-07
1991,5.720789886254352e-07,4.695033624102507e-07
1992,5.664222726409207e-07,4.628353167390742e-07
1993,5.517050567505066e-07,5.173619683773722e-07
1994,5.338225719242473e-07,4.905681976197229e-07
1995,5.173018280402175e-07,5.189285161577573e-07
1996,4.4893354811392783e-07,4.654816336824297e-07
1997,4.775715183313878e-07,4.6270730535979965e-07
1998,5.044680619903374e-07,4.996999223294551e-07
1999,4.757579290526337e-07,4.954097789777734e-07
2000,5.049810170021374e-07,4.939359428135504e-07
2001,5.09096821588173e-07,4.828095256925735e-07
2002,5.200510031500016e-07,5.261846922621771e-07
2003,5.89202898026997e-07,5.721184948015434e-07
2004,5.488369652084657e-07,5.598489565272757e-07
2005,5.634190642922476e-07,5.215342184783367e-07
2006,5.822696493851254e-07,6.10271285950148e-07
2007,6.754664809704991e-07,6.742681080140756e-07
2008,7.254677143464505e-07,7.37388575089426e-07
2009,7.209507089100953e-07,8.001027254067594e-07
2010,9.10747303350945e-07,1.0817485645020497e-06
2011,9.16223712010833e-07,1.141073198596132e-06
2012,1.1591480415518163e-06,1.4314882719190791e-06
2013,1.224425886903191e-06,1.5303928648791043e-06
2014,1.3159410627849866e-06,1.6537504734515096e-06
2015,1.2989131619178806e-06,1.5156942936300766e-06
2016,1.2587534001795575e-06,1.5996959064068506e-06
2017,1.2761696552843205e-06,1.645964516683307e-06
2018,1.436328034287726e-06,1.8186433408118319e-06
2019,1.3265135976325837e-06,1.677529553489876e-06
