year,en_ADP acte_NOUN,en_ADP pacte_NOUN
1901,8.74078750712215e-07,3.912117296778206e-09
1902,7.512734327974613e-07,3.928227132465878e-09
1903,8.143531999849074e-07,1.0800440541913758e-08
1904,6.80427547194995e-07,2.6873125946735854e-09
1905,7.637923431502713e-07,8.257214467732865e-09
1906,8.343867534676974e-07,4.629766126029722e-09
1907,6.922267061781895e-07,3.5999904168804164e-09
1908,8.707892789061589e-07,1.964555629285769e-09
1909,1.018232069327496e-06,3.300590023513905e-09
1910,8.753718816478795e-07,3.740905585303267e-09
1911,7.948639222377096e-07,7.980561322895596e-09
1912,8.871644467944861e-07,2.6047105583515417e-09
1913,1.573927306708356e-06,2.6514948570088848e-09
1914,1.307204342992918e-06,1.3393487430235496e-09
1915,5.466273478305084e-07,1.5314990609027745e-08
1916,1.8414986016068724e-06,2.197492321442951e-08
1917,1.1591511110964348e-06,9.869782324756216e-09
1918,6.960743803574587e-07,4.594550517822427e-09
1919,7.08083518929925e-07,1.1970203050992723e-08
1920,1.004077944344317e-06,3.028892692213958e-09
1921,7.360710583270702e-07,6.058198165348472e-09
1922,1.319174884883978e-06,1.3280283872596499e-08
1923,1.4235986327548744e-06,0.0
1924,1.7223210306838155e-06,1.0313299436681689e-08
1925,1.5001514839241281e-06,1.0998177923937646e-09
1926,1.8970728206113563e-06,5.573069339348535e-09
1927,1.5865347222643322e-06,1.1149224876660924e-09
1928,1.8087423541146563e-06,1.3711249802206282e-08
1929,1.5407182445414946e-06,2.2280812750352652e-09
1930,1.6028499203457613e-06,7.352522590764465e-09
1931,1.0800872587424237e-06,1.1405356659111021e-09
1932,1.852161631177296e-06,7.671675850140502e-09
1933,1.3340379609871889e-06,4.588264879146209e-09
1934,1.600739096829784e-06,2.3963160344919743e-09
1935,1.3248890127215418e-06,8.377798899061872e-09
1936,1.223383719661797e-06,3.6374143697059935e-09
1937,1.5927764707157621e-06,8.813782814698357e-09
1938,1.9694161892402917e-06,9.075650009293668e-09
1939,1.2862296898674686e-06,9.176430282309411e-09
1940,1.3743942872679327e-06,2.5357829169792012e-09
1941,1.1038620186809567e-06,1.4757512545315876e-08
1942,3.094896101174527e-06,3.034211770724937e-09
1943,1.1293584520899458e-06,5.806470415592457e-09
1944,1.9504041119944304e-06,3.2131861615880553e-09
1945,1.988974190680892e-06,1.9606536394434215e-08
1946,2.234337216577842e-06,1.5313214696277555e-08
1947,2.2625813471677247e-06,9.53669698766646e-09
1948,2.125454102497315e-06,7.610321262063735e-09
1949,1.8033844071396743e-06,8.835307596655184e-09
1950,1.863315333139326e-06,1.3825969924496917e-08
1951,1.5682921912230086e-06,5.3307008807124134e-09
1952,1.2695943496510154e-06,5.272401959466322e-09
1953,1.7485922398918774e-06,7.54167928107563e-09
1954,3.256209083701833e-06,8.795282724349818e-09
1955,2.0413697257026797e-06,1.8771215692936494e-09
1956,1.9544079350453103e-06,8.721141364631535e-09
1957,1.44276168612123e-06,6.184526502028831e-09
1958,1.26151712720457e-06,3.3088973783179654e-09
1959,1.4300129578259657e-06,5.425523585955716e-09
1960,1.8021850110017112e-06,4.152500121534786e-09
1961,1.5431861584147555e-06,7.642975030641708e-09
1962,1.5918310509732692e-06,2.5367825617905737e-09
1963,1.6178065607164172e-06,3.879631949033069e-09
1964,1.564188210068096e-06,9.125952216137989e-09
1965,2.135738441211288e-06,5.472043540510896e-09
1966,1.7641953036218183e-06,8.862519940144864e-09
1967,1.5629163954145042e-06,5.4233690871541285e-09
1968,2.3728150608803844e-06,8.533689976886194e-09
1969,1.3534438494389178e-06,8.629339853793994e-09
1970,1.463314333705057e-06,5.978342543233595e-09
1971,1.6802559912321158e-06,3.0830383801472294e-09
1972,2.060779934254242e-06,4.617132176587546e-09
1973,1.4687175280414522e-06,9.372446596600525e-09
1974,2.194535454691504e-06,5.063014507644681e-09
1975,1.3244922456578934e-06,1.8276736124533954e-08
1976,1.5832182498343172e-06,5.713526984862938e-09
1977,2.037480271610548e-06,8.227494796564372e-09
1978,1.8998010773429996e-06,6.534650598410963e-09
1979,1.642063693907403e-06,9.363157360553487e-09
1980,1.6549473684790428e-06,6.822181042309694e-09
1981,2.136138164132717e-06,3.795329828193417e-09
1982,2.636326144056511e-06,6.828252629986764e-09
1983,2.9448319764924236e-06,6.315316269933646e-09
1984,2.7290134312352166e-06,7.538710988796993e-09
1985,2.4152466266968986e-06,4.812446552371341e-09
1986,2.648963118190295e-06,4.7955883708539204e-09
1987,2.444326810291386e-06,7.33298027855156e-09
1988,2.1839448436367093e-06,8.99483043603766e-09
1989,2.14750230043137e-06,7.683371050504206e-09
1990,2.6284292289346922e-06,7.628111586832631e-09
1991,3.598353487177519e-06,4.689171995142516e-09
1992,2.6557931960269343e-06,1.1570882529898796e-08
1993,2.928579078798066e-06,8.308810806045841e-09
1994,2.6638379040377913e-06,1.1604838812129259e-08
1995,2.9259545044624247e-06,5.4224507106681585e-09
1996,3.0768762826483e-06,6.4057104065540216e-09
1997,3.44609065905388e-06,1.1028257529410723e-08
1998,3.4526024137448985e-06,8.10581957111367e-09
1999,4.62367233922123e-06,1.0511462728013399e-08
2000,3.540168563631596e-06,1.899753598877396e-08
2001,3.412963906157529e-06,7.886181374594514e-09
2002,3.5895347991754534e-06,1.0514931148009055e-08
2003,3.63939057024254e-06,1.5834307420803384e-08
2004,3.6053215808351524e-06,8.80958239690699e-09
2005,3.330973186166375e-06,9.007499190971657e-09
2006,4.128596629016101e-06,9.059358041518806e-09
2007,3.1859967748459894e-06,9.986199089873082e-09
2008,3.0010692171345e-06,9.792111205220166e-09
2009,3.567561634554295e-06,1.525821624603907e-08
2010,2.772866537270602e-06,8.502827775203059e-09
2011,2.2985896066529676e-06,7.647944000321871e-09
2012,2.356423692617682e-06,6.127654827992046e-09
2013,2.185000539611792e-06,5.578250028559495e-09
2014,1.8176747289544437e-06,9.744502982300673e-09
2015,2.0226250398991397e-06,5.541438599654391e-09
2016,1.9056328710576054e-06,4.764082017771898e-09
2017,1.8992865307154716e-06,8.553078828521521e-09
2018,1.680534865045047e-06,5.162933303104467e-09
2019,1.4479406900136382e-06,6.887666770261092e-09
