year,son_DET anneau_NOUN,son_DET panneau_NOUN
1844,5.351347303061971e-07,1.701453911095996e-08
1845,5.189611920752846e-07,1.2834524221183585e-08
1846,6.29358900994248e-07,5.269050973311096e-09
1847,5.679064463137706e-07,1.6179670936367074e-09
1848,4.296148290450219e-07,1.1263310173426078e-08
1849,3.385283504631076e-07,5.865590235742957e-09
1850,4.602939265296868e-07,7.467895635215882e-09
1851,4.463011693545127e-07,1.2898877521649865e-08
1852,4.817803702650281e-07,2.7995344931142085e-08
1853,5.350850944552121e-07,1.5527022556582892e-08
1854,4.6605109549346935e-07,7.79349695889664e-09
1855,5.439610397672823e-07,2.7065379271107304e-08
1856,4.918330007708249e-07,5.1771892328744684e-09
1857,5.067006636494398e-07,2.9289054737091647e-08
1858,5.436873804498532e-07,1.3212924976357954e-08
1859,5.005606551478081e-07,9.165912029374113e-09
1860,5.579587276649534e-07,2.883625879745999e-08
1861,4.3622664058773353e-07,7.545541969022906e-09
1862,3.9713098234916977e-07,2.0330938710344526e-08
1863,5.399184939136603e-07,3.246503599285688e-08
1864,5.887925804692884e-07,4.794728059032138e-09
1865,5.130460207780629e-07,1.2237795665726026e-08
1866,4.3790515258379514e-07,1.2164032725525686e-08
1867,4.920750917847272e-07,2.717574432153924e-08
1868,4.7274593839574663e-07,2.222943296104063e-08
1869,4.390283683264329e-07,1.5627261262807224e-08
1870,4.231728087944475e-07,1.6628741938973235e-08
1871,4.0997743955273336e-07,5.3105884134652115e-09
1872,5.152332832603079e-07,4.8378714367913744e-09
1873,3.944777082764972e-07,1.0774807712721213e-08
1874,4.707991938524003e-07,5.377148060148329e-09
1875,7.489479028066626e-07,1.7736734747586524e-08
1876,3.8573575444900143e-07,2.7207066821688386e-08
1877,4.372664923479874e-07,1.36065949618569e-08
1878,4.239440114517379e-07,2.6571990385804156e-08
1879,3.4151127970005746e-07,1.5273313280772527e-08
1880,3.671008110828211e-07,1.4761046607247863e-08
1881,4.657635095384194e-07,3.207353416190273e-08
1882,4.718668167313922e-07,1.5972924094498353e-08
1883,4.177083035017404e-07,3.538829784766051e-08
1884,3.4790942393669866e-07,2.706695667598069e-08
1885,3.983402963037008e-07,2.0626034213933053e-08
1886,4.485157358846692e-07,2.0651084398082276e-08
1887,3.610495267203362e-07,5.876032105334161e-09
1888,4.11505892472519e-07,2.5996519825710607e-08
1889,4.38559561999341e-07,2.3181006780781388e-08
1890,3.9457406675325046e-07,4.784701967963656e-08
1891,3.097870928669977e-07,2.5496879274555795e-08
1892,3.1718672843794593e-07,2.1312942521944933e-08
1893,3.5102974216272287e-07,2.894455697344256e-08
1894,3.491052895654434e-07,1.8904618315218613e-08
1895,3.66533610574038e-07,1.8055843487019274e-08
1896,3.4379679192397816e-07,2.299841245223533e-08
1897,2.5229671019033617e-07,2.330685333618021e-08
1898,2.7160103677204006e-07,4.356933169802346e-08
1899,2.907506289062667e-07,3.703477347016815e-08
1900,2.9121809430598944e-07,3.010810800674335e-08
1901,2.4478677618233746e-07,2.235495566438317e-08
1902,4.031342966115403e-07,4.370152462129795e-08
1903,2.581305413862367e-07,3.7801542784876574e-08
1904,2.8109289385014335e-07,4.460938995975994e-08
1905,3.5557631195004546e-07,3.096455492013206e-08
1906,2.901320010906261e-07,3.600929332492342e-08
1907,2.8388494843767376e-07,4.577130496841164e-08
1908,2.770023375120445e-07,3.929111125344775e-08
1909,2.9045193244980894e-07,4.2357572116458186e-08
1910,2.394179449138889e-07,2.7255168455475598e-08
1911,2.4101294704426124e-07,3.6178544604581475e-08
1912,3.3965426871063187e-07,3.021464323182954e-08
1913,4.231785695196777e-07,2.916644326056428e-08
1914,2.2768928431560198e-07,5.2234599756673106e-08
1915,1.7199911894749675e-07,2.2383447761953335e-08
1916,2.175517492819523e-07,1.4283700444650549e-08
1917,2.489378356784755e-07,1.096642476827725e-08
1918,2.7797030810461365e-07,8.040463406189247e-09
1919,1.8507775001452842e-07,1.841569702287771e-08
1920,2.46854746865921e-07,4.391894492528081e-08
1921,2.3475517396676082e-07,4.392193631019836e-08
1922,3.231535744552261e-07,4.869437253418596e-08
1923,2.6858348523006725e-07,3.927900760203329e-08
1924,2.3849505392803394e-07,3.4807385307367156e-08
1925,2.7385461853768334e-07,2.6395627683584166e-08
1926,2.8757037284776743e-07,2.2292276136148814e-08
1927,2.5643216894355447e-07,3.567751805100272e-08
1928,2.6051375368041363e-07,3.999114284169991e-08
1929,2.952207711626187e-07,2.2280812306263442e-08
1930,2.352807229044629e-07,2.4158287814657342e-08
1931,2.566205266063548e-07,6.272946251328904e-08
1932,1.863121288359082e-07,4.274219245203881e-08
1933,1.9156006025866645e-07,3.211785415402346e-08
1934,2.3963161766005214e-07,2.875579241390369e-08
1935,2.118386293048502e-07,2.752705263731059e-08
1936,2.3036958207711677e-07,3.516167090822364e-08
1937,1.8760765385650302e-07,3.5255130370615007e-08
1938,2.294842964545296e-07,3.5006078036303734e-08
1939,2.5694005856280455e-07,3.058810094103137e-08
1940,2.6118564111499154e-07,1.77504799747652e-08
1941,3.158107890754991e-07,3.246652724442356e-08
1942,2.3363431012057845e-07,3.337632992206352e-08
1943,2.787105874979545e-07,2.322588166236983e-08
1944,2.3456258624321435e-07,2.8918675454292497e-08
1945,2.6359899996108993e-07,3.267756021330115e-08
1946,3.034800668544335e-07,4.1763314584386535e-08
1947,2.7775629973803007e-07,2.8610091185043984e-08
1948,2.9571536064310067e-07,2.8266908813634473e-08
1949,2.2579119807186743e-07,1.3743811311250909e-08
1950,2.275967305731541e-07,2.4461330738745346e-08
1951,2.9958537650642825e-07,3.198420650551981e-08
1952,2.594021655255574e-07,3.6906814271375765e-08
1953,1.8315507022137467e-07,3.770839640537815e-08
1954,2.394271281236371e-07,2.34540866728139e-08
1955,2.3276307103969884e-07,3.2849628350817284e-08
1956,2.1105163217072231e-07,4.098936612351167e-08
1957,2.491480524113854e-07,4.770920236651932e-08
1958,3.2840807018263973e-07,2.0680609225109947e-08
1959,1.929936273015187e-07,2.7902691268621993e-08
1960,2.3115584069088868e-07,2.5607082676515347e-08
1961,2.146981215034316e-07,2.292892631317045e-08
1962,2.593860033428541e-07,2.917299868343548e-08
1963,2.3924397707375533e-07,4.396916208904145e-08
1964,2.4944271159732523e-07,4.380457219177458e-08
1965,2.1067367700355888e-07,3.1190646510026454e-08
1966,2.3374896152006386e-07,2.76953731059848e-08
1967,2.588426117888787e-07,2.4651678254272724e-08
1968,2.735272195408811e-07,3.54821867443178e-08
1969,2.0619580876068966e-07,3.315483265708963e-08
1970,2.276368924469807e-07,2.8052222322827447e-08
1971,2.1118813398057767e-07,2.8775025362470785e-08
1972,1.9186748811961252e-07,1.8468528373283277e-08
1973,2.0784777721161163e-07,1.874489363729026e-08
1974,1.7664294671426717e-07,1.9126943806568875e-08
1975,1.4849848239961716e-07,3.1413140977321063e-08
1976,1.5597927727206695e-07,2.285410749536254e-08
1977,1.7277738639798201e-07,3.232229917049523e-08
1978,3.0772264336675903e-07,1.782177372344762e-08
1979,2.118414330620766e-07,1.9896710057309974e-08
1980,2.6322247359544804e-07,3.354238975461499e-08
1981,2.3341277266553107e-07,3.605563114739141e-08
1982,2.1540032324463e-07,3.4141261040510074e-08
1983,1.7303965904602592e-07,2.9681984869966982e-08
1984,2.058648018721243e-07,4.291266364475632e-08
1985,1.708418451151772e-07,3.128090142467954e-08
1986,1.6964394444762831e-07,4.256084740195121e-08
1987,1.9249073535121397e-07,2.933192072562818e-08
1988,1.67303852549594e-07,2.278690475199241e-08
1989,1.3775186724629407e-07,2.9087048214471167e-08
1990,1.640043889583609e-07,2.5063794817370422e-08
1991,1.6881020015180326e-07,2.989347347437388e-08
1992,1.7191025236673596e-07,3.250867003368185e-08
1993,1.634066220113084e-07,3.988229418938616e-08
1994,1.867324064264153e-07,3.164955919565671e-08
1995,1.7026495857663804e-07,2.8196744217279246e-08
1996,1.5800752950489994e-07,2.9893316932927405e-08
1997,1.611084505803717e-07,3.4523240710626624e-08
1998,1.6307001882154282e-07,4.338997605657369e-08
1999,1.5355875282452303e-07,2.7421206472144632e-08
2000,1.6302535921219885e-07,2.827540179772825e-08
2001,1.3713192215103476e-07,2.059169473822564e-08
2002,1.783157204116037e-07,2.9354183972429837e-08
2003,1.9959561203819476e-07,2.5834922423584317e-08
2004,1.4447715068754974e-07,2.1142998685164116e-08
2005,1.7384473771642206e-07,2.972474733020647e-08
2006,1.6965706173266426e-07,2.5530917380223173e-08
2007,1.8214825847628902e-07,4.633596129011153e-08
2008,1.6007973169251954e-07,3.661398073617761e-08
2009,2.2172095071049114e-07,3.86223597548252e-08
2010,1.780869953726949e-07,4.5348414134949167e-08
2011,2.064944841784211e-07,6.118355289075339e-08
2012,2.6553171439402945e-07,7.659568801443584e-08
2013,2.8644312966008556e-07,7.809549806836458e-08
2014,2.9753216557182327e-07,7.21093273980955e-08
2015,3.3337295324287197e-07,6.4502343910533e-08
2016,3.771910304095627e-07,8.119652683546974e-08
2017,3.4237469925813e-07,7.018555336912868e-08
2018,3.273299808981278e-07,9.035133397006234e-08
2019,3.2244485126398104e-07,6.632568028130947e-08
