year,en_ADP or_NOUN,en_ADP ports_NOUN
1845,7.008766260696575e-06,3.4039391749729475e-08
1846,7.009009095781948e-06,2.1661655580373917e-08
1847,8.276440894405823e-06,5.8786138623645456e-08
1848,6.6855791374109685e-06,9.091100849900613e-08
1849,5.945194970990997e-06,3.351765798242923e-08
1850,7.818886842869688e-06,3.530277936647508e-08
1851,7.19241415936267e-06,5.6755062871616246e-08
1852,8.220215022447519e-06,3.385483537954315e-08
1853,8.5852489064564e-06,3.2248433257109355e-08
1854,7.341993295995053e-06,4.1045748133683446e-08
1855,7.917419679870363e-06,5.3600064831016425e-08
1856,8.091428753687069e-06,4.814786080942213e-08
1857,8.515304216416553e-06,3.905207179855097e-08
1858,8.358888408110943e-06,4.3553715300959084e-08
1859,7.205934707599226e-06,3.564521477983362e-08
1860,8.530039849574678e-06,1.327383358784573e-08
1861,8.377909580303822e-06,2.971057178058345e-08
1862,9.247414709534496e-06,6.776979688538631e-08
1863,7.2911475399450865e-06,3.3963420520422005e-08
1864,7.302370704564964e-06,4.890622662401256e-08
1865,7.4099853009101935e-06,3.3418594114209554e-08
1866,8.710906513442751e-06,3.6978658357611494e-08
1867,9.209665222442709e-06,4.0278337110066786e-08
1868,8.792975677351933e-06,4.198892966655876e-08
1869,6.798835329391295e-06,1.904572499711321e-08
1870,7.445089067914523e-06,2.064257564882155e-08
1871,6.073189069866203e-06,8.496941816815706e-09
1872,7.06631590219331e-06,2.963196266136947e-08
1873,8.139169949572533e-06,3.1725821969530443e-08
1874,7.414490028168075e-06,3.823749850084823e-08
1875,7.726350304437801e-06,3.432916173551348e-08
1876,7.484966317861108e-06,5.683254045152353e-08
1877,9.371233318233863e-06,5.813727099734933e-08
1878,1.0096752703248058e-05,4.046189516770937e-08
1879,9.032026355271228e-06,4.2765275765077604e-08
1880,7.997919965418987e-06,6.096954052736692e-08
1881,1.044342207023874e-05,6.414706632540401e-08
1882,7.564510724478168e-06,4.6587697255517924e-08
1883,9.607290849089622e-06,7.140852886777793e-08
1884,7.816409379302058e-06,6.007544328667791e-08
1885,9.4944216471049e-06,3.158361394639542e-08
1886,9.35300522542093e-06,4.840097744818195e-08
1887,7.971164450282231e-06,4.504957828999068e-08
1888,8.393071766477078e-06,3.6775563927449184e-08
1889,8.273739695141558e-06,2.944614330147033e-08
1890,7.080048362695379e-06,4.522526708683472e-08
1891,8.761365279497113e-06,3.1871099537283953e-08
1892,9.089342711376958e-06,1.9432388143059143e-08
1893,9.538771337247454e-06,2.6481190573690583e-08
1894,1.042841722664889e-05,3.654892921645114e-08
1895,9.170563316729385e-06,4.273216447359118e-08
1896,9.294896699429955e-06,3.066455178668548e-08
1897,1.0751451554824598e-05,5.651912005077975e-08
1898,8.204048754123505e-06,6.337357660868292e-08
1899,8.074133802438155e-06,8.236091986191241e-08
1900,9.301328645960893e-06,5.087231969014283e-08
1901,7.562681275885552e-06,3.24146860464225e-08
1902,7.296681815205375e-06,5.745032183313015e-08
1903,7.375620953098405e-06,4.104167317109386e-08
1904,6.838135504949605e-06,4.460938995975994e-08
1905,7.16468184691621e-06,4.438252787508645e-08
1906,7.4348899943288416e-06,4.78409170057148e-08
1907,7.372780146397417e-06,4.217131532868734e-08
1908,7.036056103970623e-06,6.139236319313568e-08
1909,6.1825553530070465e-06,6.656190265630357e-08
1910,6.2622757468489e-06,4.8631772386897865e-08
1911,6.615885467908811e-06,4.4691141454222816e-08
1912,6.261724138312275e-06,6.511776717843532e-08
1913,6.590555585717084e-06,3.3939134169713725e-08
1914,7.541872946603689e-06,3.8171439342704616e-08
1915,8.198232535505667e-06,4.5944972271172446e-08
1916,7.160529094107915e-06,6.59247731960022e-08
1917,5.998634151183069e-06,6.799183438488399e-08
1918,5.382516064855736e-06,9.189101035644853e-08
1919,6.98139047017321e-06,5.1563951330990676e-08
1920,7.841045771783683e-06,5.5277290300637105e-08
1921,7.103237294359133e-06,3.180553775905537e-08
1922,8.12753387435805e-06,3.541408943874558e-08
1923,8.043703928706236e-06,2.7601466001669905e-08
1924,8.326700481120497e-06,3.351822286390416e-08
1925,8.824938049656339e-06,6.158979459769398e-08
1926,8.1400248745922e-06,3.6782257240020044e-08
1927,8.067579074122477e-06,4.5711821883287485e-08
1928,8.855182386469096e-06,5.5987602110008083e-08
1929,1.1270749382674694e-05,5.904415445456834e-08
1930,7.525831733801169e-06,4.621585603103995e-08
1931,7.273195933521492e-06,4.904303452235581e-08
1932,7.509474471589783e-06,2.849479585620429e-08
1933,7.3159885687346105e-06,3.785318369864399e-08
1934,7.547197128587868e-06,3.834105655187159e-08
1935,7.015808023425052e-06,5.146362269670135e-08
1936,6.872288395243231e-06,2.182448710641438e-08
1937,7.155532330216374e-06,2.392312481447334e-08
1938,6.883232344989665e-06,2.2040865133021725e-08
1939,7.052086857584072e-06,5.047036566452334e-08
1940,5.931196028541308e-06,1.5214697057785997e-08
1941,5.746575425291667e-06,2.3612020783048138e-08
1942,5.1793995226034895e-06,5.158160121254696e-08
1943,5.707760465156753e-06,2.0322646676618206e-08
1944,6.905137070134515e-06,6.105053529381621e-08
1945,6.2893413996789604e-06,4.1391576388605245e-08
1946,6.498371476482134e-06,3.6194869323935563e-08
1947,6.525484877784038e-06,5.364391952866754e-08
1948,5.5359651014441624e-06,2.9354097819123126e-08
1949,6.833619409007952e-06,3.6322930441201606e-08
1950,6.2078606788418256e-06,5.530387880980925e-08
1951,6.310483513516374e-06,1.8124383771578323e-08
1952,6.2530689319828525e-06,2.003512733494972e-08
1953,6.049504008842632e-06,2.693456835345387e-08
1954,6.1772202570864465e-06,1.9545073115523337e-08
1955,6.206702437339118e-06,3.378819002364253e-08
1956,6.0036336435587145e-06,1.5698054411927842e-08
1957,6.971728453208925e-06,2.2087593976038988e-08
1958,4.993953552911989e-06,2.5643954515430778e-08
1959,5.545659860217711e-06,3.8753739772801055e-08
1960,5.3352705435827374e-06,2.5607082676515347e-08
1961,6.085892891860567e-06,2.014966149488373e-08
1962,6.563290753547335e-06,2.7904608401740916e-08
1963,6.0923152886971366e-06,3.0390449268224984e-08
1964,5.8765049288922455e-06,3.1636634645337836e-08
1965,6.6567408794071525e-06,4.760677896342713e-08
1966,6.204317742231069e-06,3.7665706997813686e-08
1967,6.0919228417333215e-06,3.894965061590483e-08
1968,6.53456072541303e-06,3.323647845832056e-08
1969,7.288158940355061e-06,2.4525492747784483e-08
1970,6.666771696473006e-06,2.8971967935831344e-08
1971,6.522681815113174e-06,2.8775026805760717e-08
1972,6.21466006123228e-06,2.4624704053621826e-08
1973,5.915667770750588e-06,2.260413545229767e-08
1974,5.516998044186039e-06,2.81278591529599e-08
1975,6.028467396390624e-06,2.050421414878656e-07
1976,6.0900483731529675e-06,4.513686135965145e-08
1977,6.050147021596786e-06,2.056873604772136e-08
1978,5.6108883654815145e-06,3.148513272321907e-08
1979,5.7173779168806504e-06,1.8726314721106974e-08
1980,5.888678970222827e-06,2.5583178242527538e-08
1981,5.95044457440963e-06,2.0874313833019187e-08
1982,5.961064289294882e-06,1.6760255405756652e-08
1983,5.759568011853844e-06,1.4525227243211702e-08
1984,6.095917797210859e-06,1.333771937339634e-08
1985,6.118424153100932e-06,1.564045071233977e-08
1986,5.735523700423073e-06,2.6375735373562748e-08
1987,5.65678328712238e-06,1.649920555735207e-08
1988,5.375311047828291e-06,2.0388283061834045e-08
1989,6.06547246206901e-06,1.8659616074501173e-08
1990,5.819704256282421e-06,1.961514328741032e-08
1991,5.580114702752326e-06,2.4032006606944378e-08
1992,5.430049895949196e-06,2.2039776226279173e-08
1993,5.8560499383020215e-06,3.76666093870881e-08
1994,5.764439720223891e-06,3.112206670152773e-08
1995,5.808529294881737e-06,4.337960746170211e-08
1996,5.747524028265616e-06,2.5089033073300016e-08
1997,5.329525265551638e-06,1.7741109914481967e-08
1998,5.069474809715757e-06,1.621164003040576e-08
1999,5.412489372247364e-06,1.690974471557638e-08
2000,5.48984598935931e-06,1.767212509662386e-08
2001,5.306085768097546e-06,1.1829271784336015e-08
2002,6.18234162175213e-06,1.3581786362237835e-08
2003,6.024537015036913e-06,1.2917460878725251e-08
2004,5.382214567362098e-06,1.497629043001325e-08
2005,5.035642516304506e-06,2.1617998058331978e-08
2006,5.536914613912813e-06,1.1530091548195287e-08
2007,6.016085535520688e-06,1.2382886716011399e-08
2008,6.0127822507638484e-06,2.086145478585877e-08
2009,6.098518042563228e-06,1.2397300963584712e-08
2010,6.364838554873131e-06,1.6533276081531767e-08
2011,6.975689757382497e-06,1.1089518636708817e-08
2012,7.917270522739273e-06,1.2936160587173617e-08
2013,8.129462912620511e-06,8.646287241731443e-09
2014,8.145538231474347e-06,8.661780626084692e-09
2015,8.120645361486822e-06,1.1526192444932803e-08
2016,8.165222425304819e-06,1.5949318310504168e-08
2017,7.38835069569177e-06,9.559323110863716e-09
2018,8.043333764362615e-06,9.29327992338358e-09
2019,7.576943971798755e-06,1.3010037491767434e-08
