year,un_DET achat_NOUN,un_DET pacha_NOUN
1800,1.3205490390078012e-07,5.785262757740384e-07
1801,1.1905913055443307e-07,7.78646716881326e-07
1802,2.103569727296417e-07,2.886813774694019e-07
1803,2.5159375982575227e-07,4.817338008500371e-07
1804,2.2246658204494452e-07,4.1032726727507907e-07
1805,1.9615856672317022e-07,5.572040171486492e-07
1806,1.9307183762862223e-07,3.746169738860772e-07
1807,2.306033621835013e-07,5.209927955718285e-07
1808,2.7646103717415826e-07,3.671039756625305e-07
1809,1.400598961254218e-07,3.6370392209050806e-07
1810,9.360506680877734e-08,2.667744585238552e-07
1811,1.9805906958936248e-07,4.688233641303441e-07
1812,1.3069320914382843e-07,4.934335287032354e-07
1813,1.121539221493606e-07,3.939765989002808e-07
1814,4.24801413601017e-07,4.625615304121311e-07
1815,1.537417375629957e-07,2.9669458534442583e-07
1816,1.5064425440414198e-07,1.9931393779870632e-07
1817,1.3233424578373842e-07,1.5568734756943314e-07
1818,1.7166495425158246e-07,2.181575415871606e-07
1819,2.3703905061012165e-07,3.415846538956657e-07
1820,1.5426424759823476e-07,4.343131987383231e-07
1821,1.4003313708599308e-07,2.6527403385046e-07
1822,1.6943290859217086e-07,3.18814585398286e-07
1823,3.2019904172564395e-07,4.0420189995060696e-07
1824,1.3136936161117774e-07,3.848448386634118e-07
1825,9.950150570148253e-08,4.710911900573933e-07
1826,2.1667640837108593e-07,5.170287025180187e-07
1827,2.6269229280728723e-07,4.276814706827281e-07
1828,2.916791667084695e-07,5.283245663179059e-07
1829,1.8603791485105603e-07,5.263929865328976e-07
1830,1.1480519379603038e-07,4.978370675701171e-07
1831,1.8241710675326317e-07,3.975757625340748e-07
1832,2.746583827040183e-07,4.4784198038883005e-07
1833,3.2781668846126877e-07,5.467472430353837e-07
1834,2.4083090011117747e-07,4.0791900701719896e-07
1835,1.7395102958062125e-07,4.4168434243374577e-07
1836,1.9691798164300778e-07,3.380537147990026e-07
1837,2.06649355405375e-07,3.7155137100342017e-07
1838,1.8936485801646086e-07,3.219202682203104e-07
1839,1.8107920141119394e-07,3.0203172940446166e-07
1840,3.165735309451634e-07,5.184926559209657e-07
1841,4.025684043895694e-07,4.982345789272813e-07
1842,1.9118555272257254e-07,4.159124422642435e-07
1843,2.811689538972928e-07,3.496891434195959e-07
1844,3.979206955051495e-07,4.116421064015441e-07
1845,4.123788450716148e-07,2.5390036562100704e-07
1846,3.8698252780022813e-07,3.518555402592938e-07
1847,3.327618998127946e-07,2.923127233600553e-07
1848,3.572078424163294e-07,3.065229368104383e-07
1849,4.1478103440795167e-07,2.706551076592234e-07
1850,3.19761719325129e-07,2.525506523909371e-07
1851,3.727775652606624e-07,2.4056406022765486e-07
1852,4.4662342535417565e-07,2.9362560227674805e-07
1853,3.2845626196653654e-07,3.2487308065931586e-07
1854,3.1433769254185506e-07,3.4655081293522016e-07
1855,2.244834327314038e-07,5.296323060122177e-07
1856,2.795682227940688e-07,3.893246423025687e-07
1857,2.933787017767031e-07,3.763643583454268e-07
1858,2.8579067001821556e-07,3.513659363463262e-07
1859,3.783484725516928e-07,2.7905111110726466e-07
1860,2.4259074749011234e-07,2.7737733310218005e-07
1861,4.593348714720946e-07,3.909534029844508e-07
1862,3.465295468352281e-07,2.65205785388023e-07
1863,3.1765789465509897e-07,2.991777749983271e-07
1864,2.5699742955964666e-07,3.1501362851571457e-07
1865,3.1771199182628607e-07,2.8146929009764676e-07
1866,3.4691820438581544e-07,2.661490245969844e-07
1867,4.013275134440164e-07,2.7709553052090996e-07
1868,2.8750066238814043e-07,2.608253470981481e-07
1869,2.52477953655017e-07,1.8264360868158747e-07
1870,2.775279503985928e-07,2.7523433487885995e-07
1871,3.5262308184513813e-07,1.0514965698149581e-07
1872,3.767492378070614e-07,1.8504858889656361e-07
1873,3.597588580372957e-07,1.8257313039171663e-07
1874,4.1762518421251116e-07,1.1710234071315995e-07
1875,3.1411183964991096e-07,1.6477998654451653e-07
1876,2.974639343733543e-07,2.7569828464635293e-07
1877,3.370724641627021e-07,2.3316755815017132e-07
1878,3.0497396519280073e-07,1.7211403458006203e-07
1879,2.541479249273948e-07,1.7778135852353216e-07
1880,2.6634061356389793e-07,1.6429687010877103e-07
1881,2.76808547639007e-07,2.7611130448690346e-07
1882,3.2278617179137825e-07,2.662154070520728e-07
1883,4.094931673748192e-07,2.3255166681224182e-07
1884,3.928009819631484e-07,2.3832125783940228e-07
1885,3.570882278758347e-07,1.7016477915632322e-07
1886,4.356088050272433e-07,1.884411471309022e-07
1887,4.12628046397856e-07,2.0500823527669354e-07
1888,3.4492944678277127e-07,2.0733810579542933e-07
1889,4.3730653320750434e-07,1.7605034052792234e-07
1890,3.62457573288566e-07,1.6713685635494357e-07
1891,4.621309557251152e-07,1.357708918625633e-07
1892,4.181097628119801e-07,1.3038506097018399e-07
1893,4.2246736642326255e-07,1.5026536726026052e-07
1894,4.751360496157986e-07,1.7455263368049145e-07
1895,4.2972908431693213e-07,1.7213237724078567e-07
1896,4.4699480761245525e-07,1.4565661921039919e-07
1897,4.527356569639096e-07,1.7305339206075132e-07
1898,5.126469577731996e-07,1.0750874590570447e-07
1899,7.230072540664878e-07,1.1497363061607757e-07
1900,4.6875210557573155e-07,1.6144175463139732e-07
1901,4.705718170683326e-07,1.3357086237064664e-07
1902,4.6058462643827625e-07,1.2668532045623238e-07
1903,4.320176101302309e-07,1.1448466841201821e-07
1904,4.998401692546395e-07,1.375904110645365e-07
1905,4.882078297185899e-07,1.2076176042485898e-07
1906,4.917840144003094e-07,1.3117670127904546e-07
1907,4.3919881420606544e-07,1.3988533309472473e-07
1908,4.719844763911851e-07,1.330986414416202e-07
1909,4.356778848801923e-07,1.2707272034617745e-07
1910,5.306741659438785e-07,1.3413818855667614e-07
1911,5.283131567779265e-07,1.1013174772145362e-07
1912,4.88643716600734e-07,1.3752872329853005e-07
1913,5.265868696646692e-07,1.2939295146452423e-07
1914,4.741294445942401e-07,1.4799803205178819e-07
1915,4.3353204315366156e-07,1.2958837780630006e-07
1916,4.2081979279018356e-07,1.3624453387706126e-07
1917,6.415358115852143e-07,1.8313928418223213e-07
1918,6.145211344232848e-07,1.2864741183449269e-07
1919,4.834120392871455e-07,1.7310754607535728e-07
1920,5.330851364782063e-07,1.2797071669012894e-07
1921,5.035877190806559e-07,1.2116395819994352e-07
1922,4.633343522186806e-07,1.003399217047729e-07
1923,5.127502955559748e-07,1.6985517703460573e-07
1924,4.15110313900513e-07,1.2504875801511162e-07
1925,6.016003322173447e-07,1.8146992930567762e-07
1926,5.506192568560664e-07,1.4824363470111734e-07
1927,4.537734437093377e-07,1.527443869164813e-07
1928,5.267405285280802e-07,1.5196634683967147e-07
1929,4.066248369127834e-07,1.1140406019904958e-07
1930,3.508203545443678e-07,1.785612617766219e-07
1931,4.5393319059172654e-07,1.7222088555257642e-07
1932,4.06598804403302e-07,1.1069132055396835e-07
1933,3.808259823046001e-07,1.250302181787788e-07
1934,4.5050740915542065e-07,8.62673736889974e-08
1935,5.385728041318316e-07,1.5080038195947054e-07
1936,4.765012837637528e-07,1.345843330113894e-07
1937,4.1676601458817686e-07,1.0828361929338115e-07
1938,5.951033408280182e-07,1.620651786105043e-07
1939,4.863507996333283e-07,9.941132628199512e-08
1940,5.375859863931964e-07,1.4707541384773037e-07
1941,5.725915324106268e-07,1.2691461082070532e-07
1942,5.491923076306193e-07,1.183342615007632e-07
1943,5.516147045803166e-07,1.2774234847690025e-07
1944,5.590944063271763e-07,1.25314262078291e-07
1945,4.5966434036870396e-07,6.099811278303946e-08
1946,4.7053333318558543e-07,8.213451163641139e-08
1947,3.933887366969202e-07,7.152522485398549e-08
1948,3.1745913631198164e-07,7.936478119141555e-08
1949,4.761248924012307e-07,9.620668040000169e-08
1950,4.7221003729447375e-07,8.614643043358683e-08
1951,4.2538993394458657e-07,1.0874629374768574e-07
1952,5.124774613562977e-07,1.1282940182155698e-07
1953,3.9647683891530505e-07,1.0342874068314245e-07
1954,4.475821402394331e-07,9.674810441673287e-08
1955,4.842973773122594e-07,6.663781482174613e-08
1956,4.805348883252236e-07,1.4825940408691451e-07
1957,4.51470421936051e-07,1.1043797187859639e-07
1958,5.070885409352854e-07,1.0671194283773389e-07
1959,4.960478383608802e-07,6.820657860728829e-08
1960,4.906870887388948e-07,7.75133355279678e-08
1961,4.974881990804647e-07,9.24105177935175e-08
1962,5.200404284977367e-07,7.800606649510655e-08
1963,5.431484857432167e-07,7.047997696574271e-08
1964,4.4595488812859685e-07,8.760914704808442e-08
1965,4.5034917484088055e-07,8.919430749543267e-08
1966,5.406136853736143e-07,1.1244321829195769e-07
1967,4.79228623895267e-07,9.318334304175835e-08
1968,4.208456685361739e-07,1.4597101305469096e-07
1969,5.472817967699939e-07,9.76477934067077e-08
1970,5.058597247753482e-07,9.473373308033217e-08
1971,4.6605265602295276e-07,1.0225411051223432e-07
1972,4.3041933084353445e-07,8.105632054444811e-08
1973,5.281649011479317e-07,8.104409543463476e-08
1974,5.799964233332844e-07,1.0013517526274995e-07
1975,4.711971026694073e-07,9.93797524273532e-08
1976,5.010762818002945e-07,1.2169812491080734e-07
1977,5.083416292350762e-07,7.874887897330041e-08
1978,5.691086784054278e-07,8.792075312236136e-08
1979,5.278479822123927e-07,7.549045832888623e-08
1980,4.6845641143988814e-07,9.721607918677933e-08
1981,6.186387651041514e-07,6.958104536991527e-08
1982,5.667449460844409e-07,7.635227827762492e-08
1983,5.431171850034389e-07,7.578379346284692e-08
1984,6.91821732345943e-07,1.0844146203226046e-07
1985,5.371893401218131e-07,6.677269581700784e-08
1986,6.450066614149819e-07,9.231507691609409e-08
1987,5.554732513957106e-07,8.799576534102016e-08
1988,5.876622974909651e-07,7.495692133652199e-08
1989,5.647277738773937e-07,8.287064368062147e-08
1990,6.396716134560165e-07,8.17297667321526e-08
1991,5.246011447468391e-07,6.916528594302918e-08
1992,5.239956823999137e-07,6.997628965166314e-08
1993,5.157001883304702e-07,6.093128113171531e-08
1994,5.164153105141622e-07,1.1657587473123954e-07
1995,5.069991733108736e-07,5.964695892757277e-08
1996,4.932397192902727e-07,8.167281295712314e-08
1997,5.16410142203938e-07,1.0596716570887565e-07
1998,5.335536350514758e-07,1.196800418767907e-07
1999,5.950402162113733e-07,9.643124254665736e-08
2000,5.800875264583283e-07,8.129177708759983e-08
2001,5.458989900120059e-07,6.484193604272548e-08
2002,5.134791347671808e-07,7.930010825774048e-08
2003,5.229488451163888e-07,8.333845880059698e-08
2004,5.624918175684002e-07,9.294109626356573e-08
2005,5.845867168119412e-07,8.962461828243562e-08
2006,6.172717075259015e-07,9.594683536562343e-08
2007,5.8638959110624e-07,1.4539905945909481e-07
2008,6.637348413107702e-07,9.62181370134374e-08
2009,7.047388397296572e-07,1.0919160953193341e-07
2010,8.011553145337302e-07,9.258634270370436e-08
2011,9.735832406931877e-07,9.06281329426939e-08
2012,8.919142047147943e-07,1.031488601199726e-07
2013,8.375742481803172e-07,1.1323847459721037e-07
2014,8.68343519755399e-07,1.3382451879984103e-07
2015,7.596203879245422e-07,1.3831430845101522e-07
2016,8.022299944343558e-07,1.8331359274981196e-07
2017,8.515344198656294e-07,9.257449962163378e-08
2018,7.052566832754792e-07,1.0790530824422717e-07
2019,7.405517195024913e-07,1.1785563680533073e-07
