year,bien_ADV unir_VERB,bien_ADV punir_VERB
1800,1.8864987794131594e-08,1.5720821977538435e-08
1801,4.524246932646747e-08,4.0480102825313224e-08
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,2.3404069793286908e-08,1.755305234496518e-08
1804,9.887403784603066e-09,5.9324420931261557e-08
1805,8.528632911009026e-09,2.842877755426798e-08
1806,2.881669125542885e-09,2.305335300434308e-08
1807,1.1387820464392462e-08,4.27043254092041e-08
1808,2.2660739951163578e-09,3.172503681980743e-08
1809,3.840352036377226e-08,1.581321384946932e-08
1810,2.8081521108447305e-08,4.212228077449254e-08
1811,4.512738271955641e-08,1.504245972228091e-08
1812,0.0,4.000812481308458e-08
1813,5.751483289628823e-09,2.5881675469463516e-08
1814,9.440030979135372e-09,5.034683425719777e-08
1815,0.0,1.6183340889597275e-08
1816,2.3176038865813098e-09,0.0
1817,2.3353100786493997e-08,7.317304806520042e-08
1818,2.384235475716423e-09,1.3113295338484932e-08
1819,8.280840013696888e-09,5.072014630513877e-08
1820,2.0173018810965004e-08,7.238553223487543e-08
1821,7.889190811738445e-08,2.2681422962023134e-08
1822,1.7043547018147365e-08,5.413832582235045e-08
1823,1.680056804787e-08,5.5343047478118024e-08
1824,3.2000230021367315e-08,4.21055617039201e-08
1825,2.641632912414593e-09,4.57883047033647e-08
1826,2.9947145208097936e-08,2.290075862276808e-08
1827,2.1199728195142598e-08,3.6869092667757286e-08
1828,3.668920500743411e-09,4.035812395386529e-08
1829,3.429270423183084e-09,1.8860987438529264e-08
1830,1.982998831806526e-08,3.5485243188304594e-08
1831,0.0,5.456922025359745e-08
1832,3.6530916958099624e-08,4.7354891563600177e-08
1833,1.2741991461950875e-08,1.853380560135065e-08
1834,2.8003592333902816e-08,1.6802156110884425e-08
1835,6.050470346963266e-09,3.2521278114927554e-08
1836,3.024337402735e-08,1.68018754465038e-08
1837,3.896418832027848e-08,2.6439986200443855e-08
1838,1.830527018853445e-08,4.986607748946881e-08
1839,2.4470162784950844e-08,3.146163862766116e-08
1840,3.1848443882154243e-09,3.4396318682183846e-08
1841,8.988767952189392e-09,1.3483152372373297e-08
1842,1.2745703159566801e-08,2.750388716776797e-08
1843,2.3036953678001737e-08,1.4767278067040479e-08
1844,9.330554107123135e-09,4.006649589882727e-08
1845,9.48638767539478e-09,3.1807299905040054e-08
1846,6.439951683034906e-09,9.952652035849496e-09
1847,4.853901280910122e-09,9.168480197274675e-09
1848,9.65426583121598e-09,2.252662056889676e-08
1849,2.76520690789539e-08,1.508294644736452e-08
1850,1.0183494048021657e-08,4.073397619208663e-09
1851,7.739326512989919e-09,1.805842941848823e-08
1852,1.7578472011337e-08,2.3437962681782665e-08
1853,8.360704129017904e-09,1.851298847554972e-08
1854,1.8184826089395756e-08,3.3771819119010615e-08
1855,6.8990182455763716e-09,2.0697054736729115e-08
1856,2.7439103433835044e-08,4.6076984006049315e-08
1857,6.8341128311999455e-09,2.9289054737091647e-08
1858,1.0766087576996597e-08,3.425573069648635e-08
1859,2.2405561850291633e-08,9.165912473463322e-09
1860,2.197048232233101e-08,2.0597328287408345e-08
1861,1.4619487842537637e-08,3.301174444914068e-08
1862,4.9697850279528666e-09,2.0782737308877586e-08
1863,1.2986014041871385e-08,2.6471489888990618e-08
1864,1.0548401263577034e-08,2.1096802527154068e-08
1865,1.3649848362717876e-08,1.3649848362717876e-08
1866,9.244664589402873e-09,1.6056523222118813e-08
1867,7.76449837758264e-09,1.5043715606566366e-08
1868,2.222943251695142e-08,3.7049055379156925e-08
1869,6.8369265804335555e-09,2.1487483792270723e-08
1870,8.027668307875047e-09,1.6628741050794815e-08
1871,1.911811864374613e-08,4.248470730772169e-08
1872,1.3908880269752899e-08,1.814201766592305e-08
1873,1.4366410283628284e-08,2.1549615425442425e-08
1874,1.5533982988813477e-08,1.3144139998644278e-08
1875,2.2313955128083762e-08,3.2612703648737806e-08
1876,1.269663130187837e-08,1.813804395567331e-08
1877,1.2369632429454214e-08,2.783167118991514e-08
1878,2.294853729267743e-08,2.8383716710322915e-08
1879,7.94212251520321e-09,1.221865097988939e-08
1880,7.059631101924424e-09,2.6954953824542827e-08
1881,1.324776466304911e-08,2.719277958362909e-08
1882,2.0631693686823382e-08,2.5956001792337702e-08
1883,7.58320695126713e-09,2.0221884611260066e-08
1884,9.902545450302114e-09,2.178559910248623e-08
1885,1.353583467533781e-08,8.379326565943757e-09
1886,1.4842966855610484e-08,5.808117542471791e-09
1887,1.6322312390570914e-08,1.8933882017790893e-08
1888,1.1413106904001324e-08,1.9655905347804037e-08
1889,9.397704836544563e-09,1.9421923624918236e-08
1890,3.2771931834929546e-09,2.4251230357208442e-08
1891,5.736798147637501e-09,3.824531802365527e-09
1892,1.8805537127519756e-09,8.775916882086676e-09
1893,6.774258043407144e-09,7.390100087434348e-09
1894,1.071261657159539e-08,1.449354058991048e-08
1895,1.6852119699706236e-08,7.22233739480771e-09
1896,4.717623180994224e-09,1.533227589334274e-08
1897,2.9133566670225264e-09,1.0488084178916779e-08
1898,7.921697076085366e-09,9.05336783318944e-09
1899,1.1055156790007459e-08,1.2160672469008205e-08
1900,4.671947717582725e-09,1.142031713641245e-08
1901,7.265360757457984e-09,1.0618603774048552e-08
1902,1.0802624572647801e-08,1.0311596021495006e-08
1903,1.2420506401156217e-08,1.0800440541913758e-08
1904,4.299700151477737e-09,8.599400302955473e-09
1905,1.2385822145688508e-08,1.909480928929952e-08
1906,7.716276506641861e-09,6.6874399351490865e-09
1907,8.742834012309686e-09,1.0285686968813934e-08
1908,7.858222517143076e-09,1.080505640516094e-08
1909,1.1552065082298668e-08,7.701377313651392e-09
1910,4.275320542035388e-09,8.550641084070776e-09
1911,1.0108711201439746e-08,1.3832972989291648e-08
1912,9.897900277167082e-09,9.376957876838787e-09
1913,1.0075680734189518e-08,5.833288518886093e-09
1914,6.696743604095445e-09,8.036092680185902e-09
1915,4.712304768617059e-09,1.8849219074468238e-08
1916,7.69122365795738e-09,2.197492410260793e-09
1917,8.773139548168274e-09,1.7546279096336548e-08
1918,1.2635013924011673e-08,8.040463406189247e-09
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,4.543339038320937e-09,1.2115570768855832e-08
1921,4.543648568500203e-09,7.572747762196741e-09
1922,1.3280283539529592e-08,6.640141769764796e-09
1923,5.307974060286824e-09,1.3800733000834953e-08
1924,7.734974438733389e-09,6.445812328337297e-09
1925,9.898360353588487e-09,1.2097995494286806e-08
1926,0.0,4.458455382660986e-09
1927,3.3447675740205796e-09,6.689535148041159e-09
1928,5.713020723163709e-09,4.570416489713125e-09
1929,7.798284684668033e-09,7.798284684668033e-09
1930,5.2518016602221e-09,2.2057568216382606e-08
1931,1.1405356659111021e-09,4.5621426636444085e-09
1932,4.383814644626227e-09,1.4247397928102146e-08
1933,1.4911860191091364e-08,5.735331320977366e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,7.180970484910176e-09,7.180970484910176e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,1.0143131667916805e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,9.102635090130207e-09,1.517105907566929e-08
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,0.0,9.639558484764166e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,9.536696765621855e-09,1.549713246618012e-08
1948,9.784699273041042e-09,1.0871888278529696e-08
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,1.4925962688039363e-08,1.1727541604500402e-08
1952,7.381362632230548e-09,9.490323193972472e-09
1953,0.0,6.464296653518886e-09
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,6.569925492527773e-09,7.508486277174597e-09
1956,1.744228317335228e-09,5.232684952005684e-09
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,5.790570245522986e-09,7.445019267748876e-09
1959,3.100299128533379e-09,4.650448914844674e-09
1960,4.844583401109048e-09,1.2457499920515147e-08
1961,6.25334317660986e-09,1.320150300188061e-08
1962,3.170978146727066e-09,1.331810839388936e-08
1963,2.5864212993553792e-09,9.69907976156037e-09
1964,7.300761772910391e-09,1.2776333768727e-08
1965,4.924839203113152e-09,1.1491291473930687e-08
1966,3.8773522170743036e-09,5.539074976468328e-09
1967,9.860671390526932e-09,8.874604162656397e-09
1968,4.940557296606585e-09,1.8414805680322388e-08
1969,3.6334062425424918e-09,5.904285060864822e-09
1970,4.1388523719376735e-09,1.241655755990223e-08
1971,5.652237344833111e-09,1.9012070140433934e-08
1972,5.643161493651405e-09,6.669190977248718e-09
1973,8.269805285010534e-09,5.513203671370093e-09
1974,2.812785782069227e-09,1.2376257352286757e-08
1975,5.140332159925265e-09,9.138368284311582e-09
1976,3.4281160132820787e-09,7.427584769459372e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,2.925986564150662e-09,5.851973128301324e-09
1980,3.411090521154847e-09,8.527726080842513e-09
