year,bien_ADV unir_VERB,bien_ADV punir_VERB
1981,3.795329828193417e-09,9.488323904349727e-09
1982,1.8622506869903077e-09,6.828252629986764e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,2.8995041922996734e-09,1.1018116197192285e-08
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,1.2588419195935785e-08
1987,6.110816852533674e-10,9.166225112267057e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,5.488121956886971e-09
1990,3.2691906959314565e-09,7.083246433836621e-09
1991,4.10302547493302e-09,5.2753188484189195e-09
1992,1.65298330578878e-09,6.61193322315512e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,5.802419433820205e-09,4.2199412852994556e-09
1995,4.880205572987961e-09,4.337960657352369e-09
1996,1.6014276571496566e-09,5.3380921904988554e-09
1997,1.917957792585412e-09,5.274384040632185e-09
1998,2.3840645013706308e-09,9.536258005482523e-09
1999,2.7421207526856506e-09,1.0054442611817649e-08
2000,3.5344251969604557e-09,1.192868470667463e-08
2001,1.3143635069212678e-09,1.0514908055370142e-08
2002,7.448076377869484e-09,7.009954394732176e-09
2003,2.5001538617175356e-09,7.500461585152607e-09
2004,1.3214374039449694e-09,1.3214373595360485e-08
2005,5.404499514582994e-09,8.557123898356167e-09
2006,4.117890028965121e-09,6.1768350434476815e-09
2007,3.1955835755326234e-09,7.190063211481856e-09
2008,8.514879357157668e-10,7.663391698997657e-09
2009,2.860915504498962e-09,7.1522885392028e-09
2010,2.8342759250676863e-09,8.030448306328708e-09
2011,3.823971805871906e-09,6.500752380844688e-09
2012,4.085103366691101e-09,6.127654827992046e-09
2013,2.5102124823206395e-09,7.530637446961919e-09
2014,2.3819897165822113e-09,7.57905826986871e-09
2015,2.21657536769726e-09,1.1304534197620342e-08
2016,3.5212781579474495e-09,1.118523584864306e-08
2017,2.264050280587071e-09,6.5405894034142875e-09
2018,2.323319980845895e-09,4.64663996169179e-09
2019,3.06118530524202e-09,1.0714148679369373e-08
