year,ancien_ADJ arc_NOUN,ancien_ADJ parc_NOUN
1842,5.366612043644636e-09,2.884554017867913e-08
1843,5.31621990873532e-09,2.3627643841450663e-08
1844,6.037417232818143e-09,3.0735944012150185e-08
1845,8.928364714222425e-09,3.124927516751086e-08
1846,1.6978054517835517e-08,1.8148954339380907e-08
1847,2.6966118227278457e-09,1.6179670936367074e-08
1848,2.413566457803995e-09,1.6090443533123278e-08
1849,3.3517659758786067e-09,2.513824437500034e-08
1850,4.073397619208663e-09,2.0366987207864895e-08
1851,1.483370937194195e-08,3.031236261996639e-08
1852,1.3021090872200602e-09,2.864639925270751e-08
1853,2.388772735173461e-09,5.613615861044252e-08
1854,8.832629738719788e-09,4.8839246868936925e-08
1855,1.8574279891936385e-08,4.4578271740647324e-08
1856,2.5885946164372342e-09,3.2616291889553395e-08
1857,5.857811125054013e-09,3.9540223983891565e-08
1858,1.2234189661342043e-08,2.88726890174118e-08
1859,1.5276520048956854e-09,3.971895345955545e-08
1860,4.577183909670879e-10,3.066713155641665e-08
1861,5.187560159214399e-09,5.7063160419090764e-08
1862,1.1294965851504912e-08,7.545037339351524e-08
1863,1.4983863039219614e-09,6.44306095143321e-08
1864,5.753673537611803e-09,1.0596349109270875e-07
1865,7.530950973944073e-09,5.2716656595563904e-08
1866,1.897589108068587e-08,5.546798753641724e-08
1867,4.367530337390235e-09,5.143979997512815e-08
1868,1.333765986544222e-08,3.902500456121061e-08
1869,1.0255390314739543e-08,4.102156170304738e-08
1870,8.027668307875047e-09,1.9495765002375265e-08
1871,9.559059321873065e-09,1.0408753681190319e-07
1872,2.4189357183956872e-09,6.289232745704254e-08
1873,5.387403856360606e-09,2.8732820567256567e-08
1874,6.572069999322139e-09,3.704257833803126e-08
1875,1.1443054503956773e-08,4.5772215795381044e-08
1876,5.441413541973361e-09,6.590155976482492e-08
1877,4.9478527941460015e-09,5.00970109840182e-08
1878,1.2078177347163432e-09,4.831271027683215e-08
1879,9.774920428640144e-09,3.604501741527599e-08
1880,5.134277003548959e-09,4.364135475221076e-08
1881,1.1156012114099667e-08,6.833057542010579e-08
1882,1.3310770263785798e-08,4.592215852028403e-08
1883,8.847074184359371e-09,7.204046426068089e-08
1884,3.9610181801208455e-09,5.479408304864819e-08
1885,5.156508553483263e-09,4.2541193956413537e-08
1886,1.0970888419947755e-08,5.7435828759722085e-08
1887,5.223139698529167e-09,3.9173549348792136e-08
1888,3.804368819970705e-09,4.2482116935360636e-08
1889,6.265136742733546e-10,4.385595797629094e-08
1890,2.6217545912032847e-09,6.423298803959199e-08
1891,6.374220040683554e-10,3.7607898573099874e-08
1892,5.641661138255927e-09,3.322311670217459e-08
1893,3.6950499326948716e-09,1.24400012069259e-07
1894,7.561847148451761e-09,3.7179082035265765e-08
1895,6.018614495673091e-10,5.416753179332545e-08
1896,3.5382172747233653e-09,4.1868904787634165e-08
1897,9.322741689743452e-09,5.0109737914638686e-08
1898,1.4145887128336199e-08,8.374365401131456e-08
1899,1.326618814800895e-08,7.130576307190495e-08
1900,2.0245106924221545e-08,5.398695313019175e-08
1901,1.3412973842719111e-08,5.085752308175984e-08
1902,1.4239823542538943e-08,4.7629753030520305e-08
1903,1.7280705533195828e-08,5.508224543149254e-08
1904,6.449550227216605e-09,8.115684302367754e-08
1905,8.773290538499623e-09,5.883265324913012e-08
1906,1.6975809202790515e-08,4.938417230704317e-08
1907,7.199980611716228e-09,6.737124658151572e-08
1908,1.0313916831705683e-08,6.483033776483182e-08
1909,1.265226234892225e-08,7.70137720262909e-08
1910,8.550641084070776e-09,6.733629875910196e-08
1911,9.576673676292558e-09,7.288912740044395e-08
1912,1.3544495303108306e-08,3.907065843078428e-08
1913,9.015082902408267e-09,6.681767228400304e-08
1914,2.276892807628883e-08,3.9510787530616653e-08
1915,1.1780761921542648e-09,2.0027295266622502e-08
1916,7.69122365795738e-09,4.724608504425021e-08
1917,3.289927441585405e-09,1.7546278430202733e-08
1918,9.189101035644853e-09,5.054005480786827e-08
1919,1.1049418269237776e-08,5.893023002911946e-08
1920,3.786115865267448e-09,4.164727540612034e-08
1921,9.087297248022708e-09,5.2251959203886145e-08
1922,3.688967686876765e-09,4.648099505288883e-08
1923,1.4862327812892318e-08,3.6094224942218034e-08
1924,1.1602462102189293e-08,3.867487219366694e-08
1925,5.499088961968823e-09,3.5194170022734284e-08
1926,4.458455493683289e-09,4.012609911008269e-08
1927,8.919380123373344e-09,6.355058113083345e-08
1928,6.8556245125250825e-09,6.855624734569687e-08
1929,8.912325100141061e-09,4.567566636026754e-08
1930,8.402882833991043e-09,4.096405525899627e-08
1931,7.983749661377715e-09,5.246463974373228e-08
1932,5.479768305782784e-09,3.397456449505398e-08
1933,1.3764795081527836e-08,5.735331010114919e-08
1934,8.38710612072191e-09,5.032263672433146e-08
1935,1.4361940969820353e-08,5.505410705097802e-08
1936,8.487300195980652e-09,3.273673021553236e-08
1937,3.777335444432595e-09,6.421470410966634e-08
1938,1.6854778350783306e-08,1.815129979654273e-08
1939,1.8352860564618823e-08,7.799965828780842e-08
1940,2.028626333583361e-08,3.8036743532643413e-08
1941,2.066051862925633e-08,1.7709016475464523e-08
1942,1.8205270180260413e-08,4.8547387443420575e-08
1943,5.806470415592457e-09,4.93549991986697e-08
1944,2.8918675454292497e-08,4.498460803858961e-08
1945,4.357008087652048e-09,5.664110691583346e-08
1946,9.744772988540262e-09,1.9489545977080525e-08
1947,5.960435478513659e-09,4.2915137221655186e-08
1948,1.195907639583993e-08,3.1528474941922013e-08
1949,9.817008539414473e-09,4.6139939646749895e-08
1950,7.444753258312176e-09,3.82873022175545e-08
1951,7.462981344019681e-09,3.518262503554581e-08
1952,4.2179215675730575e-09,4.428817490520487e-08
1953,1.508335856215126e-08,3.5553628929818615e-08
1954,5.86352189024808e-09,7.036225779799565e-08
1955,1.5016972554349195e-08,4.5050917218958375e-08
1956,2.616342476002842e-09,4.186148050422389e-08
1957,7.068030161150318e-09,3.8874164720592574e-08
1958,1.6544486891589827e-09,3.3916197683669935e-08
1959,1.0851047171911432e-08,1.6276570535822543e-08
1960,1.1765416307873977e-08,4.6369581951921646e-08
1961,9.727422589644874e-09,3.54356138876355e-08
1962,7.610347907416326e-09,3.2343978606519386e-08
1963,1.2285501393982656e-08,4.784879514829754e-08
1964,7.300762105977299e-09,6.266487373451923e-08
1965,6.5664522708175355e-09,4.049312085641077e-08
1966,2.7695373772118614e-09,3.711180163179506e-08
1967,7.3955032653394426e-09,3.303324808134889e-08
1968,7.635406973349745e-09,4.536330122650867e-08
1969,3.6334062425424918e-09,4.632592928710544e-08
1970,2.7592350626548523e-09,4.920635854333e-08
1971,8.22143619849669e-09,3.33995839874035e-08
1972,1.5390440033513642e-09,3.078088139929491e-08
1973,3.859242758696979e-09,4.6310911550051514e-08
1974,3.3753429495853027e-09,2.8690415376786405e-08
1975,7.4249242310031605e-09,3.198428943917975e-08
1976,6.2848797277581525e-09,3.256710273680241e-08
1977,9.402850942308305e-09,3.761140271452135e-08
1978,9.504946163474415e-09,3.148513549877663e-08
1979,2.048190705927766e-08,3.6282234106010947e-08
1980,7.390696055153967e-09,4.093308469954593e-08
1981,5.060439622894819e-09,3.668818826518816e-08
1982,1.0552754226011984e-08,4.7797769187063466e-08
1983,9.47297440490047e-09,3.0945049189767815e-08
1984,7.538710988796993e-09,4.291266347822287e-08
1985,1.5038894574104233e-08,5.113224377240044e-08
1986,1.3787316177626963e-08,4.7955883264449994e-08
1987,3.0554083707556856e-09,4.4608961524694735e-08
1988,5.396898483667201e-09,4.2575531877808714e-08
1989,1.0427432250992297e-08,3.951448068750807e-08
1990,5.993515905799995e-09,3.541623017078166e-08
1991,5.8614650910726596e-09,3.458264574707215e-08
1992,7.162927584403178e-09,3.526364156236639e-08
1993,4.4313659408601325e-09,3.545092663870264e-08
1994,4.747434001473039e-09,4.4309384439333854e-08
1995,7.591431483433553e-09,3.307695040088987e-08
1996,5.3380921904988554e-09,2.98933167108828e-08
1997,4.315404922294874e-09,3.835915651784205e-08
1998,2.86087753487152e-09,5.054217100397551e-08
1999,6.8553016596695215e-09,4.524499175317942e-08
2000,5.743440834038438e-09,5.1690967617368244e-08
2001,6.571817756650944e-09,3.724029901119863e-08
2002,3.066854992184176e-09,3.986911378817126e-08
2003,5.8336921959778465e-09,4.583615231812388e-08
2004,4.845270407116686e-09,4.4488391415242745e-08
2005,3.602999676388663e-09,3.557962235944956e-08
2006,3.7061009261485367e-09,3.870816578377401e-08
2007,4.7933754743212376e-09,3.515141938637001e-08
2008,5.108927586539025e-09,4.981204332343836e-08
2009,1.907277002999308e-09,5.0066019996464206e-08
2010,9.447586046817946e-10,5.14893458980481e-08
2011,1.911985902935953e-09,6.959628728875344e-08
2012,1.0212758416727752e-09,6.468080460120262e-08
2013,2.5102124823206395e-09,5.4666849991225064e-08
2014,2.5985342766432495e-09,5.262031632646824e-08
2015,4.211493265238175e-09,6.694057513856322e-08
2016,5.592618201877286e-09,6.524721243850173e-08
2017,2.515611413622665e-09,6.263872265321879e-08
2018,2.8396134332808742e-09,6.272964420128702e-08
2019,2.295888978931515e-09,6.70909753308635e-08
