year,en_ADP aire_NOUN,en_ADP pair_NOUN
1837,1.8786305289175687e-08,5.4967340012979093e-08
1838,3.8504186727905676e-08,4.986607993195946e-08
1839,2.6567605448946097e-08,3.8453112694014635e-08
1840,5.860113566624747e-08,2.6115724249820005e-08
1841,4.173356549230789e-08,3.2102743130479894e-08
1842,3.287049921141261e-08,2.683306021822318e-08
1843,3.0125246297529884e-08,3.1306629288962995e-08
1844,5.488561261035585e-08,3.3480223482484917e-08
1845,2.7343117381395388e-08,3.738752818449598e-08
1846,1.3465352832753297e-08,2.9272507529043423e-08
1847,2.480882788091776e-08,3.128069803182143e-08
1848,2.0113054055581614e-08,3.539897530657754e-08
1849,2.3462362719328667e-08,2.0948537127196687e-08
1850,2.1724787302446202e-08,3.394497927189377e-08
1851,2.1283148576856092e-08,1.999326104673571e-08
1852,1.9531636752390114e-08,3.515694646516465e-08
1853,2.26933418723263e-08,2.209614757830991e-08
1854,2.1821789930598356e-08,2.7537021995982514e-08
1855,1.1144567935161831e-08,2.3350523292720027e-08
1856,2.0191037064520856e-08,3.209857357688861e-08
1857,1.2691923956253959e-08,2.880090343992947e-08
1858,4.502181916166137e-08,3.425573247284319e-08
1859,2.6479301196147276e-08,4.073738590903986e-08
1860,1.373155189554609e-08,2.242820151820979e-08
1861,1.3204698334767784e-08,2.5466203812385402e-08
1862,3.6143891435358455e-08,2.846331392802881e-08
1863,1.947902072974017e-08,2.3974179974572962e-08
1864,2.5412057458318316e-08,5.274200587379596e-08
1865,2.9653119293371333e-08,1.6473955533058415e-08
1866,1.8489329622894957e-08,5.449486306652318e-08
1867,2.8631587767335986e-08,3.202855580752839e-08
1868,3.112120594561674e-08,4.6928803509871386e-08
1869,3.174287332985415e-08,4.8835189669915735e-08
1870,4.0711745086241535e-08,2.465641024684828e-08
1871,3.929835434846041e-08,2.0180236592892697e-08
1872,2.0560953717385644e-08,2.781776020643889e-08
1873,3.8909028887701425e-08,1.4965011230216874e-08
1874,5.616132481289782e-08,1.2546678807012768e-08
1875,2.4030413270370587e-08,1.8881039842710834e-08
1876,3.748529087133079e-08,1.209203004393089e-08
1877,5.999271590617639e-08,1.7935966711846163e-08
1878,2.2344627481629686e-08,2.536417165188709e-08
1879,1.8327976358811782e-08,2.1993570742395718e-08
1880,4.492492533536563e-08,3.144744686878198e-08
1881,6.83305714233029e-08,1.3247763996915296e-08
1882,6.25606177973026e-08,3.261138736831981e-08
1883,3.475636339844712e-08,2.9068958795619437e-08
1884,3.6969503902639644e-08,4.2250861476134105e-08
1885,3.287274280561192e-08,2.3204288490674685e-08
1886,5.0982363997142954e-08,3.4203357923701105e-08
1887,3.199173115309151e-08,2.2198344051815866e-08
1888,2.4728397107764977e-08,3.106901225180536e-08
1889,3.8217333020451605e-08,1.5036328071538207e-08
1890,3.211649390877369e-08,2.3595791098784957e-08
1891,3.44207886637804e-08,1.7847816335958555e-08
1892,2.7581454897784852e-08,2.570090096298827e-08
1893,2.832871559554917e-08,2.155445821827584e-08
1894,3.591877373310126e-08,1.07126170156846e-08
1895,2.106515117894503e-08,1.6852120587884656e-08
1896,2.122930492509667e-08,1.4152869098893461e-08
1897,2.9133568113515196e-08,1.7480140779291276e-08
1898,2.6594268232038587e-08,1.867257104493092e-08
1899,2.984892333302014e-08,1.4371703827009696e-08
1900,2.0764213348734017e-08,1.2977632302124675e-08
1901,3.409130783227354e-08,1.5648468743023614e-08
1902,2.8970674414985353e-08,1.5712908751908117e-08
1903,3.0781254878320397e-08,2.3220947387159185e-08
1904,3.117282521003517e-08,1.1286712897629059e-08
1905,2.5803795267176355e-08,1.3417973176998998e-08
1906,2.05767382577271e-08,2.31488301860594e-08
1907,2.8799923057487575e-08,2.828563872014911e-08
1908,2.897719486583128e-08,1.7681000663571922e-08
1909,1.925344239595006e-08,2.4204327875310128e-08
1910,1.9238942772226153e-08,2.3514263425283843e-08
1911,1.9685384544665396e-08,1.8089272302290738e-08
1912,2.5005221671037248e-08,1.927485859809508e-08
1913,2.1742257383383645e-08,1.6969567528946072e-08
1914,1.808120764223986e-08,1.8081207919795617e-08
1915,2.3561524287174507e-08,2.0027294933555595e-08
1916,2.4172415624690302e-08,1.8678685709261345e-08
1917,5.3735480065597585e-08,3.289927352767563e-08
1918,1.033773866510046e-08,2.6418665477478953e-08
1919,1.6574127070789757e-08,1.9336482248721865e-08
1920,1.8930578438158818e-08,2.3473917920568965e-08
1921,2.4990065738972334e-08,2.574734159210834e-08
1922,2.360939327372691e-08,2.951174238319254e-08
1923,1.4862327812892318e-08,1.8047111360885992e-08
1924,5.156649773851996e-09,2.4494086314774677e-08
1925,8.798542339150117e-09,1.2097996160420621e-08
1926,6.687683296036084e-09,1.4489979882625903e-08
1927,1.0034302388994831e-08,1.8953682623390478e-08
1928,1.4853853258500749e-08,1.4853853702589959e-08
1929,2.116677166874581e-08,1.5596568481157647e-08
1930,1.1553964007759987e-08,1.2604324250986565e-08
1931,2.5091784650044247e-08,1.0264820993199919e-08
1932,4.055028668403793e-08,7.6716757391182e-09
1933,4.1294382802092855e-08,1.261772819560747e-08
1934,2.875579241390369e-08,7.188948103475923e-09
1935,2.0346082152400413e-08,9.574627313213568e-09
1936,1.9399542861009422e-08,8.487300195980652e-09
1937,2.1404900962807005e-08,6.295559074054324e-09
1938,2.333738657878115e-08,9.075650009293668e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,2.6563523825018365e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,2.322588210645904e-08
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,1.3071024707045353e-08,1.3071024262956144e-08
1946,3.062643028073353e-08,1.809743643832462e-08
1947,1.6689218895749036e-08,1.907339353124371e-08
1948,2.5005341575123907e-08,2.0656587107481528e-08
1949,2.2579119796084512e-08,6.8719057111366055e-09
1950,2.4461330738745346e-08,2.7651938960815414e-08
1951,2.3455083209000804e-08,1.4925962688039363e-08
1952,3.374337254058446e-08,1.4762725597528004e-08
1953,3.124409986288157e-08,1.508335811806205e-08
1954,3.029486128625081e-08,7.818028890937967e-09
1955,2.2525458831523792e-08,1.1262729415761896e-08
1956,2.703553869665143e-08,1.4825940475304833e-08
1957,7.951533903538532e-08,1.501956425897788e-08
1958,2.8125628048769613e-08,1.8198935247681902e-08
1959,1.9376869886400527e-08,1.5501495198577686e-08
1960,2.629916601160076e-08,1.0381249748725452e-08
1961,3.265634873628187e-08,1.181187103682646e-08
1962,5.45408234131628e-08,1.2683912586908264e-08
1963,3.039045082253722e-08,1.1638895180965392e-08
1964,4.0154192526564714e-08,5.5972508183899095e-08
1965,4.0493119801698896e-08,1.91521518644322e-08
1966,5.151339477205141e-08,1.107814973089205e-08
1967,2.5144710702473816e-08,8.923907612867765e-08
1968,3.413475932467769e-08,1.796566317935344e-08
1969,3.451736046988785e-08,1.4533625192214572e-08
1970,3.3570694335516293e-08,1.2876430255381877e-08
1971,3.956565930440803e-08,2.0553589719085608e-08
1972,3.5398013353837854e-08,1.898154344814884e-08
1973,4.300298939163838e-08,2.1501495472975307e-08
1974,4.050411750444738e-08,1.4626486688484874e-08
1975,4.16938057412608e-08,1.4849848017917111e-08
1976,2.228275491900078e-08,1.428381724011274e-08
1977,4.8189612078530786e-08,9.990529292736028e-09
1978,5.287126469966097e-08,1.0693064655953322e-08
1979,5.442335160310563e-08,1.287434159280565e-08
1980,3.581644952843632e-08,2.78572392375942e-08
1981,6.135783220395652e-08,6.325549528618524e-09
1982,3.165826112372372e-08,5.586751949948621e-09
1983,3.6628833299801045e-08,2.2103606056589342e-08
1984,3.537395104613594e-08,1.5077422421683195e-08
1985,4.9327574580537714e-08,9.624892882698077e-09
1986,5.874595604415944e-08,5.994485574589703e-09
1987,4.8275453745638686e-08,7.944061852782625e-09
1988,3.238138990280248e-08,5.396898372644898e-09
1989,7.079677288857056e-08,8.232183268397364e-09
1990,8.554382369130309e-08,8.717841559757744e-09
1991,3.8099522925438833e-08,1.055063725274863e-08
1992,4.573253731265936e-08,5.509944167592096e-09
1993,5.760775678709251e-08,7.75489028548293e-09
1994,4.378189177867142e-08,6.857404422078162e-09
1995,6.181593642518024e-08,8.13367617702454e-09
1996,5.8719012541175175e-08,1.014237538399243e-08
1997,4.842843426278165e-08,6.233362603857984e-09
1998,5.912480360859007e-08,6.198568103243929e-09
1999,4.295989214364582e-08,7.312321859131998e-09
2000,5.610899900254651e-08,1.0603275590881367e-08
2001,6.790878490092744e-08,6.133696661692056e-09
2002,5.651775714099472e-08,1.927737391937967e-08
2003,6.833753474211335e-08,5.000307723435071e-09
2004,6.7393305602792e-08,1.1452457204796929e-08
2005,6.71058666412705e-08,5.989987061916224e-08
2006,5.8474035113942335e-08,4.6532155018041976e-08
2007,3.794755376596015e-08,7.988959049853861e-09
2008,4.385162938325138e-08,1.0217855006544596e-08
2009,6.103286476211167e-08,1.0490023516496194e-08
2010,4.91274465552749e-08,1.5588517143783065e-08
2011,4.0916501159449226e-08,2.3326229614539784e-08
2012,5.106378955788138e-08,2.4170194734551842e-08
2013,4.62994750871637e-08,1.1993237958307645e-08
2014,3.5729847039367435e-08,7.145968927702029e-09
2015,3.568686279820099e-08,8.422986308431746e-09
2016,3.749125579433077e-08,1.0563834473842348e-08
2017,4.150758609045013e-08,8.553078800765945e-09
2018,3.252648211882203e-08,2.581466596041082e-09
2019,3.851991381420561e-08,8.92845686273347e-09
