year,en_ADP auto_NOUN,en_ADP poteaux_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,1.4287095950749062e-08
1802,2.2378401354217203e-09,8.951360541686881e-09
1803,3.900678446910888e-09,3.90067853572873e-08
1804,2.4718509461507665e-09,1.9774807569206132e-08
1805,5.685755422035754e-09,8.528632911009026e-09
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,2.2660739062985158e-08,9.064295980465431e-09
1809,1.581321384946932e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,5.394447111228828e-09
1816,2.3176038865813098e-09,3.244645441213834e-08
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,5.175524897538253e-09,1.035105001712111e-09
1820,3.5599443393152796e-09,1.0679833017945839e-08
1821,6.903041693817613e-09,0.0
1822,3.0076847679083585e-09,4.010246357211145e-09
1823,3.9530747564242574e-09,1.9765373782121287e-09
1824,6.736890156844311e-09,8.421112696055388e-09
1825,4.4027217427355936e-09,7.924898959288385e-09
1826,1.0569580766173203e-08,3.5231937367541377e-09
1827,7.373818444733615e-09,6.452091305675367e-09
1828,7.337841001486822e-09,9.172301251858528e-10
1829,9.430493719264632e-09,3.429270423183084e-09
1830,7.305785310052215e-09,7.305785310052215e-09
1831,1.5591206103948707e-09,0.0
1832,6.764984683549358e-09,1.0823975493678972e-08
1833,9.266902800675325e-09,1.3900354645102198e-08
1834,5.600718555598405e-09,3.733812370398937e-09
1835,4.5378527602224494e-09,2.2689263801112247e-09
1836,5.376600054063374e-09,3.36037508930076e-09
1837,5.5663127440652715e-09,6.957891152126194e-09
1838,4.418513555037862e-09,3.1560809521380406e-09
1839,1.2584655095793096e-08,4.194885327990505e-09
1840,4.458782232319436e-09,2.5478754661634184e-09
1841,3.852329122366882e-09,7.0626033910059505e-09
1842,1.2074877098200432e-08,1.341653010911159e-09
1843,8.269675610961258e-09,1.7720733769266417e-09
1844,2.7442805805577564e-09,4.9397050894128824e-09
1845,1.0602432709561072e-08,7.812318791877715e-09
1846,9.952652257894101e-09,4.6836010625384006e-09
1847,2.6966118227278457e-09,5.393223645455691e-10
1848,1.287235473768078e-08,2.413566457803995e-09
1849,1.75967720394965e-08,1.6758829879393033e-09
1850,6.788996032014438e-09,4.073397619208663e-09
1851,9.029214709244116e-09,3.2247193804124663e-09
1852,6.510545436100301e-09,3.2552727180501506e-09
1853,7.166318205520383e-09,4.777545470346922e-09
1854,1.4547860527347467e-08,0.0
1855,9.021793090369101e-09,3.714855978387277e-09
1856,7.248064981535407e-09,1.5531567143511893e-09
1857,6.345962033638131e-09,9.763018171682347e-10
1858,3.9149408159744326e-09,1.468102750479261e-09
1859,5.09217357169689e-09,3.055304009791371e-09
1860,3.661747127736703e-09,7.781213007262977e-09
1861,1.131831339762357e-08,6.13075279431996e-09
1862,5.873382252774562e-09,3.162590411776023e-09
1863,5.9935452156878455e-09,3.995696662428827e-09
1864,1.0548401263577034e-08,1.4384183844029508e-09
1865,3.765475486972036e-09,2.3534221238463715e-09
1866,5.838735717134114e-09,4.379051787850585e-09
1867,8.73506067478047e-09,2.426405742994575e-09
1868,4.445886547799205e-09,4.939874287401835e-09
1869,1.0743742229202269e-08,7.325278605918584e-09
1870,9.747882501187632e-09,1.204150201772336e-08
1871,4.248470908407853e-09,3.18635318130589e-09
1872,4.8378714367913744e-09,7.861540751719076e-09
1873,1.0176207432266438e-08,5.387403856360606e-09
1874,1.3741600912720031e-08,8.364453130127458e-09
1875,6.293679799540541e-09,1.8881038954532414e-08
1876,2.418405919968336e-09,7.859819461941697e-09
1877,7.421779191219002e-09,6.80329748092845e-09
1878,6.6429977074733415e-09,1.2078177569208037e-08
1879,5.498392852132383e-09,1.2829582729523281e-08
1880,1.2835692508872398e-08,1.0268554007097919e-08
1881,8.367009307619355e-09,1.4642266066289267e-08
1882,9.317538740560849e-09,9.983077475794744e-09
1883,5.687405213450347e-09,5.687405213450347e-09
1884,1.2543224237049344e-08,2.9047466654219534e-08
1885,9.023890079618013e-09,1.160214413431504e-08
1886,1.2906927471245666e-08,1.097088819790315e-08
1887,3.4603299781110763e-08,5.3537181798901656e-08
1888,5.706553452000662e-09,6.340614699951175e-09
1889,8.771191772893872e-09,1.3156786771162388e-08
1890,1.3764211992395303e-08,4.5880703680722945e-09
1891,8.92390783491237e-09,1.529812720946211e-08
1892,7.522214851007902e-09,1.002961980134387e-08
1893,1.8475249885518963e-08,1.539604177480669e-08
1894,9.452309157609307e-09,1.764431090123253e-08
1895,1.3240951446391591e-08,1.6852119699706236e-08
1896,1.2973464080801023e-08,5.307326134129653e-09
1897,9.322741689743452e-09,7.574727511894253e-09
1898,1.5277558773618694e-08,2.2633418694795182e-08
1899,1.9346524382513053e-08,2.04520400615138e-08
1900,2.699347589896206e-08,2.0245106924221545e-08
1901,4.247441509619421e-08,1.620734302321125e-08
1902,6.825294535106607e-08,4.419255628107521e-09
1903,7.776317323404669e-08,2.4841012802312434e-08
1904,8.008191265673759e-08,1.1286712897629059e-08
1905,1.0527948451910518e-07,1.651442893546573e-08
1906,1.9907994497359027e-07,1.4403716441790948e-08
1907,1.661138404607243e-07,1.491424583832668e-08
1908,2.583390594779189e-07,2.9468335327464956e-08
1909,2.596464221404915e-07,2.53045246978445e-08
1910,2.4850300750500764e-07,2.6186338430989053e-08
1911,2.6655075169301767e-07,1.1704822888702893e-08
1912,3.578872274090372e-07,1.8753915753677575e-08
1913,4.120422936182422e-07,1.4318072061314524e-08
1914,6.201184730159071e-07,1.2054139020278853e-08
1915,9.224336388058418e-07,7.068456930880984e-09
1916,1.2503731845470156e-06,1.2086208478478966e-08
1917,1.023167368607858e-06,2.0836205649743533e-08
1918,8.396541080202269e-07,1.378365155346728e-08
1919,1.073635164772213e-06,1.3811772170413406e-08
1920,1.0563263295182423e-06,9.086678076641874e-09
1921,1.0124763054619734e-06,2.0446417892117097e-08
1922,1.36565584440973e-06,5.164555005876537e-09
1923,1.1083050353022372e-06,1.5923921736771263e-08
1924,1.2814274494843403e-06,1.933743654092268e-08
1925,1.2482931648349904e-06,2.4195990988573612e-08
1926,1.4467688238539722e-06,2.0063049888108253e-08
1927,1.2866205416628418e-06,8.919379901328739e-09
1928,1.406545674598192e-06,1.7139061725401916e-08
1929,1.6487801222098142e-06,1.3368487650211591e-08
1930,1.5545332772148868e-06,2.3107928015519974e-08
1931,1.523755599919241e-06,1.596749932275543e-08
1932,1.5814611540321266e-06,2.4110979879310435e-08
1933,1.6403046423363321e-06,3.326492148403304e-08
1934,1.6870064705187815e-06,1.4377896206951846e-08
1935,1.4709021467496086e-06,4.787313656606784e-09
1936,1.1748848294246272e-06,3.6374142808881516e-08
1937,1.086613551137816e-06,2.2664012888640173e-08
1938,1.282259709967093e-06,0.0
1939,1.143994978747287e-06,1.5294050470515685e-08
1940,1.0016342528729183e-06,1.0143131667916805e-08
1941,8.94305269838469e-07,5.312704587367989e-08
1942,1.0043241047696938e-06,6.371844563091145e-08
1943,1.1641973447495957e-06,2.9032352077962287e-09
1944,1.0732042312611156e-06,1.927911696952833e-08
1945,1.4116706630318276e-06,2.832055301382752e-08
1946,1.2528993309501857e-06,1.3921104269343232e-08
1947,9.655905603977999e-07,1.4305045148432782e-08
1948,1.0154342771073743e-06,1.9569398546082084e-08
1949,1.0955781108989981e-06,2.846932467548413e-08
1950,8.433841554023047e-07,1.4889506516624351e-08
1951,1.1748864814364879e-06,2.2388944032059044e-08
1952,8.794366710418444e-07,8.435843135146115e-09
1953,9.103884019978636e-07,2.3702419582605216e-08
1954,9.450042668390779e-07,1.5636057781875934e-08
1955,8.456432691872351e-07,1.595553378308523e-08
1956,8.285084529546793e-07,6.976913269340912e-09
1957,6.776473640002223e-07,2.6505113659425206e-09
1958,7.742819976286341e-07,1.4062814024384807e-08
1959,7.200444986921184e-07,1.6276571201956358e-08
1960,7.723650199409349e-07,1.2457499920515147e-08
1961,8.198827732286418e-07,2.084447814354462e-08
1962,6.563924808133947e-07,1.1415521861124489e-08
1963,7.907983228250259e-07,1.0345685197421517e-08
1964,8.614899211778493e-07,1.764350798794112e-08
1965,5.395434996557924e-07,1.586892572902343e-08
1966,5.96558365373312e-07,1.495550172592175e-08
1967,5.729049803449016e-07,1.873527466500491e-08
1968,5.874771940028722e-07,1.527081394669949e-08
1969,4.618967759384418e-07,7.2668124850849836e-09
1970,5.385106724986599e-07,1.609553734738256e-08
1971,4.804401596558705e-07,6.679916619845017e-09
1972,5.053194875870304e-07,1.4364410994005539e-08
1973,6.086576771480168e-07,6.615844760915479e-09
1974,6.131873266923549e-07,1.8564387360697765e-08
1975,5.774306188754963e-07,9.709516746170266e-09
1976,4.199442322772029e-07,2.3425460682346966e-08
1977,5.224459078689847e-07,8.815172591880582e-09
1978,4.7405919012533104e-07,2.7920778578049976e-08
1979,4.248532725625864e-07,1.345953837272873e-08
1980,5.082524952015888e-07,1.3644362084619388e-08
1981,4.775789772537564e-07,1.4548763971333756e-08
1982,4.5314765895199116e-07,1.8622506203769262e-08
1983,5.816405916903022e-07,7.57837881337764e-09
1984,4.4188445080806105e-07,1.797692661398287e-08
1985,4.379326155046215e-07,5.5343132743246315e-08
1986,4.861527456156978e-07,9.591176741707841e-09
1987,4.5770019418966967e-07,1.3443797186596385e-08
1988,4.971142990584099e-07,1.6190695006912392e-08
1989,4.75820186807141e-07,9.329808037250586e-09
1990,5.688391828684303e-07,7.083246433836621e-09
1991,5.169812169469878e-07,1.1136783939491579e-08
1992,5.030579082188069e-07,8.815910668147353e-09
1993,5.01298282884477e-07,2.049506697687775e-08
1994,5.296026435175349e-07,1.2132331583813993e-08
1995,4.430142461764319e-07,1.3556126887692699e-08
1996,4.4466308324331294e-07,1.5480466686312866e-08
1997,4.670227093939161e-07,1.4864173003559245e-08
1998,4.5630997380641247e-07,1.3350762273489636e-08
1999,4.6067628023394036e-07,1.553868322901053e-08
2000,4.360597216646056e-07,9.277866475088103e-09
2001,5.835774308238229e-07,1.1391150245287918e-08
