year,bon_ADJ otage_NOUN,bon_ADJ potage_NOUN
1800,0.0,6.288328968651058e-09
1801,4.286128785224719e-08,9.524730337773235e-09
1802,0.0,2.0140561218795483e-08
1803,0.0,2.7304748684287006e-08
1804,0.0,4.943701981119375e-08
1805,0.0,6.538618890772341e-08
1806,0.0,2.881669125542885e-08
1807,5.693910232196231e-09,3.9857372513552036e-08
1808,0.0,2.039466551195801e-08
1809,0.0,5.6475762733043666e-08
1810,0.0,2.106114038724627e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,8.00162425207418e-09
1813,8.627225156487839e-09,2.5881675469463516e-08
1814,1.2586708564299443e-08,6.293354282149721e-09
1815,0.0,1.3486118000116676e-08
1816,0.0,6.952811659743929e-09
1817,1.2454987263765815e-08,1.2454987263765815e-08
1818,0.0,1.668964877410417e-08
1819,0.0,1.0351049795076506e-08
1820,0.0,8.306536791735653e-09
1821,0.0,5.029358973729359e-08
1822,6.015369535816717e-09,6.717162648328667e-08
1823,9.882686891060644e-10,4.644862983127496e-08
1824,9.263223965660927e-09,4.210556348027694e-09
1825,0.0,2.201360693732113e-08
1826,1.7615968683770689e-09,1.0569580766173203e-08
1827,1.8434546111834038e-09,1.935627302884768e-08
1828,0.0,2.384798314380987e-08
1829,0.0,1.8860987438529264e-08
1830,4.174734336004349e-09,2.2961039292113128e-08
1831,0.0,8.575163690238696e-08
1832,0.0,2.570694235259907e-08
1833,1.1583628500844156e-09,5.791814139399776e-09
1834,9.334530925997342e-10,3.173740381612333e-08
1835,0.0,3.6302822081779595e-08
1836,6.720750067579218e-10,4.301280043250699e-08
1837,9.74104708006962e-09,1.530736071231331e-08
1838,1.2624323808552163e-09,2.209256599883247e-08
1839,2.7965900706306e-09,2.1673573158409454e-08
1840,2.5478754661634184e-09,1.8472096741106725e-08
1841,0.0,3.467096121312352e-08
1842,0.0,2.4820581145945653e-08
1843,3.5441467538532834e-09,2.4809025944705354e-08
1844,3.841992946007622e-09,2.140538946093784e-08
1845,4.464182357111213e-09,1.3392547515422848e-08
1846,1.7563503984519002e-09,2.2832555401919308e-08
1847,0.0,2.9123407685460734e-08
1848,0.0,1.287235473768078e-08
1849,0.0,2.1786478399121734e-08
1850,2.7155984128057753e-09,8.146795238417326e-09
1851,0.0,1.1608989325395669e-08
1852,2.6042181744401205e-09,2.148479971708639e-08
1853,4.180352064508952e-09,3.0456853039595444e-08
1854,3.117398783558656e-09,1.9223959313308114e-08
1855,7.429711956774554e-09,1.6982198758341838e-08
1856,0.0,2.5885945831305435e-08
1857,2.4407544874094356e-09,2.147863931156735e-08
1858,2.4468380654951716e-09,1.6149130033227266e-08
1859,0.0,1.2221216039165483e-08
1860,9.154367819341758e-10,1.876645328025006e-08
1861,0.0,1.6977470096435354e-08
1862,1.1294965851504912e-08,2.4848924695675123e-08
1863,0.0,1.7980635647063536e-08
1864,5.274200631788517e-09,1.9178912680217763e-08
1865,4.23615986733239e-09,2.4946274379544775e-08
1866,4.865612912574591e-10,2.77339928800302e-08
1867,4.85281148598915e-10,9.220341823379385e-09
1868,1.975949626142892e-09,2.9639243948054173e-08
1869,2.441759683335931e-09,3.027781758646597e-08
1870,4.013834153937523e-09,2.9243649279919737e-08
1871,0.0,5.3105885911008954e-08
1872,6.047339295989218e-10,1.9351485747165498e-08
1873,1.1972008939764578e-09,3.8909028887701425e-08
1874,5.974609140757536e-10,3.584765551067903e-08
1875,0.0,2.1169650921137873e-08
1876,1.209202959984168e-09,2.7207066821688386e-08
1877,1.2369631985365004e-09,2.6594708657512456e-08
1878,0.0,1.1474268646338714e-08
1879,0.0,2.016077260691418e-08
1880,6.417846254436199e-10,3.8507078414795615e-08
1881,6.972507571312292e-10,2.091752193678076e-08
1882,0.0,1.2645231528551903e-08
1883,0.0,1.64302811356265e-08
1884,0.0,1.7824582698722224e-08
1885,0.0,1.353583467533781e-08
1886,2.5813855497602844e-09,1.0325542199041138e-08
1887,0.0,2.0239665943222462e-08
1888,6.340614699951175e-10,8.242799331981132e-09
1889,5.012109394186837e-09,2.4434033463194282e-08
1890,0.0,2.1629475099871343e-08
1891,6.374220040683554e-10,1.0836173736095134e-08
1892,0.0,9.402768341715273e-09
1893,0.0,9.23762488724833e-09
1894,0.0,8.822155450616265e-09
1895,0.0,1.0833506536300774e-08
1896,0.0,1.0614652268259306e-08
1897,0.0,1.3984112534615178e-08
1898,5.6583548957434e-10,9.619203211741478e-09
1899,0.0,1.1055156790007459e-08
1900,1.038210628578895e-09,1.4015843596837385e-08
1901,1.1177477832191585e-09,7.265360757457984e-09
1902,4.419255628107521e-09,8.838511256215043e-09
1903,0.0,1.674068350610014e-08
1904,1.0749250378694342e-09,1.2361637935498493e-08
1905,0.0,1.0837593933388234e-08
1906,0.0,2.5206503551089554e-08
1907,0.0,1.6457098794830927e-08
1908,4.911389073214423e-10,5.893666887857307e-09
1909,5.500983557560346e-10,1.7053048750881317e-08
1910,0.0,2.0842188419578633e-08
1911,5.320374141248863e-10,1.2236860413850081e-08
1912,1.0418842455450772e-09,1.0418842677495377e-08
1913,1.060597942803554e-09,1.2727175757731857e-08
1914,6.696743715117748e-10,6.027069510139427e-09
1915,0.0,1.0602685840410686e-08
1916,2.197492410260793e-09,6.592477230782379e-09
1917,0.0,1.6449636319748606e-08
1918,2.2972752589112133e-09,1.033773866510046e-08
1919,9.207848372660976e-10,5.524709134618888e-09
1920,7.572231730534895e-10,9.843901693784574e-09
1921,0.0,1.3630945261411398e-08
1922,0.0,4.426761179843197e-09
1923,0.0,1.1677542488541803e-08
1924,3.867487219366694e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,0.0,5.57306911730393e-09
1927,3.3447675740205796e-09,6.689535148041159e-09
1928,0.0,5.713020723163709e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,4.201441416995522e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,8.767629289252454e-09
1933,0.0,1.605892663292252e-08
1934,1.5576054224197833e-08,1.0783422155213884e-08
1935,0.0,1.795242710045386e-08
1936,0.0,9.699771652549316e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,7.647025235257843e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,1.7709016475464523e-08
1942,6.068423541449874e-09,0.0
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,0.0,8.714016175304096e-09
1946,0.0,1.3921104269343232e-08
1947,0.0,1.1920870957027319e-09
1948,0.0,9.784699273041042e-09
1949,0.0,3.9268033269479474e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,1.4005975934594517e-08
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,0.0,8.447047505910632e-09
1956,8.72114158667614e-10,1.1337483840634377e-08
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,0.0,3.3088973783179654e-09
1959,1.5501495642666896e-09,1.0851047171911432e-08
1960,3.460416619915918e-09,4.152500121534786e-09
1961,1.3896318540318475e-09,5.55852741612739e-09
1962,1.2683912808952869e-09,8.244543714397423e-09
1963,3.879631726988464e-09,6.466053470433053e-09
1964,6.083968329129164e-10,8.517555549758526e-09
1965,1.0944086747954884e-09,6.0192477668863376e-09
1966,5.539074754423723e-10,6.092982118843793e-09
1967,1.4791006197611978e-09,8.381570104631919e-09
1968,8.982831700699023e-10,5.838840522187638e-09
1969,0.0,6.8126366770115965e-09
1970,4.5987250119061684e-10,1.0577067222072856e-08
1971,0.0,6.679916619845017e-09
1972,5.130146862875051e-10,2.205963234302999e-08
1973,5.513203782392395e-10,6.615844760915479e-09
1974,0.0,2.2502286700643026e-09
1975,0.0,9.138368284311582e-09
1976,0.0,2.171140245366132e-08
1977,5.876781838942691e-10,6.464460078348111e-09
1978,0.0,1.0693064211864112e-08
1979,5.851973350345929e-10,4.681578680276743e-09
1980,1.1370301367108482e-09,3.97960553399912e-09
1981,3.1627747087981106e-09,1.0120879245789638e-08
1982,0.0,1.0552754226011984e-08
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,0.0,4.812446441349039e-09
1986,2.997242676272549e-09,7.792831269171074e-09
1987,7.332980445085013e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,7.195864348830128e-09
1989,1.0976244357863152e-09,7.134558721588746e-09
1990,0.0,8.717841559757744e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,5.509944167592096e-10,7.162927584403178e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,1.0549853213248639e-09,5.274926717646622e-09
1995,1.626735190995987e-09,9.760411145975922e-09
1996,0.0,7.473328622609188e-09
1997,4.79489448146353e-10,7.192341833217597e-09
1998,4.768129224785866e-10,8.582632382569955e-09
1999,1.3710603763428253e-09,1.0511462811280126e-08
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,4.3812117822561447e-10,2.6287270138425356e-09
2002,0.0,3.066854992184176e-09
2003,1.6667691671301554e-09,4.166922806803086e-09
2004,4.404791253964646e-10,6.607186797680242e-09
2005,0.0,8.557123898356167e-09
2006,0.0,8.235780057930242e-09
2007,0.0,5.192823504529542e-09
2008,4.257439678578834e-10,1.2346575317678798e-08
2009,2.860915504498962e-09,9.53638501499654e-09
2010,9.447586046817946e-10,1.5588517143783065e-08
2011,0.0,1.185431308670104e-08
2012,1.0212758416727752e-09,1.3617010630184723e-08
2013,1.9523875849358774e-09,1.589801357226861e-08
2014,1.9489005964601347e-09,1.4941571535587173e-08
2015,3.103205470367243e-09,1.5959342292148904e-08
2016,1.6570720351438695e-09,1.9263461936702697e-08
2017,1.0062445321423752e-09,1.1320251402935355e-08
2018,3.0977600484760615e-09,1.161660012627408e-08
2019,3.5713827450933877e-09,1.3265136544760026e-08
