year,un_DET aimant_ADJ,un_DET paiement_NOUN
1845,1.562463802784464e-08,4.7487740895135744e-07
1846,3.7468808500307205e-08,7.569870188461891e-07
1847,4.0988498817284835e-08,5.997264596047103e-07
1848,4.344419757273954e-08,6.500539333487154e-07
1849,4.1897074254393374e-08,3.192557187503553e-07
1850,4.5486274302675156e-08,3.8154158144010353e-07
1851,5.8044946626978344e-09,6.67516886210251e-07
1852,4.752698079535378e-08,5.963659583940739e-07
1853,4.777545448142462e-08,5.780830294455086e-07
1854,1.0183502041627435e-07,5.372317302132501e-07
1855,1.4859423913549108e-08,3.481350674405803e-07
1856,4.0899795550330964e-08,5.353213445857818e-07
1857,3.661131953158758e-08,4.5056329289749897e-07
1858,5.77453780348236e-08,3.9540902529999755e-07
1859,8.911303672753945e-08,6.782775148206355e-07
1860,2.700538592748103e-08,3.7075189238122697e-07
1861,3.914249768754985e-08,4.018000967498381e-07
1862,1.942734173532301e-08,5.141468408798033e-07
1863,2.5472565390316504e-08,4.809819795781323e-07
1864,2.01378568265298e-08,5.672163081449355e-07
1865,1.8827376990770972e-08,6.335412643387883e-07
1866,1.1190909532388105e-08,5.863063550215486e-07
1867,4.804283371129259e-08,5.40603213750046e-07
1868,3.7049056267335345e-08,3.7691238086168255e-07
1869,4.199826530992823e-08,5.191180765251602e-07
1870,4.6445796542116113e-08,4.300536668999655e-07
1871,4.460894476032706e-08,8.27389709634474e-07
1872,3.023669659096839e-08,4.632261982884245e-07
1873,1.0236067993218967e-07,5.01627179794184e-07
1874,3.405527093658378e-08,4.1583279708490295e-07
1875,2.0025345603968958e-08,4.434183633605926e-07
1876,7.194757323247813e-08,4.171750136450214e-07
1877,8.658742167710898e-09,5.442638295605207e-07
1878,3.804625814396445e-08,5.163420753184766e-07
1879,4.704180311954076e-08,5.370096651802214e-07
1880,4.813384624213768e-08,5.589943814499065e-07
1881,9.273434997680852e-08,4.6506626916187344e-07
1882,8.785108462916469e-08,4.4125204112788197e-07
1883,8.08875402213971e-08,8.436317378013314e-07
1884,7.129832368946154e-08,6.284815636803387e-07
1885,9.023890124026934e-08,5.801072033850829e-07
1886,9.292988067954866e-08,6.8148580417704e-07
1887,8.814047935956637e-08,6.424461642673407e-07
1888,5.072491582325256e-08,7.025401043136981e-07
1889,6.202485325346174e-08,6.189954979696211e-07
1890,5.636772226758069e-08,6.429852863476526e-07
1891,7.202868879119251e-08,5.832411362760581e-07
1892,8.149066221818657e-08,6.475373313108435e-07
1893,9.607129758393285e-08,6.30006014024076e-07
1894,5.7974160139195874e-08,6.862376462635211e-07
1895,6.078800662834283e-08,6.7227925004687e-07
1896,8.255840533433201e-08,6.539805108563002e-07
1897,2.9133568002492893e-08,6.584186467151198e-07
1898,4.413516929702155e-08,8.074472428454271e-07
1899,3.371822820952275e-08,8.04815403654402e-07
1900,4.4123952047669945e-08,7.293429895582904e-07
1901,6.538824326440817e-08,8.316043649259086e-07
1902,7.070809093789876e-08,6.653434816428216e-07
1903,5.4002203153658e-08,7.916723170353634e-07
1904,4.998401603728553e-08,8.422037662825232e-07
1905,5.3155816637229236e-08,7.942408011274438e-07
1906,3.652371027840218e-08,7.968341808606283e-07
1907,4.217131488459813e-08,8.053692699405701e-07
1908,5.648097523014428e-08,8.442677748021765e-07
1909,2.640472107628966e-08,7.184284633865445e-07
1910,2.0307772796712698e-08,8.283433619027392e-07
1911,3.4582432251184514e-08,7.74114445434293e-07
1912,1.8753916974922902e-08,8.267351612190055e-07
1913,4.083302229673791e-08,7.912060526749087e-07
1914,3.0805021311586245e-08,7.694558563642317e-07
1915,1.1780762143587253e-08,7.916672135621639e-07
1916,9.888715624128963e-09,9.866740580122269e-07
1917,1.4256352098840352e-08,7.30363868939321e-07
1918,3.675640414257941e-08,8.281677175148161e-07
1919,3.6831394434333475e-08,7.826671106769822e-07
1920,2.8017257847068322e-08,8.223443677124465e-07
1921,3.7863737922805285e-08,1.144999367319599e-06
1922,2.8036155397259677e-08,9.613450089318576e-07
1923,2.5478274601198336e-08,9.342034461568005e-07
1924,2.320492398233398e-08,1.2865841574338788e-06
1925,2.1996356291964503e-08,1.3813711001731122e-06
1926,2.7865345586519652e-08,8.370750181896369e-07
1927,3.233275180924977e-08,1.0614061940472652e-06
1928,1.942426997025848e-08,1.3791232236215478e-06
1929,1.4482528287729224e-08,1.4337702465283542e-06
1930,1.575540553577781e-08,9.547775690066373e-07
1931,1.0264820993199919e-08,1.1371140100635557e-06
1932,1.205549005067752e-08,9.447120277172871e-07
1933,1.4911860191091364e-08,1.0059771184955935e-06
1934,2.2765002327673756e-08,1.0292176870763114e-06
1935,1.9149254626427137e-08,1.0460279957769103e-06
1936,8.487299751891442e-09,8.935914546093215e-07
1937,1.2591118370153254e-08,1.0488400867814107e-06
1938,2.2040865133021725e-08,8.803380495692181e-07
1939,1.6823456405745674e-08,1.0277601987240814e-06
1940,4.817987586669403e-08,7.328412525708927e-07
1941,5.312704587367989e-08,7.791966822878749e-07
1942,3.6410540360520827e-08,7.039371139327955e-07
1943,2.6129116648121453e-08,5.312920601241444e-07
1944,1.927911696952833e-08,6.811954431640288e-07
1945,2.832055301382752e-08,6.579082079127829e-07
1946,1.5313215584455975e-08,5.777258440531341e-07
1947,2.7418003423207438e-08,6.496874842554234e-07
1948,2.3918154123947488e-08,5.446815531939819e-07
1949,1.668891336237266e-08,7.13696489462734e-07
1950,2.1270722072586068e-08,6.338675322403731e-07
1951,1.1727541715522705e-08,7.132477914950641e-07
1952,5.272401959466322e-09,8.815456320476756e-07
1953,1.0773827607835074e-08,8.274299565513843e-07
1954,1.5636057337786724e-08,5.912384120065894e-07
1955,9.385607846468247e-09,6.485454768778709e-07
1956,1.8314396443841474e-08,8.764747043699117e-07
1957,1.1485549400447326e-08,8.861543046023712e-07
1958,1.8198935691771112e-08,7.312663381497941e-07
1959,6.200598257066758e-09,6.882663949880907e-07
1960,1.8686249492194662e-08,6.304879194285462e-07
1961,5.55852741612739e-09,6.760559045915215e-07
1962,7.610347907416326e-09,6.90639048173125e-07
1963,1.0992290522260362e-08,6.498383768871463e-07
1964,7.300761772910391e-09,6.552433893247667e-07
1965,9.302473735761652e-09,7.228569396389162e-07
1966,1.4955501503877144e-08,7.272805131464111e-07
1967,1.7749207881223583e-08,6.261526022122155e-07
1968,1.0779398235127857e-08,5.789435117975472e-07
1969,1.0900218727627475e-08,7.066974907488088e-07
1970,5.058597457585634e-09,1.034253207521374e-06
1971,1.5415192788914567e-08,7.466091727081903e-07
1972,7.182205663536223e-09,8.777681106408863e-07
1973,8.269805951144349e-09,8.920363896436356e-07
1974,5.063014563155832e-09,8.7027594108946e-07
1975,5.140332159925265e-09,8.949889487297469e-07
1976,5.7135269293517865e-09,8.37031669753685e-07
1977,7.052138428775834e-09,9.050244287323039e-07
1978,5.940591463193812e-09,7.746531291985548e-07
1979,9.363157360553487e-09,9.082262639736882e-07
1980,5.685150794576543e-09,9.175833337593531e-07
1981,6.958104370458074e-09,9.051861233899672e-07
1982,8.690503427999374e-09,9.019500861739971e-07
1983,1.0104505676622466e-08,1.0748668231030933e-06
1984,1.7976926891538625e-08,1.0925331483946366e-06
1985,1.2632671797518924e-08,1.2614625681806046e-06
1986,4.196139935519483e-09,1.076010089917645e-06
1987,6.110816741511371e-09,1.0663375320518753e-06
1988,4.1975875553212916e-09,1.0158162080387e-06
1989,8.780995153223614e-09,1.085001732903379e-06
1990,9.80757214330552e-09,8.95213370100123e-07
1991,4.689171995142516e-09,1.1963250443614015e-06
1992,7.162927584403178e-09,9.708521488960287e-07
1993,1.052449438709857e-08,9.12307447364924e-07
1994,1.2132331583813993e-08,1.1172294289707452e-06
1995,8.675921314704738e-09,1.0215896839582683e-06
1996,4.804282749404365e-09,9.272266154880526e-07
1997,6.7128524960935465e-09,9.369223743505017e-07
1998,6.198567881199324e-09,1.021810072998619e-06
1999,6.398281737762801e-09,1.1283826193420055e-06
2000,4.4180314962005696e-09,1.0059857658006877e-06
2001,4.8193329327261836e-09,1.0988079672813456e-06
2002,8.762443215459825e-09,1.1605856116148061e-06
2003,9.583922655487243e-09,9.938111684704154e-07
2004,8.809582230373536e-09,9.078274576523881e-07
2005,1.125937343360306e-08,8.99849160518329e-07
2006,1.1941880539989569e-08,9.561740306196498e-07
2007,6.39116706779852e-09,1.0928896152506695e-06
2008,1.2772318758180745e-08,9.374881937418422e-07
2009,5.721830786953319e-09,9.832012466404194e-07
2010,1.1337103700270745e-08,9.594023708814348e-07
2011,2.1031845376384695e-08,8.699536486744819e-07
2012,1.7361689641504086e-08,6.713186291307238e-07
2013,1.2829975082340184e-08,1.0701873183194266e-06
2014,1.754010577059706e-08,8.856670881129958e-07
2015,2.2165754398617565e-08,1.0694975713931854e-06
2016,1.864206033985738e-08,1.0744041052390685e-06
2017,2.1885818157763026e-08,1.4424514951372203e-06
2018,2.7879839992195343e-08,8.707287140197195e-07
2019,2.0918098808664354e-08,9.591713787671097e-07
