year,en_ADP eaux_NOUN,en_ADP peaux_NOUN
1800,2.358123420975744e-07,2.0751485863002017e-07
1801,2.524053570596152e-07,2.0716288418043405e-07
1802,2.5735161557349784e-07,2.64065135979763e-07
1803,1.1331471370112922e-06,3.2960731632947216e-07
1804,4.696516728852629e-07,1.7055771195373381e-07
1805,5.34461003454112e-07,1.3077237781544682e-07
1806,2.7087691023552907e-07,1.412017933688503e-07
1807,3.074711401040986e-07,1.4234775846944103e-07
1808,2.5153420679657756e-07,1.8808414559146058e-07
1809,2.710836657371374e-07,2.2816208744558253e-07
1810,3.1825722945910684e-07,7.722418615685456e-08
1811,3.4096243783920954e-07,1.0279014617253779e-07
1812,2.667208347517658e-07,1.520308643421231e-07
1813,2.0992914051554123e-07,1.9267469486550226e-07
1814,2.580275122454623e-07,6.922689976818219e-08
1815,2.5623624266835066e-07,1.1867783911156948e-07
1816,2.062667476820934e-07,1.321034233114915e-07
1817,2.2107602470899934e-07,1.0898114055635233e-07
1818,1.9908365556098317e-07,7.391130196765516e-08
1819,3.3226870055358404e-07,1.2421260464634543e-07
1820,2.1003671690777992e-07,1.4002448267547152e-07
1821,2.031466594942799e-07,1.479223215028469e-07
1822,1.5439448475262907e-07,7.418955760840618e-08
1823,1.2649839309375466e-07,1.680056840314137e-07
1824,1.9621192581809055e-07,9.094802067011187e-08
1825,1.787504968486786e-07,8.101007864524945e-08
1826,2.3164999207736514e-07,2.9859067296467146e-07
1827,2.0185828181196186e-07,2.2029283286428836e-07
1828,1.751909479708047e-07,1.5409465464744088e-07
1829,2.1518671777798204e-07,1.3459886361033568e-07
1830,1.8890672803806297e-07,2.5987721041786926e-07
1831,2.7908258548592357e-07,2.9311468097148463e-07
1832,3.368962495642336e-07,1.7588959622116818e-07
1833,2.536814502906992e-07,2.4093948636227935e-07
1834,1.7455573142477476e-07,1.3908450569033448e-07
1835,2.2008586597621616e-07,2.752964007868286e-07
1836,1.854926970912274e-07,1.3038254775832314e-07
1837,1.8507989274496595e-07,2.574419681877771e-07
1838,2.057764847407384e-07,1.218247263068406e-07
1839,2.551888466095775e-07,2.3491355893856536e-07
1840,1.0828470919932442e-07,1.987342841403006e-07
1841,1.8491180320268086e-07,2.5361165967296984e-07
1842,1.677066228111812e-07,2.6698896249399695e-07
1843,2.0615119794564762e-07,1.9315599786295934e-07
1844,1.9374621373913214e-07,1.8441565879934174e-07
1845,1.696389348992966e-07,1.5401429270811562e-07
1846,2.1603110056389596e-07,2.3066735366228386e-07
1847,1.526282265018608e-07,1.4561703665094683e-07
1848,3.07327463255902e-07,1.8423557435198745e-07
1849,2.1618890544417013e-07,2.161889085527946e-07
1850,1.5003680609027015e-07,2.2946806144119591e-07
1851,2.347595637886002e-07,1.9219326929942326e-07
1852,2.8841716326333255e-07,1.5560203481257417e-07
1853,2.3589130093704114e-07,2.1498953906018414e-07
1854,2.202961661978975e-07,1.4288076838342434e-07
1855,1.9529528572093113e-07,1.7512891758997284e-07
1856,1.7602443536102186e-07,1.4910305323745376e-07
1857,1.7768692828212806e-07,1.8696179893140652e-07
1858,1.1842696068242731e-07,1.49257112280754e-07
1859,2.1896344959415615e-07,1.6651407008794195e-07
1860,2.2657060874675672e-07,1.6615178066725633e-07
1861,2.0090005414807877e-07,2.1551954698662001e-07
1862,2.177669320979625e-07,1.3599139264686144e-07
1863,2.062778469147375e-07,1.0438757502839735e-07
1864,2.1624223289773425e-07,1.0979927222987129e-07
1865,1.8968582082834473e-07,1.6050338863538016e-07
1866,1.965707678852624e-07,1.3623716199617775e-07
1867,2.406994568104892e-07,1.8440683824394455e-07
1868,2.7317504580626206e-07,1.679557213307703e-07
1869,1.982708842662717e-07,1.0841412700912656e-07
1870,2.339491849134845e-07,1.2098842994134884e-07
1871,1.561313054398994e-07,1.1895718898813357e-07
1872,2.2677521704927983e-07,1.1187577420024297e-07
1873,3.63949070603109e-07,1.448613033971924e-07
1874,2.0014940327328645e-07,1.5653476381771725e-07
1875,1.8080025182554138e-07,1.750787296805889e-07
1876,2.0919211096703805e-07,1.6566081173507996e-07
1877,2.739873469215226e-07,1.7935966223348032e-07
1878,3.7261177632252895e-07,1.2621695932857335e-07
1879,2.736977664508089e-07,1.86334414897793e-07
1880,2.182067788680797e-07,2.182067788680797e-07
1881,3.221298540134754e-07,1.6176217315644337e-07
1882,2.555667919512672e-07,1.8901294307482885e-07
1883,2.622525638873441e-07,1.838927599084883e-07
1884,3.9082045955041167e-07,1.8814836177938332e-07
1885,3.5322082769795315e-07,2.4751240529363727e-07
1886,3.0331280659323667e-07,1.7424352849459979e-07
1887,3.597437401858805e-07,1.4428923594822507e-07
1888,3.322482216017164e-07,1.6802629598799967e-07
1889,4.0096875753015127e-07,2.0674951883847825e-07
1890,3.742554722241387e-07,1.9466527501066366e-07
1891,3.2189812004812524e-07,2.2564739321495608e-07
1892,4.0557275227115497e-07,1.90562770896463e-07
1893,3.9044360389262067e-07,1.7428318715984048e-07
1894,3.8124313794796194e-07,1.5816863596640474e-07
1895,3.334312401737094e-07,2.1426266982871311e-07
1896,3.6915402534809516e-07,1.9578136800646462e-07
1897,4.07287282677693e-07,1.5965195676592714e-07
1898,3.825047872885179e-07,1.465513880249958e-07
1899,4.151211463465643e-07,2.0396763922292394e-07
1900,4.324147226952846e-07,1.8635881138262533e-07
1901,4.7057182750442905e-07,2.47022253485607e-07
1902,4.4094348128354e-07,1.9395620709516947e-07
1903,5.346217943902332e-07,2.0250825638612469e-07
1904,5.213386184976798e-07,1.779000964319266e-07
1905,4.391805981107666e-07,1.6359606452853726e-07
1906,5.267645146744826e-07,1.774743611515639e-07
1907,4.386845383619331e-07,2.1805656547080332e-07
1908,3.934022714258134e-07,1.7631886550795173e-07
1909,3.850688519158041e-07,2.216896401452395e-07
1910,3.7141846476185236e-07,2.0307772818917158e-07
1911,3.963678709695273e-07,1.638675202197959e-07
1912,3.1725375282398716e-07,1.7607843783018495e-07
1913,3.855273434938411e-07,1.6492297860715155e-07
1914,6.375300076744139e-07,1.6741859942825954e-07
1915,3.4399825743491874e-07,2.2265639909591073e-07
1916,3.8016619030578624e-07,1.3514578744988626e-07
1917,5.658675235054034e-07,1.370803062172854e-07
1918,5.099950879383641e-07,1.573633552354181e-07
1919,5.672034761872169e-07,2.3019620476461e-07
1920,5.550446107172036e-07,2.0217858942572775e-07
1921,5.141895541571628e-07,1.9159051634076718e-07
1922,3.5782986773646996e-07,1.7559485787632667e-07
1923,3.184784369558713e-07,2.2399651244953134e-07
1924,3.5709799539596077e-07,1.5985614565394712e-07
1925,4.685223924383308e-07,1.704717618178364e-07
1926,5.04920076971338e-07,1.9951587948430216e-07
1927,4.4819885358649003e-07,2.3190388409588536e-07
1928,4.490434277748534e-07,1.8624447317705517e-07
1929,5.926696364788597e-07,2.0386944132866347e-07
1930,4.516549390043423e-07,2.436836048502755e-07
1931,4.7218176835173153e-07,1.9160999009670832e-07
1932,4.679722247491469e-07,2.224785875526436e-07
1933,4.347380988534155e-07,1.8353059516584835e-07
1934,3.9898663040105475e-07,1.8930896672486597e-07
1935,3.8896924436926383e-07,1.5678451603662324e-07
1936,3.297922255285357e-07,1.7944576979900262e-07
1937,5.099403077579723e-07,2.1530812199799243e-07
1938,5.108294457434326e-07,1.5947213682920847e-07
1939,4.7411555925691573e-07,1.8964622849892976e-07
1940,5.629437884735466e-07,1.6229010468826743e-07
1941,3.423743151209635e-07,2.567807175779535e-07
1942,3.1859223770247524e-07,1.1833425617169269e-07
1943,3.367752867688978e-07,1.8871028828471026e-07
1944,3.630900380358071e-07,1.702988612350964e-07
1945,4.095587566865788e-07,1.2853174080618146e-07
1946,3.3828283996228947e-07,1.280741663833851e-07
1947,3.564340396167154e-07,1.0013531470676185e-07
1948,5.196762407067013e-07,1.2720108255592777e-07
1949,5.438622689979411e-07,1.2663940807122742e-07
1950,4.7008297099360163e-07,1.34005560425976e-07
1951,5.458637639677022e-07,1.2473840393933955e-07
1952,6.516689001756504e-07,1.5922654161837357e-07
1953,7.175369067802251e-07,1.5729788005458545e-07
1954,7.163268911369869e-07,1.329064849286965e-07
1955,4.814816754183937e-07,1.5110829121312008e-07
1956,8.729862583933823e-07,8.895564196365058e-08
1957,6.458412817877957e-07,1.263410390750508e-07
1958,6.047010234766503e-07,9.761247349304725e-08
1959,5.844063851734305e-07,8.91336023878253e-08
1960,6.637078948656949e-07,1.107333328365101e-07
1961,7.205240937224744e-07,1.1950833983531695e-07
1962,6.836629276030237e-07,1.0908165198886266e-07
1963,5.72892338901454e-07,1.4483959320799045e-07
1964,5.883197442546617e-07,1.1011982964381772e-07
1965,5.198441286324851e-07,8.64582858639551e-08
1966,5.971122352121938e-07,1.2185964237687585e-07
1967,7.913188326824638e-07,1.3509119822785465e-07
1968,6.777546541769652e-07,1.0464998753678678e-07
1969,5.250271744028367e-07,1.253525125921584e-07
1970,5.509272362758111e-07,1.5313753976009536e-07
1971,6.433273935790851e-07,1.0687867024739006e-07
1972,7.284808272167709e-07,1.1491529072760187e-07
1973,6.505580549820422e-07,1.0199426880852513e-07
1974,5.63682276411015e-07,9.675982970414054e-08
1975,5.87711319610662e-07,6.682431852311765e-08
1976,5.667818649968126e-07,1.2226947765370255e-07
1977,5.782753529359752e-07,1.2282473493829826e-07
1978,5.500987743101149e-07,1.7584149780702774e-07
1979,6.636137994675551e-07,1.1411347755618806e-07
1980,6.861976715732965e-07,1.0119568560895686e-07
1981,6.490014068383232e-07,1.3979464474900283e-07
1982,6.275784931730755e-07,1.1111428932508716e-07
1983,6.384784345669914e-07,9.346667817489163e-08
1984,7.463324180889686e-07,1.4439530726662042e-07
1985,6.719378427000322e-07,1.0828004348706344e-07
1986,5.940534943960074e-07,8.39227960458544e-08
1987,6.99077462140707e-07,1.0266172206785384e-07
1988,6.02053999987362e-07,1.1273521471899528e-07
1989,7.617513873015014e-07,8.5614706879511e-08
1990,6.631008142576889e-07,7.301192339603801e-08
1991,7.725411350634204e-07,8.1474365587475e-08
1992,6.650502832883376e-07,9.532203443241016e-08
1993,6.586117771156808e-07,1.3460273656784594e-07
1994,4.821282986178232e-07,7.543145119637273e-08
