year,bien_ADV été_VERB,bien_ADV eté_VERB,bien_ADV pété_VERB
1901,1.2250516192580108e-06,2.794369402536745e-09,0.0
1902,1.089100919671182e-06,1.4730852093691738e-09,0.0
1903,1.2593313840625342e-06,5.400220270956879e-10,0.0
1904,1.2044534969390952e-06,1.6123875568041512e-09,0.0
1905,1.355215317744296e-06,1.5482277682110634e-09,0.0
1906,1.226888002747728e-06,5.144184522798412e-10,0.0
1907,1.2903393553642672e-06,0.0,0.0
1908,1.2995535598747665e-06,0.0,0.0
1909,1.3697449503524695e-06,5.500983557560346e-10,0.0
1910,1.2596162832778646e-06,1.068830135508847e-09,0.0
1911,1.2838062275477569e-06,1.5961122423746588e-09,0.0
1912,1.306522790400777e-06,1.5628263128064646e-09,5.209421227725386e-10
1913,1.306656713495613e-06,0.0,0.0
1914,1.4920344710844802e-06,1.3393487430235496e-09,6.696743715117748e-10
1915,1.5161840565269813e-06,0.0,0.0
1916,1.4942947927920613e-06,0.0,0.0
1917,1.4497612710329122e-06,0.0,0.0
1918,1.340460130450083e-06,1.1486376294556067e-09,0.0
1919,1.3627615089717438e-06,0.0,0.0
1920,1.4122211950962082e-06,0.0,0.0
1921,1.484258518757997e-06,1.5145494858259667e-09,0.0
1922,1.4704224895467632e-06,1.4755870969551665e-09,0.0
1923,1.4352762036651256e-06,4.246379248229459e-09,0.0
1924,1.4464402511293883e-06,3.867487219366694e-09,0.0
1925,1.3890698937757406e-06,2.1996355847875293e-09,0.0
1926,1.4634879335062578e-06,0.0,0.0
1927,1.4594335198125918e-06,1.1149224876660924e-09,0.0
1928,1.4419664466913673e-06,4.570416489713125e-09,0.0
1929,1.5162092950049555e-06,0.0,0.0
1930,1.3906770846006111e-06,0.0,0.0
1931,1.3378482890402665e-06,0.0,0.0
1932,1.5299513052013936e-06,1.0959536611565568e-09,0.0
1933,1.5072449741637683e-06,0.0,0.0
1934,1.5180662558123004e-06,0.0,0.0
1935,1.4409814639293472e-06,1.196828414151696e-09,0.0
1936,1.6635108295304235e-06,2.424942913137329e-09,0.0
1937,1.4139825452730292e-06,2.5182236296217297e-09,0.0
1938,1.4300632074082387e-06,0.0,0.0
1939,1.45752301250468e-06,1.5294050470515685e-09,0.0
1940,1.574721181896166e-06,0.0,0.0
1941,1.481654294366308e-06,0.0,0.0
1942,1.55655061462312e-06,0.0,0.0
1943,1.486456426391669e-06,2.9032352077962287e-09,0.0
1944,1.4234415175451431e-06,0.0,0.0
1945,1.6425919966422953e-06,0.0,0.0
1946,1.4324816675070906e-06,0.0,0.0
1947,1.5580578747176332e-06,0.0,0.0
1948,1.4492226227957872e-06,0.0,0.0
1949,1.5726847095720586e-06,0.0,0.0
1950,1.7005943391268374e-06,1.0635361480382244e-09,0.0
1951,1.5149852288232069e-06,0.0,0.0
1952,1.5521951581831672e-06,2.1089607837865287e-09,0.0
1953,1.5438894251929014e-06,0.0,0.0
1954,1.6085595007098163e-06,9.772536113672459e-10,0.0
1955,1.6650068346280023e-06,0.0,0.0
1956,1.4817219380347524e-06,1.744228317335228e-09,0.0
1957,1.4268586028265418e-06,0.0,0.0
1958,1.484040467403247e-06,0.0,0.0
1959,1.4858183021715377e-06,2.325224457422337e-09,0.0
1960,1.4686008853459498e-06,0.0,0.0
1961,1.4876009117870126e-06,0.0,0.0
1962,1.6197357126657153e-06,1.2683912808952869e-09,0.0
1963,1.5389206282634404e-06,1.939815863494232e-09,0.0
1964,1.4984814242779976e-06,0.0,6.083968329129164e-10
1965,1.4495442428597016e-06,2.73602163147757e-09,0.0
1966,1.4484680832538288e-06,5.539074754423723e-10,0.0
1967,1.4712121583215776e-06,4.930335584241163e-10,0.0
1968,1.4103045486990595e-06,4.4914158503495116e-10,0.0
1969,1.426566086593084e-06,1.8167031212712459e-09,0.0
1970,1.4348022432386642e-06,0.0,1.3796175313274261e-09
1971,1.4156285033095628e-06,5.138397485282553e-10,0.0
1972,1.4856905181659386e-06,5.130146862875051e-10,0.0
1973,1.5315680457206327e-06,5.513203782392395e-10,0.0
1974,1.5802230564077036e-06,5.625571675160757e-10,0.0
1975,1.6232027064688737e-06,5.711480177694739e-10,0.0
1976,1.6700638525435352e-06,1.7140580066410394e-09,0.0
1977,1.5967216313583776e-06,1.1753563677885381e-09,0.0
1978,1.6069299135779147e-06,5.940591352171509e-10,0.0
1979,1.6367969237762736e-06,5.851973350345929e-10,5.851973350345929e-10
1980,1.6083291711765924e-06,0.0,1.1370301367108482e-09
1981,1.7053681631296058e-06,5.060439622894819e-09,6.325549528618524e-10
1982,1.7772078990674345e-06,6.207502289967692e-10,6.207502289967692e-10
1983,1.7430272691854043e-06,3.157658134966823e-09,0.0
1984,1.7507206848677015e-06,0.0,5.799008495621649e-10
1985,1.9057288227486424e-06,3.0077789148208467e-09,0.0
1986,1.870279447757639e-06,0.0,0.0
1987,1.9346846329426626e-06,1.2221633705067347e-09,0.0
1988,1.8631292277859757e-06,0.0,1.1993107618124554e-09
1989,1.7781516135073616e-06,2.1952488715726304e-09,1.0976244357863152e-09
1990,1.7517412516099284e-06,1.089730194969718e-09,1.089730194969718e-09
1991,1.9225606138206786e-06,1.7584396161396398e-09,5.861465202094962e-10
1992,1.9417043404246215e-06,0.0,5.509944167592096e-10
1993,1.876129545053118e-06,5.539207426075166e-10,1.1078414852150331e-09
1994,2.0297918581491103e-06,0.0,1.0549853213248639e-09
1995,1.9819058252323885e-06,1.626735190995987e-09,0.0
1996,2.0375498479552334e-06,2.6690460952494277e-09,0.0
1997,1.9659066765598254e-06,3.835915585170824e-09,9.58978896292706e-10
1998,2.038852016994497e-06,0.0,2.3840645013706308e-09
1999,2.0309973933763104e-06,0.0,4.570201161957499e-10
2000,2.0910542843921576e-06,1.7672125984802278e-09,0.0
2001,2.0648651570809307e-06,1.7524847129024579e-09,8.762423564512289e-10
2002,2.0320105704740854e-06,5.6955880012310445e-09,1.752488598683044e-09
2003,2.0838781438214937e-06,2.083461403401543e-09,4.1669229178253886e-10
2004,2.064525688183494e-06,0.0,4.404791253964646e-10
2005,2.190173518101801e-06,4.5037495954858286e-10,0.0
2006,2.2129540866444586e-06,0.0,8.235779835885637e-10
2007,2.1414405182440532e-06,0.0,0.0
2008,2.211314267697162e-06,2.554463751636149e-09,0.0
2009,2.2105341486167163e-06,4.76819250749827e-10,2.860915504498962e-09
2010,2.3647307898500003e-06,1.8895172093635892e-09,2.3618964561933353e-09
2011,2.352889850953943e-06,3.82397197240536e-10,1.911985902935953e-09
2012,2.307742988705286e-06,0.0,3.4042526575461807e-09
2013,2.412035428278614e-06,0.0,3.6258624991347688e-09
2014,2.3668314952374203e-06,0.0,2.815078836704288e-09
2015,2.260020210087532e-06,0.0,3.32486305154589e-09
2016,2.1048956568847643e-06,0.0,3.5212781579474495e-09
2017,2.4197665879910346e-06,0.0,3.773417134311785e-09
2018,2.2931169496587245e-06,0.0,1.290733298020541e-09
2019,2.277521844007424e-06,0.0,5.3570743396846865e-09
