year,bien_ADV été_VERB,bien_ADV eté_VERB,bien_ADV pété_VERB
1800,2.2952400513531757e-07,6.288328968651058e-09,0.0
1801,4.3337522015463037e-07,0.0,0.0
1802,2.842056971985585e-07,0.0,0.0
1803,3.413093736526207e-07,0.0,0.0
1804,3.435872883983393e-07,0.0,0.0
1805,2.9281639513101254e-07,0.0,0.0
1806,5.042920747655444e-07,2.881669125542885e-09,0.0
1807,4.5551280436484376e-07,0.0,0.0
1808,3.308468023988098e-07,0.0,0.0
1809,4.2695677393567166e-07,6.7770917766551975e-09,0.0
1810,2.8315534450484847e-07,0.0,0.0
1811,3.6603321973416314e-07,0.0,0.0
1812,4.6142702103679767e-07,0.0,0.0
1813,2.5881675469463516e-07,0.0,0.0
1814,3.366944554272777e-07,0.0,0.0
1815,3.506390555685357e-07,0.0,0.0
1816,2.4103081841531093e-07,0.0,0.0
1817,3.876614869113837e-07,0.0,0.0
1818,3.6001955550091225e-07,0.0,0.0
1819,3.260580854202999e-07,1.035105001712111e-09,0.0
1820,3.3344812777613697e-07,0.0,0.0
1821,3.678335076529038e-07,0.0,0.0
1822,5.293525191518711e-07,1.0025615893027862e-09,0.0
1823,5.030287866247818e-07,0.0,0.0
1824,5.26319524851715e-07,8.421112696055388e-10,0.0
1825,4.437943346147222e-07,0.0,0.0
1826,5.55783799427445e-07,8.807984341885344e-10,0.0
1827,4.49802911361985e-07,0.0,0.0
1828,5.824411459798284e-07,0.0,0.0
1829,5.966930416434479e-07,0.0,0.0
1830,4.6757025984334177e-07,0.0,0.0
1831,5.20746311849507e-07,4.677361609140007e-09,0.0
1832,6.304965722847555e-07,0.0,0.0
1833,3.996351836121903e-07,0.0,0.0
1834,4.816618002223549e-07,9.334530925997342e-10,9.334530925997342e-10
1835,6.337867830552568e-07,1.5126175867408165e-09,3.025235173481633e-09
1836,4.5835514583814074e-07,1.3441500135158435e-09,0.0
1837,4.954018208991329e-07,2.0873671680021744e-09,0.0
1838,4.2670214384088467e-07,6.312161904276081e-10,0.0
1839,4.810135010302474e-07,0.0,0.0
1840,4.866442395723425e-07,6.369688665408546e-10,0.0
1841,5.881222477910342e-07,0.0,0.0
1842,4.803117690244108e-07,1.341653010911159e-09,0.0
1843,5.369382165554271e-07,1.1813822142769936e-09,0.0
1844,5.587355644820491e-07,0.0,0.0
1845,3.800135175424657e-07,0.0,0.0
1846,5.514939971362764e-07,5.854501328173001e-10,0.0
1847,4.843114993491326e-07,0.0,0.0
1848,4.907585093860689e-07,0.0,0.0
1849,5.211995812715031e-07,2.513824481908955e-09,0.0
1850,4.7658753032919776e-07,0.0,0.0
1851,4.482359940993774e-07,1.2898877521649865e-09,0.0
1852,4.7526981461487594e-07,1.3021090872200602e-09,0.0
1853,5.912212373004877e-07,5.971931837933653e-10,0.0
1854,5.154099085302732e-07,0.0,0.0
1855,5.14772921178519e-07,0.0,0.0
1856,5.42569409844873e-07,4.659470143053568e-09,0.0
1857,5.765062383034092e-07,4.881509085841174e-10,0.0
1858,5.089423211757094e-07,4.893676019968041e-10,0.0
1859,5.810169909636898e-07,0.0,0.0
1860,5.488043370860396e-07,0.0,0.0
1861,5.706315846509824e-07,0.0,0.0
1862,6.673065513496113e-07,0.0,0.0
1863,5.77877642626845e-07,0.0,0.0
1864,5.825594371344778e-07,4.794727948009836e-10,0.0
1865,6.876699671920505e-07,0.0,0.0
1866,5.906854312343057e-07,0.0,0.0
1867,6.11939526606875e-07,0.0,0.0
1868,5.908089519834903e-07,0.0,0.0
1869,6.4315946701754e-07,0.0,0.0
1870,6.685900757474883e-07,0.0,0.0
1871,7.509172519348795e-07,0.0,0.0
1872,6.47670049147564e-07,6.047339295989218e-10,0.0
1873,6.698339234390005e-07,0.0,0.0
1874,6.476476528405328e-07,0.0,0.0
1875,6.471047413469933e-07,0.0,0.0
1876,6.958962899261678e-07,0.0,0.0
1877,7.155832122407446e-07,0.0,0.0
1878,6.238378773559816e-07,1.2078177347163432e-09,0.0
1879,6.323151637843694e-07,0.0,0.0
1880,6.340832214846159e-07,0.0,0.0
1881,6.944617325643776e-07,6.972507571312292e-10,0.0
1882,7.533895995948114e-07,6.655385131892899e-10,0.0
1883,7.766467433611979e-07,1.2638677882037541e-09,0.0
1884,8.285129524665535e-07,0.0,0.0
1885,7.509165698138531e-07,0.0,0.0
1886,8.195898999474593e-07,1.936039106809062e-09,0.0
1887,7.266693273777491e-07,6.528924623161458e-10,0.0
1888,8.724686040295637e-07,1.268122939990235e-09,0.0
1889,8.977941092780384e-07,0.0,0.0
1890,9.857797067525098e-07,0.0,0.0
1891,9.478465017309645e-07,6.374220040683554e-10,0.0
1892,9.816490091907326e-07,1.8805537127519756e-09,0.0
1893,9.206832487507199e-07,0.0,0.0
1894,9.698069334262982e-07,0.0,0.0
1895,9.521448305349622e-07,1.2037228991346183e-09,0.0
1896,1.0909503771472373e-06,5.89702897624278e-10,0.0
1897,1.0995008778991178e-06,0.0,0.0
1898,1.1910836974493577e-06,0.0,0.0
1899,1.2381775604808354e-06,1.1055156790007459e-09,0.0
1900,1.1565666682145093e-06,0.0,0.0
