year,en_ADP air_NOUN,en_ADP pairs_NOUN
1844,1.5203314940315238e-07,3.2931368743049916e-09
1845,1.9419193170167048e-07,2.2320911785556063e-09
1846,1.0362467706137579e-07,5.269050973311096e-09
1847,9.977463566457345e-08,3.775256551818984e-09
1848,7.562508130831702e-08,3.218088684420195e-09
1849,4.776266493422554e-08,2.513824481908955e-09
1850,1.0726613819400654e-07,6.788996032014438e-10
1851,9.28719168236114e-08,1.2898877521649865e-09
1852,1.295598495154593e-07,5.208436348880241e-09
1853,1.8632426690423642e-07,1.6721408258035808e-08
1854,1.5327209934579145e-07,2.0782657816909023e-09
1855,1.645150575768639e-07,4.776243400783642e-09
1856,1.0457922500206607e-07,5.694908100650764e-09
1857,1.649950125415245e-07,1.2203773103180993e-08
1858,1.1793758891709416e-07,1.7127866180910445e-08
1859,9.522363986214089e-08,1.2730433596175317e-08
1860,2.2016254042078742e-07,2.746310290291376e-09
1861,1.787350306092783e-07,5.659156698811785e-09
1862,2.466820419877447e-07,1.8071945051545413e-09
1863,1.4883970733681195e-07,4.495158911765884e-09
1864,9.829192038068868e-08,1.6302074357099627e-08
1865,8.425251213362017e-08,1.4591217123438582e-08
1866,1.7954111974916032e-07,5.352174259343201e-09
1867,1.465549051005155e-07,9.7056229719783e-10
1868,1.1262912769094413e-07,2.9639244392143382e-09
1869,1.3771524309813543e-07,8.30198221279943e-09
1870,1.2614906896857292e-07,6.307453670473251e-09
1871,1.115223595693493e-07,7.434824311758348e-09
1872,1.5420715726577328e-07,1.3908880269752899e-08
1873,7.302925214558442e-08,2.9930022904522957e-09
1874,1.69081439682639e-07,1.2546679251101978e-08
1875,1.0241533254795598e-07,1.716458086775674e-09
1876,1.6566080840441089e-07,7.859819461941697e-09
1877,1.0699732011509866e-07,1.2988113695655557e-08
1878,1.6547102504871347e-07,3.0195443923020093e-09
1879,6.659164597522249e-08,3.176849006081284e-08
1880,1.1167052460514526e-07,5.134277003548959e-09
1881,1.1713813058422673e-07,1.9523021421719022e-08
1882,1.0715170062347568e-07,2.6621540527571597e-09
1883,1.131161653233903e-07,8.847074184359371e-09
1884,1.7296446674919252e-07,9.242375753615306e-09
1885,1.4180398011376383e-07,1.2246707647989297e-08
1886,1.0906354014350583e-07,7.098810428374236e-09
1887,8.161155939934162e-08,5.223139698529167e-09
1888,1.0715638998348709e-07,1.3315291091942072e-08
1889,8.645888804892365e-08,2.5060546970934183e-09
1890,1.7238036653655087e-07,2.6217545912032847e-09
1891,2.42220368873447e-07,5.736798147637501e-09
1892,1.1847488301519604e-07,2.5074049503359674e-09
1893,1.422594238520425e-07,6.15841644346915e-09
1894,1.9282710761459043e-07,7.561847148451761e-09
1895,1.0352017021375559e-07,7.22233739480771e-09
1896,7.194375445385148e-08,5.89702897624278e-10
1897,1.1070755412401212e-07,5.826713556089658e-10
1898,1.9181822974445595e-07,1.13167097914868e-09
1899,1.0060192678906787e-07,3.8693048765026106e-09
1900,1.3496738171525635e-07,5.710158568206225e-09
1901,1.279821263411307e-07,5.58873880507349e-09
1902,2.533706344731712e-07,2.455141867585553e-09
1903,1.3608554705335507e-07,9.1803746826713e-09
1904,1.4135264425618743e-07,3.7622376325430196e-09
1905,1.475977098319703e-07,2.580379465655369e-09
1906,2.052529679552606e-07,5.144184356264958e-09
1907,2.2062798410438234e-07,2.5714216866923323e-09
1908,2.3329098763902323e-07,2.9468334439286537e-09
1909,3.15206349466024e-07,5.5009836685826485e-09
1910,3.6340225884057276e-07,2.67207544979442e-09
1911,3.9902805815117404e-07,1.0640748282497725e-09
1912,4.625965921434272e-07,1.5628263128064646e-09
1913,5.09087001221431e-07,1.060597942803554e-09
1914,3.0202313938687553e-07,3.3483718020477227e-09
1915,1.8377989163820274e-07,1.1780761921542648e-09
1916,1.50528225217883e-07,3.2962386153911893e-09
1917,1.381769423325352e-07,0.0
1918,2.6303800471083605e-07,0.0
1919,2.642652502382603e-07,3.6831393490643904e-09
1920,2.854731246948461e-07,6.057785384427916e-09
1921,2.6504616346123555e-07,7.572747429129834e-10
1922,2.751969887526684e-07,1.4755870969551665e-09
1923,2.558443532585386e-07,3.1847844361720945e-09
1924,2.2947091282699006e-07,2.578324886925998e-09
1925,3.277457034656095e-07,7.698724324711748e-09
1926,2.920288224572687e-07,0.0
1927,2.129501930347999e-07,2.2298449753321847e-09
1928,2.31948637186008e-07,7.998228745975666e-09
1929,2.551153110985638e-07,1.1140406375176326e-09
1930,2.468346705919444e-07,3.1510811737689437e-09
1931,4.573547949249246e-07,2.2810713318222042e-09
1932,3.9563927378694075e-07,4.383814644626227e-09
1933,3.8082598163846626e-07,3.4411986593596566e-09
1934,3.774197683270586e-07,2.3963160344919743e-09
1935,5.732808050495919e-07,1.3165112555668657e-08
1936,4.692264652383926e-07,0.0
1937,4.293571240765459e-07,3.777335333410292e-09
1938,4.2914859399445504e-07,2.5930428915188486e-09
1939,4.909389987872714e-07,1.070583532936098e-08
1940,6.187310546135194e-07,1.2678914806940611e-08
1941,4.574829119974311e-07,1.1806010391524069e-08
1942,4.247896423503761e-07,9.102635090130207e-09
1943,9.929064368474627e-07,2.9032352077962287e-09
1944,4.6269882147953467e-07,0.0
1945,9.389352637612092e-07,4.357008087652048e-09
1946,4.134568101221703e-07,2.7842208538686464e-09
1947,5.161737379744125e-07,8.344609447874518e-09
1948,4.435730192042797e-07,4.348755133776194e-09
1949,4.7317980900185574e-07,4.908504269707237e-09
1950,5.221962715573625e-07,5.317680518146517e-09
1951,4.659032604159563e-07,3.198420528427448e-09
1952,5.388395063476992e-07,1.0544803918932644e-09
1953,5.289949411846351e-07,1.0773827385790469e-09
1954,6.74304979852991e-07,9.772536335717064e-09
1955,5.406109884198429e-07,6.569925492527773e-09
1956,5.843164938568179e-07,0.0
1957,5.009466179650701e-07,8.835037701437898e-10
1958,6.444077458311881e-07,6.617794756635931e-09
1959,4.7512084933032384e-07,2.325224457422337e-09
1960,5.294437523950535e-07,6.920833350854139e-10
1961,4.3703921681625957e-07,1.3896318540318475e-09
1962,4.7564672556177356e-07,6.341956404476434e-10
1963,4.4615768057809646e-07,3.2330267352165265e-09
1964,4.7637472228023725e-07,8.517555549758526e-09
1965,4.5801002546141945e-07,1.1491291473930687e-08
1966,5.383980679063427e-07,3.877352328096606e-09
1967,5.166991521310393e-07,6.409436092980059e-09
1968,4.051256959902716e-07,4.9405572410954335e-09
1969,4.514507359054676e-07,3.1792304344691047e-09
1970,3.7893495408169997e-07,6.898087712148282e-09
1971,4.3933299265219716e-07,5.652237344833111e-09
1972,3.729616903092037e-07,3.0780880067027283e-09
1973,4.1018235097389777e-07,3.3079223804577396e-09
1974,4.0672883683257055e-07,1.6876715580593782e-09
1975,4.1065541767082436e-07,3.998036124386317e-09
1976,4.079458255645818e-07,1.142705374768127e-09
1977,4.01384201875743e-07,2.938390863960194e-09
1978,3.386137139571588e-07,4.75247319275951e-09
1979,3.440960313350061e-07,2.925986564150662e-09
1980,3.2234804003827833e-07,2.8425753417771205e-09
1981,2.859148393596911e-07,1.2651099057237047e-09
1982,3.0478835211233957e-07,4.966001831974154e-09
1983,2.7345319608684804e-07,2.5261264191556165e-09
1984,2.52836773739773e-07,3.479405208395292e-09
1985,3.0739501566401373e-07,2.4062232206745193e-09
1986,2.673540528963514e-07,4.196139880008332e-09
1987,3.611492629396196e-07,1.8332451112712533e-09
1988,2.5065594289053195e-07,2.99827696004229e-09
1989,1.909866496063728e-07,2.7440609784434855e-09
1990,2.2557414969259781e-07,5.448650863826288e-09
1991,2.3035557727979494e-07,2.344586080837985e-09
1992,1.630943504693505e-07,6.060938417817852e-09
1993,2.2046045700108152e-07,2.2156829704300662e-09
1994,1.524453796530878e-07,1.5824779264761446e-09
1995,2.125600774283143e-07,2.7112254663563817e-09
1996,2.0605035411236372e-07,1.6014276571496566e-09
1997,1.0980308384755944e-07,8.151320507465698e-09
1998,1.316003657159115e-07,1.1920323395031573e-08
1999,1.6955446535682483e-07,4.570201106446348e-09
2000,1.9483518709506598e-07,3.97622823555821e-09
2001,1.296838689768265e-07,3.5049694258049158e-09
2002,1.305603966050839e-07,3.066854992184176e-09
2003,1.5042591949843143e-07,4.583615265119079e-09
2004,1.700249482594618e-07,1.3214374039449694e-09
2005,1.5763123639711552e-07,4.053374524914943e-09
2006,2.2442499875152677e-07,4.1178899179428186e-10
2007,1.6417310089167358e-07,2.7961355453243186e-09
2008,1.4092124867026712e-07,2.554463751636149e-09
2009,2.5891284249901503e-07,1.2397300963584712e-08
2010,2.116259318896141e-07,2.3618965117044866e-09
2011,2.2255517517777434e-07,3.823971805871906e-09
2012,2.291062098924712e-07,2.0425516833455504e-09
2013,1.5284404897286663e-07,2.2313000336282585e-09
2014,1.4768336260850834e-07,1.7323561474213989e-09
2015,2.0569820136095984e-07,3.768178130636457e-09
2016,1.6715714334925025e-07,2.899876117012923e-09
2017,1.4439609019589739e-07,2.0124890642847504e-09
2018,1.3449441449431276e-07,3.3559066636712487e-09
2019,1.9004859225235649e-07,1.53059265262101e-09
