year,en_PRON ai_VERB,en_PRON paie_VERB
1877,2.7355441289955706e-06,4.7004601100297805e-08
1878,2.614321541472009e-06,7.18651520514868e-08
1879,2.788906954265258e-06,4.948553566919145e-08
1880,2.4792139114993006e-06,7.059630746653056e-08
1881,2.779938768071588e-06,5.9266312746331096e-08
1882,2.8871061097390793e-06,6.322616030729478e-08
1883,2.642747620740238e-06,4.676310894069502e-08
1884,2.278245560205505e-06,7.12983307948889e-08
1885,2.0033035248445685e-06,5.994441210077639e-08
1886,1.9747599786512637e-06,7.615087582735214e-08
1887,2.3726112559074863e-06,4.570247114088488e-08
1888,2.221117249234794e-06,7.291706793921549e-08
1889,2.131399597260497e-06,8.959145247899869e-08
1890,2.153115936209815e-06,5.177965434199905e-08
1891,2.120065651922687e-06,8.732681777701146e-08
1892,1.968312982825182e-06,6.017771880806322e-08
1893,2.1037151363145767e-06,5.973664229941278e-08
1894,2.0889603611351504e-06,6.490585491292222e-08
1895,2.1065150050958437e-06,5.1760085995056215e-08
1896,1.9654798713020227e-06,4.8945342001616154e-08
1897,2.064987263850071e-06,4.0204323425996336e-08
1898,2.196573259283241e-06,5.771521927044887e-08
1899,2.147464194024451e-06,4.5878898902174114e-08
1900,2.04216021160164e-06,7.423206227485935e-08
1901,2.1801670264665063e-06,6.203499935963919e-08
1902,1.6164654645933751e-06,6.186957790532688e-08
1903,1.792873117523186e-06,5.94024243127933e-08
1904,1.9961358823650244e-06,7.309490257512152e-08
1905,1.9198024041600092e-06,7.121847289681682e-08
1906,1.995429091294909e-06,6.378788697247728e-08
1907,2.010851829936655e-06,3.959989314239465e-08
1908,1.97683411329308e-06,7.661766687760974e-08
1909,1.835128088600868e-06,5.831042670934039e-08
1910,1.7651729962153695e-06,4.9700602744451317e-08
1911,1.6179258288673282e-06,5.3203741856577835e-08
1912,1.962388967768902e-06,4.948950049765699e-08
1913,1.6285481478917063e-06,5.992378504515727e-08
1914,1.6145848995563483e-06,5.424362470307642e-08
1915,1.6363478323455638e-06,1.767114277129167e-08
1916,1.6349343425758889e-06,5.7134801778602196e-08
1917,1.616450955310711e-06,4.605898240583883e-08
1918,1.4185674643840684e-06,3.2161853624756986e-08
1919,1.372890228168444e-06,4.235610262526279e-08
1920,1.6537754490286716e-06,2.8774479687854182e-08
1921,1.8628958216027058e-06,5.14946840723951e-08
1922,1.8695688979164515e-06,3.32007097370024e-08
1923,2.2824289160894295e-06,3.8217415010421973e-08
1924,2.0072259090397893e-06,4.2542360745301266e-08
1925,2.031363486310056e-06,4.7292164850887275e-08
1926,2.3863882745445153e-06,2.452150482668003e-08
1927,2.021354561065891e-06,2.8987985345452216e-08
1928,1.788175431727268e-06,5.827281057690925e-08
1929,2.160124893180182e-06,3.676334259239411e-08
1930,1.85388602602643e-06,4.096405348263943e-08
1931,1.529458344862178e-06,4.334035708097872e-08
1932,1.6340668835823635e-06,5.150982218538047e-08
1933,1.3718912263982475e-06,4.3588517684156614e-08
1934,1.5911537971646794e-06,3.5944740517379614e-08
1935,1.3883209568632537e-06,4.787313656606784e-08
1936,1.1773098123057935e-06,4.243650053581405e-08
1937,1.3434722525573761e-06,5.288269733227935e-08
1938,1.2342883906057978e-06,4.019216603978748e-08
1939,1.3015236461910717e-06,3.976452944698394e-08
1940,8.089147378598227e-07,3.0429394115571995e-08
1941,1.6321809468422543e-06,2.066051862925633e-08
1942,1.6111664109530466e-06,3.034211815133858e-08
1943,1.344197873009989e-06,7.548411673496958e-08
1944,1.4138018649134665e-06,1.927911696952833e-08
1945,1.2199622716480008e-06,3.0499055725385915e-08
1946,1.3447786813003404e-06,3.6194869323935563e-08
1947,1.6689219037857583e-06,2.0265479960812627e-08
1948,1.4155197760601368e-06,2.6092530802657166e-08
1949,1.191784846810151e-06,4.22131343214005e-08
1950,1.31772125655516e-06,2.5524867552917385e-08
1951,1.9595656439719278e-06,3.4116485636559446e-08
1952,1.0565893333591703e-06,3.4797853487589236e-08
1953,1.3251807189362808e-06,2.9089333608567358e-08
1954,1.3749958753805913e-06,2.34540866728139e-08
1955,1.4050254719677469e-06,4.035811329572425e-08
1956,1.3212529452744093e-06,2.52913103793162e-08
1957,1.1927300960223874e-06,3.0922631566454584e-08
1958,1.4583965111114594e-06,2.5643954515430778e-08
1959,1.4625660753608827e-06,2.1702094343822864e-08
1960,1.477597933785546e-06,2.6991250123842292e-08
1961,1.470925315771865e-06,3.126671543896009e-08
1962,1.4548448490359078e-06,2.663621678777872e-08
1963,1.2485948985840878e-06,2.3277792138287623e-08
1964,1.6925600405670593e-06,2.6769461314302134e-08
1965,1.509189594628424e-06,2.0793764932136583e-08
1966,1.2856192057597582e-06,4.043524626240469e-08
1967,1.4968499257861367e-06,5.127548874384047e-08
1968,1.3034088546248768e-06,4.4015873612579526e-08
1969,1.2212787048326845e-06,4.3146698658347304e-08
1970,1.2379767433401412e-06,4.2768142805016396e-08
1971,1.1443211036521461e-06,2.4664307929356255e-08
1972,1.2897189236582562e-06,3.33459553303328e-08
1973,1.0756260415689667e-06,4.134902908958793e-08
1974,9.44533475433218e-07,5.1755257857166725e-08
1975,1.107455968707427e-06,4.0551508817543436e-08
1976,9.37589778260417e-07,3.828062844490887e-08
1977,7.663323486895024e-07,4.348818549715361e-08
1978,1.0378212600414827e-06,4.81187889533885e-08
1979,1.1171416609556672e-06,4.7400984470868934e-08
1980,1.091548945453269e-06,3.2973872521324665e-08
1981,9.285906870104554e-07,3.0362638625547334e-08
1982,8.609805632886491e-07,3.47620137119975e-08
1983,9.030902212714409e-07,4.357568172963511e-08
1984,8.344773299029384e-07,5.3930779841948606e-08
1985,9.648955305863183e-07,3.128090142467954e-08
1986,1.0945930988270902e-06,3.7765257587807355e-08
1987,9.33121746982124e-07,3.849814689260711e-08
1988,1.0859759065340313e-06,4.497415417858974e-08
1989,1.0630492290886195e-06,6.530865448439727e-08
1990,8.717841843974838e-07,4.9582723704588716e-08
1991,9.90587643912022e-07,4.7477868747591856e-08
1992,9.879329745388077e-07,5.840540850954312e-08
1993,1.0651896076296907e-06,5.428423222042511e-08
1994,1.0233357201627769e-06,4.483687732204089e-08
1995,1.0150827556287823e-06,4.5006341764519675e-08
1996,1.013703723629078e-06,5.231330391097799e-08
1997,1.0817282483088775e-06,4.842843281949172e-08
1998,1.0613855145891193e-06,5.435667205233585e-08
1999,1.0534313847898602e-06,5.484241327735617e-08
2000,1.0090784172689382e-06,3.6227859823156905e-08
2001,1.0698919297169596e-06,5.345078335494691e-08
2002,1.1487562616707692e-06,4.2497848795619575e-08
2003,1.1304861295968749e-06,5.083645859826902e-08
2004,1.1994246271740394e-06,4.096455796798182e-08
2005,1.2551949737371615e-06,5.809836878256647e-08
2006,1.2810755123382478e-06,4.8591100920702957e-08
2007,1.2922141223725703e-06,5.752050569185485e-08
2008,1.3355587746843867e-06,4.640609319039868e-08
2009,1.2335314174549694e-06,5.769512867459525e-08
2010,1.4166655759595415e-06,6.140930963738356e-08
2011,1.3555980444834859e-06,5.162362270993981e-08
2012,1.7508071223915067e-06,5.3787193365906205e-08
2013,1.8957682854647828e-06,5.35512008070782e-08
2014,2.0084504228634614e-06,6.36640891116258e-08
2015,2.013315409499228e-06,6.694057930189956e-08
2016,1.8795339258304011e-06,6.048313139217498e-08
2017,1.871866381009113e-06,6.993399637167386e-08
2018,2.048135606003143e-06,6.995774981533032e-08
2019,1.984413330546886e-06,5.918291634543493e-08
