year,mon_DET aimant_NOUN,mon_DET paiement_NOUN
1800,1.2576657937302116e-08,1.2576657937302116e-08
1801,4.7623651688866175e-09,4.7623651688866175e-09
1802,1.1189200677108602e-08,1.1189200677108602e-08
1803,0.0,1.1702034896643454e-08
1804,0.0,7.4155526164076946e-09
1805,0.0,1.9900143755080535e-08
1806,8.645007376628655e-09,2.0171682990621775e-08
1807,0.0,5.124519120158766e-08
1808,1.3596443970698147e-08,4.5321479902327155e-09
1809,0.0,5.1957702140725814e-08
1810,0.0,9.360507036149102e-09
1811,0.0,6.016983888912364e-08
1812,0.0,1.600324850414836e-08
1813,2.8757416448144113e-09,1.4378708002027452e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,5.394447111228828e-09
1816,0.0,1.622322720606917e-08
1817,0.0,1.71256075987003e-08
1818,1.0729059418679299e-08,4.768470951432846e-09
1819,2.070210003424222e-09,2.6912730710648702e-08
1820,8.306536791735653e-09,1.7799721696576398e-08
1821,0.0,5.9168927535324656e-09
1822,0.0,1.9048670196752937e-08
1823,0.0,3.162459805139406e-08
1824,8.421112696055388e-10,3.03160057057994e-08
1825,3.522177216552791e-09,1.4088708644166559e-08
1826,1.3211976401805714e-08,2.9947146096276356e-08
1827,7.373818444733615e-09,3.779082058397165e-08
1828,6.420610709767516e-09,3.210305488110521e-08
1829,0.0,1.7146352337960025e-08
1830,1.3567886369969528e-08,2.1917355041978226e-08
1831,0.0,1.870944643656003e-08
1832,0.0,4.464889746813583e-08
1833,2.3167257001688313e-09,6.02348677603004e-08
1834,0.0,2.5203233278148218e-08
1835,1.4369867074037757e-08,2.3445572594482655e-08
1836,7.392825018825988e-09,2.957130040837086e-08
1837,0.0,4.03557665062948e-08
1838,6.312161904276081e-09,1.3886756189407379e-08
1839,3.4957374772659477e-09,2.0275278567183364e-08
1840,1.2739377330817092e-09,2.2930879584048824e-08
1841,7.704658244733764e-09,1.219904222082846e-08
1842,7.379091560011375e-09,3.219967181777861e-08
1843,1.1813822142769936e-09,7.678984559333912e-09
1844,9.330554107123135e-09,1.701453911095996e-08
1845,3.9061593959388574e-09,7.812318791877715e-09
1846,4.6836012845830055e-09,7.025401593807601e-09
1847,1.0786447290911383e-09,1.7258315665458213e-08
1848,5.63165514222419e-09,2.252662056889676e-08
1849,1.256912263158938e-08,1.1731181359664333e-08
1850,0.0,5.431196825611551e-09
1851,0.0,7.739326290945314e-09
1852,2.6042181744401205e-09,3.906327261660181e-09
1853,1.1943863675867306e-09,2.6873692604567623e-08
1854,1.0391328908454511e-09,6.754363734984281e-09
1855,5.306937111981824e-09,1.326734277995456e-08
1856,1.0354378465748937e-09,1.9673318973900678e-08
1857,4.393358121745905e-09,1.4644527812635033e-09
1858,1.9574704079872163e-09,1.468102750479261e-09
1859,1.018434669930457e-09,2.5460866748261424e-09
1860,1.373155145145688e-09,4.57718396518203e-09
1861,6.13075279431996e-09,3.772770984511453e-09
1862,2.2589932147099034e-09,6.325180823552046e-09
1863,2.9967726078439227e-09,5.9935449936432406e-09
1864,3.835782358407869e-09,8.63051052846231e-09
1865,2.3534221238463715e-09,6.589582268734517e-09
1866,4.865612912574591e-10,5.838735717134114e-09
1867,2.426405742994575e-09,9.220341823379385e-09
1868,3.4579118457500613e-09,1.0373735426227881e-08
1869,3.4184632902167778e-09,5.860222973552709e-09
1870,0.0,1.2614906896857292e-08
1871,0.0,4.142259157902117e-08
1872,3.0236697590169115e-09,6.047339518033823e-09
1873,7.781805422268917e-09,5.9860045809045914e-09
1874,5.974609140757536e-10,1.4339061660262331e-08
1875,4.577221712764867e-09,1.0298748520654044e-08
1876,4.232210137899983e-09,2.418405919968336e-08
1877,1.2369631985365004e-09,9.277223766979148e-09
1878,4.831270938865373e-09,7.2469061862534545e-09
1879,6.720257683667796e-09,1.221865053580018e-09
1880,7.701415505323439e-09,1.2835692508872398e-08
1881,6.972507571312292e-10,9.761510710859511e-09
1882,5.989846840748214e-09,1.0648616211028639e-08
1883,4.107570195088783e-08,1.3902545781263598e-08
1884,1.5183903911974994e-08,7.2618666635548834e-09
1885,4.511945039809007e-09,7.7347630522695e-09
1886,7.098810206329631e-09,7.098810428374236e-09
1887,9.14049436140374e-09,3.264462256069578e-09
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,0.0,2.5060546970934183e-09
1890,1.9663159989136147e-09,1.3108772956016423e-09
1891,8.286486163910922e-09,2.5496880162734215e-09
1892,6.268512375839919e-10,6.268512375839919e-10
1893,4.926733243593162e-09,4.310891643655168e-09
1894,0.0,6.9316932194141145e-09
1895,3.0093072478365457e-09,4.213029924926559e-09
1896,0.0,1.1204354777305525e-08
1897,3.496028022631492e-09,6.992056267307589e-09
1898,0.0,2.8291773368493978e-09
1899,1.6582735185011188e-09,3.8693048765026106e-09
1900,3.633737311048435e-09,1.038210584169974e-08
1901,1.1177477832191585e-09,6.706486921359556e-09
1902,2.455141867585553e-09,5.4013122863239005e-09
1903,4.320176216765503e-09,6.480264325148255e-09
1904,3.7622376325430196e-09,1.1824175416563776e-08
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,1.0288369045596824e-09,1.0288368990085672e-08
1907,6.685696440911215e-09,8.228549119859707e-09
1908,4.911389073214423e-10,1.4243028756411036e-08
1909,7.701377313651392e-09,8.801573692096554e-09
1910,2.137660271017694e-09,3.206490406526541e-09
1911,0.0,1.5961122423746588e-09
1912,4.167536982180309e-09,9.897900277167082e-09
1913,0.0,1.1136278177392711e-08
1914,6.696743715117748e-10,1.0714789944188396e-08
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.4256352209862655e-08,2.1932848870420685e-09
1918,0.0,4.594550517822427e-09
1919,1.8415696745321952e-09,8.287063479883727e-09
1920,9.086678076641874e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,8.330022505109724e-09
1922,1.0329110011753073e-08,3.6889677978990676e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,0.0,3.299453377181294e-09
1926,6.6876830739914794e-09,1.2260752413340015e-08
1927,0.0,5.574612327308159e-09
1928,2.2852082448565625e-09,1.3711249025050165e-08
1929,0.0,4.4561625500705304e-09
1930,6.30216201447098e-09,1.0503603542488804e-09
1931,9.124285327288817e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,0.0
1934,0.0,5.990790086229936e-09
1935,0.0,9.574627313213568e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,9.075650453382877e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,0.0,5.960435700558264e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,5.317680518146517e-09,1.595304155443955e-08
1951,2.1322803522849654e-09,5.3307008807124134e-09
1952,2.1089607837865287e-09,1.4762725264461096e-08
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,8.72114158667614e-10,1.1337483840634377e-08
1957,8.835037701437898e-10,7.951533931294108e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,1.5501495642666896e-09,3.100299128533379e-09
1960,0.0,1.3841666979264033e-08
1961,6.948159270159238e-10,5.55852741612739e-09
1962,0.0,4.43936931660005e-09
1963,6.466053470433053e-09,5.1728425987107585e-09
1964,3.0419841645645818e-09,2.9203047091641565e-08
1965,2.73602163147757e-09,6.5664522708175355e-09
1966,3.8773522170743036e-09,7.754704434148607e-09
1967,4.930335695263466e-09,2.218650940744027e-08
1968,1.7965663401398047e-09,5.838840522187638e-09
1969,4.5417578031781147e-10,1.4533625386503601e-08
1970,6.898087434592526e-09,2.2993624781975086e-08
1971,2.0553589941130213e-09,2.209510974182649e-08
1972,4.104117490300041e-09,1.6929483925842703e-08
1973,0.0,1.8193572481894904e-08
1974,1.1251143350321513e-09,1.2376257352286757e-08
1975,2.8557400888473694e-09,1.028066431985053e-08
1976,2.285410694025103e-09,9.141642998145016e-09
1977,6.4644601893704134e-09,1.7042667388444954e-08
1978,0.0,1.485147826940647e-08
1979,0.0,1.521513048885481e-08
1980,5.685150683554241e-10,3.297387363154769e-08
1981,1.2651099057237047e-09,7.653915190530824e-08
1982,3.724501262958313e-09,1.2352928990821965e-07
1983,1.2630632095778083e-09,2.7155859783078995e-08
1984,2.8995041922996734e-09,3.131464509920079e-08
1985,0.0,1.9249785765396155e-08
1986,5.994485463567401e-10,3.716581009616249e-08
1987,6.110816852533674e-10,4.27757171905796e-08
