year,ton_DET acte_NOUN,ton_DET pacte_NOUN
1931,2.8513391647777553e-08,0.0
1932,2.0823119450952277e-08,1.0959536611565568e-09
1933,2.982372193649496e-08,0.0
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,0.0
1936,3.3949200339833396e-08,1.2124714565686645e-09
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,2.2040865133021725e-08,0.0
1939,1.6823455517567254e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,6.371844740726829e-08,0.0
1943,2.3225881884414434e-08,0.0
1944,3.534504777746861e-08,0.0
1945,4.574858625261413e-08,2.178504043826024e-09
1946,4.1763312808029696e-08,6.960552134671616e-09
1947,5.722017970555271e-08,0.0
1948,4.892349503293758e-08,0.0
1949,1.9634017078828947e-08,1.9634016634739737e-09
1950,6.0621560882268e-08,2.1270722960764488e-09
1951,2.878578464482473e-08,2.1322803522849654e-09
1952,3.796129455224673e-08,1.0544803918932644e-09
1953,1.6160740301529586e-08,1.0773827385790469e-09
1954,5.1794441624508636e-08,9.772536113672459e-09
1955,1.8771215692936494e-08,3.754243138587299e-09
1956,3.8373022093196596e-08,6.104799332717903e-09
1957,6.272876884594325e-08,1.7670075402875796e-09
1958,2.6471178582454513e-08,1.0753916868111446e-08
1959,4.107896289795576e-08,4.650448914844674e-09
1960,4.0140833879043214e-08,4.152500010512483e-09
1961,4.585785040589485e-08,2.779263708063695e-09
1962,3.297817352532206e-08,4.4393695941558065e-09
1963,4.590897795253568e-08,0.0
1964,2.7986254980127967e-08,6.083968329129164e-10
1965,3.556828254147604e-08,1.0944086747954884e-09
1966,3.323444730529701e-08,7.200797291773142e-09
1967,3.648448376747382e-08,5.423369309198733e-09
1968,4.311759083108768e-08,3.1439910674890825e-09
1969,3.3154830408888e-08,4.5417578031781147e-10
1970,1.9774517689974402e-08,1.8394900047624674e-09
1971,2.7747347086659602e-08,4.1107179882260425e-09
1972,2.4624705829978666e-08,0.0
1973,1.8744892527067236e-08,3.3079223804577396e-09
1974,2.1377171588454758e-08,4.500457340128605e-09
1975,1.0851812781709214e-08,3.4268881066168433e-09
1976,2.1140049488721502e-08,6.8562320265641574e-09
1977,2.3507126467592343e-08,2.938390863960194e-09
1978,1.7821774278559133e-08,1.1881182704343018e-09
1979,1.6970723049070102e-08,4.681578680276743e-09
1980,2.1603572708528418e-08,5.685150683554241e-10
1981,3.352541311230084e-08,3.1627747087981106e-09
1982,2.6692260624017194e-08,0.0
1983,1.8945948254689426e-08,5.052252838311233e-09
1984,2.3775934998582215e-08,2.319603453759811e-09
1985,2.8273123287014812e-08,6.617113967877231e-09
1986,1.618511108469889e-08,1.7983456945813714e-09
1987,2.0165694891716157e-08,3.0554083707556856e-09
1988,2.5785181545501246e-08,5.996553809062277e-10
1989,3.128229630888768e-08,4.390497854167563e-09
1990,2.996757997308919e-08,3.2691906959314565e-09
1991,2.3445860641846394e-08,3.5168792322792797e-09
1992,2.5345742393767523e-08,1.65298330578878e-09
1993,3.212740296021366e-08,4.4313659408601325e-09
1994,1.9517228500021133e-08,3.692448680148175e-09
1995,2.5485518917456318e-08,2.7112254663563817e-09
1996,2.8825698050738424e-08,2.6690460952494277e-09
1997,2.3494983292238203e-08,1.438468344439059e-09
1998,2.6224710847344568e-08,4.768129224785866e-10
1999,2.2393985332769262e-08,9.140402323914998e-10
2000,2.8717204947348307e-08,1.7672125984802278e-09
2001,2.9792239342185667e-08,1.7524846851468823e-09
2002,2.40967179543361e-08,2.6287327870022636e-09
2003,3.6252230550815057e-08,2.083461403401543e-09
2004,3.5678808574246546e-08,1.7619165015858584e-09
2005,3.783149615799175e-08,5.85487458515388e-09
2006,3.9531741657938824e-08,8.235779835885637e-10
2007,4.9132099055881895e-08,2.7961356841021967e-09
2008,4.5554603644859526e-08,3.405951742863067e-09
2009,4.6728287017572256e-08,3.337734755248789e-09
2010,6.140931052556198e-08,8.0304479732618e-09
2011,7.112587718793861e-08,5.3535606503452016e-09
2012,6.842548128105364e-08,9.19148274158843e-09
2013,7.781659183692113e-08,8.088462677413588e-09
2014,8.272000240339139e-08,1.082722600465047e-08
2015,8.422986619294193e-08,9.309617077235544e-09
2016,8.057512701498126e-08,5.799752067492392e-09
2017,8.477610347057407e-08,6.792150841761213e-09
2018,9.293280189837105e-08,1.3423626654684995e-08
2019,8.035611731571635e-08,8.928457140289225e-09
