year,en_ADP eaux_NOUN,en_ADP pots_NOUN
1871,1.561313054398994e-07,1.0663661669241264e-06
1872,2.2677521704927983e-07,5.38213214440475e-07
1873,3.63949070603109e-07,7.434617828039336e-07
1874,2.0014940327328645e-07,5.628081680697505e-07
1875,1.8080025182554138e-07,5.046387059337576e-07
1876,2.0919211096703805e-07,6.729214305778441e-07
1877,2.739873469215226e-07,1.172641077573644e-06
1878,3.7261177632252895e-07,6.425590299841133e-07
1879,2.736977664508089e-07,5.883280209673103e-07
1880,2.182067788680797e-07,1.0589445764708216e-06
1881,3.221298540134754e-07,8.178751613741042e-07
1882,2.555667919512672e-07,9.849969728747965e-07
1883,2.622525638873441e-07,1.0477464229552425e-06
1884,3.9082045955041167e-07,6.819552709202981e-07
1885,3.5322082769795315e-07,6.445635563068208e-07
1886,3.0331280659323667e-07,6.75677654271567e-07
1887,3.597437401858805e-07,8.911982263271057e-07
1888,3.322482216017164e-07,8.19207400581945e-07
1889,4.0096875753015127e-07,9.021796927299874e-07
1890,3.742554722241387e-07,9.097488486986549e-07
1891,3.2189812004812524e-07,9.962906233340618e-07
1892,4.0557275227115497e-07,7.409381623801892e-07
1893,3.9044360389262067e-07,1.2809506415578653e-06
1894,3.8124313794796194e-07,2.1973467028146842e-06
1895,3.334312401737094e-07,9.852471976046218e-07
1896,3.6915402534809516e-07,1.0644137091730954e-06
1897,4.07287282677693e-07,1.2725541864710976e-06
1898,3.825047872885179e-07,8.951517429522937e-07
1899,4.151211463465643e-07,1.5355612958956044e-06
1900,4.324147226952846e-07,1.3569413113145856e-06
1901,4.7057182750442905e-07,8.880506356945261e-07
1902,4.4094348128354e-07,8.661740480420121e-07
1903,5.346217943902332e-07,1.0573630788712762e-06
1904,5.213386184976798e-07,9.857062650553416e-07
1905,4.391805981107666e-07,9.103578690883296e-07
1906,5.267645146744826e-07,9.089774266612949e-07
1907,4.386845383619331e-07,1.260510885003896e-06
1908,3.934022714258134e-07,9.43477857617836e-07
1909,3.850688519158041e-07,1.777367742761271e-06
1910,3.7141846476185236e-07,9.346919682684529e-07
1911,3.963678709695273e-07,9.167004577648186e-07
1912,3.1725375282398716e-07,9.798920928005828e-07
1913,3.855273434938411e-07,1.0552950016062823e-06
1914,6.375300076744139e-07,6.723530532326549e-07
1915,3.4399825743491874e-07,3.5813516774396703e-07
1916,3.8016619030578624e-07,4.076348432136001e-07
1917,5.658675235054034e-07,3.8272821711871075e-07
1918,5.099950879383641e-07,4.2269863342880853e-07
1919,5.672034761872169e-07,4.0698688508200576e-07
1920,5.550446107172036e-07,6.07292975018936e-07
1921,5.141895541571628e-07,5.051022640145675e-07
1922,3.5782986773646996e-07,6.824590172982425e-07
1923,3.184784369558713e-07,4.4374664298629796e-07
1924,3.5709799539596077e-07,8.908112363315013e-07
1925,4.685223924383308e-07,7.005839393059432e-07
1926,5.04920076971338e-07,7.100090329004161e-07
1927,4.4819885358649003e-07,6.120924354036106e-07
1928,4.490434277748534e-07,9.049424534168793e-07
1929,5.926696364788597e-07,8.310743169204216e-07
1930,4.516549390043423e-07,7.825184411558439e-07
1931,4.7218176835173153e-07,5.235058893049427e-07
1932,4.679722247491469e-07,1.0159490102523705e-06
1933,4.347380988534155e-07,5.092974220133328e-07
1934,3.9898663040105475e-07,7.70415624629095e-07
1935,3.8896924436926383e-07,5.158330509402731e-07
1936,3.297922255285357e-07,9.408778396391426e-07
1937,5.099403077579723e-07,6.597745709768787e-07
1938,5.108294457434326e-07,6.041789788469032e-07
1939,4.7411555925691573e-07,5.689386739504698e-07
1940,5.629437884735466e-07,5.806942908748169e-07
1941,3.423743151209635e-07,5.076584557173192e-07
1942,3.1859223770247524e-07,5.552607262870879e-07
1943,3.367752867688978e-07,3.745173557945236e-07
1944,3.630900380358071e-07,5.012570341023093e-07
1945,4.095587566865788e-07,3.4420364158904704e-07
1946,3.3828283996228947e-07,5.777258138550678e-07
1947,3.564340396167154e-07,4.3034344798797974e-07
1948,5.196762407067013e-07,6.729698611707136e-07
1949,5.438622689979411e-07,5.340452275959251e-07
1950,4.7008297099360163e-07,5.583564757216664e-07
1951,5.458637639677022e-07,5.970384790998651e-07
1952,6.516689001756504e-07,5.66255948797334e-07
1953,7.175369067802251e-07,5.473104351949587e-07
1954,7.163268911369869e-07,6.010109814269526e-07
1955,4.814816754183937e-07,5.621978971248609e-07
1956,8.729862583933823e-07,6.514692927339638e-07
1957,6.458412817877957e-07,5.848795012752817e-07
1958,6.047010234766503e-07,5.807115144307318e-07
1959,5.844063851734305e-07,4.882971325059771e-07
1960,6.637078948656949e-07,5.045287707616808e-07
1961,7.205240937224744e-07,3.9535026985504373e-07
1962,6.836629276030237e-07,3.4373402968412847e-07
1963,5.72892338901454e-07,4.797811357093451e-07
1964,5.883197442546617e-07,4.0032512060861336e-07
1965,5.198441286324851e-07,4.268193833922851e-07
1966,5.971122352121938e-07,3.412069986552524e-07
1967,7.913188326824638e-07,6.044591600584681e-07
1968,6.777546541769652e-07,4.787849547938094e-07
1969,5.250271744028367e-07,2.9021830982856045e-07
1970,5.509272362758111e-07,3.366266696502862e-07
1971,6.433273935790851e-07,2.5794756197683455e-07
1972,7.284808272167709e-07,3.3499858886898437e-07
1973,6.505580549820422e-07,3.4292128248125664e-07
1974,5.63682276411015e-07,2.81841153082496e-07
1975,5.87711319610662e-07,3.0556418550986564e-07
1976,5.667818649968126e-07,2.9881746854698576e-07
1977,5.782753529359752e-07,2.9736514761680155e-07
1978,5.500987743101149e-07,4.782176006301597e-07
1979,6.636137994675551e-07,3.4058484743582085e-07
1980,6.861976715732965e-07,3.052925876545487e-07
1981,6.490014068383232e-07,4.630302328223479e-07
1982,6.275784931730755e-07,2.936148462140409e-07
1983,6.384784345669914e-07,2.8987301448069047e-07
1984,7.463324180889686e-07,4.088300897819863e-07
1985,6.719378427000322e-07,3.2604324928797723e-07
1986,5.940534943960074e-07,3.3868843729578657e-07
1987,6.99077462140707e-07,3.8681471892232366e-07
1988,6.02053999987362e-07,3.6758873989128915e-07
1989,7.617513873015014e-07,3.227015952234069e-07
1990,6.631008142576889e-07,3.557969137091277e-07
1991,7.725411350634204e-07,2.842810715719679e-07
1992,6.650502832883376e-07,2.8321113632046035e-07
1993,6.586117771156808e-07,2.736368571731873e-07
1994,4.821282986178232e-07,1.7249010397790698e-07
1995,5.341113797907582e-07,2.8738989499288436e-07
1996,7.377243234074626e-07,3.4323932140978286e-07
1997,7.37934247041494e-07,3.6153505789116025e-07
1998,5.55010232661246e-07,2.422209774977091e-07
1999,5.242020931217617e-07,1.978897046228667e-07
2000,6.794932208009641e-07,2.0764747432622244e-07
2001,7.084419569869382e-07,2.102981682128302e-07
2002,5.450239475290886e-07,1.783157159707116e-07
2003,6.746248262246013e-07,1.9876222268067067e-07
2004,5.347416616174883e-07,1.9645368354304082e-07
2005,6.38631713734128e-07,1.806003524507105e-07
2006,5.793871101777981e-07,1.671863287810993e-07
2007,7.118162305141951e-07,2.101096185924689e-07
2008,7.625074589512337e-07,2.1968388352888724e-07
2009,5.407130330148391e-07,2.5748238385858713e-07
2010,5.777198657241911e-07,3.094084490840032e-07
2011,6.412800903077276e-07,3.3230315921173315e-07
2012,6.423824953083468e-07,3.6391460866980196e-07
2013,5.645189153913321e-07,3.388786922187137e-07
2014,4.993516751206073e-07,3.3131311738543445e-07
2015,5.153537759872151e-07,2.9103634346938634e-07
2016,5.056141048065399e-07,2.920589565746923e-07
2017,6.065138782318513e-07,2.555861158271e-07
2018,6.172287043693103e-07,2.529837388465239e-07
2019,6.140227624129579e-07,4.109641338345682e-07
