year,en_ADP yeux_NOUN,en_ADP pieu_NOUN
1874,5.974609251779839e-09,1.792382742227261e-09
1875,5.149374260327022e-09,5.721527140956084e-10
1876,3.627608879952504e-09,3.627608879952504e-09
1877,9.27722432209066e-09,3.092407996341251e-09
1878,4.22736201599605e-09,1.8117266020745149e-09
1879,1.4051447783103299e-08,6.720258016734704e-09
1880,1.9253538763308597e-09,1.9253538763308597e-09
1881,9.761510710859511e-09,2.789003084036068e-09
1882,9.983077475794744e-09,1.3310770263785798e-09
1883,1.4534479675365475e-08,4.423537314224291e-09
1884,3.9610181801208455e-09,3.9610181801208455e-09
1885,1.2891271383708158e-09,1.9336907075562237e-09
1886,1.2261581083805595e-08,2.5813854942491332e-09
1887,1.1099172247952538e-08,3.2644623670918804e-09
1888,3.804368819970705e-09,2.53624587998047e-09
1889,9.397704836544563e-09,5.012109394186837e-09
1890,2.0974036729626278e-08,3.2771931834929546e-09
1891,5.099376032546843e-09,2.5496880162734215e-09
1892,6.268512375839919e-09,1.2537024751679837e-09
1893,1.2316832942449452e-08,4.9267333546154646e-09
1894,1.1972924873759894e-08,1.2603078580752936e-09
1895,8.426059849853118e-09,3.611168697403855e-09
1896,4.1279202278587945e-09,2.358811590497112e-09
1897,9.322741689743452e-09,5.826713556089658e-10
1898,1.2448380992680086e-08,0.0
1899,1.2713430308508578e-08,2.2110313580014918e-09
1900,3.114631885736685e-09,3.1146317747143826e-09
1901,9.500856101851696e-09,5.58873880507349e-09
1902,9.329538919189417e-09,9.820567692386817e-10
1903,1.5120615870500842e-08,1.6200660812870638e-09
1904,5.374625189347171e-09,0.0
1905,1.4450125540577119e-08,3.096455536422127e-09
1906,5.144184633820714e-09,1.0288369045596824e-09
1907,8.742834012309686e-09,5.142843373384665e-10
1908,9.331639461152008e-09,1.964555629285769e-09
1909,8.801574025163461e-09,5.500983557560346e-10
1910,1.3894791983659616e-08,1.6032452032632705e-09
1911,4.25629931299909e-09,5.320374141248863e-10
1912,7.293189607793238e-09,1.5628263128064646e-09
1913,1.0075680734189518e-08,3.1817938284106617e-09
1914,1.1384464038144415e-08,1.3393487430235496e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,3.076489463182952e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,1.033773866510046e-08,2.2972752589112133e-09
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,4.543339038320937e-09,6.057785384427916e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,1.4755870914040514e-08,1.4755870969551665e-09
1923,1.1677542488541803e-08,1.2739137744688378e-08
1924,2.9650736976805092e-08,1.289162443462999e-09
1925,7.698724324711748e-09,1.0998178368026856e-08
1926,2.0063049888108253e-08,5.573069228326233e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,1.0283436990832229e-08,7.998228745975666e-09
1929,1.1140405931087116e-08,6.684243603061191e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,1.53433514782364e-08,0.0
1933,6.882397318719313e-09,0.0
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,2.393656828303392e-09
1936,1.091224355320719e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,0.0
1938,1.1668692678767911e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,3.0499055725385915e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,1.3046265401328583e-08,2.174377566888097e-09
1949,1.8652315247891238e-08,2.945102384188658e-09
1950,2.9779013033248702e-08,4.2541445921528975e-09
1951,1.7058242818279723e-08,0.0
1952,2.1089608281954497e-08,3.163441175679793e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,1.220129064449793e-08,2.815682353940474e-09
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,1.0602045463770082e-08,2.6505113659425206e-09
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,1.0851047171911432e-08,8.525822714489095e-09
1960,1.038124963770315e-08,1.3841666701708277e-09
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,1.9660065575521912e-08,3.805173953708163e-09
1963,2.2631185814248056e-08,2.5864211883330768e-09
1964,1.2776333768727e-08,3.650380997477498e-09
1965,1.3132904541635071e-08,2.188817349590977e-09
1966,1.3293779410616935e-08,0.0
1967,1.3311906243984595e-08,9.860671168482327e-10
1968,8.533690198930799e-09,1.7965663401398047e-09
1969,9.991866889436096e-09,2.2708789015890574e-09
1970,9.657322941336588e-09,1.3796175035718505e-09
1971,1.3359833239690033e-08,7.707596338946132e-09
1972,9.234264353175092e-09,5.643161493651405e-09
1973,8.269805285010534e-09,3.307922213924286e-09
1974,5.625571564138454e-09,3.937900228123681e-09
1975,1.1422960355389478e-08,0.0
1976,9.712995741040231e-09,2.285410749536254e-09
1977,1.3516598507123945e-08,4.11374712072643e-09
1978,8.316828115084718e-09,2.3762365408686037e-09
1979,5.851973128301324e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,3.97960553399912e-09
1981,9.488324403950088e-09,3.1627747087981106e-09
1982,1.0552753892945077e-08,0.0
1983,1.515675762675528e-08,1.2630632095778083e-09
1984,9.858314442556804e-09,1.739702604197646e-09
1985,1.0828004270990732e-08,1.2031116103372597e-09
1986,1.558566253834215e-08,2.3977941854269602e-09
1987,1.711028652096047e-08,6.110816852533674e-10
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,9.878619700032232e-09,1.6464366536794728e-09
1990,9.262707045820662e-09,1.089730194969718e-09
1991,7.6199047072123e-09,4.103025752488776e-09
1992,6.060938417817852e-09,0.0
1993,7.200969598386564e-09,5.539207426075166e-10
1994,6.329911705904578e-09,0.0
1995,3.795715741716776e-09,1.0844901643380922e-09
1996,7.473328622609188e-09,2.6690460952494277e-09
1997,1.1028257640433026e-08,1.917957792585412e-09
1998,1.0489884183506604e-08,1.43043876743576e-09
1999,6.8553016596695215e-09,1.8280804647829996e-09
2000,1.0161472552283612e-08,8.836062992401139e-10
2001,8.762423675534592e-09,8.762423564512289e-10
2002,6.571832411594869e-09,2.1906108038649563e-09
2003,8.750538071922165e-09,2.9168460979889232e-09
2004,5.285749615779878e-09,4.404791253964646e-10
2005,5.404499514582994e-09,9.007499190971657e-10
2006,4.117890028965121e-09,4.529678854225949e-09
2007,1.0385647009059085e-08,1.997239706952314e-09
2008,4.6831836186811415e-09,1.2772318758180745e-09
2009,8.582746957586096e-09,4.76819250749827e-10
2010,1.2281861749841028e-08,4.723793023408973e-10
2011,7.647943611743813e-09,7.64794394481072e-10
2012,9.872332978888565e-09,3.4042526853017563e-09
2013,1.4503449996539075e-08,8.367375126105969e-10
2014,1.277612682315521e-08,1.7323561474213989e-09
2015,1.3964425171764105e-08,1.5516028045725605e-09
2016,1.0978101983027955e-08,2.6927420293532123e-09
2017,1.2074934219175049e-08,1.7609279590047322e-09
2018,1.0325867216831597e-08,2.8396134332808742e-09
2019,1.2754938882864053e-08,1.53059265262101e-09
