year,ancien_ADJ air_NOUN,ancien_ADJ pair_NOUN
1910,9.085056262847502e-09,0.0
1911,2.128149656499545e-09,1.5961122423746588e-09
1912,7.814131564032323e-09,1.5628263128064646e-09
1913,5.833288740930698e-09,0.0
1914,8.036092680185902e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,0.0
1918,1.2635013924011673e-08,2.2972752589112133e-09
1919,0.0,1.8415696745321952e-09
1920,2.2716695191604686e-09,0.0
1921,6.815472630705699e-09,0.0
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,4.458455382660986e-09,0.0
1927,5.574612438330462e-09,0.0
1928,2.2852082448565625e-09,0.0
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,1.0323595756034365e-08
1934,9.585264137967897e-09,1.9170528275935794e-08
1935,7.180970484910176e-09,1.4361940969820353e-08
1936,6.0623572828433225e-09,1.333718646634452e-08
1937,0.0,3.1477796369472344e-08
1938,0.0,2.333738657878115e-08
1939,9.176430282309411e-09,2.9058696782158222e-08
1940,2.5357829169792012e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,0.0
1949,0.0,4.908504269707237e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,4.264560704569931e-09,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,3.2321482157371406e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,0.0
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.920833350854139e-10,2.7683333403416555e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,4.43936931660005e-09,5.7077609305622445e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,3.041984220075733e-09,1.2167936658258327e-09
1965,2.188817349590977e-09,5.47204326295514e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,3.944268467392931e-09,1.4791006197611978e-09
1968,7.63540694559417e-09,2.6948494546985557e-09
1969,4.5417578031781147e-10,1.8167031212712459e-09
1970,2.2993625059530842e-09,0.0
1971,8.735275836002643e-09,0.0
1972,1.0773308800615666e-08,1.0260293725750103e-09
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,1.1251143350321513e-09,0.0
1975,0.0,2.2845920710778955e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,4.1584139465200565e-09,0.0
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,1.1370301367108482e-09,2.2740603289328476e-09
1981,6.325549528618524e-10,0.0
1982,6.207502289967692e-10,0.0
1983,5.68378455412244e-09,6.315316047889041e-10
1984,4.059305780401701e-09,1.7397025486864948e-09
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,4.888653482026939e-09,0.0
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,2.1952488715726304e-09
1990,5.44865097484859e-10,2.179460389939436e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,0.0,0.0
1993,4.431366051882435e-09,9.416652346772025e-09
1994,2.637463358823311e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,0.0
1996,2.135236876199542e-09,0.0
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,7.629006537612781e-09,1.43043876743576e-09
1999,5.0272213059088244e-09,3.656160929565999e-09
2000,2.6508187866980393e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,0.0
2002,3.066854992184176e-09,8.76244299341522e-10
2003,3.7502307925763034e-09,4.1669229178253886e-10
2004,4.404791253964646e-10,2.2023955992267474e-09
2005,0.0,4.5037495954858286e-10
2006,3.294311934354255e-09,8.235779835885637e-10
2007,1.5977918155218873e-09,3.994479469415779e-10
2008,2.554463751636149e-09,2.9802078582719105e-09
2009,1.907277002999308e-09,0.0
2010,3.3066551718974324e-09,0.0
2011,1.529588788962144e-09,3.82397197240536e-10
2012,5.7872298064864935e-09,6.808505426114664e-10
2013,5.020424964641279e-09,0.0
2014,3.897801192920269e-09,4.330890368553497e-10
2015,9.752931795503628e-09,4.433150790905671e-10
2016,7.2496901815100045e-09,4.1426800878596737e-10
2017,3.018733707449428e-09,2.515611330355938e-10
2018,6.9699601645822895e-09,5.162933414126769e-10
2019,4.08158040698936e-09,1.02039510174734e-09
