year,en_ADP ailes_NOUN,en_ADP pelle_NOUN
1800,1.6664071722516383e-07,1.5720821977538435e-08
1801,8.572257570449437e-08,2.3811825844433088e-09
1802,7.608656460433849e-08,6.713520406265161e-09
1803,1.4432509942707838e-07,0.0
1804,1.0134588990240445e-07,2.4718509461507665e-09
1805,1.7910129201936797e-07,2.842877711017877e-09
1806,2.420601958874613e-07,5.76333825108577e-09
1807,1.6512339584551228e-07,0.0
1808,2.3567169193938753e-07,2.2660739951163578e-09
1809,9.713831161661801e-08,4.518061036407062e-09
1810,1.193464669313471e-07,2.3401267590372754e-09
1811,2.0056614147279106e-08,2.757784400841956e-08
1812,9.335229123053068e-08,1.3336041604361526e-08
1813,2.5881675469463516e-08,5.751483289628823e-09
1814,1.1642705288750221e-07,0.0
1815,6.74305908887618e-08,0.0
1816,1.5991466284503986e-07,3.476405829871965e-08
1817,1.634717108345285e-07,1.556873407970727e-09
1818,1.3351719019283337e-07,2.026600132154499e-08
1819,2.4842520929269085e-08,5.175524897538253e-09
1820,9.730514705097448e-08,3.5599443393152796e-09
1821,1.0847637099686835e-07,9.86148829262845e-10
1822,1.0727409005539812e-07,3.0076847679083585e-09
1823,8.499110748516614e-08,5.336651121012892e-08
1824,1.381062446625947e-07,2.5263338088166165e-09
1825,1.2327620879659662e-07,1.7610886082763955e-09
1826,6.077509340229881e-08,1.7615968683770689e-09
1827,9.309445658800541e-08,3.6869092223668076e-09
1828,8.163348041989593e-08,1.559291185060374e-08
1829,7.715858174606183e-08,1.3717081692732336e-08
1830,1.49246758951449e-07,8.349468672008697e-09
1831,2.1359952029342821e-07,0.0
1832,2.0565553882079257e-07,1.3529969367098715e-09
1833,6.370995464521911e-08,2.3167257001688313e-09
1834,1.0081293311259287e-07,2.8003592777992026e-09
1835,1.187404805591541e-07,1.0588323107185715e-08
1836,7.325617445985699e-08,8.064899859050456e-09
1837,1.0436836106464398e-07,6.262101726051128e-09
1838,5.302215910774066e-08,7.574594285131298e-09
1839,1.0207553913232914e-07,4.894032734625853e-09
1840,5.7327198987877637e-08,5.095750932326837e-09
1841,2.0802576727874111e-07,4.494383976094696e-09
1842,3.957876515414682e-08,6.037438549100216e-09
1843,9.923610377882142e-08,7.088293507706567e-09
1844,6.476502534269457e-08,1.6465684371524958e-09
1845,9.263178668561522e-08,5.580227946389016e-10
1846,8.137757134818457e-08,2.1076203893244383e-08
1847,9.384208965457219e-08,3.235934187273415e-09
1848,5.551202875153649e-08,4.02261068899179e-09
1849,1.0306680309213334e-07,4.1897072478036534e-09
1850,8.418355434969271e-08,1.3577992064028876e-09
1851,6.384944128967618e-08,3.8696632564949596e-09
1852,1.7513367822630244e-07,2.6042181744401205e-09
1853,1.1107793085329831e-07,3.5831591027601917e-09
1854,5.975014261139222e-08,3.117398783558656e-09
1855,9.021793090369101e-08,2.1227748447927297e-09
1856,7.403380664072756e-08,4.659470143053568e-09
1857,8.64027143165913e-08,1.4644527812635033e-09
1858,5.627727261980908e-08,2.4468380654951716e-09
1859,6.670747154657874e-08,2.1387128512628806e-08
1860,8.467790024724309e-08,1.2816115280145368e-08
1861,6.272231445336729e-08,2.357981809808507e-09
1862,6.46072066956549e-08,7.680577063240435e-09
1863,7.841554605647616e-08,9.989241656072068e-10
1864,8.822299690791624e-08,3.3563094525845827e-09
1865,7.530950796308389e-08,1.694463946932956e-08
1866,5.93604774223877e-08,4.865612801552288e-09
1867,9.851207494193659e-08,6.308654931785895e-09
1868,7.16281718382561e-08,6.915823469455518e-09
1869,6.788091866383184e-08,5.371870948067681e-09
1870,9.346499751927695e-08,5.160643912205387e-09
1871,9.240424247991541e-08,6.37270636261178e-09
1872,5.624025689598966e-08,6.047339518033823e-09
1873,1.2091729217900138e-07,2.3944017879529156e-09
1874,9.081406204813902e-08,7.169530746864439e-09
1875,1.0813685946686746e-07,1.716458086775674e-09
1876,1.0580525611203484e-07,6.04601479992084e-09
1877,6.741449709579683e-08,6.80329748092845e-09
1878,5.072834596830944e-08,3.0195443923020093e-09
1879,7.331190232662266e-08,1.221865053580018e-09
1880,1.0396910710142038e-07,1.2835692508872398e-09
1881,7.181682804002776e-08,6.972507571312292e-10
1882,8.984770261122321e-08,6.655385131892899e-10
1883,8.467914369703067e-08,4.423537092179686e-09
1884,1.0694748908690599e-07,1.0562715146988921e-08
1885,1.0313016929330843e-07,9.66845359329227e-09
1886,1.206797719532915e-07,1.097088819790315e-08
1887,1.0185122079064968e-07,1.3057849246322917e-09
1888,1.0525420179874345e-07,6.974675947901687e-09
1889,9.397705014180247e-08,1.2530273485467092e-09
1890,8.651790039948537e-08,6.554386478008212e-10
1891,7.01164211136529e-08,1.3385862196457765e-08
1892,1.0280360385195308e-07,1.8805537127519756e-09
1893,1.1947328459882556e-07,2.463366621796581e-09
1894,1.5690832810832944e-07,7.561847148451761e-09
1895,1.3842813473274873e-07,3.611168697403855e-09
1896,1.0909503345146732e-07,6.486732040400511e-09
1897,1.4974654050092795e-07,2.9133566670225264e-09
1898,8.261198303216588e-08,2.26334195829736e-09
1899,5.417026827103655e-08,1.1607914629507832e-08
1900,8.66905907059845e-08,3.633737311048435e-09
1901,7.824234415920728e-08,7.265360757457984e-09
1902,1.0508007619591808e-07,6.38336894454028e-09
1903,8.262337303222012e-08,2.1600881083827517e-09
1904,7.255744094436523e-08,4.299700151477737e-09
1905,1.0063480004873782e-07,6.192911072844254e-09
1906,8.076369795162464e-08,1.388929860013377e-08
1907,1.1262827115388063e-07,1.0285686968813934e-08
1908,8.152905905944863e-08,9.822778146428846e-09
1909,1.0176819387197611e-07,5.5009836685826485e-09
1910,1.0902067515417002e-07,5.344150677544235e-10
1911,6.118430206925041e-08,4.25629931299909e-09
1912,8.335074141996301e-08,7.293189607793238e-09
1913,7.901454779357664e-08,2.121195885607108e-09
1914,8.571831955350717e-08,2.0090231700464756e-09
1915,1.1309531089409575e-07,1.5314990164938536e-08
1916,1.1097336738430386e-07,1.0987462051303964e-09
1917,9.211796481167767e-08,1.315970976634162e-08
1918,9.418828739171659e-08,1.1486376294556067e-09
1919,7.550436009751138e-08,2.1178051312631396e-08
1920,7.799398815677705e-08,3.028892692213958e-09
1921,5.9067428281878165e-08,9.087297137000405e-09
1922,9.22241909506738e-08,1.4018077365562931e-08
1923,8.811237250938575e-08,2.1231896241147297e-09
1924,7.86389122708897e-08,7.734974438733389e-09
1925,7.808706214973427e-08,9.898360353588487e-09
1926,1.1480522488227507e-07,6.687683296036084e-09
1927,8.473411128306907e-08,6.689535148041159e-09
1928,8.798051709391075e-08,4.570416489713125e-09
1929,8.912324744869693e-08,5.570202965543558e-09
1930,9.033099246380516e-08,2.100720708497761e-09
1931,1.2203732069338002e-07,7.983749661377715e-09
1932,8.87722464426588e-08,8.767629289252454e-09
1933,9.061822936473618e-08,1.3764794637438627e-08
1934,9.824896096688462e-08,7.188948103475923e-09
1935,1.0891138657598276e-07,1.6755597798123745e-08
1936,7.1535815493462e-08,1.6974599503782883e-08
1937,8.310137644684801e-08,1.888667711114067e-08
1938,7.649476430060531e-08,9.075650453382877e-09
1939,1.1470537941704606e-07,3.8235125288110794e-08
1940,1.6736167651743017e-07,7.607348528892999e-09
1941,1.0625409174735978e-07,4.7224041566096275e-08
1942,1.061974117533282e-07,0.0
1943,8.709705667797607e-08,3.193558839598154e-08
1944,1.124615138792251e-07,6.4263723231761105e-09
1945,8.496165548876888e-08,6.535512131478072e-09
1946,8.07424029858339e-08,3.480275978517966e-08
1947,9.417487945029279e-08,2.1457568166738383e-08
1948,1.2611390332040173e-07,2.391815279167986e-08
1949,7.362756093698408e-08,5.890204768377316e-09
1950,7.232046073113452e-08,1.595304155443955e-08
1951,9.595261474260042e-08,1.4925962688039363e-08
1952,1.0439355691005403e-07,3.796129277588989e-08
1953,8.942276963352924e-08,2.2625037843226892e-08
1954,8.502106396690579e-08,1.6613311615287785e-08
1955,8.91632723210023e-08,7.508486277174597e-09
1956,8.023449993288523e-08,9.593255967388359e-09
1957,1.0513694803648832e-07,2.03205861026845e-08
1958,8.851300492551673e-08,2.3989505493204888e-08
1959,7.673240531858028e-08,6.975672928177801e-09
1960,9.412333668024075e-08,3.5296249978333805e-08
1961,8.893643865803824e-08,1.80652133252579e-08
1962,8.688480335194981e-08,3.614915300431676e-08
1963,7.241979460559378e-08,3.4916688207431434e-08
1964,6.38816644027429e-08,2.798625509115027e-08
1965,1.1710172742596114e-07,2.2435377999840966e-08
1966,7.090015685662365e-08,2.7695373439051707e-08
1967,1.0255097748768094e-07,7.395503320850594e-09
1968,8.354033553814588e-08,3.054162694970941e-08
1969,7.175977145834622e-08,2.679637134406221e-08
1970,7.265985857429769e-08,2.0694262303777577e-08
1971,7.656212375195537e-08,3.083038546680683e-08
1972,7.951727809540898e-08,3.385897073826527e-08
1973,6.340184199871146e-08,4.410562937096074e-08
1974,4.387946006545462e-08,2.3627401424253236e-08
1975,8.681449514824635e-08,2.1703623787061588e-08
1976,5.656391621755574e-08,2.399681342524218e-08
1977,6.581995393162288e-08,7.639816779203557e-09
1978,5.8811853165252614e-08,3.5643548113029055e-09
1979,6.437170441131457e-08,9.948355028654987e-09
1980,7.504399235358505e-08,1.989802811408481e-08
