year,mon_DET auto_NOUN,mon_DET poteau_NOUN
1997,3.7400178509727766e-08,8.630810066634353e-09
1998,3.6237780776104955e-08,7.152193948201102e-09
1999,4.661605235156685e-08,2.7421207526856506e-09
2000,5.522539225921719e-08,7.51065365456327e-09
2001,7.66712080491061e-08,1.7524847129024579e-09
2002,7.053766770681591e-08,9.200564754507923e-09
2003,6.792084050744052e-08,5.41700001521761e-09
2004,5.8143243553132606e-08,3.0833537945085254e-09
2005,6.215174419565983e-08,3.1526248278623825e-09
2006,5.476793774050748e-08,1.0294724350767837e-08
2007,6.431111820859314e-08,3.994479552682506e-09
2008,6.939626562285639e-08,4.6831836186811415e-09
2009,8.105927529200585e-08,7.629108011997232e-09
2010,1.1148151379813953e-07,1.1809483002611643e-08
2011,7.83914226865079e-08,1.720787323744588e-08
2012,1.297020295609741e-07,1.9404240686471397e-08
2013,1.129595625926072e-07,3.1517112697443395e-08
2014,1.1823330670068799e-07,1.86228280574241e-08
2015,1.5782016760113038e-07,2.3495698941999876e-08
2016,1.0128852512281128e-07,2.174907076657462e-08
2017,9.886352891896877e-08,3.823729355367789e-08
2018,1.2804074600580861e-07,3.17520414405692e-08
2019,1.1326385518373172e-07,4.897896643818456e-08
