year,mon_DET auto_NOUN,mon_DET poteau_NOUN
1800,1.2576657937302116e-08,1.5720821977538435e-08
1801,2.6193008650921e-08,0.0
1802,0.0,0.0
1803,9.751696339321825e-09,0.0
1804,0.0,1.730295728918918e-08
1805,8.528632911009026e-09,0.0
1806,0.0,2.881669125542885e-09
1807,8.540865792383556e-09,2.8469551160981155e-09
1808,2.2660739951163578e-09,0.0
1809,0.0,1.129515236897305e-08
1810,0.0,0.0
1811,0.0,7.521229861140455e-09
1812,8.00162425207418e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,6.952811659743929e-09
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,1.3113295338484932e-08
1819,0.0,1.035105001712111e-09
1820,1.6613073583471305e-08,8.306536791735653e-09
1821,6.903041693817613e-09,4.930744257336528e-09
1822,1.1028177482330648e-08,8.02049271442229e-09
1823,5.929612356680991e-09,0.0
1824,1.8526447931321854e-08,0.0
1825,9.68598712347557e-09,2.641632912414593e-09
1826,2.1139161532346407e-08,7.927186018719112e-09
1827,3.6869092223668076e-09,0.0
1828,6.420610709767516e-09,1.8344602503717056e-09
1829,3.429270423183084e-09,8.57317605795771e-10
1830,1.0436835840010872e-09,0.0
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,3.4750886612755494e-09,4.6334514003376626e-09
1834,9.334530925997342e-10,1.8669061851994684e-09
1835,3.781543966852041e-09,7.563087933704082e-10
1836,2.688300027031687e-09,5.376600054063374e-09
1837,1.0436836284100082e-08,1.3915781860163179e-09
1838,3.1560809521380406e-09,0.0
1839,6.292327547896548e-09,6.9914751765765e-10
1840,1.9109065441114126e-09,2.5478754661634184e-09
1841,5.1364388298225094e-09,0.0
1842,4.695785538189057e-09,2.0124795163667386e-09
1843,1.7720733769266417e-09,3.5441467538532834e-09
1844,6.586273748609983e-09,1.6465684371524958e-09
1845,1.674068439427856e-09,5.580227946389016e-10
1846,5.854501328173001e-10,1.1709002656346001e-09
1847,1.0786447290911383e-09,3.775256551818984e-09
1848,1.0458788279876785e-08,4.02261068899179e-09
1849,3.3517659758786067e-09,0.0
1850,4.752297222410107e-09,1.3577992064028876e-09
1851,3.2247193804124663e-09,1.2898877521649865e-09
1852,1.9531636308300904e-09,1.3021090872200602e-09
1853,9.555090940693844e-09,0.0
1854,9.871762074453727e-09,1.0391328908454511e-09
1855,4.2455496895854594e-09,3.1841622671890946e-09
1856,4.659470143053568e-09,5.177189232874468e-10
1857,3.905207268672939e-09,1.4644527812635033e-09
1858,1.468102794888182e-08,4.893676019968041e-10
1859,3.055304009791371e-09,2.036869339860914e-09
1860,9.154367819341758e-10,9.154367819341758e-10
1861,6.6023493339173456e-09,1.4147891747029462e-09
1862,3.162590411776023e-09,5.873382225018986e-09
1863,1.9978483867255648e-09,4.994620717013731e-09
1864,4.794728170054441e-09,1.4384183844029508e-09
1865,9.41368871743009e-10,4.706844358715045e-10
1866,5.352174259343201e-09,9.731225825149181e-10
1867,3.88224918879132e-09,2.426405742994575e-09
1868,1.975949626142892e-09,4.939874287401835e-09
1869,9.767038289254515e-10,2.9301114867763545e-09
1870,9.17447806614291e-09,1.1468097582678638e-09
1871,2.1242354542039266e-09,1.5931766128574054e-08
1872,2.4189357183956872e-09,1.2094678591978436e-09
1873,1.1972008939764578e-09,0.0
1874,4.779687312606029e-09,3.5847653734322193e-09
1875,1.716458086775674e-09,1.1443054281912168e-09
1876,1.813804439976252e-09,6.04601479992084e-10
1877,3.710889595609501e-09,1.8554447978047506e-09
1878,3.0195443923020093e-09,3.6234530931267273e-09
1879,4.27652757650776e-09,6.10932526790009e-10
1880,3.8507077526617195e-09,6.417846254436199e-10
1881,3.4862537301449947e-09,2.7890030285249168e-09
1882,0.0,6.655385131892899e-10
1883,5.687405213450347e-09,1.2638677882037541e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,0.0,1.933690763067375e-09
1886,1.2906927748801422e-09,1.936039106809062e-09
1887,3.264462311580729e-09,4.570247291724172e-09
1888,5.706553229956057e-09,3.1703073499755874e-09
1889,6.265136742733546e-10,2.5060546970934183e-09
1890,5.243509182406569e-09,0.0
1891,6.374220040683554e-10,1.2748440081367107e-09
1892,0.0,0.0
1893,1.847525021858587e-09,0.0
1894,6.301539290376468e-10,0.0
1895,5.416753268150387e-09,1.8055843487019274e-09
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,4.661370844871726e-09,5.826713556089658e-10
1898,3.960848538042683e-09,1.13167097914868e-09
1899,2.7637891975018647e-09,2.2110313580014918e-09
1900,3.633737311048435e-09,0.0
1901,5.029865079997364e-09,1.1177477832191585e-09
1902,6.874397495693074e-09,4.419255517085219e-09
1903,8.640352433531007e-09,5.400220270956879e-10
1904,8.599400302955473e-09,1.0749250378694342e-09
1905,1.5998352864698973e-08,1.5482277682110634e-09
1906,1.6975809202790515e-08,5.144184522798412e-10
1907,4.525702124169584e-08,1.5428529565042481e-09
1908,3.6835416494795936e-08,9.822778146428846e-10
1909,3.850688345963249e-08,2.2003934230241384e-09
1910,3.954671612405036e-08,5.34415089958884e-09
1911,2.926205810993565e-08,5.320374141248863e-10
1912,2.9172759097306766e-08,7.2931897743266916e-09
1913,5.090870303092743e-08,5.3029897140177695e-09
1914,9.91118040971628e-08,5.357394972094198e-09
1915,8.953379171394715e-08,2.9451904026700504e-08
1916,2.0436679992741347e-07,2.966614687238689e-08
1917,8.005489959828083e-08,3.070598852961126e-08
1918,1.2060695020466028e-07,3.790504266021344e-08
1919,8.379142268921669e-08,1.5653341733923298e-08
1920,9.313845250602526e-08,1.2872793497820112e-08
1921,1.2646488478651463e-07,9.84457149133533e-09
1922,1.7854603839850824e-07,5.902348387820666e-09
1923,8.280439445229604e-08,7.431163684401554e-09
1924,8.379556160065249e-08,5.156649773851996e-09
1925,6.928852336329783e-08,4.399271169575059e-09
1926,6.799144625091458e-08,7.802296586589819e-09
1927,3.6792443314226375e-08,8.919379901328739e-09
1928,1.325420813103051e-07,7.998228745975666e-09
1929,7.575476068666376e-08,4.4561625500705304e-09
1930,6.932378626700597e-08,7.352522590764465e-09
1931,8.554017316697582e-08,2.0529641986399838e-08
1932,8.658033845421187e-08,5.4797681947604815e-09
1933,1.4797153546908248e-07,0.0
1934,7.428579884560804e-08,4.7926320689839486e-09
1935,7.061287643495007e-08,1.4361940969820353e-08
1936,6.304851485339213e-08,1.2124714565686645e-09
1937,6.295559007440943e-08,2.5182236296217297e-09
1938,6.871563495991495e-08,1.1668693011834819e-08
1939,1.0247013548791983e-07,1.5294050470515685e-09
1940,6.59303545091916e-08,0.0
1941,5.31270463177691e-08,2.9515025978810172e-09
1942,7.58552971547033e-08,1.8205270180260413e-08
1943,9.290352687152392e-08,2.9032352077962287e-09
1944,1.1888789153147172e-07,9.639558484764166e-09
1945,5.8819610071481065e-08,4.357008087652048e-09
1946,4.733175629212383e-08,8.352662561605939e-09
1947,6.675688091206666e-08,1.1920870957027319e-09
1948,5.762100396822234e-08,2.174377566888097e-09
1949,6.675565789038274e-08,1.1780409536754632e-08
1950,4.0414374957720156e-08,5.317680740191122e-09
1951,6.183612999421939e-08,3.1984206394497505e-09
1952,6.959570253428637e-08,6.326882351359586e-09
1953,5.9256050954914485e-08,3.232148326759443e-09
1954,4.104465145537972e-08,2.9317608341017376e-09
1955,5.3497966057136637e-08,3.754243138587299e-09
1956,4.7094163235783526e-08,4.360570571293465e-09
1957,6.802978980147145e-08,7.951533653738352e-09
1958,3.4743422028249427e-08,2.4816730892496253e-09
1959,3.952881399982289e-08,3.8753737996444215e-09
1960,1.0658083260395301e-07,6.920833239831836e-09
1961,5.975417050052556e-08,1.3896318540318475e-09
1962,7.483508834837949e-08,6.341956293454132e-09
1963,4.2029346669636425e-08,6.4660533594107505e-09
1964,6.388166751136737e-08,1.2167936658258327e-09
1965,3.6115484824961186e-08,1.0944086747954884e-09
1966,5.3729024784843205e-08,1.3847686886059307e-08
1967,3.944268289757247e-08,9.860671168482327e-10
1968,4.58124431723661e-08,2.245707841908029e-09
1969,4.042164380990698e-08,4.995933444718048e-09
1970,4.782673901360113e-08,8.737577245065964e-09
1971,3.853798125064145e-08,5.652237344833111e-09
1972,4.104117579117883e-08,5.643161493651405e-09
1973,4.079770787868142e-08,2.205281512956958e-09
1974,6.750685788148303e-08,1.6876715580593782e-09
1975,4.5120693403788437e-08,1.7134440533084216e-09
1976,5.827797422419678e-08,3.9994687561772935e-09
1977,4.4663541309830634e-08,4.7014254711541525e-09
1978,3.9207901370019727e-08,7.128709400561206e-09
1979,3.745262899812474e-08,4.0963813452421505e-09
1980,5.798853663918635e-08,5.6851505725319385e-09
1981,3.921840585618952e-08,4.427884781055269e-09
1982,7.076552854812235e-08,5.586751949948621e-09
1983,6.062703494791322e-08,3.157658134966823e-09
1984,5.3930778953770186e-08,1.739702604197646e-09
1985,4.271046227799502e-08,4.812446552371341e-09
1986,4.915477891387354e-08,6.593933843390687e-09
1987,5.988600326745086e-08,5.499735000746853e-09
1988,3.537966675182247e-08,3.597932174415064e-09
1989,7.793133516287298e-08,2.1952488715726304e-09
1990,4.9582723704588716e-08,3.814055626882862e-09
1991,5.9200798485647965e-08,8.7921980806982e-09
1992,5.620142928819405e-08,4.958949750832886e-09
1993,3.323524611076323e-08,6.093128224193833e-09
1994,8.86187687676454e-08,2.637463358823311e-09
1995,3.849940249933681e-08,4.880205906054869e-09
1996,7.366566912025974e-08,1.014237538399243e-08
