year,un_DET été_NOUN,un_DET eté_NOUN
1918,4.812791614128287e-07,4.594550517822427e-09
1919,4.926199000943043e-07,1.2890987943769971e-08
1920,4.952239556210714e-07,5.3005623890101106e-08
1921,5.861306617838125e-07,4.5436484574779e-09
1922,5.61460897052779e-07,6.640142102831703e-09
1923,5.361053614372224e-07,1.8047111804975202e-08
1924,5.18243314928668e-07,2.9650736088626672e-08
1925,5.686058066611821e-07,7.698724546756353e-09
1926,5.372438620643294e-07,8.916910876344275e-09
1927,5.240135680928404e-07,2.118352704361115e-08
1928,6.238618595055812e-07,1.2568645679778001e-08
1929,5.547922248272386e-07,1.2254447234738564e-08
1930,6.039571905924745e-07,6.302162347537887e-09
1931,5.907974802710214e-07,4.5621426636444085e-09
1932,5.129063014308599e-07,3.2878609834696704e-09
1933,6.045038838387029e-07,5.735331098932761e-09
1934,5.583416431420574e-07,5.990790086229936e-09
1935,5.182267139858254e-07,9.574627313213568e-09
1936,5.73499019385082e-07,3.6374143697059935e-09
1937,5.124585146232263e-07,6.295558963032022e-09
1938,5.52318129010132e-07,5.186085783037697e-09
1939,4.710567482746342e-07,4.588215141154706e-09
1940,4.5644092572239003e-07,0.0
1941,4.515798828208517e-07,8.854508237732261e-09
1942,5.097475817006369e-07,9.102635312174812e-09
1943,5.574211385805938e-07,1.4516175816936538e-08
1944,6.07292156118433e-07,6.4263723231761105e-09
1945,6.688007672117635e-07,1.74280327946974e-08
1946,5.874706001662844e-07,8.352662561605939e-09
1947,6.043881677353369e-07,3.5762612871081956e-09
1948,6.001282262246832e-07,7.610321706152945e-09
1949,7.195867384179877e-07,6.8719057111366055e-09
1950,5.370857609765523e-07,1.0635361480382244e-08
1951,5.458637768462893e-07,9.595261807326949e-09
1952,6.021082803453481e-07,1.138838801040265e-07
1953,5.860961859172065e-07,2.5857185281807915e-08
1954,6.616007133253277e-07,2.0522326060756768e-08
1955,6.607467843977588e-07,1.1262729859851106e-08
1956,6.994355601364077e-07,1.3081712602058815e-08
1957,5.857630034356021e-07,1.6786571688243157e-08
1958,5.964287602688856e-07,1.2408365002158916e-08
1959,6.278105932899791e-07,8.52582249244449e-09
1960,7.010804290441541e-07,9.689166580173492e-09
1961,8.066812684504043e-07,1.667558224838217e-08
1962,6.919074628797262e-07,2.6002021868976044e-08
1963,7.8303907002919e-07,2.651081842941494e-08
1964,7.416357226119885e-07,1.2776333491171243e-08
1965,6.801749714568928e-07,1.0396882077490233e-08
1966,6.065286788370372e-07,1.163205709531212e-08
1967,6.66088328937775e-07,6.902469817937629e-09
1968,7.002117461407664e-07,1.8414804764388393e-08
1969,6.535589291978283e-07,2.361713979937008e-08
1970,6.589973211568179e-07,1.2876430144359574e-08
1971,7.440399407698806e-07,3.339958354331429e-08
1972,6.648670098918785e-07,1.3851396196695731e-08
1973,6.218893928711111e-07,4.024638833310945e-08
1974,6.452530603162643e-07,8.438357346207681e-09
1975,5.98563148823672e-07,1.7134440533084216e-08
1976,6.759102388897986e-07,1.4283817351135042e-08
1977,7.16379699561287e-07,1.5867310576567206e-08
1978,7.467323275278659e-07,1.782177372344762e-08
1979,7.028220299076793e-07,2.2237498398247624e-08
1980,7.970581181737657e-07,2.3309117747061237e-08
1981,8.50153846876367e-07,2.846497304531681e-08
1982,9.472648558883634e-07,4.221101668200333e-08
1983,9.106685734394659e-07,2.841892232652299e-08
1984,9.91050582044295e-07,1.6237224009785223e-08
1985,7.922490130596316e-07,5.053068796723181e-08
1986,9.381369894256864e-07,3.177077290139607e-08
1987,8.695692459426141e-07,6.844114680548685e-08
1988,1.022412417395202e-06,2.878345867207699e-08
1989,9.395665214739779e-07,2.3050112485378804e-08
1990,1.0150837024269777e-06,6.919786899040048e-08
1991,9.97035222383147e-07,3.575493634500049e-08
1992,9.449553957097123e-07,3.030469258868962e-08
1993,8.519300743192737e-07,2.1602909350271204e-08
1994,1.016478333504267e-06,2.7957111903287313e-08
1995,1.0210475078764603e-06,8.947043506069008e-08
1996,1.0217108279420017e-06,6.779376948706783e-08
1997,9.134273781796765e-07,6.377209782471027e-08
1998,9.140503642868225e-07,2.5747897591799074e-08
1999,9.250087211754021e-07,2.8335246954336313e-08
2000,8.75212059270325e-07,1.8113929023400033e-08
2001,8.775567259533545e-07,2.0153573365710997e-08
2002,9.340764215437503e-07,2.760169665050327e-08
2003,9.47558286057415e-07,1.2500768531431561e-08
2004,9.708160009225253e-07,1.2773894386697293e-08
2005,1.007939159691773e-06,5.85487458515388e-09
2006,1.1060652616023958e-06,2.0177661097520172e-08
2007,1.0777105623471783e-06,1.1583990433550184e-08
2008,1.1001223994000497e-06,1.3623806749407663e-08
2009,1.1958626737751388e-06,5.0066023105088675e-08
2010,1.1422131720451034e-06,8.975207077543956e-09
2011,1.1571339135763026e-06,4.20636914189032e-09
2012,1.3314032516476004e-06,2.7234021704458655e-09
2013,1.3192561556518712e-06,4.183687507541833e-09
2014,1.5052009358917928e-06,2.5985341933765227e-09
2015,1.3057846257602534e-06,5.763096139199675e-09
2016,1.2697313982457104e-06,2.4856081637381067e-09
2017,1.293778944866375e-06,7.546833991067814e-10
2018,1.3650795902542256e-06,3.3559066636712487e-09
2019,1.3214116987292357e-06,2.2958890344426663e-09
