year,un_DET allié_NOUN,un_DET palier_NOUN
1800,1.043862622118752e-06,4.7162465932615305e-08
1801,1.6049170135090662e-06,9.524730337773235e-09
1802,8.638063206944935e-07,4.923248297927785e-08
1803,1.0980410252159345e-06,3.900678446910888e-09
1804,5.363916819600689e-07,9.887403562558461e-09
1805,8.301202816252129e-07,1.7057265822018053e-08
1806,1.1901293133220747e-06,8.35684019762084e-08
1807,1.050526425849796e-06,1.7081731584767113e-08
1808,1.0038708069259883e-06,2.7192887941396293e-08
1809,9.826783298194641e-07,5.6475762733043666e-08
1810,8.588264996944872e-07,2.574139479349924e-08
1811,9.075617874998443e-07,3.259199843341776e-08
1812,1.07755216127714e-06,1.8670457180292033e-08
1813,7.218111761631008e-07,6.326631307729258e-08
1814,1.4726449144575326e-06,7.552024783308298e-08
1815,1.28387841868971e-06,5.1247248222807684e-08
1816,6.628347364312503e-07,2.3176038865813098e-08
1817,1.4074135621378048e-06,4.670620334934483e-09
1818,1.1289355297261494e-06,2.8610825708597076e-08
1819,1.572324444865103e-06,1.0454560595007933e-07
1820,1.6411343199962403e-06,5.6959109429044474e-08
1821,1.0798330025707514e-06,4.043210211079895e-08
1822,9.434104271122123e-07,3.60922172149003e-08
1823,7.846853531390252e-07,5.731958552246397e-08
1824,9.692701041785767e-07,2.105278085196005e-08
1825,1.116530222500245e-06,1.0918749349109191e-07
1826,1.224309814418234e-06,2.9947145208097936e-08
1827,1.148472210443785e-06,4.700809402846673e-08
1828,1.1511237723027534e-06,3.5771975603893225e-08
1829,9.087566619214726e-07,3.3435387791769244e-08
1830,1.0718630907291526e-06,3.652892388572582e-08
1831,8.621937244157607e-07,4.5214498811674275e-08
1832,7.698552568768946e-07,1.2176972163935318e-07
1833,9.660745963202544e-07,3.4750886612755494e-08
1834,1.0576023010688829e-06,5.1339920759119195e-08
1835,8.68242501894656e-07,5.899208588289184e-08
1836,8.434541065582835e-07,4.032450107160912e-08
1837,8.551248136257072e-07,3.965997741328664e-08
1838,1.2920994962861698e-06,5.744067466117997e-08
1839,1.171072134376061e-06,7.830451853596543e-08
1840,1.2599243648381275e-06,7.134051127621888e-08
1841,1.0150887170823353e-06,8.475124380069587e-08
1842,1.13436766291386e-06,8.049917976649112e-08
1843,7.862098487798619e-07,7.265500556741245e-08
1844,1.118019943291415e-06,1.0153838081450317e-07
1845,1.1216258313240246e-06,9.263178668561522e-08
1846,8.822733370550395e-07,1.2470087540350505e-07
1847,1.1163972448713366e-06,1.1919023990003552e-07
1848,9.686446682533045e-07,1.0700144770225961e-07
1849,7.14764079701169e-07,1.1060828031261849e-07
1850,7.264225878600428e-07,7.264226020708975e-08
1851,7.145978269118558e-07,1.0964045560335478e-07
1852,7.76708098060297e-07,1.1002821609373825e-07
1853,8.581665955631479e-07,1.5467304126381975e-07
1854,8.500107213649244e-07,1.0651111947979075e-07
1855,1.0651022428476153e-06,1.6822990289711015e-07
1856,8.392223929121201e-07,1.0199062544513637e-07
1857,7.771362611208588e-07,1.3082443972578517e-07
1858,1.0247357113968292e-06,2.035769275376964e-07
1859,1.0474600582455196e-06,1.9299336750933094e-07
1860,1.241332295620623e-06,1.4875847786921526e-07
1861,8.818852270664479e-07,1.9429770103940314e-07
1862,8.954648516024122e-07,1.549669339517834e-07
1863,9.464806502990086e-07,1.5783001794389406e-07
1864,8.323647544550283e-07,1.6973336292025465e-07
1865,1.0552745228764593e-06,2.4993343417101244e-07
1866,9.327379992818408e-07,1.449952691245926e-07
1867,8.463303391437194e-07,2.2905270569140157e-07
1868,7.800060912721563e-07,1.8623324593569635e-07
1869,7.916184674439108e-07,1.3038996371506073e-07
1870,7.912987411984318e-07,1.341767434936969e-07
1871,6.022207752476305e-07,2.400386118761588e-07
1872,7.91596697080621e-07,1.4574088202934377e-07
1873,8.440266547893316e-07,3.088778264270786e-07
1874,8.13741776184429e-07,2.9454821959262745e-07
1875,8.181783974769985e-07,2.2371170871338109e-07
1876,7.031515103506081e-07,1.9044947086044317e-07
1877,7.539290542979415e-07,2.597622623667917e-07
1878,8.110496265700817e-07,2.427713692298994e-07
1879,8.498071615292702e-07,2.1565917496246811e-07
1880,7.919622557750472e-07,2.695495444626772e-07
1881,7.279297999929213e-07,2.2172574443146686e-07
1882,8.086292693221253e-07,2.1363786562034193e-07
1883,7.437861757608744e-07,2.211768639348577e-07
1884,7.875824667991083e-07,1.8682802327418813e-07
1885,8.063490417598018e-07,1.959473197032935e-07
1886,8.331421850193976e-07,2.0134807243721298e-07
1887,7.123056571245456e-07,2.023966674258304e-07
1888,8.604214194463111e-07,2.130446601356084e-07
1889,9.284932613873309e-07,1.6164052740741397e-07
1890,7.465446052457025e-07,2.85771249330935e-07
1891,8.943030724850587e-07,2.2118543574478622e-07
1892,5.246744878562026e-07,2.2629329055057212e-07
1893,7.396258192571281e-07,2.709703332826052e-07
1894,8.330634790887359e-07,2.923914133035055e-07
1895,6.536215213515106e-07,3.123660856640953e-07
1896,8.998866434239972e-07,2.5946928605691255e-07
1897,5.925767965209161e-07,2.3248586611401834e-07
1898,6.303407129593097e-07,3.174337068756472e-07
1899,6.865252188958948e-07,3.0125303496220113e-07
1900,6.125442801874215e-07,3.2236439739818934e-07
1901,6.684131736989229e-07,3.571204256758165e-07
1902,5.396402222856977e-07,1.7824330136306799e-06
1903,6.615269825260839e-07,3.2401322069830485e-07
1904,8.045814148260888e-07,3.853606331816195e-07
1905,6.667700542806188e-07,3.297724919804068e-07
1906,6.07013772357945e-07,3.3642967345315355e-07
1907,5.394842950146028e-07,3.810846846974414e-07
1908,5.707034054225346e-07,3.9978708166188426e-07
1909,5.47897985647694e-07,4.6318281121671134e-07
1910,4.79904724848268e-07,5.055566330014472e-07
1911,5.426781459760832e-07,4.4903957974185005e-07
1912,6.100232237127301e-07,5.235468076847383e-07
1913,5.35601951678899e-07,4.3908754943089434e-07
1914,5.826166908917685e-07,4.105103812435118e-07
1915,8.340779158455547e-07,3.4282017913334073e-07
1916,8.724044944230513e-07,3.84561182897869e-07
1917,7.830026795829781e-07,3.794382923416606e-07
1918,9.039777957298156e-07,4.7094141919501453e-07
1919,8.60933838886524e-07,3.6739315678602225e-07
1920,6.512119234969305e-07,5.361140171800116e-07
1921,6.982073061934102e-07,5.29335032695144e-07
1922,6.544228785543282e-07,5.304735637423619e-07
1923,6.433264818639373e-07,5.07442340591524e-07
1924,5.672314875582174e-07,5.955930353351846e-07
1925,5.510087017768228e-07,4.3992711695750586e-07
1926,6.53163707120541e-07,5.26097744923959e-07
1927,6.644938079780616e-07,5.407373873111965e-07
1928,5.930115207775088e-07,6.192914128178018e-07
1929,6.695383998334137e-07,5.102305848936339e-07
1930,6.27065128711024e-07,5.713960344877478e-07
1931,5.91937993732472e-07,6.854619272189666e-07
1932,7.868947458078424e-07,7.01410352910159e-07
1933,6.377688128722525e-07,6.274452299948052e-07
1934,7.656229836783268e-07,1.0244250550073275e-06
1935,6.163666235181608e-07,8.413703600496092e-07
1936,6.947461361761498e-07,7.226329978848867e-07
1937,6.975479389659256e-07,8.838965150914646e-07
1938,7.558720251932272e-07,9.270128336069661e-07
1939,7.203497602858988e-07,8.916431610828113e-07
1940,7.91164264324351e-07,1.0802435683743283e-06
1941,6.581850802156453e-07,1.1422315537856775e-06
1942,8.131687678769595e-07,8.859898628088558e-07
1943,8.477446871157923e-07,9.958097155760015e-07
1944,6.876218190399186e-07,1.227437103068496e-06
1945,9.933978954990152e-07,8.104035202904925e-07
1946,8.825980328808214e-07,8.241293958377582e-07
1947,9.322121226063018e-07,8.416134855693258e-07
1948,7.806015309697045e-07,1.112194180308279e-06
1949,9.188719514163779e-07,1.2016017940652546e-06
1950,7.306493348124832e-07,1.2166853764483676e-06
1951,7.324382966800158e-07,1.1066535474668626e-06
1952,6.221434580844232e-07,1.0080832968384357e-06
1953,7.854120025463374e-07,1.082769692573038e-06
1954,8.033024538889322e-07,1.2391575729964188e-06
1955,6.879650609192822e-07,1.411595391687115e-06
1956,6.68039451312552e-07,1.3430557750382377e-06
1957,6.537928003425009e-07,1.1662249370658628e-06
1958,6.551617071082205e-07,1.1192345468202802e-06
1959,7.045429595287089e-07,1.469541800247498e-06
1960,6.927754068186687e-07,1.2436738003884784e-06
1961,6.885625589703182e-07,1.1443618888051788e-06
1962,8.872397128101284e-07,1.133307565126529e-06
1963,8.231285857362991e-07,1.1490176810013963e-06
1964,8.389792194307688e-07,1.1523035636784584e-06
1965,8.530915636129066e-07,1.047896324379849e-06
1966,9.765388355731375e-07,1.0274984028058043e-06
1967,8.785858032211991e-07,9.816297783515893e-07
1968,9.270282514961536e-07,9.018763016399589e-07
1969,8.747425308541779e-07,9.964616278779204e-07
1970,7.413144613721556e-07,8.935322632908083e-07
1971,7.34790837064736e-07,8.257404529032897e-07
1972,8.895674934450426e-07,8.946975977863758e-07
1973,8.269805942262565e-07,1.0078136956082062e-06
1974,8.280841314878273e-07,9.81662299892605e-07
1975,8.190262317242514e-07,9.829457514598516e-07
1976,8.855966804333093e-07,1.0072947667083554e-06
1977,8.885694278149003e-07,1.123640650746438e-06
1978,8.156431690053978e-07,8.203956642915955e-07
1979,9.111522447646792e-07,8.53802932354597e-07
1980,8.77787238451333e-07,8.288949571166881e-07
1981,9.178372391005496e-07,8.703956311251204e-07
1982,9.12502819083727e-07,8.026300548635845e-07
1983,9.277199124468893e-07,6.751073016175724e-07
1984,9.916304222201688e-07,6.842829858300092e-07
1985,9.721142255614268e-07,8.337563599525311e-07
1986,1.0376453865035273e-06,7.61899086043627e-07
1987,1.033950198348066e-06,6.758563424469344e-07
1988,1.03860314304427e-06,6.536243528643126e-07
1989,9.357248202945811e-07,6.146696902575854e-07
1990,1.0499549993880919e-06,5.873645578802211e-07
1991,9.858984171273732e-07,5.826296245459162e-07
1992,1.0771940388565326e-06,6.358475417300724e-07
1993,1.0053661689823912e-06,5.566903338305451e-07
1994,1.02017081182737e-06,5.834068570464979e-07
1995,1.0188784855813537e-06,5.254355066597327e-07
1996,9.779384857466766e-07,5.049835039017125e-07
1997,1.1172104468215593e-06,5.19766549800238e-07
1998,1.1224176432733657e-06,5.554870341484275e-07
1999,1.132038805806701e-06,4.803281417053995e-07
2000,1.1690110817141885e-06,4.3340887945220175e-07
2001,1.2530265891541603e-06,4.6134160314181827e-07
2002,1.1386794565027003e-06,4.477608470665473e-07
2003,1.409669986074391e-06,4.6961222288643967e-07
2004,1.3998427128569801e-06,4.329909719658076e-07
2005,1.3232015838582356e-06,4.512757225683117e-07
2006,1.3733162838036606e-06,4.3031949381600043e-07
2007,1.3820899482652749e-06,4.134286228918427e-07
2008,1.390054077177183e-06,4.5256582481556507e-07
2009,1.3641798304320218e-06,4.1817047780057237e-07
2010,1.4124140683691166e-06,5.229239086190773e-07
2011,1.4056921315841464e-06,6.041875586504375e-07
2012,1.4658711648962708e-06,5.538719278774806e-07
2013,1.455365410407694e-06,5.095731392401603e-07
2014,1.600047500716073e-06,5.21439192269213e-07
2015,1.4079686572188166e-06,4.710222771819872e-07
2016,1.3799267861713815e-06,4.250389631366147e-07
2017,1.5045871712970893e-06,4.724318163340513e-07
2018,1.4851177887464928e-06,5.013208195236984e-07
2019,1.510694943362978e-06,4.808611837603394e-07
