year,un_DET appât_NOUN,un_DET papas_NOUN
1800,5.030663445815264e-07,1.666407158928962e-07
1801,4.476623136628888e-07,6.667311436281409e-08
1802,5.303680836732383e-07,2.2378401354217203e-09
1803,6.611650025245552e-07,0.0
1804,3.732494917585427e-07,0.0
1805,6.083758099517667e-07,1.165579879280898e-07
1806,2.305335300434308e-07,1.1238509411981568e-07
1807,2.44838133767189e-07,1.1387820464392462e-08
1808,5.279952453030035e-07,1.0650547643820119e-07
1809,4.088845253491513e-07,1.2198765020343671e-07
1810,3.416585028226393e-07,7.020380277111826e-09
1811,3.334412213007454e-07,1.178326058948187e-07
1812,2.2404549326893175e-07,2.6672083208723052e-08
1813,2.5594101771275746e-07,5.751483289628823e-09
1814,4.5941484927425336e-07,0.0
1815,3.074834751259914e-07,4.04583526680824e-08
1816,3.6154619920125697e-07,0.0
1817,4.608345154366589e-07,6.227493631882908e-09
1818,3.7551708942373807e-07,2.384235475716423e-09
1819,3.29163384549247e-07,1.0351049795076506e-08
1820,3.0734187106418176e-07,1.4358442523842996e-07
1821,3.264152618198679e-07,1.9722976141167692e-08
1822,3.0177105259099335e-07,1.5038423839541792e-08
1823,3.0735155442940254e-07,2.2730180071484085e-08
1824,2.947389319274407e-07,1.2126402104684075e-07
1825,3.6102316003372437e-07,5.1071568529792444e-08
1826,4.0428649183965604e-07,1.0129182115292679e-07
1827,3.4472600951573895e-07,8.111200155980214e-08
1828,3.402923643425204e-07,4.219258542548232e-08
1829,3.146355709304771e-07,3.0006116702452346e-08
1830,3.8407555824626627e-07,5.844627892770404e-08
1831,4.1472608813819534e-07,9.35472388441383e-09
1832,3.869571314485398e-07,4.46489006877826e-08
1833,3.347668666719983e-07,1.1583628278799551e-08
1834,3.771150431930437e-07,1.8669062740173104e-08
1835,3.176496861101441e-07,1.663879345414898e-08
1836,3.924918123843213e-07,4.2340724704104105e-08
1837,3.430240158586173e-07,1.3219992212043508e-08
1838,3.471689069556305e-07,2.2092566220877075e-08
1839,3.453788868235108e-07,6.292327547896548e-09
1840,3.809073717553346e-07,1.46502836528839e-08
1841,4.969504630025767e-07,3.4028907691663335e-08
1842,3.83712774887357e-07,3.8237111255057243e-08
1843,3.987165007046656e-07,2.008349708759738e-08
1844,4.692719812737778e-07,3.238251006232318e-08
1845,3.989862937814337e-07,8.37034175305007e-09
1846,3.1907030906275224e-07,3.16143069500896e-08
1847,4.217500997327761e-07,1.5101026207275936e-08
1848,4.0628368735973197e-07,9.654266053260585e-09
1849,4.0137396695172356e-07,1.3407063903514427e-08
1850,3.475966039445666e-07,2.2403686905647646e-08
1851,3.4182025077100775e-07,7.094382858952031e-09
1852,3.912837722719331e-07,1.5625309490729933e-08
1853,3.439832614304805e-07,1.1943863675867306e-08
1854,3.268072992779203e-07,2.338049043260071e-08
1855,3.900598741779504e-07,2.812676669350367e-08
1856,3.0856047644745033e-07,1.6049286344355096e-08
1857,3.919851716549516e-07,1.3668225662399891e-08
1858,3.440254194853054e-07,1.3212925642491768e-08
1859,3.350650086275664e-07,2.4442432078330967e-08
1860,3.1902973240960364e-07,1.1442959912955075e-08
1861,3.2681628958641795e-07,3.3011746669586728e-09
1862,3.1761442198519063e-07,5.873382225018986e-09
1863,2.8269553187243446e-07,3.496234635136375e-09
1864,3.55768804638501e-07,1.6781548262123636e-08
1865,3.0217939928078863e-07,6.118897832863013e-09
1866,3.1188579896479496e-07,4.379051676828283e-09
1867,3.6735783659480603e-07,1.7955402498159856e-08
1868,3.28501636781553e-07,5.433861582915256e-09
1869,2.822673934588238e-07,8.790334460329063e-09
1870,2.7638114108441414e-07,3.4404292748035914e-09
1871,2.0498872288499115e-07,1.0621177271019633e-09
1872,2.727350131292994e-07,3.023669647994609e-09
1873,2.7056739781983197e-07,1.7958012854535355e-09
1874,2.509335754186104e-07,1.1351756867838958e-08
1875,2.9751941593714193e-07,3.432916173551348e-09
1876,2.6058323943090045e-07,1.2696631079833764e-08
1877,2.6965797550460024e-07,2.4739263970730008e-09
1878,2.6451209578226553e-07,6.039088562559414e-09
1879,2.4620581007273046e-07,2.443730107160036e-09
1880,2.4323635949841105e-07,8.984985200299889e-09
1881,2.475240319377292e-07,3.4862537301449947e-09
1882,2.502424898409572e-07,9.317539184650059e-09
1883,2.6604417291409277e-07,1.895801682305631e-09
1884,2.2775855246237597e-07,7.2618666635548834e-09
1885,2.2495268581224082e-07,4.511945039809007e-09
1886,2.6910945549740717e-07,6.453463874400711e-10
1887,2.1610739825428382e-07,1.9586774424595887e-09
1888,2.644036385390791e-07,1.268122939990235e-09
1889,2.7065389796021577e-07,6.265136742733546e-10
1890,2.910147485768455e-07,7.2098250147867304e-09
1891,2.562436520747724e-07,1.2748440081367107e-09
1892,1.9871184875341896e-07,0.0
1893,2.0076437601268537e-07,1.9091091374434654e-08
1894,1.8841602611452402e-07,6.9316932194141145e-09
1895,1.5227095251368894e-07,6.6204757231957956e-09
1896,2.040372017453329e-07,1.769108692872834e-09
1897,1.4333715814274228e-07,6.409385022720926e-09
1898,1.669214687582965e-07,5.6583546736987955e-09
1899,1.6748562181589932e-07,4.4220627160029835e-09
1900,1.692283291276908e-07,2.07642125715779e-09
1901,2.084599657337094e-07,7.824234371511807e-09
1902,1.6056627893945574e-07,2.1114219705964388e-08
1903,1.8306747051610728e-07,4.3201759947208984e-09
1904,2.2197202564910867e-07,2.6873125946735854e-09
1905,1.7340150826328227e-07,9.289366442732927e-09
1906,1.8004645463420843e-07,9.259531807970234e-09
1907,2.1394228078008837e-07,9.257117739025489e-09
1908,2.2150365208695177e-07,2.4556945366072114e-09
1909,1.8208255497809134e-07,1.1001967115120692e-09
1910,1.918550083246373e-07,1.2825961626106164e-08
1911,1.8514901722888055e-07,7.448523575703803e-09
1912,1.875391599792664e-07,6.251305473270463e-09
1913,2.068166007895833e-07,6.36358749028787e-09
1914,1.493373877892168e-07,3.3483718020477227e-09
1915,1.2369800117539853e-07,5.890381071793627e-09
1916,1.7250315753614132e-07,0.0
1917,1.9520235672310093e-07,0.0
1918,1.7344428560051028e-07,4.594550517822427e-09
1919,1.4732557929164614e-07,9.207848372660976e-10
1920,1.567451994866076e-07,3.786115865267448e-09
1921,1.5978497458490892e-07,9.087297248022708e-09
1922,1.7338148583512236e-07,2.951174138399182e-09
1923,1.295145715118906e-07,4.246379248229459e-09
1924,2.0110934739747677e-07,1.289162443462999e-09
1925,2.1776392600258987e-07,3.299453421590215e-08
1926,2.418712043983362e-07,1.1146138456652466e-09
1927,2.4639785856095386e-07,7.804457524684949e-09
1928,1.896722845451393e-07,7.998228745975666e-09
1929,2.15009848147929e-07,5.570202965543558e-09
1930,1.974677461547003e-07,8.402882722968741e-09
1931,2.5776106404862276e-07,2.2810713318222042e-09
1932,1.8192830752994382e-07,1.0959536611565568e-09
1933,1.9500125514326783e-07,0.0
1934,2.0488502272542064e-07,2.3963160344919743e-09
1935,2.333815345423318e-07,5.98414207075848e-09
1936,1.9763284608842469e-07,0.0
1937,2.190854568873135e-07,0.0
1938,1.7762343906824185e-07,0.0
1939,2.538812440278093e-07,7.647025235257843e-09
1940,1.9018371233414655e-07,0.0
1941,1.6233263977483148e-07,0.0
1942,3.064553908416201e-07,0.0
1943,2.032264636575576e-07,2.9032352077962287e-09
1944,2.7954720316358816e-07,3.2131861615880553e-09
1945,2.2656441833746044e-07,2.178504043826024e-09
1946,2.0464023009481025e-07,2.7842208538686464e-09
1947,3.0159802122398105e-07,2.3841741914054637e-09
1948,2.5440216200323107e-07,3.2615663503321457e-09
1949,1.82596356701481e-07,2.945102384188658e-09
1950,1.9888125901701414e-07,0.0
1951,2.420138250913695e-07,1.0661401761424827e-09
1952,2.2882224359754844e-07,0.0
1953,2.5318493968029543e-07,1.0773827385790469e-09
1954,2.2672283872537946e-07,1.0749789725039705e-08
1955,2.0554481761081433e-07,5.631364707880948e-09
1956,1.9971414921826636e-07,8.72114158667614e-10
1957,1.9790484062642832e-07,1.7670075402875796e-09
1958,1.6213596776282202e-07,0.0
1959,1.720666080728961e-07,0.0
1960,1.7440500443832718e-07,1.3841666701708277e-09
1961,1.7022990017601103e-07,2.779263708063695e-09
1962,1.6425667226371843e-07,5.07356523460345e-09
1963,1.513056506752264e-07,1.939815863494232e-09
1964,1.8799462231378072e-07,1.034274621503073e-08
1965,1.2530978921176938e-07,3.830430195250756e-09
1966,1.6451052520238818e-07,3.8773522170743036e-09
1967,1.543195049524826e-07,1.4791006197611978e-09
1968,1.8235148585565852e-07,4.940557407628887e-09
1969,1.8303284510245987e-07,2.2708788183223305e-09
1970,1.5451716062209186e-07,4.5987250119061684e-10
1971,1.3000144993835505e-07,8.221435865429783e-09
1972,1.5698249167250822e-07,0.0
1973,1.50510461649489e-07,1.2680368866035963e-08
1974,1.3557627664972927e-07,1.0126029237333967e-08
1975,1.2736600574214663e-07,2.2845920710778955e-09
1976,1.348392344446836e-07,1.7140580066410394e-09
1977,1.5103329387144981e-07,4.11374712072643e-09
1978,1.1168311675469056e-07,1.1881182704343018e-09
1979,1.7146282416113934e-07,5.851973350345929e-10
1980,1.3018995576041803e-07,3.4110904101325445e-09
1981,1.4991552732546154e-07,3.1627747087981106e-09
1982,1.390480557361684e-07,7.449002747961231e-09
1983,1.2946397998092607e-07,1.2630632095778083e-09
1984,1.7455015299816523e-07,3.479405208395292e-09
1985,1.2091271761605071e-07,0.0
1986,1.5285937426945395e-07,2.3977941854269602e-09
1987,1.484928491279902e-07,0.0
1988,1.2113038372341123e-07,5.996553809062277e-10
1989,1.2128750559448065e-07,5.488122178931576e-10
1990,1.29677895976954e-07,5.44865097484859e-10
1991,1.2367692048265155e-07,5.861465202094962e-10
1992,1.0854590359876681e-07,1.1019888335184191e-09
1993,1.23524319661783e-07,1.1078414852150331e-09
1994,1.3556561340166695e-07,5.274926606624319e-10
1995,1.371880093969935e-07,1.6267352465071383e-09
1996,1.0249136828122118e-07,2.135236876199542e-09
1997,1.2322879427983935e-07,1.438468344439059e-09
1998,1.463815717528405e-07,4.768129224785866e-10
1999,1.3939114062999636e-07,4.1131811012729e-09
2000,1.1707783409420358e-07,4.4180314962005696e-10
2001,1.3187447489571014e-07,4.3812117822561447e-10
2002,1.1960734358495984e-07,4.38122149670761e-10
2003,1.4584229823810801e-07,8.333845835650777e-10
2004,1.2421511574878252e-07,0.0
2005,1.3466211035151332e-07,1.3511248786457486e-09
2006,1.614212896683398e-07,6.588623979730812e-09
2007,1.3621175098954552e-07,2.796135656346621e-09
2008,1.5752526438816972e-07,1.2772318758180745e-09
2009,1.721317524072674e-07,1.430457752249481e-09
2010,2.182392346838924e-07,1.8895172648747405e-09
2011,2.0534729827659248e-07,0.0
2012,2.3046790253999916e-07,0.0
2013,3.1126635846590034e-07,8.367375126105969e-10
2014,3.466877682711811e-07,1.5158116151159362e-09
2015,2.690922613624025e-07,1.994917786518613e-09
2016,3.175364273744208e-07,1.864206039536853e-09
2017,2.900499742608531e-07,2.515611330355938e-10
2018,2.8292875953184193e-07,2.065173421161859e-09
2019,2.6606802272510777e-07,3.06118530524202e-09
