year,mon_DET allié_NOUN,mon_DET palier_NOUN
1927,1.0034302277972529e-08,1.8953683067479687e-08
1928,1.82816659588525e-08,4.570416489713125e-09
1929,4.9017789383043464e-08,6.684243825105796e-09
1930,1.8906487042613662e-08,7.352522590764465e-09
1931,2.167017765231094e-08,2.2810713318222042e-09
1932,1.753525857850491e-08,5.4797681947604815e-09
1933,2.294132461777565e-08,3.4411986593596566e-09
1934,1.9170528275935794e-08,4.7926320689839486e-09
1935,1.795242710045386e-08,5.98414207075848e-09
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,2.2040865133021725e-08,5.186085783037697e-09
1939,4.129393804674919e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,5.765002231150618e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,2.6142048525912287e-08,1.3071024262956144e-08
1946,1.6705326011390298e-08,1.2528993842408909e-08
1947,2.7418002757073623e-08,7.152522574216391e-09
1948,2.174377611297018e-08,1.0871888278529696e-08
1949,6.8719059331812105e-09,4.908504269707237e-09
1950,1.7016578146566985e-08,5.317680518146517e-09
1951,2.4521223718210194e-08,1.5992101864981123e-08
1952,4.1124735061792705e-08,8.435843135146115e-09
1953,2.0470271810957286e-08,4.3095309543161875e-09
1954,1.9545073115523337e-08,3.9090144454689835e-09
1955,1.5016972998438405e-08,2.815682353940474e-09
1956,2.52913103793162e-08,1.1337483840634377e-08
1957,2.5621609389681055e-08,9.718541527092839e-09
1958,2.729840264947825e-08,4.1361216673863055e-09
1959,1.4726420638488946e-08,6.200598257066758e-09
1960,2.9759583741739704e-08,1.1073333361366622e-08
1961,3.3351164663297794e-08,5.55852741612739e-09
1962,2.0928455413127267e-08,1.6489087428794846e-08
1963,2.1984581710654538e-08,1.0992290633282664e-08
1964,2.3727476428092587e-08,1.2167936880302932e-08
1965,3.173785190213607e-08,7.1136563306595235e-09
1966,1.8832853498906843e-08,1.273987226824147e-08
1967,2.7609879604817422e-08,7.888536934785861e-09
1968,2.2906220364937724e-08,6.737123747768692e-09
1969,3.5425710809278144e-08,7.2668124850849836e-09
1970,2.3453498032566245e-08,6.438214850135182e-09
1971,1.9525909999984492e-08,9.24911525146399e-09
1972,2.257264597460562e-08,4.104117490300041e-09
1973,1.709093200297218e-08,1.2129047988196362e-08
1974,1.237625746330906e-08,5.625571564138454e-09
1975,1.6563292959403952e-08,3.998036124386317e-09
1976,2.1140049488721502e-08,2.856763492431469e-09
1977,1.645498848290572e-08,8.815172591880582e-09
1978,1.485147826940647e-08,5.940591130126904e-09
1979,2.3407893623428322e-08,5.266775904289034e-09
1980,1.5349907178663358e-08,7.390696055153967e-09
1981,2.1506867620146863e-08,3.795329828193417e-09
1982,2.2347008243883693e-08,6.2075020679230875e-09
1983,1.894594880980094e-08,1.1999100379966876e-08
1984,1.623722339916256e-08,4.639206796497319e-09
1985,1.503889535126035e-08,7.820225356169885e-09
1986,1.8582905214614698e-08,8.392279760016663e-09
1987,2.0165694891716157e-08,7.332980445085013e-09
1988,1.3792074149421296e-08,1.0194141530917022e-08
1989,1.3171493451480387e-08,8.232182935330457e-09
1990,2.0160008329384027e-08,6.538381391862913e-09
1991,1.817054240405014e-08,4.68917216167597e-09
1992,2.4794748088030616e-08,4.958949695321735e-09
1993,2.1048987719485268e-08,1.1632335983335906e-08
1994,2.004472132721702e-08,1.2132331583813993e-08
1995,1.8978577820405462e-08,9.21816667442954e-09
1996,1.2277611816102763e-08,4.270473752399084e-09
1997,1.5823152010874253e-08,7.671831170341648e-09
1998,2.1933395211171103e-08,1.144351013948608e-08
1999,2.467908705172661e-08,9.140402212892695e-09
2000,2.0322945437634132e-08,1.0603275590881367e-08
2001,2.5849149487555678e-08,1.0076787404500465e-08
2002,3.0668549810819457e-08,1.2267419968736704e-08
2003,2.875176896566245e-08,6.250384210204629e-09
2004,2.0702518477300202e-08,9.690540814233373e-09
2005,2.2068373239925165e-08,1.0808999029165989e-08
2006,2.306018376252439e-08,1.5647982465338828e-08
2007,3.4751970912072494e-08,8.38840730210677e-09
2008,3.022782246731026e-08,1.4475294740634581e-08
2009,3.623826483334369e-08,1.1443662017995848e-08
2010,4.582079338177891e-08,2.7870378005445673e-08
2011,5.047643003575075e-08,2.791499476018089e-08
2012,8.306376697575502e-08,3.846805540774767e-08
2013,6.944921282503458e-08,4.3510350877795645e-08
2014,7.644021771113785e-08,3.702911399727782e-08
2015,8.134831874784254e-08,4.078498605508685e-08
2016,9.196749806150706e-08,5.074783260283766e-08
2017,9.408386336673402e-08,6.314184730626948e-08
2018,1.3010592869733273e-07,6.685998954480965e-08
2019,1.0101911840365574e-07,6.453998935285199e-08
