year,aucun_DET achat_NOUN,aucun_DET pacha_NOUN
1800,9.432493897065797e-09,0.0
1801,4.0480102825313224e-08,0.0
1802,4.0281122437590966e-08,0.0
1803,2.145373123596528e-08,0.0
1804,4.943701892301533e-09,0.0
1805,3.1271653710973624e-08,2.842877711017877e-09
1806,2.305335300434308e-08,0.0
1807,5.124519120158766e-08,0.0
1808,4.5321478570059526e-08,0.0
1809,7.454800510231507e-08,0.0
1810,3.510190182964834e-08,0.0
1811,2.5070768572277302e-08,5.0141535368197765e-09
1812,1.5203086700665835e-07,0.0
1813,1.4378708002027452e-08,0.0
1814,5.978686612451156e-08,0.0
1815,4.315557688983063e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,3.113746771532533e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,4.6579724966022695e-08,0.0
1820,4.50926265216367e-08,1.1866481131050932e-09
1821,1.8736827200882544e-08,1.2819934447350079e-08
1822,3.60922172149003e-08,0.0
1823,4.4472091786929013e-08,1.9765373782121287e-09
1824,2.947389532437228e-08,7.57900142644985e-09
1825,2.4655239627691117e-08,0.0
1826,9.600702810530493e-08,1.7615968683770689e-09
1827,2.8573547083965423e-08,0.0
1828,1.7427371545863934e-08,2.7516904310687096e-09
1829,2.4004892296147773e-08,2.571952872898464e-09
1830,3.235419043789989e-08,2.0873671680021744e-09
1831,9.354723218280014e-09,1.5591206103948707e-09
1832,4.194290381676069e-08,4.058990921151917e-09
1833,3.01174338801502e-08,0.0
1834,4.29388435918554e-08,0.0
1835,1.739510224751939e-08,3.781543966852041e-09
1836,2.8227150394855016e-08,4.032449929525228e-09
1837,2.226525075421648e-08,9.045257876039159e-09
1838,1.3255540221024376e-08,6.312161904276081e-10
1839,3.9152260211672285e-08,3.4957374772659477e-09
1840,5.03205419555286e-08,7.0066574764382494e-09
1841,4.8154115805942865e-08,0.0
1842,3.219967181777861e-08,1.2745704047745221e-08
1843,2.953455530141369e-08,0.0
1844,5.982531758874643e-08,1.097712254427563e-09
1845,3.4039389529283426e-08,5.580227946389016e-10
1846,2.0490753982471688e-08,0.0
1847,3.3437987490003707e-08,0.0
1848,6.83843848214849e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,2.5119284430275002e-08,0.0
1851,3.7406744590740004e-08,1.2898877521649865e-09
1852,9.375185072713066e-08,6.510545436100301e-10
1853,2.030456869306363e-08,3.5831591027601917e-09
1854,3.221311928314208e-08,2.5978321716024766e-09
1855,3.343370380548549e-08,6.8990182455763716e-09
1856,2.0708757819676293e-08,9.836659486950339e-09
1857,2.0990488902583593e-08,1.4644527812635033e-09
1858,3.425573069648635e-08,0.0
1859,2.5460867192350634e-08,1.5276520048956854e-09
1860,1.6020144405493042e-08,9.154367819341758e-10
1861,1.697746943030154e-08,0.0
1862,4.6083460825130373e-08,1.8071945051545413e-09
1863,3.4962344408473456e-08,4.994620828036034e-10
1864,4.650886253898534e-08,0.0
1865,3.294790928975999e-08,3.294791106611683e-09
1866,4.038458750743601e-08,4.865612912574591e-10
1867,3.4454963326879806e-08,1.455843445796745e-09
1868,3.556709327057206e-08,0.0
1869,2.5394298885927924e-08,0.0
1870,2.981705282678604e-08,0.0
1871,3.611200227737754e-08,0.0
1872,2.963196266136947e-08,0.0
1873,4.190203073406451e-08,1.1972008939764578e-09
1874,3.3457811632331413e-08,5.974609140757536e-10
1875,3.146839827605774e-08,1.716458086775674e-09
1876,3.6880689391338706e-08,2.418405919968336e-09
1877,3.64904160221613e-08,3.710889595609501e-09
1878,2.8987626410348355e-08,0.0
1879,3.8488748188569843e-08,1.832797580370027e-09
1880,1.6686400705623328e-08,1.2835692508872398e-09
1881,2.7890030507293773e-08,1.1156012336144272e-08
1882,1.8635078813389327e-08,6.655385131892899e-10
1883,2.211768601600994e-08,6.319338941018771e-10
1884,1.8484750619052193e-08,1.3203393933736152e-09
1885,2.836079660006874e-08,1.9336907075562237e-09
1886,2.5813854942491332e-08,0.0
1887,3.6561979221971797e-08,0.0
1888,3.677556503767221e-08,0.0
1889,1.0650732740202784e-08,2.5060546970934183e-09
1890,4.456982805045584e-08,0.0
1891,3.8882741248968955e-08,0.0
1892,4.826754373965514e-08,0.0
1893,4.002970754868329e-08,3.695050043717174e-09
1894,3.4028310835765296e-08,0.0
1895,2.4074457982692365e-08,0.0
1896,2.8305739974143762e-08,5.89702897624278e-10
1897,2.7968225513319567e-08,1.7480140668268973e-09
1898,4.0174321203068075e-08,0.0
1899,2.5979618456517528e-08,0.0
1900,3.218452970799035e-08,3.633737311048435e-09
1901,5.197527075395669e-08,1.1177477832191585e-09
1902,4.910283735171106e-08,2.9461704187383475e-09
1903,3.7801542340787364e-08,0.0
1904,3.7622376325430196e-08,1.6123875568041512e-09
1905,5.057544039122064e-08,0.0
1906,3.446603535905979e-08,0.0
1907,4.988557955609707e-08,5.142843373384665e-10
1908,4.272908404878706e-08,9.822778146428846e-10
1909,3.24558033781841e-08,0.0
1910,5.825124294034367e-08,0.0
1911,5.4267814686426163e-08,2.128149656499545e-09
1912,4.063348590932492e-08,3.646594803896619e-09
1913,3.606032938918702e-08,3.712092910834741e-09
1914,3.817144045292764e-08,6.696743715117748e-10
1915,2.8273829055791566e-08,0.0
1916,6.043104239239483e-08,0.0
1917,6.141197861353476e-08,0.0
1918,5.054005569604669e-08,0.0
1919,3.867296216597538e-08,0.0
1920,3.7861159540852896e-08,0.0
1921,4.9980132255100784e-08,0.0
1922,4.795658004042025e-08,0.0
1923,5.2018147123078506e-08,0.0
1924,3.3518224196171786e-08,0.0
1925,4.5092528377921326e-08,0.0
1926,5.3501463703753416e-08,0.0
1927,4.0137210444157745e-08,1.1149224876660924e-09
1928,2.0566874203709062e-08,0.0
1929,3.3421218015305953e-08,0.0
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,5.360517540964338e-08,0.0
1932,6.904507765526091e-08,0.0
1933,3.9000251916831985e-08,0.0
1934,4.4331848414458364e-08,0.0
1935,3.2314366293917374e-08,0.0
1936,3.758661470953939e-08,0.0
1937,4.658713770311351e-08,0.0
1938,4.2785206488815675e-08,1.2965214457594243e-09
1939,6.270560959364957e-08,0.0
1940,4.817987608873864e-08,0.0
1941,7.969057236323351e-08,0.0
1942,3.034211704111556e-08,0.0
1943,2.9032351855917682e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,0.0
1945,3.485606381303796e-08,0.0
1946,3.7586979750869887e-08,1.3921104269343232e-09
1947,3.457052510924541e-08,0.0
1948,4.022598387720677e-08,0.0
1949,4.0249732435881924e-08,0.0
1950,5.8494486587790107e-08,0.0
1951,3.0918065441198905e-08,0.0
1952,4.2179217452087414e-08,0.0
1953,3.232148149123759e-08,1.0773827385790469e-09
1954,6.254423023932532e-08,0.0
1955,3.2849628794906494e-08,0.0
1956,4.971050771018781e-08,0.0
1957,4.3291683571311523e-08,0.0
1958,3.226174927206671e-08,0.0
1959,2.325224368604495e-08,0.0
1960,3.806458326316431e-08,0.0
1961,3.126671754838384e-08,0.0
1962,2.980719426837197e-08,0.0
1963,2.5864213437643002e-08,0.0
1964,2.5552667315409394e-08,0.0
1965,2.7360216314775698e-08,5.472043373977442e-10
1966,2.049457592523396e-08,1.1078149508847446e-09
1967,3.5498415762447166e-08,4.930335584241163e-10
1968,3.997360242813386e-08,0.0
1969,6.1313731425372e-08,0.0
1970,2.6212732873176492e-08,0.0
1971,4.1107179438171215e-08,0.0
1972,4.0528158828934124e-08,0.0
1973,4.35543112686787e-08,0.0
1974,3.881644627945491e-08,0.0
1975,2.8557400444384484e-08,0.0
1976,2.9710340410105118e-08,0.0
1977,3.819908234170555e-08,0.0
1978,3.504948820065579e-08,0.0
1979,4.037861689454303e-08,0.0
1980,4.150160060056862e-08,5.685150683554241e-10
1981,5.756250054389511e-08,0.0
1982,3.476201126950684e-08,1.2415004579935385e-09
1983,3.599730291625747e-08,0.0
1984,4.1172961484647885e-08,1.1598016991243298e-09
1985,3.549179372619449e-08,0.0
1986,3.11713252987289e-08,0.0
1987,3.4831657114153813e-08,0.0
1988,2.6984491974246794e-08,0.0
1989,3.6221606158903796e-08,0.0
1990,2.6153524235184022e-08,1.089730194969718e-09
1991,4.8650159456542497e-08,0.0
1992,2.5345744170124362e-08,0.0
1993,4.2097976660215863e-08,0.0
1994,1.793475012945578e-08,0.0
1995,1.4640617607142303e-08,0.0
1996,2.1886178203089912e-08,0.0
1997,3.06873251254558e-08,0.0
1998,2.9085588826305298e-08,4.768129224785866e-10
1999,3.153438843384038e-08,0.0
2000,2.1648354886494303e-08,8.836062992401139e-10
2001,2.6725392121562663e-08,4.3812117822561447e-10
2002,2.4534839937473407e-08,4.38122149670761e-10
2003,2.541822974322372e-08,4.1669229178253886e-10
2004,2.070251969854553e-08,8.809582507929292e-10
2005,2.8373621674404603e-08,4.5037495954858286e-10
2006,2.4295550460351478e-08,8.235779835885637e-10
2007,2.5964116190380082e-08,1.5977917877663117e-09
2008,2.4693150635357597e-08,8.514879357157668e-10
2009,2.4317781788241177e-08,0.0
2010,1.6060896612657416e-08,4.723793023408973e-10
2011,2.0267050704347866e-08,0.0
2012,1.7361688198214154e-08,0.0
2013,1.980278718782813e-08,0.0
2014,2.1004817440939405e-08,6.496335552830246e-10
2015,2.8815479224952867e-08,4.433150790905671e-10
2016,1.988486419968183e-08,4.1426800878596737e-10
2017,2.3143623906207722e-08,0.0
2018,1.9102853521246743e-08,0.0
2019,1.6581420680950032e-08,2.55098775436835e-10
