year,en_ADP an_NOUN,en_ADP pan_NOUN
1800,4.904896533375336e-07,1.1947824862801326e-07
1801,5.643402785082685e-07,1.8811341750968325e-07
1802,6.064546766992862e-07,1.9021641151084623e-07
1803,5.265915992147541e-07,2.3404070148558276e-07
1804,3.6830580740776497e-07,3.5841837409122945e-07
1805,4.918178508894755e-07,3.070308007835365e-07
1806,4.3801370352980484e-07,3.112202611177395e-07
1807,4.526658616832435e-07,3.131650583299006e-07
1808,5.483899125913183e-07,1.994145080175258e-07
1809,5.421673359151669e-07,2.823788118888615e-07
1810,5.943921879136838e-07,2.1529165650235882e-07
1811,5.515568854974617e-07,1.303679919573142e-07
1812,3.6807472891808857e-07,1.5469807834733729e-07
1813,4.658701489024253e-07,6.039057609541487e-08
1814,5.286417530392384e-07,8.810695817373926e-08
1815,5.529308373386499e-07,9.440282333628147e-08
1816,5.400016984680178e-07,5.5622493277951435e-08
1817,5.433488123873786e-07,3.425121430922218e-08
1818,6.115563999653517e-07,1.0609847844733622e-07
1819,4.896046665869846e-07,7.038714056051276e-08
1820,5.517913699293331e-07,5.814575931850641e-08
1821,5.581602378068595e-07,1.094625199371535e-07
1822,5.323601897089247e-07,9.825103575167304e-08
1823,5.33665093671587e-07,6.028438992444762e-08
1824,5.793725446068265e-07,7.831635073785037e-08
1825,5.60906715518783e-07,1.1182912551532809e-07
1826,4.6241916806799566e-07,6.429828314225006e-08
1827,6.286180035952604e-07,1.2258973097756254e-07
1828,5.851928263078676e-07,7.979902127974725e-08
1829,5.735454887134672e-07,8.315980598583295e-08
1830,3.7781346229337487e-07,6.67957504862926e-08
1831,3.80425425827724e-07,2.182768854552819e-08
1832,3.368962461225422e-07,8.659180594783322e-08
1833,6.544750054127135e-07,6.3709958642022e-08
1834,4.424567656702294e-07,1.0174638531701419e-07
1835,4.4092801942952065e-07,1.005890695182643e-07
1836,3.8913142974550397e-07,8.80418282167561e-08
1837,4.167776712638016e-07,9.6714684261201e-08
1838,3.888291648657116e-07,1.1235648167406964e-07
1839,4.1669192585302994e-07,7.690622583211848e-08
1840,3.471480304884089e-07,5.92381032005207e-08
1841,3.7239181560622114e-07,4.751205917585821e-08
1842,5.138531156134718e-07,6.43993427473788e-08
1843,3.378753090643727e-07,4.3711141484159555e-08
1844,3.485236398370617e-07,3.677336057883451e-08
1845,3.5546052618018464e-07,7.086889353136172e-08
1846,3.2843752117983627e-07,5.3861411997147e-08
1847,4.0395245015645287e-07,5.2853591725465776e-08
1848,3.1456817606301257e-07,6.59708179195917e-08
1849,4.725990050413742e-07,5.865590591014325e-08
1850,3.91725066606341e-07,6.177986389133139e-08
1851,4.456562066046388e-07,4.385618268543112e-08
1852,3.359441413941511e-07,7.68244383664296e-08
1853,5.482233342846143e-07,4.2997908566988485e-08
1854,3.3044426805961535e-07,4.676098003253415e-08
1855,4.1022623520348134e-07,3.449509122788186e-08
1856,3.748285001270446e-07,2.847453955956425e-08
1857,3.656250328054611e-07,4.588618579548509e-08
1858,3.0976968945495287e-07,5.0404862894648517e-08
1859,3.5288760402707453e-07,3.5135995668511555e-08
1860,3.748713676143822e-07,5.584164516903023e-08
1861,3.2870266553075567e-07,9.47908702642053e-08
1862,3.6189069990699707e-07,2.6656119117562938e-08
1863,3.995696622460798e-07,6.44306092922875e-08
1864,3.452204173637341e-07,4.5070443488448575e-08
1865,3.8266645119300335e-07,3.1535858147080376e-08
1866,3.824371657135117e-07,3.989802710435697e-08
1867,3.663872796266787e-07,7.57038574050739e-08
1868,4.5249248004086695e-07,5.878450182184025e-08
1869,3.8775141508740063e-07,4.834684053101057e-08
1870,4.157185449216172e-07,3.268407766654491e-08
1871,3.887350770170883e-07,2.9739296136810367e-08
1872,5.049528292166983e-07,4.0517171728815526e-08
1873,5.453249966036466e-07,3.232442380429745e-08
1874,4.451083851497728e-07,3.823749872289284e-08
1875,3.804815484897972e-07,7.838492316336598e-08
1876,4.885179869518197e-07,1.1245587350217079e-07
1877,3.525345166899285e-07,6.679601360914944e-08
1878,5.398945350232331e-07,7.005342922417057e-08
1879,4.1909971393305767e-07,6.536978114368708e-08
1880,4.3577175246056754e-07,5.455169294066309e-08
1881,4.2741470163143447e-07,5.1596557526512044e-08
1882,4.199548004901743e-07,5.457415763743256e-08
1883,4.069654357952146e-07,5.813791786879463e-08
1884,3.366865382048445e-07,5.413391601649664e-08
1885,4.202554444443507e-07,6.252266554485075e-08
1886,4.491610913204269e-07,1.7101678778663754e-07
1887,3.3166937818407405e-07,5.68016448876385e-08
1888,4.7237579248182726e-07,6.21380233933877e-08
1889,3.2265454574798014e-07,8.207329099674254e-08
1890,3.454161583427151e-07,5.440140782297931e-08
1891,3.5823116739663874e-07,3.6970475902897704e-08
1892,3.2658949455921515e-07,7.647585320569306e-08
1893,2.7528121826492224e-07,6.220000581258489e-08
1894,3.610781962315457e-07,6.9947086567268e-08
1895,2.8167116128408054e-07,3.9120994665964304e-08
1896,2.954411550959435e-07,7.960988990252105e-08
1897,3.018237670904256e-07,7.108590516224922e-08
1898,2.8744442459593955e-07,8.544115981390377e-08
1899,2.802482299557596e-07,9.39688327150634e-08
1900,2.678583330695261e-07,9.707269277292596e-08
1901,2.732893396584224e-07,6.930036344776624e-08
1902,2.7595794294121845e-07,1.0016979268279158e-07
1903,2.9323195738228947e-07,1.5714640699826532e-07
1904,2.7410588554488413e-07,6.342057545793978e-08
1905,2.342984628533884e-07,1.057955613115169e-07
1906,2.453775985733486e-07,7.819160630084809e-08
1907,2.7617068942831224e-07,9.56568839693972e-08
1908,2.1462770916080842e-07,6.433919730319815e-08
1909,2.381925914285432e-07,1.3312380531260715e-07
1910,1.9345826018923873e-07,1.2505312352306674e-07
1911,2.745313101293334e-07,9.789488064626539e-08
1912,2.3181924374560126e-07,1.0470936517847917e-07
1913,2.2484676126532932e-07,1.1560517398923054e-07
1914,2.276892898667171e-07,9.57634332943158e-08
1915,2.0969756231448144e-07,3.062998121805549e-08
1916,2.64797828997132e-07,6.702351740273116e-08
1917,2.0836206238161736e-07,8.992468214508165e-08
1918,2.2857889092620098e-07,9.074237539152818e-08
1919,2.1822600482224175e-07,7.182121730675561e-08
1920,2.4761197181533134e-07,1.0146790785370285e-07
1921,2.1203692424087706e-07,8.254294681098173e-08
1922,2.0363102271048206e-07,9.960212810078417e-08
1923,2.2081171513477216e-07,7.537323210016211e-08
1924,1.8950688063235077e-07,9.668718348176952e-08
1925,2.2106337516092367e-07,9.568414860439134e-08
1926,2.5859040508890985e-07,9.920062882251557e-08
1927,1.4493992472885964e-07,9.69982548726378e-08
1928,2.1252436988028478e-07,1.062621806102726e-07
1929,2.5511530887811773e-07,1.0471982059279128e-07
1930,2.951512604321138e-07,7.772666610339485e-08
1931,1.8704785009759917e-07,1.0036713771199857e-07
1932,1.5233756045507363e-07,7.671675472664674e-08
1933,1.5944220788099983e-07,7.341223917656237e-08
1934,2.0009239420915037e-07,6.110606065590218e-08
1935,1.4242258306040867e-07,7.061287377041481e-08
1936,1.624711774006471e-07,5.698616067917328e-08
1937,2.5434058437134865e-07,7.428759740690793e-08
1938,1.8540257140653438e-07,7.390172118704186e-08
1939,1.8199920415185034e-07,5.964679683501117e-08
1940,2.3329202702981888e-07,6.593035695168226e-08
1941,2.6858673107810205e-07,8.264207584929295e-08
1942,5.006449512734434e-07,1.153000468434584e-07
1943,3.251623377220625e-07,1.1032293700807827e-07
1944,1.670856821789357e-07,9.639558484764166e-08
1945,1.7645882843808636e-07,6.317661815913311e-08
1946,1.767980171152317e-07,8.909506910015352e-08
1947,1.2874540833429649e-07,9.4174879894382e-08
1948,1.7829895648802108e-07,1.8156052794537914e-07
1949,1.7277934827308883e-07,7.951776759274054e-08
1950,2.0845308923433947e-07,9.040057347142749e-08
1951,1.7697927001680824e-07,9.595261318828818e-08
1952,1.7609822067221614e-07,6.115986184163091e-08
1953,1.8100030263479283e-07,7.541679059031026e-08
1954,1.3192924086524727e-07,8.111205240801667e-08
1955,1.9052783706285936e-07,5.443652684178346e-08
1956,1.7965551646348388e-07,8.110661875448955e-08
1957,2.31477991108342e-07,1.0513695108960164e-07
1958,2.556123281927114e-07,4.797901126396553e-08
1959,2.1082034362684965e-07,5.348016118844612e-08
1960,1.986279155596904e-07,3.737249848478896e-08
1961,2.0913959231094736e-07,4.099413875024993e-08
1962,2.416285432849108e-07,4.375949985702121e-08
1963,2.133797532000159e-07,5.4961453832547136e-08
1964,2.293656092833274e-07,5.6580904350678196e-08
1965,2.1450410364609596e-07,4.596516589572275e-08
1966,2.0549968060556978e-07,6.480717273937842e-08
1967,1.9770645359740158e-07,5.817795994955688e-08
1968,1.8280062505371397e-07,4.715986479109091e-08
1969,1.630491064108508e-07,1.035520814651747e-07
1970,1.692330778291229e-07,5.0585977767747536e-08
1971,1.6905328026339816e-07,4.213485915727233e-08
1972,1.8468528922843674e-07,7.849124394887497e-08
1973,1.3783009528145485e-07,1.7807647606504773e-07
1974,2.3852424302361896e-07,5.006758629910735e-08
1975,2.2560346923938823e-07,4.9118730860442383e-08
1976,1.5255116581069927e-07,1.0912836051479857e-07
1977,1.4280580318271063e-07,6.81706687766237e-08
1978,1.188118274875194e-07,1.5564349287178203e-07
1979,1.281582141521298e-07,7.197927132107651e-08
1980,1.5804718556111652e-07,9.72160780765563e-08
1981,1.1449244580186146e-07,7.021359949010986e-08
1982,1.3904804907483026e-07,9.497478237197043e-08
1983,1.3388469954911386e-07,1.1241262543038033e-07
1984,1.786094572242547e-07,1.1540027150536147e-07
1985,1.0527226579348792e-07,7.158513737337557e-08
1986,1.0190625043815515e-07,1.2588419751047297e-07
1987,1.1305011188289527e-07,6.599682206287483e-08
1988,2.4645836249614916e-07,7.075933394773415e-08
1989,1.053719477228654e-07,8.890757752233469e-08
1990,1.0897301572221352e-07,7.246706129615532e-08
1991,1.1781545167233176e-07,7.268217033784552e-08
1992,1.4160556649489564e-07,7.603722784743638e-08
1993,1.0801454858322401e-07,9.361260860929477e-08
1994,9.283870938681105e-08,6.962903076335181e-08
1995,1.1441371272624679e-07,1.1820942802387435e-07
1996,1.2117468917161034e-07,1.1209993600047596e-07
1997,7.719779804293836e-08,8.918503724419935e-08
1998,8.201181977973704e-08,1.1014378276108516e-07
1999,8.27206416420534e-08,1.1836821373067963e-07
2000,8.350079627739149e-08,1.1133439692390112e-07
2001,1.0339659703428872e-07,1.0909217640353575e-07
2002,1.0602556049787992e-07,8.236696347196926e-08
2003,8.500522735710447e-08,1.466756827106508e-07
2004,1.0263163519041996e-07,1.1496504856434164e-07
2005,9.097574116267992e-08,9.412836288191784e-08
2006,7.782812000423078e-08,1.2765459045382954e-07
2007,7.869124660220272e-08,6.990339054824268e-08
2008,7.705965823778804e-08,6.64160587637852e-08
2009,6.53242375747709e-08,3.2423709050988236e-08
2010,8.077686158847186e-08,5.8575033379248964e-08
2011,3.7474924913238894e-08,5.315320966703396e-08
2012,3.6765930244708755e-08,6.740420385731305e-08
2013,2.8727987766430374e-08,4.462600172727704e-08
2014,3.3131311125145224e-08,3.053277689013534e-08
2015,2.1722439139115757e-08,3.391360280102784e-08
2016,2.7548822750800284e-08,3.7284122428316024e-08
2017,2.440142932158551e-08,2.4401429543630115e-08
2018,2.0135440093049795e-08,1.4378769680467585e-07
2019,4.28565950505444e-08,2.9336358786657968e-08
