year,un_DET art_NOUN,un_DET part_NOUN
1888,7.101488641581e-06,7.22830080235326e-08
1889,8.031278930786812e-06,3.759081879106674e-08
1890,7.159356407271389e-06,5.702316241418259e-08
1891,7.288282994011297e-06,4.908149509041948e-08
1892,7.113507944467301e-06,3.8864776286118285e-08
1893,7.298955111423311e-06,5.5425747658155444e-08
1894,8.112601548759812e-06,8.255016159530726e-08
1895,7.5918802338037494e-06,7.58345404250349e-08
1896,7.587707173684066e-06,5.012474779686471e-08
1897,7.34923391121356e-06,5.302309280530437e-08
1898,8.097671347684354e-06,5.0925194949869024e-08
1899,7.98348141728411e-06,4.256235186517188e-08
1900,8.474912910116927e-06,6.229264026824666e-08
1901,7.828146571853267e-06,7.768347415337828e-08
1902,6.832168899961744e-06,8.101968163032325e-08
1903,7.733115403141255e-06,4.320176372196727e-08
1904,8.474171977468359e-06,8.223176717336855e-08
1905,8.49254552548473e-06,5.522012297420886e-08
1906,7.982230862069173e-06,8.436462906047382e-08
1907,8.111292416401739e-06,7.045695582519329e-08
1908,8.415174256981572e-06,7.121514244978755e-08
1909,8.778469819503698e-06,5.776032724336133e-08
1910,8.612098561400217e-06,5.023501781220574e-08
1911,8.73924638256085e-06,7.288912817760007e-08
1912,8.946659853847905e-06,5.1052326865974607e-08
1913,9.786667455102815e-06,7.265095991471071e-08
1914,8.86380991715896e-06,5.625264837272326e-08
1915,5.1906037725757415e-06,6.243804029359978e-08
1916,6.625439695540081e-06,5.823354798373259e-08
1917,7.173138129701329e-06,5.483212395240855e-08
1918,7.832560150689005e-06,5.398596947259193e-08
1919,8.605655082760677e-06,7.918749311830453e-08
1920,1.0781343306121016e-05,7.572231996988421e-08
1921,1.0497342714188562e-05,6.2853807103469e-08
1922,1.1065427905521119e-05,5.385892865028552e-08
1923,1.0293222842960859e-05,7.431163595583712e-08
1924,1.0095431349554929e-05,1.1344629402554318e-07
1925,1.0925590103738614e-05,5.49908882874206e-08
1926,1.0488516423379224e-05,8.805449103199692e-08
1927,1.0802484148086933e-05,7.581472794004895e-08
1928,1.0258299795395942e-05,7.426926629250374e-08
1929,9.840320664977753e-06,7.241263833002165e-08
1930,1.0834467317977214e-05,8.40288265635536e-08
1931,9.405997921874132e-06,1.1975625113791466e-07
1932,9.19505090024586e-06,6.904507898752854e-08
1933,9.15358801023558e-06,5.964744076436546e-08
1934,8.17143792630759e-06,8.746553348260022e-08
1935,9.916920632235815e-06,6.941604624444153e-08
1936,8.903177786123706e-06,7.39607570743317e-08
1937,8.593438366233386e-06,1.0450627740965501e-07
1938,9.5138746161183e-06,8.038432619539293e-08
1939,9.352311550969716e-06,6.72938256229827e-08
1940,7.571847717713354e-06,6.593035806190528e-08
1941,8.990277237330702e-06,5.31270463177691e-08
1942,1.036486735017661e-05,1.0012898843392293e-07
1943,1.128487546964152e-05,9.870999662098257e-08
1944,1.0616366864724114e-05,6.105053707017305e-08
1945,1.0435034148770228e-05,9.585417615198821e-08
1946,1.1479342958864436e-05,1.0162406116620559e-07
1947,1.1393968762263285e-05,8.940653373201712e-08
1948,1.0808830552377913e-05,9.675979995016348e-08
1949,9.97309909678279e-06,1.099504921553418e-07
1950,9.638827997093813e-06,8.61464244383825e-08
1951,1.0027048617189394e-05,9.701875569589902e-08
1952,8.826001177908438e-06,8.857635580561407e-08
1953,9.958248675445702e-06,1.088156551531938e-07
1954,1.0155619889928857e-05,8.306655585599287e-08
1955,1.0169306236207376e-05,1.2482858391393847e-07
1956,1.022292221364296e-05,1.0029312957904324e-07
1957,1.0124953632839606e-05,9.188439098473111e-08
1958,9.349289385340853e-06,9.513080040379762e-08
1959,9.679133810891472e-06,9.068375017573516e-08
1960,1.0014445692263507e-05,7.751333686023543e-08
1961,1.0281191698879866e-05,6.948159342323734e-08
1962,9.445709537203584e-06,7.039571486844309e-08
1963,1.0498930947733243e-05,7.759263964679519e-08
1964,9.463613011462257e-06,1.0281906298592602e-07
1965,1.0740526633412628e-05,8.80998953789458e-08
1966,9.136703866374773e-06,1.0524241778053778e-07
1967,9.731989237593552e-06,1.129046852677007e-07
1968,1.267836856300164e-05,8.6684324968056e-08
1969,8.701553596779377e-06,8.947262941649825e-08
1970,9.001084904980416e-06,9.9792333729809e-08
1971,1.0431460566451278e-05,1.1304474278883703e-07
1972,9.407663185356796e-06,9.182962645848392e-08
1973,8.632574804323667e-06,1.0364822766728565e-07
1974,7.68003064166578e-06,1.0069773115350955e-07
1975,8.199400625130693e-06,8.852793920155477e-08
1976,7.75668409858099e-06,9.31304898199592e-08
1977,8.221029759170051e-06,8.815172525267201e-08
1978,8.805144304346868e-06,7.66336296642578e-08
1979,8.85813219042575e-06,9.948355039757217e-08
1980,9.459522132715392e-06,7.959211023589319e-08
1981,8.54455267784715e-06,9.551579854827352e-08
1982,8.62966986403535e-06,9.68370353904291e-08
1983,9.102896541435257e-06,1.0293965513330505e-07
1984,8.823191151918763e-06,9.684344459692795e-08
1985,9.02333671604083e-06,8.602248025013637e-08
1986,9.28006281242233e-06,7.493107123668352e-08
1987,9.362993878880843e-06,8.738468437741176e-08
1988,9.172328361728432e-06,8.934865242116174e-08
1989,9.715622425687798e-06,8.122420647183048e-08
1990,1.0556761537827697e-05,8.44540903877089e-08
1991,9.534845162306738e-06,1.0316179110958501e-07
1992,1.0523993040578716e-05,1.013829700191593e-07
1993,1.044749916445653e-05,6.702440968897605e-08
1994,9.677908018090875e-06,7.912390009856551e-08
1995,1.0629088421865163e-05,9.055492744547422e-08
1996,1.1026897205113073e-05,8.807851781256204e-08
1997,1.0505134156346685e-05,7.480035735252244e-08
1998,1.0831282082790494e-05,9.345532958615621e-08
1999,1.0764194982471054e-05,9.048998372840344e-08
2000,1.0716818650280402e-05,9.45458745738037e-08
2001,1.0991145984462491e-05,7.404247892583982e-08
2002,1.1030600958861214e-05,8.762442893495148e-08
2003,1.070857537399661e-05,8.042161403487569e-08
2004,1.041292688341855e-05,1.1452457507332703e-07
2005,1.095221837488225e-05,7.926599299157289e-08
2006,1.1067652820884177e-05,8.112242999569474e-08
2007,1.1154583475558866e-05,8.468296588959312e-08
2008,1.037240070900225e-05,8.727751293902131e-08
2009,9.929760764748607e-06,9.202611606085043e-08
2010,8.722955911366626e-06,7.605306895364095e-08
2011,7.825376272307949e-06,5.6594786412844655e-08
2012,6.844250115989325e-06,4.799996261573014e-08
2013,6.392395565768538e-06,5.9408361785528996e-08
2014,7.225657689957643e-06,5.1104506987309506e-08
2015,7.595095553369902e-06,4.809968730257186e-08
2016,7.149023232955187e-06,3.956259497783776e-08
2017,6.130293225936612e-06,4.2513830011969844e-08
2018,6.241212222590775e-06,4.8789720041853e-08
2019,6.612160056818084e-06,4.591777813534037e-08
