year,son_DET été_NOUN,son_DET eté_NOUN
1854,5.039794559458244e-08,5.195664454227256e-10
1855,3.8209947206269135e-08,0.0
1856,6.26439886630692e-08,5.177189232874468e-10
1857,5.906626132645698e-08,9.763018171682347e-10
1858,5.089423094073453e-08,0.0
1859,5.244938572346314e-08,0.0
1860,4.073693560258107e-08,1.373155145145688e-09
1861,5.611996911625283e-08,9.431927461278633e-10
1862,6.596260271329868e-08,0.0
1863,5.444136697008162e-08,9.989241656072068e-10
1864,5.7536735154073426e-08,0.0
1865,3.200654202784037e-08,4.706844358715045e-10
1866,5.206205777597006e-08,0.0
1867,7.182160821628258e-08,4.85281148598915e-10
1868,3.1615195017486997e-08,0.0
1869,4.7858488172458635e-08,0.0
1870,3.1537266576009415e-08,0.0
1871,2.124235387590545e-08,0.0
1872,4.112190887806122e-08,1.2094678591978436e-09
1873,2.514121955066173e-08,0.0
1874,4.421210630933814e-08,0.0
1875,4.863298180834974e-08,5.721527140956084e-10
1876,3.6880689391338706e-08,7.255217537860403e-09
1877,6.246664341347241e-08,3.0924081073635534e-09
1878,5.555961729575287e-08,0.0
1879,2.5659165459046562e-08,0.0
1880,5.90441839865008e-08,0.0
1881,5.299105843015184e-08,0.0
1882,5.590523599607877e-08,6.655385131892899e-10
1883,4.7395042834796897e-08,1.8958017378167824e-09
1884,5.6114424218378645e-08,1.3203393933736152e-09
1885,4.318575902440003e-08,0.0
1886,3.807543791367607e-08,0.0
1887,3.852065688647599e-08,0.0
1888,6.086989934317444e-08,6.340614699951175e-10
1889,6.327788049098615e-08,0.0
1890,5.571228633982628e-08,1.3108772956016423e-09
1891,5.481829279396777e-08,1.912266012205066e-09
1892,1.466831847096728e-07,3.761107425503951e-09
1893,5.5425747713666595e-08,6.158416554491453e-10
1894,3.843938856107343e-08,2.520615716150587e-09
1895,5.2361945224177475e-08,0.0
1896,6.014969367029721e-08,1.769108692872834e-09
1897,7.341659058468508e-08,5.826713556089658e-10
1898,4.866185066010331e-08,0.0
1899,3.2612710754165164e-08,0.0
1900,4.204752956926683e-08,5.191053142894475e-10
1901,3.4091307998807e-08,3.912117296778206e-09
1902,4.1246382753712396e-08,0.0
1903,4.6441892775916926e-08,1.0800440541913758e-09
1904,4.40719265526468e-08,2.1498500757388683e-09
1905,6.347733427780611e-08,2.580379465655369e-09
1906,5.298509914153371e-08,3.6009290549365858e-09
1907,4.0628463704450724e-08,1.028568674676933e-09
1908,5.1078448137786836e-08,5.40252820258047e-09
1909,6.601180202459034e-08,1.6502950672681038e-09
1910,6.840512956074463e-08,2.137660271017694e-09
1911,5.692800419954125e-08,2.6601871816467337e-09
1912,7.918320577005034e-08,0.0
1913,4.719660712249052e-08,2.121195885607108e-09
1914,4.3528835758088746e-08,4.0180461735594974e-09
1915,6.715034206461468e-08,0.0
1916,4.614734194774428e-08,0.0
1917,4.276905585243185e-08,0.0
1918,5.054005747240353e-08,1.1486376294556067e-09
1919,4.7880812814593554e-08,0.0
1920,6.663564056097471e-08,0.0
1921,6.588289974684969e-08,3.0290989716519334e-09
1922,5.3858930204597755e-08,1.4755870969551665e-09
1923,7.537323343242974e-08,0.0
1924,4.898817340670547e-08,0.0
1925,4.839198264328104e-08,1.0998177923937646e-09
1926,6.241837458009769e-08,4.458455382660986e-09
1927,5.797596835943608e-08,2.2298449753321847e-09
1928,3.5420727573232114e-08,1.1426041224282812e-09
1929,6.015819353777374e-08,0.0
1930,3.466189113510154e-08,1.0503603542488804e-09
1931,5.930785373919889e-08,0.0
1932,5.479768483418468e-08,2.1919073223131136e-09
1933,7.341223962065158e-08,0.0
1934,4.073737258636356e-08,0.0
1935,3.2314365405738954e-08,0.0
1936,7.153581682572963e-08,1.2124714565686645e-09
1937,4.280980003823487e-08,0.0
1938,3.5006078036303734e-08,0.0
1939,5.505858080567805e-08,1.5294050470515685e-09
1940,4.81798743123818e-08,0.0
1941,5.017554416397729e-08,0.0
1942,7.585529493425724e-08,0.0
1943,4.935499831049128e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,0.0
1945,6.75336235822499e-08,2.178504043826024e-09
1946,5.8468638819419994e-08,0.0
1947,5.2451833765232436e-08,0.0
1948,5.109787393209331e-08,1.0871887834440486e-09
1949,2.9451024730065e-08,0.0
1950,5.1049734439700956e-08,0.0
1951,3.4116485636559446e-08,0.0
1952,3.6906814271375765e-08,0.0
1953,4.84822229029902e-08,2.1547654771580937e-09
1954,4.1044653453781166e-08,0.0
1955,5.0682281482750113e-08,2.815682353940474e-09
1956,4.098936656760088e-08,8.72114158667614e-10
1957,3.003912818488885e-08,6.184526224473075e-09
1958,4.549733745307094e-08,4.1361216673863055e-09
1959,4.1078964785334904e-08,1.5501495642666896e-09
1960,3.875666820807311e-08,5.536666736194462e-09
1961,4.3078587086409215e-08,6.948159270159238e-10
1962,4.566208611223033e-08,2.5367825617905737e-09
1963,3.750310717531846e-08,0.0
1964,4.8063350410743055e-08,6.083968218106861e-09
1965,4.870118530675427e-08,2.73602163147757e-09
1966,4.652822693795855e-08,1.1078149508847446e-09
1967,3.4512349644799656e-08,4.930335584241163e-10
1968,5.8837548888579505e-08,1.796566312384229e-09
1969,3.1338128259061904e-08,1.3625273131978588e-09
1970,3.311082111268071e-08,4.5987250119061684e-10
1971,4.830093769392363e-08,2.569198631618974e-09
1972,4.052815877342297e-08,2.5650734314375256e-09
1973,2.921998032423545e-08,5.513203782392395e-10
1974,3.2065758159838254e-08,4.500457340128605e-09
1975,3.084199162728396e-08,2.8557400888473694e-09
1976,3.313845520214187e-08,3.9994687561772935e-09
1977,2.5857839980325537e-08,1.7630345516828072e-09
1978,3.4455429509527846e-08,4.752473081737207e-09
1979,2.808947208166046e-08,4.681578791299046e-09
1980,3.9796053785678964e-08,5.685150683554241e-10
1981,2.9730082506951305e-08,2.5302198669585607e-09
1982,4.159026634198426e-08,1.8622506869903077e-09
1983,3.03135171408897e-08,0.0
1984,4.059306096815263e-08,3.479405208395292e-09
1985,4.4515129027367095e-08,6.015558051686298e-10
1986,3.9563604059544843e-08,2.3977941854269602e-09
1987,3.910922652394788e-08,5.49973533381376e-09
1988,3.597932229926215e-08,2.398621523624911e-09
1989,4.0063292905401227e-08,2.1952488715726304e-09
1990,3.596109610093379e-08,5.44865097484859e-10
1991,3.458264608013906e-08,1.1722930404189924e-09
1992,3.1957677115723726e-08,4.958949695321735e-09
1993,5.317639129032159e-08,1.661762283333701e-09
1994,4.74743405698419e-08,5.274926606624319e-10
1995,3.253470415298665e-08,1.6267352465071383e-09
1996,3.256236058568618e-08,3.2028553142993132e-09
1997,3.06873251254558e-08,9.58978896292706e-10
1998,3.8145033909309234e-08,1.9072516899143466e-09
1999,3.7932668228712885e-08,4.570201161957499e-10
2000,5.389998558591458e-08,1.7672125984802278e-09
2001,4.1621512236744707e-08,1.3143635346768434e-09
2002,3.3735407134471984e-08,1.314366449012283e-09
2003,4.5002769177848734e-08,0.0
2004,4.052407875931863e-08,2.2023955992267474e-09
2005,4.819012133783218e-08,0.0
2006,4.2002477940172867e-08,4.1178899179428186e-10
2007,5.232768179874725e-08,1.5977917877663117e-09
2008,5.4495229440121307e-08,8.514879357157668e-10
2009,6.15096840128615e-08,9.53638501499654e-10
2010,6.188168810705719e-08,1.4171379625338432e-09
2011,6.080115388940044e-08,3.82397197240536e-10
2012,7.182973271735449e-08,0.0
2013,7.307507376985711e-08,0.0
2014,8.596817729911166e-08,4.330890368553497e-10
2015,7.602853746568883e-08,0.0
2016,7.953946123961941e-08,0.0
2017,8.17573700406804e-08,0.0
2018,8.493025566158607e-08,7.744400121190154e-10
2019,8.163160775120915e-08,0.0
